combo_id,mode,peak,center_D,width_D,s_min,power,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_cf,slice_mean_abs_improvement,slice_improved_fraction
22,pointamp_cloud,0.5,6.4406779661016955,0.05,0.75,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
22,pointamp_cloud,0.5,6.4406779661016955,0.05,0.75,2.0,D21_guard,6.4,2.1022273869561374,23.74649245177865,-21.637940716606643,0.0
22,pointamp_cloud,0.5,6.4406779661016955,0.05,0.75,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
23,pointamp_cloud,0.5,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
23,pointamp_cloud,0.5,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.27191590575675,-1.4234140215713914e-09,0.0
23,pointamp_cloud,0.5,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,6.169491525423728,25.887561191706766,30.05605328922134,-4.085727724216739,0.0
23,pointamp_cloud,0.5,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,119.7853544322351,-87.46523013638715,0.0
23,pointamp_cloud,0.5,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,6.711864406779661,7.462467784829663,14.603100492140968,-7.112157177341665,0.0
23,pointamp_cloud,0.5,6.4406779661016955,0.12,0.6,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
23,pointamp_cloud,0.5,6.4406779661016955,0.12,0.6,2.0,D21_guard,6.4,2.1022273869561374,44.90248933732859,-42.166050065411945,0.0
23,pointamp_cloud,0.5,6.4406779661016955,0.12,0.6,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
24,pointamp_cloud,0.5,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
24,pointamp_cloud,0.5,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.2719159061416,-1.8729926815857264e-09,0.0
24,pointamp_cloud,0.5,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,6.169491525423728,25.887561191706766,29.328328995717968,-3.4367513976924755,0.0
24,pointamp_cloud,0.5,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,98.46217069621781,-67.16408543795946,0.0
24,pointamp_cloud,0.5,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,6.711864406779661,7.462467784829663,13.106172068019376,-5.643670240455412,0.0
24,pointamp_cloud,0.5,6.4406779661016955,0.12,0.75,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
24,pointamp_cloud,0.5,6.4406779661016955,0.12,0.75,2.0,D21_guard,6.4,2.1022273869561374,32.87587989086941,-30.764916834440644,0.0
24,pointamp_cloud,0.5,6.4406779661016955,0.12,0.75,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
25,pointamp_cloud,1.0,6.169492525423729,0.05,0.6,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
25,pointamp_cloud,1.0,6.169492525423729,0.05,0.6,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271915904250342,0.0,0.0
25,pointamp_cloud,1.0,6.169492525423729,0.05,0.6,2.0,D60_hotspot,6.169491525423728,25.887561191706766,159.60170160893816,-130.56510338473285,0.0
25,pointamp_cloud,1.0,6.169492525423729,0.05,0.6,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,31.28636476838856,-5.837891078201773e-05,0.0
25,pointamp_cloud,1.0,6.169492525423729,0.05,0.6,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.462467784829659,3.383536836952858e-16,0.14285714285714285
25,pointamp_cloud,1.0,6.169492525423729,0.05,0.6,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
25,pointamp_cloud,1.0,6.169492525423729,0.05,0.6,2.0,D21_guard,6.4,2.1022273869561374,2.1350558079448305,-0.03280285432895261,0.0
25,pointamp_cloud,1.0,6.169492525423729,0.05,0.6,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
26,pointamp_cloud,1.0,6.169492525423729,0.05,0.75,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
26,pointamp_cloud,1.0,6.169492525423729,0.05,0.75,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271915904250342,0.0,0.0
26,pointamp_cloud,1.0,6.169492525423729,0.05,0.75,2.0,D60_hotspot,6.169491525423728,25.887561191706766,132.49364724145804,-106.46643866018331,0.0
26,pointamp_cloud,1.0,6.169492525423729,0.05,0.75,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,31.286352386876295,-4.6572206452126574e-05,0.0
26,pointamp_cloud,1.0,6.169492525423729,0.05,0.75,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.462467784829659,3.383536836952858e-16,0.14285714285714285
26,pointamp_cloud,1.0,6.169492525423729,0.05,0.75,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
26,pointamp_cloud,1.0,6.169492525423729,0.05,0.75,2.0,D21_guard,6.4,2.1022273869561374,2.1354788802244613,-0.033251716918158536,0.0
26,pointamp_cloud,1.0,6.169492525423729,0.05,0.75,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
27,pointamp_cloud,1.0,6.169492525423729,0.12,0.6,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
27,pointamp_cloud,1.0,6.169492525423729,0.12,0.6,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.272972510619738,-0.0009983832897211592,0.0
27,pointamp_cloud,1.0,6.169492525423729,0.12,0.6,2.0,D60_hotspot,6.169491525423728,25.887561191706766,159.60170163560602,-130.56510341070458,0.0
27,pointamp_cloud,1.0,6.169492525423729,0.12,0.6,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,42.888702301429724,-11.483982995910809,0.0
27,pointamp_cloud,1.0,6.169492525423729,0.12,0.6,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.468828049799885,-0.006336200211220631,0.0
27,pointamp_cloud,1.0,6.169492525423729,0.12,0.6,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
27,pointamp_cloud,1.0,6.169492525423729,0.12,0.6,2.0,D21_guard,6.4,2.1022273869561374,12.061204798717512,-9.782793668080817,0.0
27,pointamp_cloud,1.0,6.169492525423729,0.12,0.6,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
28,pointamp_cloud,1.0,6.169492525423729,0.12,0.75,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
28,pointamp_cloud,1.0,6.169492525423729,0.12,0.75,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.273242441976542,-0.0013137192729688184,0.0
28,pointamp_cloud,1.0,6.169492525423729,0.12,0.75,2.0,D60_hotspot,6.169491525423728,25.887561191706766,132.49364726220077,-106.46643868089662,0.0
28,pointamp_cloud,1.0,6.169492525423729,0.12,0.75,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,40.38593377560705,-9.098182458984287,0.0
28,pointamp_cloud,1.0,6.169492525423729,0.12,0.75,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.467550351282682,-0.005082533867552895,0.0
28,pointamp_cloud,1.0,6.169492525423729,0.12,0.75,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
28,pointamp_cloud,1.0,6.169492525423729,0.12,0.75,2.0,D21_guard,6.4,2.1022273869561374,8.664583053464455,-6.55982429647807,0.0
28,pointamp_cloud,1.0,6.169492525423729,0.12,0.75,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
29,pointamp_cloud,1.0,6.4406779661016955,0.05,0.6,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
29,pointamp_cloud,1.0,6.4406779661016955,0.05,0.6,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271915904250342,0.0,0.0
29,pointamp_cloud,1.0,6.4406779661016955,0.05,0.6,2.0,D60_hotspot,6.169491525423728,25.887561191706766,25.88760462624387,-4.258034558377165e-05,0.0
29,pointamp_cloud,1.0,6.4406779661016955,0.05,0.6,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,241.30266256509557,-207.30239643996134,0.0
29,pointamp_cloud,1.0,6.4406779661016955,0.05,0.6,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.462538842751496,-7.078908071329286e-05,0.0
29,pointamp_cloud,1.0,6.4406779661016955,0.05,0.6,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
29,pointamp_cloud,1.0,6.4406779661016955,0.05,0.6,2.0,D21_guard,6.4,2.1022273869561374,74.9498161735336,-71.75395741525102,0.0
29,pointamp_cloud,1.0,6.4406779661016955,0.05,0.6,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
30,pointamp_cloud,1.0,6.4406779661016955,0.05,0.75,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
30,pointamp_cloud,1.0,6.4406779661016955,0.05,0.75,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271915904250342,0.0,0.0
30,pointamp_cloud,1.0,6.4406779661016955,0.05,0.75,2.0,D60_hotspot,6.169491525423728,25.887561191706766,25.887597105951414,-3.587257398727334e-05,0.0
30,pointamp_cloud,1.0,6.4406779661016955,0.05,0.75,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,186.24498725762842,-154.9292239121342,0.0
30,pointamp_cloud,1.0,6.4406779661016955,0.05,0.75,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.462524568707433,-5.678351369012159e-05,0.0
30,pointamp_cloud,1.0,6.4406779661016955,0.05,0.75,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
30,pointamp_cloud,1.0,6.4406779661016955,0.05,0.75,2.0,D21_guard,6.4,2.1022273869561374,54.40937935723491,-52.292461937065696,0.0
30,pointamp_cloud,1.0,6.4406779661016955,0.05,0.75,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
31,pointamp_cloud,1.0,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
31,pointamp_cloud,1.0,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271915907263157,-2.8468158624101694e-09,0.0
31,pointamp_cloud,1.0,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,6.169491525423728,25.887561191706766,34.30819980474578,-8.251892591785206,0.0
31,pointamp_cloud,1.0,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,241.30266256509557,-207.30239643996134,0.0
31,pointamp_cloud,1.0,6.4406779661016955,0.12,0.6,2.0,D60_hotspot,6.711864406779661,7.462467784829663,22.52274424192148,-14.997458845290241,0.0
31,pointamp_cloud,1.0,6.4406779661016955,0.12,0.6,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
31,pointamp_cloud,1.0,6.4406779661016955,0.12,0.6,2.0,D21_guard,6.4,2.1022273869561374,105.85421656963607,-102.15909357741036,0.0
31,pointamp_cloud,1.0,6.4406779661016955,0.12,0.6,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
32,pointamp_cloud,1.0,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543928256,2.0543808601370897e-08,1.0
32,pointamp_cloud,1.0,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271915908032852,-3.7459708139630535e-09,0.0
32,pointamp_cloud,1.0,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,6.169491525423728,25.887561191706766,32.82629099799384,-6.930582341244386,0.0
32,pointamp_cloud,1.0,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,186.24498725762842,-154.9292239121342,0.0
32,pointamp_cloud,1.0,6.4406779661016955,0.12,0.75,2.0,D60_hotspot,6.711864406779661,7.462467784829663,19.247348544299328,-11.78481376926066,0.0
32,pointamp_cloud,1.0,6.4406779661016955,0.12,0.75,2.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0
32,pointamp_cloud,1.0,6.4406779661016955,0.12,0.75,2.0,D21_guard,6.4,2.1022273869561374,76.14760907169443,-74.02438331971166,0.0
32,pointamp_cloud,1.0,6.4406779661016955,0.12,0.75,2.0,D21_guard,8.0,0.3226590996076344,0.3225623496223613,9.674995818870891e-05,1.0
