d48_beta,worst_score,mean_score,worst_p95
0.55,0.4711882952496058,0.4711882952496058,0.4711882952496058
0.75,5.23347912881,5.23347912881,5.23347912881
0.95,8.085680130646288,8.085680130646288,8.085680130646288
