center_D,sigma_D,p95_abs_delta_mu,max_abs_delta_mu,acceptance_mismatch,hotspot_max_abs_delta_mu,guard_max_abs_delta_mu,D4p814_max_abs_delta_mu,D5p356_max_abs_delta_mu,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu,D7p254_max_abs_delta_mu,D8p068_max_abs_delta_mu
5.8,0.1,40.49880737261456,40.50385104628437,0.0,40.50385104628437,1.3301457494723916,1.3301457494723916,14.190494888355527,12.20597549582957,40.50385104628437,31.63925706828165,22.083369386143715,20.815181678336028,0.13179658489549384,0.06264099433679249
5.8,0.15,39.613315382906436,39.61871192976996,0.0,39.61871192976996,1.3301457500317664,1.3301457500317664,14.163893945022583,10.978914252185227,39.61871192976996,31.39973567636764,22.08412493222447,20.81518167555285,0.13179658489549384,0.06264099433679249
5.8,0.2,39.23819421380704,39.24374024842032,0.0,39.24374024842032,1.330152932011531,1.330152932011531,14.0083070551375,10.229569076980667,39.24374024842032,30.715083477241585,22.12424879827344,20.815172654814667,0.13179658489448265,0.06264099433679249
6.0,0.1,40.5937310486289,40.598736894716865,0.0,40.598736894716865,1.3301457494723916,1.3301457494723916,14.190606455255555,13.128296518498786,40.598736894716865,30.423529795499576,22.083788898468597,20.81518167833311,0.13179658489549384,0.06264099433679249
6.0,0.15,39.67001677038016,39.675390721443925,0.0,39.675390721443925,1.3301457494724431,1.3301457494724431,14.190394547783665,12.945879012725342,39.675390721443925,28.89569946346792,22.175788294381647,20.81517788816674,0.13179658489549384,0.06264099433679249
6.0,0.2,39.273611103482125,39.27914302427945,0.0,39.27914302427945,1.3301457808848163,1.3301457808848163,14.1786453361605,12.407851991920303,39.27914302427945,27.981172585607148,22.696024088604517,20.814658858580326,0.13179658401917216,0.06264099433679249
6.2,0.1,43.2240981454119,43.228055776441074,0.0,43.228055776441074,1.3301457494723916,1.3301457494723916,14.190606457353688,13.132204956219347,43.228055776441074,26.576923604427705,22.46614611250324,20.815181075865492,0.13179658489549384,0.06264099433679249
6.2,0.15,42.68892368263395,42.69309458348833,0.0,42.69309458348833,1.3301457494723916,1.3301457494723916,14.190606173069522,13.129426377022419,42.69309458348833,26.438124267072574,24.016065209978564,20.81430919740197,0.1317965848897833,0.06264099433679249
6.2,0.2,41.84959321721665,41.85409859565563,0.0,41.85409859565563,1.3301457495229112,1.3301457495229112,14.190316762864889,13.064609621222324,41.85409859565563,26.388613428705,25.510513248886568,20.804020301725668,0.13179630366423423,0.06264099433679249
