beta_peak,center_D,sigma_D,D,eta,beta_eff,base_mu,cur_mu,delta_mu_current,base_width_ratio,cur_width_ratio,width_ratio_boost,mu_boost,delta_mu_boost,delta_log_width_current,delta_log_width_boost,acceptance_mismatch_boost
0.2,5.9,0.2,4.813559322033898,0.2,7.821106160282006e-08,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.744521889655,14.724774647647655,1.304005714822889,-0.14908326617158255,-0.14908325451162255,0.0
0.2,6.0,0.1,4.813559322033898,0.2,5.426047382781349e-32,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452085489743,14.72477481933794,1.304005886513174,-0.14908326617158255,-0.14908326617158255,0.0
0.2,6.0,0.15,4.813559322033898,0.2,5.198741894046933e-15,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452085489752,14.724774819337926,1.3040058865131599,-0.14908326617158255,-0.14908326617158166,0.0
0.2,6.0,0.2,4.813559322033898,0.2,4.564501900343312e-09,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.7445209152873,14.724774809317859,1.3040058764930933,-0.14908326617158255,-0.14908326549109135,0.0
0.2,6.1,0.1,4.813559322033898,0.2,2.3157407900476396e-37,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452085489743,14.72477481933794,1.304005886513174,-0.14908326617158255,-0.14908326617158255,0.0
0.2,6.1,0.15,4.813559322033898,0.2,2.1346334308314622e-17,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452085489743,14.72477481933794,1.304005886513174,-0.14908326617158255,-0.14908326617158255,0.0
0.2,6.1,0.2,4.813559322033898,0.2,2.0746506818880323e-10,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.7445208576423,14.724774818882501,1.3040058860577357,-0.14908326617158255,-0.14908326614065254,0.0
0.3,5.9,0.1,4.813559322033898,0.2,7.015748231647378e-27,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452085489743,14.72477481933794,1.304005886513174,-0.14908326617158255,-0.14908326617158255,0.0
0.3,5.9,0.15,4.813559322033898,0.2,1.2177123062408362e-12,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452085491352,14.72477481933527,1.3040058865105042,-0.14908326617158255,-0.14908326617140122,0.0
0.3,5.9,0.2,4.813559322033898,0.2,1.1731659240423008e-07,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452240703388,14.724774561802498,1.3040056289777322,-0.14908326617158255,-0.14908324868164144,0.0
0.3,6.0,0.1,4.813559322033898,0.2,8.139071074172024e-32,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452085489743,14.72477481933794,1.304005886513174,-0.14908326617158255,-0.14908326617158255,0.0
0.3,6.0,0.15,4.813559322033898,0.2,7.798112841070399e-15,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.74452085489759,14.724774819337913,1.3040058865131474,-0.14908326617158255,-0.14908326617158074,0.0
0.3,6.0,0.2,4.813559322033898,0.2,6.846752850514967e-09,13.420768932824766,14.72477481933794,1.304005886513174,103.01194534980424,88.74452085489743,88.7445209454822,14.724774804307826,1.30400587148306,-0.14908326617158255,-0.1490832651508462,0.0
