D,exact_fine_omega1,uniform_omega1,prolate_omega1,exact_fine_omega2,uniform_omega2,prolate_omega2,exact_fine_delta_omega12,uniform_delta_omega12,prolate_delta_omega12,localized_fine_omega1,localized_fine_delta_proxy,chi_fp2d_fine_omega1,chi_fp2d_fine_omega2,chi_fp2d_fine_delta_proxy,uniform_rel_omega1_vs_exact_fine,prolate_rel_omega1_vs_exact_fine,uniform_rel_omega2_vs_exact_fine,prolate_rel_omega2_vs_exact_fine,uniform_rel_delta_omega12_vs_exact_fine,prolate_rel_delta_omega12_vs_exact_fine
6.0,0.721500223480184,0.830542721665029,0.3726127807108898,0.7396293659720765,0.8539665820249592,0.3880430544480805,0.0181291424918924,0.02342386035993027,0.015430273737190692,1.7793565029784248,0.454947995067561,1.913299439904635,2.011321830265332,0.09802239036069715,0.15113300680473005,0.4835583294575049,0.15458717746098705,0.47535472183681465,0.29205561544930997,0.14886907948948377
12.0,0.7224184535018031,0.5120394767370777,0.41437405772908703,0.7226741019993743,0.5121162902709587,0.4144333751902596,0.0002556484975712,7.681353388100387e-05,5.931746117254777e-05,1.8379915777816815,0.3581076515471513,1.8837450589559328,1.92233417760881,0.038589118652877286,0.291214843343146,0.4264071526405814,0.2913592878807741,0.4265279826083786,0.6995345773170025,0.7679725805702128
18.0,0.720046264481841,0.8331818635986599,0.45353535614462753,0.7200499669852483,0.8332064897769981,0.4535356534517966,3.7025034073101537e-06,2.462617833820513e-05,2.973071690504092e-07,1.799620852474049,0.2733889375921805,1.874661282427685,1.89512881520342,0.020467532775735098,0.15712268044086508,0.37013025618430195,0.15715093115762627,0.37013308208222134,5.65122368006027,0.9197010410676701
