D,worst_eta,worst_delta_mu,worst_delta_log_partial,worst_delta_log_width,worst_amp_point_component,worst_amp_ref_component,worst_delta_mu_width_anchor,worst_delta_mu_partial_anchor,worst_delta_mu_refamp_anchor,worst_delta_mu_pointamp_anchor,worst_delta_mu_width_refamp_anchor,worst_delta_mu_width_pointamp_anchor,worst_width_alpha,worst_refamp_beta,worst_pointamp_beta,worst_partial_beta,worst_acceptance_mismatch
4.0,4.0,-0.9244091557313041,-0.212883796247535,0.13015113470615847,2.2494228702056794e-11,0.2128837962250412,-0.6104118462813521,-0.3884903045909138,-0.38849030465378265,-0.924409155680491,-7.160716464227335e-11,-0.6104118462234758,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,0.0
4.8,4.0,-0.1157724743636912,-0.0993552976622208,-0.09104262056771989,0.1134570840051038,0.2128123816673245,-1.3227054556998983,1.3330075608624377,3.1733937180877465,-1.6033709167324677,1.680233542406965,-2.6808512941085105,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,0.0
5.6,4.0,-0.3524486098968822,-0.001617611613194552,0.004474326322032688,0.0016176116131932255,1.3322676295501875e-15,-0.09379626640466654,-0.25907108111293553,-0.35244860989680404,-0.2590710811130208,-0.09379626640458838,-8.526512829121202e-14,0.997326233679174,1.0,9.295001053988138e-28,0.0,0.0
6.4,0.2,-2.102232425896773,0.3658714555126562,0.40161168493451266,0.5786838371799812,0.2128123816673245,26.451925656926484,-19.80493426812825,11.599236379862013,-27.48646777043288,46.92508492214197,-11.477985391440065,0.8369684668117037,0.0003354626279025071,0.14460554823959518,0.0,0.0
7.2,4.0,-0.7569954035543396,-0.1850231840921137,0.05623499718929657,0.027860612132927048,0.2128837962250412,-0.5965064789739452,-0.19310771046644382,-0.09879309592256558,-0.8332251958021497,0.09977036088387203,-0.6771458784927575,0.8244505311679172,1.2664165549093996e-14,4.353193760142496e-06,0.0,0.0
8.0,0.2,-0.32265909973747986,-0.15036077784400353,-0.0009260233272950403,0.06252301838104121,0.21288379622504477,-0.32451203311560084,0.002153578271382184,0.15226964414020472,-0.44399041800221073,0.14997711923386792,-0.4457310477552008,0.8249996927893823,5.380186160021062e-32,6.050858716797776e-37,0.0,1.0
