D,eta,mu_full,chi2_full,mu_base,chi2_base,mu_parent,chi2_parent,mu_cf,chi2_cf,case,abs_delta_base,abs_delta_parent,abs_delta_cf,abs_improvement_vs_parent,acceptance_flip_vs_base,drift_grid_D
10.141414141414142,3.43,0.86165662536559,1.811334931329779,0.8217925580413887,2.089524037102004,0.6414783669834596,3.5959691734629935,0.6414783669834596,3.5959691734629935,D100E41_monitor,0.039864067324201224,0.22017825838213034,0.22017825838213034,0.0,0.0,7.232323232323233
10.141414141414142,3.5250000000000004,0.8616566244318962,1.8113349376128771,0.8217925571371222,2.0895240436376747,0.6414783662776034,3.595969180155584,0.6414783662776034,3.595969180155584,D100E41_monitor,0.039864067294773986,0.22017825815429282,0.22017825815429282,0.0,0.0,7.232323232323233
10.141414141414142,3.62,0.8616566233344285,1.8113349449980585,0.8217925560685688,2.089524051360744,0.6414783654435074,3.5959691880640814,0.6414783654435074,3.5959691880640814,D100E41_monitor,0.03986406726585967,0.22017825789092105,0.22017825789092105,0.0,0.0,7.232323232323233
10.141414141414142,3.715,0.8616566224992778,1.8113349506180312,0.8217925552597047,2.0895240572068845,0.6414783648121207,3.595969194050588,0.6414783648121207,3.595969194050588,D100E41_monitor,0.03986406723957303,0.22017825768715704,0.22017825768715704,0.0,0.0,7.232323232323233
10.141414141414142,3.81,0.8616566215224613,1.8113349571913149,0.821792554308747,2.08952406408002,0.6414783640698181,3.595969201088746,0.6414783640698181,3.595969201088746,D100E41_monitor,0.03986406721371427,0.2201782574526432,0.2201782574526432,0.0,0.0,7.232323232323233
10.141414141414142,3.905,0.8616566245379457,1.8113349368992393,0.8217925573282112,2.089524042256561,0.6414783664267645,3.59596917874131,0.6414783664267645,3.59596917874131,D100E41_monitor,0.039864067209734455,0.2201782581111812,0.2201782581111812,0.0,0.0,7.232323232323233
10.141414141414142,4.0,0.8616566237347835,1.811334942303952,0.8217925565479168,2.0895240478962114,0.6414783658176788,3.595969184516368,0.6414783658176788,3.595969184516368,D100E41_monitor,0.039864067186866636,0.22017825791710466,0.22017825791710466,0.0,0.0,7.232323232323233
10.303030303030305,0.2,0.7266703058249835,2.8335804816113823,0.6656589242250209,3.3703550973147087,0.4477377574587945,5.667521116060034,0.4477377574587945,5.667521116060034,D100E41_monitor,0.061011381599962555,0.27893254836618897,0.27893254836618897,0.0,1.0,7.232323232323233
10.303030303030305,0.295,0.7266702822236948,2.8335806802544914,0.6656589056606582,3.3703552677218864,0.44773774497197,5.6675212646941775,0.44773774497197,5.6675212646941775,D100E41_monitor,0.06101137656303657,0.2789325372517248,0.2789325372517248,0.0,1.0,7.232323232323233
10.303030303030305,0.39,0.7266702868119094,2.833580641637226,0.6656589092023366,3.3703552352118873,0.4477377473541857,5.667521236338002,0.4477377473541857,5.667521236338002,D100E41_monitor,0.06101137760957276,0.27893253945772367,0.27893253945772367,0.0,1.0,7.232323232323233
10.303030303030305,0.485,0.7266702516890249,2.833580937253256,0.6656588756313597,3.370355543368741,0.4477377247735617,5.667521505121456,0.4477377247735617,5.667521505121456,D100E41_monitor,0.061011376057665156,0.27893252691546316,0.27893252691546316,0.0,1.0,7.232323232323233
10.303030303030305,0.5800000000000001,0.7266702485520183,2.833580963656254,0.6656588744475646,3.37035555423511,0.4477377239773134,5.667521514599417,0.4477377239773134,5.667521514599417,D100E41_monitor,0.061011374104453786,0.27893252457470497,0.27893252457470497,0.0,1.0,7.232323232323233
10.303030303030305,0.675,0.7266702546295511,2.8335809125039586,0.6656588796690335,3.370355506305868,0.4477377274893955,5.66752147279413,0.4477377274893955,5.66752147279413,D100E41_monitor,0.06101137496051767,0.27893252714015565,0.27893252714015565,0.0,1.0,7.232323232323233
10.303030303030305,0.77,0.7266702604754568,2.833580863301181,0.6656588847558567,3.3703554596125755,0.4477377309109117,5.667521432066869,0.4477377309109117,5.667521432066869,D100E41_monitor,0.061011375719600136,0.2789325295645451,0.2789325295645451,0.0,1.0,7.232323232323233
10.303030303030305,0.865,0.7266702574010853,2.833580889177004,0.6656588828002287,3.3703554775638005,0.4477377295955106,5.667521447724453,0.4477377295955106,5.667521447724453,D100E41_monitor,0.061011374600856594,0.27893252780557465,0.27893252780557465,0.0,1.0,7.232323232323233
10.303030303030305,0.96,0.7266702618157221,2.833580852020675,0.6656588865735688,3.370355442927316,0.4477377321335473,5.667521417513495,0.4477377321335473,5.667521417513495,D100E41_monitor,0.06101137524215339,0.27893252968217486,0.27893252968217486,0.0,1.0,7.232323232323233
10.303030303030305,1.055,0.7266702478393307,2.8335809696546765,0.665658873036392,3.370355567188635,0.4477377230281257,5.667521525897864,0.4477377230281257,5.667521525897864,D100E41_monitor,0.06101137480293861,0.27893252481120495,0.27893252481120495,0.0,1.0,7.232323232323233
10.303030303030305,1.15,0.7266702465752063,2.8335809802943333,0.6656588725475959,3.370355571675424,0.4477377226993501,5.667521529811373,0.4477377226993501,5.667521529811373,D100E41_monitor,0.061011374027610366,0.2789325238758562,0.2789325238758562,0.0,1.0,7.232323232323233
10.303030303030305,1.245,0.7266702508010235,2.833580944727227,0.6656588762453314,3.3703555377329337,0.4477377251865334,5.667521500205738,0.4477377251865334,5.667521500205738,D100E41_monitor,0.061011374555692166,0.27893252561449017,0.27893252561449017,0.0,1.0,7.232323232323233
10.303030303030305,1.34,0.7266702543681318,2.833580914704226,0.6656588793644024,3.370355509102157,0.4477377272844935,5.6675214752331335,0.4477377272844935,5.6675214752331335,D100E41_monitor,0.06101137500372944,0.2789325270836383,0.2789325270836383,0.0,1.0,7.232323232323233
10.303030303030305,1.435,0.7266702529784348,2.83358092640078,0.6656588786116909,3.3703555160114944,0.4477377267782021,5.66752148125966,0.4477377267782021,5.66752148125966,D100E41_monitor,0.061011374366743865,0.2789325262002327,0.2789325262002327,0.0,1.0,7.232323232323233
10.303030303030305,1.53,0.7266702559638624,2.8335809012735655,0.6656588811965428,3.3703554922844567,0.447737728516834,5.667521460564242,0.447737728516834,5.667521460564242,D100E41_monitor,0.06101137476731955,0.27893252744702834,0.27893252744702834,0.0,1.0,7.232323232323233
10.303030303030305,1.625,0.7266702472877595,2.8335809742970426,0.6656588727856905,3.3703555694898912,0.447737722859498,5.667521527905087,0.447737722859498,5.667521527905087,D100E41_monitor,0.06101137450206906,0.27893252442826155,0.27893252442826155,0.0,1.0,7.232323232323233
10.303030303030305,1.72,0.7266702464699041,2.833580981180622,0.6656588724787529,3.3703555723073526,0.4477377226530447,5.667521530362558,0.4477377226530447,5.667521530362558,D100E41_monitor,0.061011373991151197,0.2789325238168594,0.2789325238168594,0.0,1.0,7.232323232323233
10.303030303030305,1.815,0.7266702493302862,2.833580957105867,0.6656588749858882,3.3703555492936954,0.4477377243394024,5.667521510289371,0.4477377243394024,5.667521510289371,D100E41_monitor,0.06101137434439807,0.27893252499088383,0.27893252499088383,0.0,1.0,7.232323232323233
10.303030303030305,1.91,0.7266702519477777,2.8335809350754317,0.6656588772843478,3.3703555281955273,0.4477377258854002,5.66752149188693,0.4477377258854002,5.66752149188693,D100E41_monitor,0.061011374663429874,0.2789325260623775,0.2789325260623775,0.0,1.0,7.232323232323233
10.303030303030305,2.005,0.7266702510280543,2.8335809428163956,0.6656588768133973,3.370355532518506,0.4477377255686278,5.66752149565756,0.4477377255686278,5.66752149565756,D100E41_monitor,0.061011374214656966,0.2789325254594265,0.2789325254594265,0.0,1.0,7.232323232323233
10.303030303030305,2.1,0.7266702533319219,2.833580923425613,0.665658878807064,3.370355514218114,0.4477377269096146,5.667521479695423,0.4477377269096146,5.667521479695423,D100E41_monitor,0.06101137452485794,0.2789325264223073,0.2789325264223073,0.0,1.0,7.232323232323233
10.303030303030305,2.1950000000000003,0.7266702469839649,2.8335809768539666,0.6656588726368047,3.370355570856553,0.447737722759354,5.6675215290971295,0.447737722759354,5.6675215290971295,D100E41_monitor,0.0610113743471602,0.2789325242246109,0.2789325242246109,0.0,1.0,7.232323232323233
10.303030303030305,2.29,0.7266702564673951,2.8335808970355205,0.6656588814261587,3.3703554901767516,0.447737728671279,5.66752145872584,0.447737728671279,5.66752145872584,D100E41_monitor,0.06101137504123644,0.27893252779611616,0.27893252779611616,0.0,1.0,7.232323232323233
10.303030303030305,2.385,0.7266702582815465,2.8335808817664945,0.6656588829992566,3.3703554757368708,0.4477377297293814,5.667521446130953,0.4477377297293814,5.667521446130953,D100E41_monitor,0.06101137528228995,0.2789325285521651,0.2789325285521651,0.0,1.0,7.232323232323233
10.303030303030305,2.4800000000000004,0.7266702599202217,2.8335808679743852,0.6656588844171046,3.370355462722069,0.4477377306830591,5.66752143477906,0.4477377306830591,5.66752143477906,D100E41_monitor,0.06101137550311708,0.2789325292371626,0.2789325292371626,0.0,1.0,7.232323232323233
10.303030303030305,2.575,0.7266702589430188,2.8335808761991323,0.665658883805522,3.370355468335948,0.4477377302716944,5.6675214396756495,0.4477377302716944,5.6675214396756495,D100E41_monitor,0.06101137513749688,0.27893252867132445,0.27893252867132445,0.0,1.0,7.232323232323233
10.303030303030305,2.6700000000000004,0.726670260441626,2.833580863585923,0.6656588850934303,3.3703554565138973,0.4477377311379716,5.667521429364111,0.4477377311379716,5.667521429364111,D100E41_monitor,0.06101137534819567,0.27893252930365436,0.27893252930365436,0.0,1.0,7.232323232323233
10.303030303030305,2.765,0.7266702551888033,2.8335809077969443,0.6656588800070313,3.370355503203297,0.4477377277167407,5.6675214700879755,0.4477377277167407,5.6675214700879755,D100E41_monitor,0.06101137518177202,0.27893252747206265,0.27893252747206265,0.0,1.0,7.232323232323233
10.303030303030305,2.8600000000000003,0.7266702544344992,2.8335809141456374,0.6656588795723615,3.3703555071932456,0.4477377274243716,5.667521473568125,0.4477377274243716,5.667521473568125,D100E41_monitor,0.0610113748621377,0.27893252701012755,0.27893252701012755,0.0,1.0,7.232323232323233
10.303030303030305,2.955,0.7266702559334421,2.8335809015296007,0.6656588808714943,3.370355495268163,0.4477377282981987,5.667521463166718,0.4477377282981987,5.667521463166718,D100E41_monitor,0.06101137506194787,0.27893252763524345,0.27893252763524345,0.0,1.0,7.232323232323233
10.303030303030305,3.0500000000000003,0.7266702573686804,2.833580889449743,0.6656588821175595,3.3703554838302012,0.4477377291363313,5.667521453190193,0.4477377291363313,5.667521453190193,D100E41_monitor,0.06101137525112088,0.2789325282323491,0.2789325282323491,0.0,1.0,7.232323232323233
10.303030303030305,3.145,0.7266702566168844,2.8335808957773256,0.6656588816579797,3.370355488048806,0.4477377288272072,5.667521456869781,0.4477377288272072,5.667521456869781,D100E41_monitor,0.06101137495890474,0.27893252778967725,0.27893252778967725,0.0,1.0,7.232323232323233
10.303030303030305,3.24,0.7266702579479185,2.8335808845745154,0.6656588828075567,3.3703554774965347,0.4477377296004396,5.667521447665782,0.4477377296004396,5.667521447665782,D100E41_monitor,0.06101137514036181,0.2789325283474789,0.2789325283474789,0.0,1.0,7.232323232323233
10.303030303030305,3.3350000000000004,0.7266702591759852,2.8335808742383426,0.665658883865816,3.3703554677824936,0.4477377303122495,5.667521439192911,0.4477377303122495,5.667521439192911,D100E41_monitor,0.0610113753101692,0.27893252886373565,0.27893252886373565,0.0,1.0,7.232323232323233
10.303030303030305,3.43,0.7266702530772579,2.8335809255690236,0.6656588783286516,3.3703555186095877,0.4477377265878233,5.667521483525793,0.4477377265878233,5.667521483525793,D100E41_monitor,0.061011374748606295,0.27893252648943456,0.27893252648943456,0.0,1.0,7.232323232323233
10.303030303030305,3.5250000000000004,0.7266702543703969,2.8335809146851614,0.6656588794502522,3.3703555083141197,0.4477377273422381,5.667521474545784,0.4477377273422381,5.667521474545784,D100E41_monitor,0.061011374920144745,0.2789325270281588,0.2789325270281588,0.0,1.0,7.232323232323233
10.303030303030305,3.62,0.7266702555971466,2.833580904360073,0.6656588805142233,3.3703554985476476,0.4477377280578899,5.66752146602718,0.4477377280578899,5.66752146602718,D100E41_monitor,0.061011375082923314,0.2789325275392567,0.2789325275392567,0.0,1.0,7.232323232323233
10.303030303030305,3.715,0.7266702550289178,2.8335809091426403,0.6656588801868927,3.370355501552302,0.4477377278377197,5.667521468647927,0.4477377278377197,5.667521468647927,D100E41_monitor,0.06101137484202512,0.2789325271911981,0.2789325271911981,0.0,1.0,7.232323232323233
10.303030303030305,3.81,0.7266702561780719,2.8335808994706446,0.6656588811791382,3.3703554924442187,0.4477377285051272,5.667521460703591,0.4477377285051272,5.667521460703591,D100E41_monitor,0.06101137499893372,0.2789325276729447,0.2789325276729447,0.0,1.0,7.232323232323233
10.303030303030305,3.905,0.7266702572917395,2.8335808900973256,0.6656588821422674,3.3703554836034004,0.4477377291529505,5.66752145299237,0.4477377291529505,5.66752145299237,D100E41_monitor,0.06101137514947208,0.278932528138789,0.278932528138789,0.0,1.0,7.232323232323233
10.303030303030305,4.0,0.7266702567038088,2.833580895045716,0.6656588817803086,3.370355486925916,0.4477377289094885,5.667521455890365,0.4477377289094885,5.667521455890365,D100E41_monitor,0.06101137492350017,0.2789325277943203,0.2789325277943203,0.0,1.0,7.232323232323233
10.464646464646464,0.2,0.5997599313843335,4.00240104636254,0.5361564742889104,4.663910230706034,0.1466182481688855,9.818536348895206,0.1466182481688855,9.818536348895206,D100E41_monitor,0.06360345709542303,0.453141683215448,0.453141683215448,0.0,0.0,7.232323232323233
10.464646464646464,0.295,0.5997600342585228,4.002400017312002,0.5361565627640995,4.663909275347094,0.1466182723634591,9.818535969832247,0.1466182723634591,9.818535969832247,D100E41_monitor,0.06360347149442325,0.45314176189506367,0.45314176189506367,0.0,0.0,7.232323232323233
10.464646464646464,0.39,0.599759935851598,4.002401001676488,0.5361564749758889,4.663910223288011,0.1466182483567479,9.818536345951914,0.1466182483567479,9.818536345951914,D100E41_monitor,0.06360346087570912,0.4531416874948502,0.4531416874948502,0.0,0.0,7.232323232323233
10.464646464646464,0.485,0.599759922438251,4.002401135850211,0.5361564641481381,4.663910340206542,0.1466182453957729,9.818536392342317,0.1466182453957729,9.818536392342317,D100E41_monitor,0.06360345829011294,0.45314167704247815,0.45314167704247815,0.0,0.0,7.232323232323233
10.464646464646464,0.5800000000000001,0.5997599152952964,4.002401207301194,0.5361564586727311,4.66391039933023,0.146618243898459,9.81853641580114,0.146618243898459,9.81853641580114,D100E41_monitor,0.06360345662256528,0.45314167139683736,0.45314167139683736,0.0,0.0,7.232323232323233
10.464646464646464,0.675,0.5997599609068313,4.002400751048976,0.5361564981639904,4.663909972901873,0.1466182546978049,9.81853624660485,0.1466182546978049,9.81853624660485,D100E41_monitor,0.0636034627428409,0.4531417062090264,0.4531417062090264,0.0,0.0,7.232323232323233
10.464646464646464,0.77,0.5997599507888203,4.002400852259445,0.5361564896973261,4.663910064325284,0.1466182523824967,9.818536282879414,0.1466182523824967,9.818536282879414,D100E41_monitor,0.06360346109149417,0.45314169840632357,0.45314169840632357,0.0,0.0,7.232323232323233
10.464646464646464,0.865,0.5997599415071473,4.002400945104025,0.536156481825513,4.66391014932547,0.1466182502298575,9.818536316605396,0.1466182502298575,9.818536316605396,D100E41_monitor,0.06360345968163428,0.45314169127728976,0.45314169127728976,0.0,0.0,7.232323232323233
10.464646464646464,0.96,0.5997599419731865,4.002400940442235,0.5361564817688853,4.663910149936937,0.146618250214372,9.818536316848013,0.146618250214372,9.818536316848013,D100E41_monitor,0.06360346020430119,0.45314169175881447,0.45314169175881447,0.0,0.0,7.232323232323233
10.464646464646464,1.055,0.5997599626855429,4.002400733256521,0.536156500275203,4.663909950104906,0.1466182552751407,9.818536237559574,0.1466182552751407,9.818536237559574,D100E41_monitor,0.06360346241033987,0.45314170741040216,0.45314170741040216,0.0,0.0,7.232323232323233
10.464646464646464,1.15,0.599759954817587,4.002400811959688,0.5361564935738905,4.663910022465973,0.1466182534425885,9.818536266270666,0.1466182534425885,9.818536266270666,D100E41_monitor,0.06360346124369654,0.45314170137499854,0.45314170137499854,0.0,0.0,7.232323232323233
10.464646464646464,1.245,0.5997599541612866,4.002400818524662,0.5361564926388299,4.663910032562797,0.1466182531868853,9.81853627027684,0.1466182531868853,9.81853627027684,D100E41_monitor,0.06360346152245666,0.4531417009744013,0.4531417009744013,0.0,0.0,7.232323232323233
10.464646464646464,1.34,0.5997599488205431,4.002400871948122,0.5361564881703121,4.663910080814049,0.1466182519649169,9.818536289421749,0.1466182519649169,9.818536289421749,D100E41_monitor,0.06360346065023093,0.45314169685562616,0.45314169685562616,0.0,0.0,7.232323232323233
10.464646464646464,1.435,0.5997599628411332,4.002400731700153,0.5361565006690188,4.663909945852468,0.1466182553828342,9.818536235872312,0.1466182553828342,9.818536235872312,D100E41_monitor,0.06360346217211443,0.45314170745829896,0.45314170745829896,0.0,0.0,7.232323232323233
10.464646464646464,1.53,0.5997599569133658,4.002400790995611,0.5361564956092151,4.663910000488448,0.1466182539991718,9.818536257550525,0.1466182539991718,9.818536257550525,D100E41_monitor,0.06360346130415073,0.453141702914194,0.453141702914194,0.0,0.0,7.232323232323233
10.464646464646464,1.625,0.5997599569577413,4.002400790551724,0.5361564953913257,4.663910002841227,0.1466182539395874,9.818536258484048,0.1466182539395874,9.818536258484048,D100E41_monitor,0.06360346156641561,0.45314170301815393,0.45314170301815393,0.0,0.0,7.232323232323233
10.464646464646464,1.72,0.5997599519490473,4.002400840653692,0.5361564911289073,4.663910048867009,0.1466182527739793,9.818536276745949,0.1466182527739793,9.818536276745949,D100E41_monitor,0.06360346082014001,0.45314169917506797,0.45314169917506797,0.0,0.0,7.232323232323233
10.464646464646464,1.815,0.5997599475258065,4.002400884899373,0.5361564873697405,4.663910089458656,0.1466182517459913,9.818536292851718,0.1466182517459913,9.818536292851718,D100E41_monitor,0.063603460156066,0.4531416957798152,0.4531416957798152,0.0,0.0,7.232323232323233
10.464646464646464,1.91,0.5997599626117707,4.002400733994466,0.5361565004171933,4.663909948571689,0.1466182553139696,9.818536236951232,0.1466182553139696,9.818536236951232,D100E41_monitor,0.06360346219457735,0.45314170729780107,0.45314170729780107,0.0,0.0,7.232323232323233
10.464646464646464,2.005,0.599759958099333,4.002400779132382,0.5361564965726568,4.663909990085162,0.1466182542626362,9.818536253422758,0.1466182542626362,9.818536253422758,D100E41_monitor,0.06360346152667617,0.45314170383669683,0.45314170383669683,0.0,0.0,7.232323232323233
10.464646464646464,2.1,0.5997599545163989,4.002400814972474,0.5361564935402692,4.663910022829017,0.1466182534333944,9.818536266414714,0.1466182534333944,9.818536266414714,D100E41_monitor,0.06360346097612968,0.45314170108300444,0.45314170108300444,0.0,0.0,7.232323232323233
10.464646464646464,2.1950000000000003,0.5997599541571846,4.002400818565694,0.5361564930063917,4.6639100285938495,0.1466182532873994,9.818536268702058,0.1466182532873994,9.818536268702058,D100E41_monitor,0.06360346115079296,0.4531417008697852,0.4531417008697852,0.0,0.0,7.232323232323233
10.464646464646464,2.29,0.599759962718649,4.002400732925362,0.536156500628371,4.663909946291385,0.1466182553717186,9.818536236046462,0.1466182553717186,9.818536236046462,D100E41_monitor,0.063603462090278,0.4531417073469304,0.4531417073469304,0.0,0.0,7.232323232323233
10.464646464646464,2.385,0.5997599593771178,4.0024007663507,0.5361564977936009,4.663909976901355,0.1466182545965176,9.818536248191746,0.1466182545965176,9.818536248191746,D100E41_monitor,0.06360346158351693,0.45314170478060023,0.45314170478060023,0.0,0.0,7.232323232323233
10.464646464646464,2.4800000000000004,0.5997599558133138,4.002400801999434,0.5361564947385097,4.6639100098903645,0.1466182537610673,9.818536261280972,0.1466182537610673,9.818536261280972,D100E41_monitor,0.06360346107480408,0.45314170205224646,0.45314170205224646,0.0,0.0,7.232323232323233
10.464646464646464,2.575,0.5997599554593608,4.002400805540025,0.5361564942384606,4.663910015289916,0.146618253624323,9.818536263423386,0.146618253624323,9.818536263423386,D100E41_monitor,0.06360346122090021,0.45314170183503777,0.45314170183503777,0.0,0.0,7.232323232323233
10.464646464646464,2.6700000000000004,0.5997599527327991,4.002400832813824,0.5361564919330272,4.663910040184087,0.1466182529938753,9.81853627330078,0.1466182529938753,9.81853627330078,D100E41_monitor,0.06360346079977197,0.4531416997389238,0.4531416997389238,0.0,0.0,7.232323232323233
10.464646464646464,2.765,0.5997599598747989,4.002400761372395,0.5361564982836929,4.6639099716093195,0.146618254730539,9.818536246091996,0.146618254730539,9.818536246091996,D100E41_monitor,0.06360346159110597,0.4531417051442599,0.4531417051442599,0.0,0.0,7.232323232323233
10.464646464646464,2.8600000000000003,0.5997599598016414,4.002400762104189,0.5361564980629717,4.663909973992676,0.1466182546701802,9.818536247037656,0.1466182546701802,9.818536247037656,D100E41_monitor,0.06360346173866971,0.45314170513146124,0.45314170513146124,0.0,0.0,7.232323232323233
10.464646464646464,2.955,0.5997599568301598,4.002400791827922,0.5361564955196653,4.663910001455412,0.1466182539746834,9.818536257934191,0.1466182539746834,9.818536257934191,D100E41_monitor,0.06360346131049455,0.4531417028554764,0.4531417028554764,0.0,0.0,7.232323232323233
10.464646464646464,3.0500000000000003,0.5997599540438701,4.0024008196991785,0.5361564931346909,4.66391002720847,0.1466182533224843,9.818536268152377,0.1466182533224843,9.818536268152377,D100E41_monitor,0.06360346090917912,0.45314170072138577,0.45314170072138577,0.0,0.0,7.232323232323233
10.464646464646464,3.145,0.5997599630109686,4.002400730001289,0.5361565008764733,4.6639099436123646,0.146618255439565,9.818536234983492,0.146618255439565,9.818536234983492,D100E41_monitor,0.0636034621344953,0.4531417075714036,0.4531417075714036,0.0,0.0,7.232323232323233
10.464646464646464,3.24,0.5997599602067667,4.002400758051722,0.5361564984738884,4.663909969555581,0.1466182547825502,9.818536245277125,0.1466182547825502,9.818536245277125,D100E41_monitor,0.06360346173287834,0.4531417054242165,0.4531417054242165,0.0,0.0,7.232323232323233
10.464646464646464,3.3350000000000004,0.5997599575310213,4.002400784817204,0.5361564961793971,4.663909994331599,0.1466182541550947,9.818536255107638,0.1466182541550947,9.818536255107638,D100E41_monitor,0.0636034613516242,0.45314170337592663,0.45314170337592663,0.0,0.0,7.232323232323233
10.464646464646464,3.43,0.599759957536847,4.0024007847589305,0.5361564960544386,4.663909995680906,0.1466182541209234,9.818536255643007,0.1466182541209234,9.818536255643007,D100E41_monitor,0.06360346148240836,0.4531417034159235,0.4531417034159235,0.0,0.0,7.232323232323233
10.464646464646464,3.5250000000000004,0.5997599551068972,4.002400809065719,0.5361564939755987,4.66391001812831,0.1466182535524404,9.818536264549586,0.1466182535524404,9.818536264549586,D100E41_monitor,0.06360346113129844,0.45314170155445677,0.45314170155445677,0.0,0.0,7.232323232323233
10.464646464646464,3.62,0.599759960798634,4.0024007521312726,0.5361564990446409,4.6639099633925705,0.1466182549386291,9.818536242831795,0.1466182549386291,9.818536242831795,D100E41_monitor,0.06360346175399312,0.4531417058600049,0.4531417058600049,0.0,0.0,7.232323232323233
10.464646464646464,3.715,0.5997599543626027,4.002400816510897,0.5361564930426423,4.663910028202413,0.1466182532973126,9.818536268546746,0.1466182532973126,9.818536268546746,D100E41_monitor,0.06360346131996031,0.45314170106529006,0.45314170106529006,0.0,0.0,7.232323232323233
10.464646464646464,3.81,0.5997599521935691,4.002400838207741,0.5361564911939772,4.663910048164381,0.1466182527917734,9.818536276467164,0.1466182527917734,9.818536276467164,D100E41_monitor,0.06360346099959191,0.4531416994017957,0.4531416994017957,0.0,0.0,7.232323232323233
10.464646464646464,3.905,0.5997599504087625,4.002400856061163,0.5361564896899256,4.663910064405197,0.146618252380473,9.818536282911118,0.146618252380473,9.818536282911118,D100E41_monitor,0.06360346071883693,0.4531416980282895,0.4531416980282895,0.0,0.0,7.232323232323233
10.464646464646464,4.0,0.5997599572717646,4.002400787410549,0.5361564956072443,4.66391000050973,0.1466182539986329,9.818536257558968,0.1466182539986329,9.818536257558968,D100E41_monitor,0.06360346166452024,0.45314170327313164,0.45314170327313164,0.0,0.0,7.232323232323233
10.626262626262626,0.2,0.4827234550964223,5.258726623939031,0.4257698120489493,5.932027869469621,0.3217528802349906,7.266355320509612,0.3217528802349906,7.266355320509612,D100E41_monitor,0.05695364304747297,0.16097057486143168,0.16097057486143168,0.0,0.0,7.232323232323233
10.626262626262626,0.295,0.4827234964085502,5.258726150255967,0.4257698477094755,5.932027435200112,0.3217529071835358,7.266354957294728,0.3217529071835358,7.266354957294728,D100E41_monitor,0.05695364869907471,0.16097058922501445,0.16097058922501445,0.0,0.0,7.232323232323233
10.626262626262626,0.39,0.4827234091359706,5.258727150919597,0.4257697727369193,5.932028348206708,0.3217528505270157,7.266355720916347,0.3217528505270157,7.266355720916347,D100E41_monitor,0.05695363639905132,0.16097055860895493,0.16097055860895493,0.0,0.0,7.232323232323233
10.626262626262626,0.485,0.4827234956317507,5.258726159162715,0.4257698491394778,5.932027417785721,0.321752908264184,7.266354942729657,0.321752908264184,7.266354942729657,D100E41_monitor,0.056953646492272914,0.1609705873675667,0.1609705873675667,0.0,0.0,7.232323232323233
10.626262626262626,0.5800000000000001,0.4827234513664638,5.258726666706575,0.4257698101645571,5.9320278924175165,0.3217528788109616,7.266355339702803,0.3217528788109616,7.266355339702803,D100E41_monitor,0.05695364120190666,0.16097057255550218,0.16097057255550218,0.0,0.0,7.232323232323233
10.626262626262626,0.675,0.48272345555487,5.258726618682488,0.4257698142570853,5.93202784257921,0.3217528819036719,7.266355298018978,0.3217528819036719,7.266355298018978,D100E41_monitor,0.056953641297784685,0.1609705736511981,0.1609705736511981,0.0,0.0,7.232323232323233
10.626262626262626,0.77,0.4827234271567377,5.258726944294252,0.4257697891065049,5.9320281488598985,0.3217528628974591,7.266355554186408,0.3217528628974591,7.266355554186408,D100E41_monitor,0.05695363805023279,0.16097056425927864,0.16097056425927864,0.0,0.0,7.232323232323233
10.626262626262626,0.865,0.4827234428015937,5.258726764911006,0.4257698024638341,5.932027986195979,0.3217528729915499,7.26635541813735,0.3217528729915499,7.26635541813735,D100E41_monitor,0.05695364033775957,0.16097056981004376,0.16097056981004376,0.0,0.0,7.232323232323233
10.626262626262626,0.96,0.4827234505893819,5.258726675616562,0.4257698096925753,5.932027898165255,0.3217528784542863,7.266355344510106,0.3217528784542863,7.266355344510106,D100E41_monitor,0.0569536408968066,0.16097057213509558,0.16097057213509558,0.0,0.0,7.232323232323233
10.626262626262626,1.055,0.4827234533391419,5.25872664408793,0.4257698123414797,5.932027865907222,0.321752880456055,7.266355317530088,0.321752880456055,7.266355317530088,D100E41_monitor,0.0569536409976622,0.16097057288308692,0.16097057288308692,0.0,0.0,7.232323232323233
10.626262626262626,1.15,0.4827234629507012,5.258726533882207,0.4257698204820544,5.932027766772301,0.3217528866078611,7.266355234615498,0.3217528866078611,7.266355234615498,D100E41_monitor,0.05695364246864676,0.16097057634284007,0.16097057634284007,0.0,0.0,7.232323232323233
10.626262626262626,1.245,0.4827234448165753,5.258726741807312,0.4257698044555615,5.932027961940965,0.3217528744966919,7.266355397850913,0.3217528744966919,7.266355397850913,D100E41_monitor,0.0569536403610138,0.16097057031988343,0.16097057031988343,0.0,0.0,7.232323232323233
10.626262626262626,1.34,0.4827234473909951,5.258726712289125,0.4257698069179461,5.932027931954349,0.321752876357508,7.266355372770671,0.321752876357508,7.266355372770671,D100E41_monitor,0.056953640473049016,0.1609705710334871,0.1609705710334871,0.0,0.0,7.232323232323233
10.626262626262626,1.435,0.482723451303453,5.258726667429052,0.4257698105782134,5.932027887380061,0.3217528791235603,7.266355335489572,0.3217528791235603,7.266355335489572,D100E41_monitor,0.05695364072523962,0.1609705721798927,0.1609705721798927,0.0,0.0,7.232323232323233
10.626262626262626,1.53,0.4827234587358416,5.258726582209607,0.4257698168847271,5.932027810580113,0.3217528838893724,7.26635527125553,0.3217528838893724,7.26635527125553,D100E41_monitor,0.05695364185111451,0.1609705748464692,0.1609705748464692,0.0,0.0,7.232323232323233
