alpha,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v10,delta_max_vs_v10
-0.3,53.80110366086072,53.801329115770585,53.79907463122087,53.796820212226244,53.801329115770585,48.60598206846755,48.60603855586755
-0.2,33.954388359331816,33.954590023124055,33.952573449061234,33.95055694017015,33.954590023124055,28.759266766938644,28.75929946322102
-0.1,18.0078792367799,18.00806246708656,18.00623022645031,18.004398049769,18.00806246708656,12.812757644386728,12.812771907183524
-0.05,11.251422854099808,11.25159849499066,11.249842147623031,11.24808586339973,11.25159849499066,6.056301261706636,6.056307935087624
-0.02,7.538444349746044,7.538615883918084,7.536900603167139,7.535185385029294,7.538615883918084,2.3433227573528725,2.343325324015048
0.0,5.195121592393171,5.195290559903036,5.193600945380452,5.191911393101947,5.195290559903036,0.0,0.0
0.02,2.9521307142216244,2.9522972441573927,2.9506320049744295,2.948966827656534,2.9522972441573927,-2.242990878171547,-2.242993315745643
