D,level,Nz,zmax,N_ref,E_ref,omega_ref,S_l1,gamma_geo_l1,A1_fp,S_l2,gamma_geo_l2,A2_fp,A21_ratio,grid_index,A1_profile,A2_profile,D_ref_profile
4.0,fine,8001,80.0,2.0,-0.3900972960948542,0.7809626776646537,10.815010368885392,3.1537817049054014e-10,2.9184960858256078e-09,18.151442987581873,1.3380958482119617e-16,3.3288451356672013e-15,1.1406029125187299e-06,0,409503.3561746769,4924703.8810177045,12.0
4.4,fine,8001,80.0,2.0,-0.41111705602746823,0.7673870887450035,11.23952840117753,1.3258187612305037e-10,1.4366592348438983e-09,18.707569321924332,4.323408133720615e-17,1.3509456961663314e-15,9.403382955409881e-07,1,201582.1714496122,1998593.2783926378,12.0
4.8,fine,8001,80.0,2.0,-0.42650077189785135,0.7572973181664838,11.64411799581725,5.825242835741258e-11,7.110763995713202e-10,19.25109920614708,1.4387127992584884e-17,5.339623825060168e-16,7.50921255195534e-07,2,99773.36393743615,789945.6148529386,12.0
5.2,fine,8001,80.0,2.0,-0.4379019382895604,0.7497319932552162,12.032454850713426,2.652458227065329e-11,3.544003632218791e-10,19.762421352441983,5.122535290242172e-18,2.166239092210917e-16,6.112406523846314e-07,3,49727.028545193,320474.08725384175,12.0
5.6,fine,8001,80.0,2.0,-0.44645514267547837,0.7440059524792269,12.407366228603303,1.2435837375348393e-11,1.7802760223700103e-10,20.24694618336344,1.928867539549856e-18,9.011748695277788e-17,5.061995208631079e-07,4,24979.61226052458,133320.0914000934,12.0
6.0,fine,8001,80.0,2.0,-0.4529484009921401,0.7396293659718088,12.771071954781556,5.973130317742312e-12,9.017261760538548e-11,20.708830806124098,7.612937324447662e-19,3.8403283441905874e-17,4.2588631074199035e-07,5,12652.40331272029,56813.93735736838,12.0
6.4,fine,8001,80.0,2.0,-0.4579358193171763,0.7362500802599777,13.125343630622222,2.9274988383385943e-12,4.605412497620081e-11,21.151104501718045,3.12902773482652e-19,1.6752506527536677e-17,3.637569172401777e-07,6,6461.998984695286,24783.710431275013,12.0
6.800000000000001,fine,8001,80.0,2.0,-0.4618116130969035,0.733613240681421,13.471613824679896,1.4593923599559756e-12,2.3711968979644656e-11,21.56103238073554,1.3733852757476743e-19,7.704053538532838e-18,3.2490146833214564e-07,7,3327.1008742598456,11397.40084459546,12.0
7.2,fine,8001,80.0,2.0,-0.46485927608591865,0.7315331324786878,13.811053394179742,7.380834107356918e-13,1.2302671732938165e-11,21.976706837540853,5.963606521599016e-20,3.471098750848343e-18,2.8214186529541444e-07,8,1726.2265277728893,5135.154323204152,12.0
7.6,fine,8001,80.0,2.0,-0.46728467349386194,0.7298735003451886,14.144627765176814,3.7790272359088525e-13,6.429121874728633e-12,22.380073963443486,2.6555980563061004e-20,1.5920019489786297e-18,2.4762354486332185e-07,9,902.0902915525527,2355.212650993873,12.0
