case,D,is_reviewer_target,is_drift_strip,slice_p95_abs_delta_parent,slice_p95_abs_delta_cf,slice_mean_abs_improvement_vs_parent,slice_min_abs_improvement_vs_parent,slice_max_abs_improvement_vs_parent,slice_acceptance_flip_fraction_vs_base
D60E21_monitor,4.0,0.0,0.0,1.3333263909707966,1.3333263909707962,2.114710523095536e-17,-4.440892098500626e-16,4.440892098500626e-16,0.0
D60E21_monitor,4.271186440677966,0.0,0.0,5.514676703849833,5.514676703849835,-2.1147105230955362e-16,-1.7763568394002505e-15,1.7763568394002505e-15,0.0
D60E21_monitor,4.5423728813559325,0.0,0.0,6.081348708655916,6.081348708655918,-1.691768418476429e-16,-1.7763568394002505e-15,1.7763568394002505e-15,0.0
D60E21_monitor,4.813559322033898,1.0,0.0,8.950884564268902,8.950884564268902,-5.075305255429287e-16,-3.552713678800501e-15,3.552713678800501e-15,0.0
D60E21_monitor,5.084745762711864,0.0,0.0,2.903839007124965,2.9038390071249687,-3.383536836952858e-16,-3.552713678800501e-15,3.552713678800501e-15,0.0
D60E21_monitor,5.3559322033898304,0.0,0.0,3.072427625136907,3.0724276251369,0.0,-7.105427357601002e-15,7.105427357601002e-15,0.0
D60E21_monitor,5.627118644067797,1.0,0.0,10.26544987759138,10.265449877591358,2.0301221021717147e-15,-2.1316282072803006e-14,2.842170943040401e-14,0.0
D60E21_monitor,5.898305084745763,0.0,0.0,1.4830522423094408,1.4830522423094266,-2.7068294695622863e-15,-2.842170943040401e-14,2.842170943040401e-14,0.0
D60E21_monitor,6.169491525423728,1.0,0.0,18.58747931966137,18.58747931966137,-5.4136589391245725e-15,-4.263256414560601e-14,2.842170943040401e-14,0.0
D60E21_monitor,6.4406779661016955,1.0,0.0,4.809317775030706,4.8093177750307206,-2.0301221021717147e-15,-1.4210854715202004e-14,7.105427357601002e-15,0.0
D60E21_monitor,6.711864406779661,1.0,0.0,0.8134211570183147,0.8134211570183147,6.767073673905716e-16,-3.552713678800501e-15,3.552713678800501e-15,0.0
D60E21_monitor,6.983050847457627,0.0,0.0,2.765360451863181,2.765360451863181,0.0,0.0,0.0,1.0
D60E21_monitor,7.254237288135593,0.0,1.0,1.205126924785977,1.202815230757238,0.002311692046087002,0.0023116898430739496,0.002311694249028662,0.0
D60E21_monitor,7.525423728813559,0.0,0.0,1.8524773007862239,1.8524773007862239,0.0,0.0,0.0,1.0
D60E21_monitor,7.796610169491526,0.0,0.0,0.822565906365361,0.822565906365361,2.114710523095536e-17,-4.440892098500626e-16,4.440892098500626e-16,0.0
D60E21_monitor,8.067796610169491,0.0,0.0,0.5529474442525688,0.5529474442525688,0.0,0.0,0.0,1.0
D60E21_monitor,8.338983050847457,0.0,0.0,0.2932958965277681,0.2932958965277681,0.0,0.0,0.0,1.0
D60E21_monitor,8.610169491525424,0.0,0.0,0.8889170682795937,0.8889170682795937,0.0,0.0,0.0,1.0
D60E21_monitor,8.881355932203391,0.0,0.0,0.9088499288053373,0.9088499288053373,0.0,0.0,0.0,0.0
D60E21_monitor,9.152542372881356,0.0,0.0,0.4961812958220859,0.4961812958220859,0.0,0.0,0.0,0.0
D60E21_monitor,9.423728813559322,0.0,0.0,0.7767677482022202,0.7767677482022202,0.0,0.0,0.0,0.0
D60E21_monitor,9.694915254237287,0.0,0.0,0.17438597740326456,0.17438597740326456,0.0,0.0,0.0,0.0
D60E21_monitor,9.966101694915254,0.0,0.0,0.7227162162916481,0.7227162162916481,-5.28677630773884e-18,-1.1102230246251565e-16,0.0,1.0
