mesh,metric,global_p95_abs_d2,global_max_abs_d2,hotspot_p95_abs_d2,hotspot_max_abs_d2,global_p95_rel_d2,hotspot_p95_rel_d2,hotspot_rel_d2_reduction_ratio,hotspot_rel_d2_improvement
uniform_axis,E1,107.915017131631,108.76713034449222,108.16563866482548,108.76713034449222,160.22507304484915,160.59717930521992,3.580726864172178e-05,0.9999641927313583
uniform_axis,E2,112.2713794052336,112.63769032712526,112.37911791167232,112.63769032712526,171.73568788870344,171.90048987664883,6.560268724021931e-05,0.9999343973127598
uniform_axis,delta_omega12,1.8048727144776067,1.8137873280247545,1.8074946596385324,1.8137873280247545,67.75764038434785,67.85607215512948,0.012218066138068794,0.9877819338619312
prolate_axis,E1,0.005545282144061758,0.005923814042816389,0.004973656682523142,0.005155765108270316,0.006411460216711908,0.005750546342484772,3.580726864172178e-05,0.9999641927313583
prolate_axis,E2,0.010575454122836446,0.011233836783560491,0.009588909231194974,0.00990168394093871,0.012437370211698056,0.011277134073818279,6.560268724021931e-05,0.9999343973127598
prolate_axis,delta_omega12,0.021335123843970558,0.022686667140902728,0.019299095878084403,0.019946783526567202,0.9165357152577011,0.8290699774609402,0.012218066138068794,0.9877819338619312
