focus_D,tail_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
8.0,1.0,1.729344945573399,1.7293449547896227,0.0,0.26376185336980384,0.26376189706199016,0.0,2.5825317288046534,2.582532547472759,8.739883060185765,8.739895161452583
