target_D,eval_D,case,case_label,d48_beta,mismatch,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,score
4.8,4.813559322033898,D60E21_release,D60 x E21 release,0.55,0.0,0.4711882952496058,0.4857827030042916,0.4711882952496058
4.8,4.813559322033898,D60E21_release,D60 x E21 release,0.75,0.0,5.23347912881,5.246024424621741,5.23347912881
4.8,4.813559322033898,D60E21_release,D60 x E21 release,0.95,0.0,8.085680130646288,8.097043838272597,8.085680130646288
