label,beta,metric_lo,metric_hi,objective,global_max_abs_delta_mu_mumu,d4p0_p95_abs_delta_mu_mumu,d4p0_max_abs_delta_mu_mumu,d4p0_acceptance_mismatch,d4p8_p95_abs_delta_mu_mumu,d4p8_max_abs_delta_mu_mumu,d6p4_p95_abs_delta_mu_mumu,d6p4_max_abs_delta_mu_mumu,d7p2_p95_abs_delta_mu_mumu,d7p2_max_abs_delta_mu_mumu,d8p0_p95_abs_delta_mu_mumu,d8p0_max_abs_delta_mu_mumu
joint_narrow_gnorm,0.2,0.04,0.08,60.71455776465705,113.90613436476401,112.90829710313821,113.90613436476401,0.6097560975609756,52.26050161149118,52.28077185961568,4.548805193089315,4.549006326125436,1.4539458051019896,1.4539470021791434,1.890049346671565,1.8900493622650654
joint_narrow_gnorm,0.2,0.05,0.09,64.39084162977868,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,54.915718054760504,54.93722064610371,5.544360418464258,5.5445545845460416,1.4678650069750203,1.4678660882380044,1.9732775389306645,1.9732775570581733
joint_narrow_gnorm,0.2,0.06,0.1,64.63237026047935,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,54.915718054760504,54.93722064610371,5.785890672251753,5.78608321524672,1.4678650069750203,1.4678660882380044,1.9732775389306645,1.9732775570581733
joint_narrow_gnorm,0.2,0.07,0.11,64.64155416178508,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,54.915718054760504,54.93722064610371,5.795074563005095,5.795267116552445,1.4678650069750203,1.4678660882380044,1.9732775389306645,1.9732775570581733
joint_narrow_gnorm,0.2,0.08,0.12,64.64155416178508,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,54.915718054760504,54.93722064610371,5.795074563005095,5.795267116552445,1.4678650069750203,1.4678660882380044,1.9732775389306645,1.9732775570581733
joint_narrow_gnorm,0.2,0.1,0.14,64.64155416178508,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,54.915718054760504,54.93722064610371,5.795074563005095,5.795267116552445,1.4678650069750203,1.4678660882380044,1.9732775389306645,1.9732775570581733
joint_narrow_gnorm,0.2,0.12,0.16,64.64155416178508,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,54.915718054760504,54.93722064610371,5.795074563005095,5.795267116552445,1.4678650069750203,1.4678660882380044,1.9732775389306645,1.9732775570581733
joint_narrow_gnorm,0.16,0.04,0.08,75.7204579021452,114.52600861494558,113.52286888334405,114.52600861494558,0.6097560975609756,66.79778209125334,66.83061831904413,4.993646232553907,4.993844795847117,1.4557190556475899,1.4557202345209461,1.9331369473106155,1.9331369632753725
joint_narrow_gnorm,0.16,0.05,0.09,79.01823956629626,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,69.41933126466543,69.45355429527612,5.648960899592652,5.649154364430913,1.4670788375262358,1.4670799219592094,1.9999217350996195,1.9999217531781994
joint_narrow_gnorm,0.16,0.06,0.1,79.16242599792103,117.25240685344598,116.22599485506939,117.25240685344598,0.6097560975609756,69.41933126466543,69.45355429527612,5.793148293773591,5.7933407960556735,1.4670788375262358,1.4670799219592094,1.9999217350996195,1.9999217531781994
