combo_id,peak,center_D,width_D,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_runtime,slice_p95_abs_delta_guard,slice_mean_abs_improvement_vs_base,slice_mean_abs_improvement_vs_runtime,slice_improved_fraction_vs_base,slice_improved_fraction_vs_runtime
4,0.85,6.39,0.01,D60_hotspot,6.4406779661016955,31.28630580743782,6.846329347405117,6.8463843802704645,24.439329026435615,-5.5031531402622e-05,1.0,0.0
4,0.85,6.39,0.01,D60_hotspot,6.711864406779661,7.462467784829663,1.7268649543238617,1.7268649543238617,5.735517205664442,0.0,1.0,0.0
4,0.85,6.39,0.01,D21_guard,4.0,0.9136772062233662,0.7688606834098684,0.7688606834098684,0.12898721105220606,0.0,1.0,0.0
4,0.85,6.39,0.01,D21_guard,6.4,2.1022273869561374,44.13924402166741,20.299451157733415,-18.196677435756108,23.839211466713166,0.0,1.0
4,0.85,6.39,0.01,D21_guard,8.0,0.3226590996076344,1.3897781615027076,1.3897781615027076,-1.0671190542193356,0.0,0.0,0.0
5,0.85,6.39,0.015,D60_hotspot,4.813559322033898,8.950884564633627,9.736762911466718,9.736762911466718,-0.779729412975039,0.0,0.0,0.0
5,0.85,6.39,0.015,D60_hotspot,5.627118644067797,10.271915904250342,10.289321838292217,10.289321838292217,-0.017397880608360845,0.0,0.0,0.0
5,0.85,6.39,0.015,D60_hotspot,6.169491525423728,25.887561191706766,22.8165345114201,22.8165345114201,3.0700596061515544,0.0,1.0,0.0
5,0.85,6.39,0.015,D60_hotspot,6.4406779661016955,31.28630580743782,6.846329347405117,6.915337207566523,24.3703778704913,-0.06900618747571621,1.0,0.0
5,0.85,6.39,0.015,D60_hotspot,6.711864406779661,7.462467784829663,1.7268649543238617,1.7268649543238617,5.735517205664442,0.0,1.0,0.0
5,0.85,6.39,0.015,D21_guard,4.0,0.9136772062233662,0.7688606834098684,0.7688606834098684,0.12898721105220606,0.0,1.0,0.0
5,0.85,6.39,0.015,D21_guard,6.4,2.1022273869561374,44.13924402166741,12.666121404937371,-10.563533842157382,31.47235506031189,0.0,1.0
5,0.85,6.39,0.015,D21_guard,8.0,0.3226590996076344,1.3897781615027076,1.3897781615027076,-1.0671190542193356,0.0,0.0,0.0
6,0.85,6.39,0.02,D60_hotspot,4.813559322033898,8.950884564633627,9.736762911466718,9.736762911466718,-0.779729412975039,0.0,0.0,0.0
6,0.85,6.39,0.02,D60_hotspot,5.627118644067797,10.271915904250342,10.289321838292217,10.289321838292217,-0.017397880608360845,0.0,0.0,0.0
6,0.85,6.39,0.02,D60_hotspot,6.169491525423728,25.887561191706766,22.8165345114201,22.8165345114201,3.0700596061515544,0.0,1.0,0.0
6,0.85,6.39,0.02,D60_hotspot,6.4406779661016955,31.28630580743782,6.846329347405117,7.68442832932616,23.60130539077782,-0.8380786671891907,1.0,0.0
6,0.85,6.39,0.02,D60_hotspot,6.711864406779661,7.462467784829663,1.7268649543238617,1.7268649543238617,5.735517205664442,0.0,1.0,0.0
6,0.85,6.39,0.02,D21_guard,4.0,0.9136772062233662,0.7688606834098684,0.7688606834098684,0.12898721105220606,0.0,1.0,0.0
6,0.85,6.39,0.02,D21_guard,6.4,2.1022273869561374,44.13924402166741,9.452550078365434,-7.350040887132079,34.68584801533719,0.0,1.0
6,0.85,6.39,0.02,D21_guard,8.0,0.3226590996076344,1.3897781615027076,1.3897781615027076,-1.0671190542193356,0.0,0.0,0.0
7,0.85,6.39,0.03,D60_hotspot,4.813559322033898,8.950884564633627,9.736762911466718,9.736762911466718,-0.779729412975039,0.0,0.0,0.0
7,0.85,6.39,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.289321838292217,10.289321838292217,-0.017397880608360845,0.0,0.0,0.0
7,0.85,6.39,0.03,D60_hotspot,6.169491525423728,25.887561191706766,22.8165345114201,22.816534511424948,3.070059606146713,-4.8411645063121495e-12,1.0,0.0
7,0.85,6.39,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,6.846329347405117,11.833617047190934,19.452217245349008,-4.987166812618007,1.0,0.0
7,0.85,6.39,0.03,D60_hotspot,6.711864406779661,7.462467784829663,1.7268649543238617,1.7268649543238617,5.735517205664442,0.0,1.0,0.0
7,0.85,6.39,0.03,D21_guard,4.0,0.9136772062233662,0.7688606834098684,0.7688606834098684,0.12898721105220606,0.0,1.0,0.0
7,0.85,6.39,0.03,D21_guard,6.4,2.1022273869561374,44.13924402166741,6.9581428929952835,-4.8556945345641775,37.1801943679051,0.0,1.0
7,0.85,6.39,0.03,D21_guard,8.0,0.3226590996076344,1.3897781615027076,1.3897781615027076,-1.0671190542193356,0.0,0.0,0.0
8,0.85,6.395,0.003,D60_hotspot,4.813559322033898,8.950884564633627,9.736762911466718,9.736762911466718,-0.779729412975039,0.0,0.0,0.0
8,0.85,6.395,0.003,D60_hotspot,5.627118644067797,10.271915904250342,10.289321838292217,10.289321838292217,-0.017397880608360845,0.0,0.0,0.0
8,0.85,6.395,0.003,D60_hotspot,6.169491525423728,25.887561191706766,22.8165345114201,22.8165345114201,3.0700596061515544,0.0,1.0,0.0
8,0.85,6.395,0.003,D60_hotspot,6.4406779661016955,31.28630580743782,6.846329347405117,6.846329347405117,24.439384057967015,0.0,1.0,0.0
8,0.85,6.395,0.003,D60_hotspot,6.711864406779661,7.462467784829663,1.7268649543238617,1.7268649543238617,5.735517205664442,0.0,1.0,0.0
8,0.85,6.395,0.003,D21_guard,4.0,0.9136772062233662,0.7688606834098684,0.7688606834098684,0.12898721105220606,0.0,1.0,0.0
8,0.85,6.395,0.003,D21_guard,6.4,2.1022273869561374,44.13924402166741,34.33841217216221,-32.235296072507204,9.800592829962063,0.0,1.0
8,0.85,6.395,0.003,D21_guard,8.0,0.3226590996076344,1.3897781615027076,1.3897781615027076,-1.0671190542193356,0.0,0.0,0.0
9,0.85,6.395,0.005,D60_hotspot,4.813559322033898,8.950884564633627,9.736762911466718,9.736762911466718,-0.779729412975039,0.0,0.0,0.0
9,0.85,6.395,0.005,D60_hotspot,5.627118644067797,10.271915904250342,10.289321838292217,10.289321838292217,-0.017397880608360845,0.0,0.0,0.0
9,0.85,6.395,0.005,D60_hotspot,6.169491525423728,25.887561191706766,22.8165345114201,22.8165345114201,3.0700596061515544,0.0,1.0,0.0
9,0.85,6.395,0.005,D60_hotspot,6.4406779661016955,31.28630580743782,6.846329347405117,6.846329347405117,24.439384057967015,0.0,1.0,0.0
9,0.85,6.395,0.005,D60_hotspot,6.711864406779661,7.462467784829663,1.7268649543238617,1.7268649543238617,5.735517205664442,0.0,1.0,0.0
9,0.85,6.395,0.005,D21_guard,4.0,0.9136772062233662,0.7688606834098684,0.7688606834098684,0.12898721105220606,0.0,1.0,0.0
9,0.85,6.395,0.005,D21_guard,6.4,2.1022273869561374,44.13924402166741,20.299451157735533,-18.19667743575822,23.839211466711053,0.0,1.0
9,0.85,6.395,0.005,D21_guard,8.0,0.3226590996076344,1.3897781615027076,1.3897781615027076,-1.0671190542193356,0.0,0.0,0.0
10,0.85,6.395,0.0075,D60_hotspot,4.813559322033898,8.950884564633627,9.736762911466718,9.736762911466718,-0.779729412975039,0.0,0.0,0.0
10,0.85,6.395,0.0075,D60_hotspot,5.627118644067797,10.271915904250342,10.289321838292217,10.289321838292217,-0.017397880608360845,0.0,0.0,0.0
10,0.85,6.395,0.0075,D60_hotspot,6.169491525423728,25.887561191706766,22.8165345114201,22.8165345114201,3.0700596061515544,0.0,1.0,0.0
10,0.85,6.395,0.0075,D60_hotspot,6.4406779661016955,31.28630580743782,6.846329347405117,6.846329530592307,24.43938387478427,-1.8318274998461804e-07,1.0,0.0
10,0.85,6.395,0.0075,D60_hotspot,6.711864406779661,7.462467784829663,1.7268649543238617,1.7268649543238617,5.735517205664442,0.0,1.0,0.0
