d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,auto_tag,full_direct_tag,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_auto,f_chi2_le_4_mumu_full_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_auto,best_chi2_mumu_full_direct,delta_best_chi2_mumu
21,41,861,eft_wilson_uv_rge,fixed,10.0,9.600000000000001,True,1.0,full_direct_map_auto_release_D21E41,full_direct_map_full_release_D21E41,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1242740998838559,0.1242740998838559,0.0,0.2110735142651695,0.2110735142651695,0.0
