alpha,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v10,delta_max_vs_v10
0.03,1.8669100082479986,1.8670753658086028,1.8654218501744038,1.863768396212528,1.8670753658086028,2.220446049250313e-16,0.0
0.035,1.3331391582571115,1.333303940895476,1.3316561743814088,1.3300084694425323,1.333303940895476,-0.5337708499908869,-0.5337714249131267
0.04,0.8051758981279065,0.8053401132288371,0.8036980219865396,0.8020559922218595,0.8053401132288371,-1.061734110120092,-1.0617352525797656
0.045,0.2829570395090073,0.28312069436466913,0.28148420547221775,0.2798477779593611,0.28312069436466913,-1.583952968738991,-1.5839546714439336
0.05,0.23651558885707402,0.23667867244926555,-0.23504777518084316,-0.23667867244926555,-0.23341681663126224,-1.6303944193909243,-1.6303966933593372
