mode,layer,D,eta,amp,amp_ref,amp_ratio,partial_ratio,width_ratio,mu,chi2,mu_identity_residual,delta_log_amp_point,delta_log_amp_ref,delta_log_amp_ratio,delta_log_partial,delta_log_width,delta_log_mu,delta_mu,path_closure_residual,dominant_partial,dominant_width,acceptance_mismatch
release_sumanchor,2,7.2,1.0,0.0001232831978991974,4.874270363819415e-05,2.5292646631647715,6.397179736334005,3.0027826807569538,2.130417155170676,3.3344326285476455,0.0,0.01392317588322815,0.10644189811252298,-0.09251872222929493,-0.1850374444585899,0.32033794341031147,-0.5053753878689012,-1.4009786178379637,1.1102230246251565e-16,0.0,1.0,1.0
release_eftsumanchor,2,7.2,1.0,0.0001232831978991974,4.874270363819415e-05,2.5292646631647715,6.397179736334005,3.0027826807569538,2.130417155170676,3.3344326285476455,0.0,0.01392317588322815,0.10644189811252298,-0.09251872222929493,-0.1850374444585899,0.32033794341031147,-0.5053753878689012,-1.4009786178379637,1.1102230246251565e-16,0.0,1.0,1.0
release_fullsumanchor,2,7.2,1.0,0.0001232831978991974,4.874270363819415e-05,2.5292646631647715,6.397179736334005,3.0027826807569538,2.130417155170676,3.3344326285476455,0.0,0.01392317588322815,0.10644189811252298,-0.09251872222929493,-0.1850374444585899,0.32033794341031147,-0.5053753878689012,-1.4009786178379637,1.1102230246251565e-16,0.0,1.0,1.0
tailm2_detlin,2,7.2,1.0,0.0001325110823804323,4.874270363819415e-05,2.718582936310458,7.390693181598392,3.0023737666913783,2.4616166260148717,7.043936628945001,0.0,0.08610532761367487,0.10644189811252298,-0.020336570498848197,-0.04067314099769634,0.3202017557623173,-0.3608748967600134,-1.0697791469937679,2.220446049250313e-16,0.0,1.0,0.0
cell_direct_runtime,3,7.2,1.0,1.7657005000119873e-05,3.977923286492469e-06,4.438749500292381,19.702497126345865,2.179731001961926,9.038958068042385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,7.2,1.0,1.763682608350329e-05,3.961785777460441e-06,4.451736432556114,19.817957264947434,2.187003822110886,9.061693017902106,,0.0,-0.0011434813504669174,-0.00406501828313594,0.0029215369326691418,0.005843073865338151,0.0033310137513222595,0.002512060114015941,0.022734949859721354,4.9873299934333204e-17,1.0,0.0,0.0
release_sumanchor,3,7.2,1.0,1.568700346053405e-05,2.740266641607103e-06,5.724626655796526,32.77135034825612,3.0027826807569538,10.913660371850481,,0.0,-0.11830002402830028,-0.3727046656841417,0.2544046416558413,0.5088092833116828,0.32033794341031147,0.18847133990137144,1.874702303808096,5.551115123125783e-17,1.0,0.0,0.0
release_eftsumanchor,3,7.2,1.0,1.568700346053405e-05,2.740266641607103e-06,5.724626655796526,32.77135034825612,3.0027826807569538,10.913660371850481,,0.0,-0.11830002402830028,-0.3727046656841417,0.2544046416558413,0.5088092833116828,0.32033794341031147,0.18847133990137144,1.874702303808096,5.551115123125783e-17,1.0,0.0,0.0
release_fullsumanchor,3,7.2,1.0,1.568700346053405e-05,2.740266641607103e-06,5.724626655796526,32.77135034825612,3.0027826807569538,10.913660371850481,,0.0,-0.11830002402830028,-0.3727046656841417,0.2544046416558413,0.5088092833116828,0.32033794341031147,0.18847133990137144,1.874702303808096,5.551115123125783e-17,1.0,0.0,0.0
tailm2_detlin,3,7.2,1.0,1.568461942451676e-05,2.740266641607103e-06,5.723756654322549,32.76139023790166,3.0023737666913783,10.911829366936141,,0.0,-0.11845201081142681,-0.3727046656841417,0.25425265487271487,0.5085053097454296,0.3202017557623173,0.18830355398311266,1.872871298893756,3.3306690738754696e-16,1.0,0.0,0.0
cell_direct_runtime,1,7.2,2.0,7.639140074694233e-05,1.1035886408390427e-05,6.922090162949035,47.91533222399579,2.179727831602201,21.98225463257759,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,1,7.2,2.0,7.5489401321311e-05,1.1074763961967275e-05,6.816344039525822,46.4625460651792,2.1870006331833203,21.244870879415323,,0.0,-0.011877867618695859,0.0035166395371815616,-0.015394507155877462,-0.030789014311754848,0.0033310100980446203,-0.03412002440979956,-0.7373837531622662,-9.020562075079397e-17,1.0,0.0,0.0
release_sumanchor,1,7.2,2.0,7.354997865055873e-05,1.0744940970675008e-05,6.845079824197326,46.85511779963329,3.0027774088731682,15.603926438628793,,0.0,-0.03790497739303701,-0.026717327053518147,-0.011187650339519056,-0.022375300679037938,0.3203376422166433,-0.34271294289568127,-6.378328193948796,-5.551115123125783e-17,0.0,1.0,0.0
release_eftsumanchor,1,7.2,2.0,7.354997865055873e-05,1.0744940970675008e-05,6.845079824197326,46.85511779963329,3.0027774088731682,15.603926438628793,,0.0,-0.03790497739303701,-0.026717327053518147,-0.011187650339519056,-0.022375300679037938,0.3203376422166433,-0.34271294289568127,-6.378328193948796,-5.551115123125783e-17,0.0,1.0,0.0
release_fullsumanchor,1,7.2,2.0,7.354997865055873e-05,1.0744940970675008e-05,6.845079824197326,46.85511779963329,3.0027774088731682,15.603926438628793,,0.0,-0.03790497739303701,-0.026717327053518147,-0.011187650339519056,-0.022375300679037938,0.3203376422166433,-0.34271294289568127,-6.378328193948796,-5.551115123125783e-17,0.0,1.0,0.0
tailm2_detlin,1,7.2,2.0,7.353880087536316e-05,1.0744940970675008e-05,6.844039541591208,46.84087724686399,3.002368496191358,15.60130853567235,,0.0,-0.038056964176163575,-0.026717327053518147,-0.011339637122645492,-0.02267927424529102,0.32020145479042356,-0.3428807290357145,-6.380946096905239,1.1102230246251565e-16,0.0,1.0,0.0
cell_direct_runtime,2,7.2,2.0,0.00012157853785559721,4.3821020360683625e-05,2.77443420657265,7.697485166600409,2.179727831602201,3.5313973859490524,28.392842605190335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,2,7.2,2.0,0.00012123437983548034,4.3711964945909345e-05,2.7734827291680855,7.692206448993652,2.1870006331833203,3.517240156349269,28.016911747861727,0.0,-0.0028347606367637277,-0.0024917571545870557,-0.000343003482176664,-0.000686006964353334,0.0033310100980446203,-0.004017017062398017,-0.014157229599783605,-6.245004513516506e-17,0.0,1.0,0.0
release_sumanchor,2,7.2,2.0,0.0001232831363974752,4.874270363819415e-05,2.5292634014021362,6.397173353672303,3.0027774088731682,2.1304187698924135,3.3344473713196665,0.0,0.013923175883227931,0.10644189811252298,-0.09251872222929505,-0.18503744445859016,0.3203376422166433,-0.5053750866752335,-1.4009786160566389,0.0,0.0,1.0,1.0
release_eftsumanchor,2,7.2,2.0,0.0001232831363974752,4.874270363819415e-05,2.5292634014021362,6.397173353672303,3.0027774088731682,2.1304187698924135,3.3344473713196665,0.0,0.013923175883227931,0.10644189811252298,-0.09251872222929505,-0.18503744445859016,0.3203376422166433,-0.5053750866752335,-1.4009786160566389,0.0,0.0,1.0,1.0
release_fullsumanchor,2,7.2,2.0,0.0001232831363974752,4.874270363819415e-05,2.5292634014021362,6.397173353672303,3.0027774088731682,2.1304187698924135,3.3344473713196665,0.0,0.013923175883227931,0.10644189811252298,-0.09251872222929505,-0.18503744445859016,0.3203376422166433,-0.5053750866752335,-1.4009786160566389,0.0,0.0,1.0,1.0
tailm2_detlin,2,7.2,2.0,0.0001325110162752378,4.874270363819415e-05,2.7185815801034865,7.390685807677969,3.002368496191358,2.4616184912189802,7.043961380612902,0.0,0.08610532761367487,0.10644189811252298,-0.020336570498848197,-0.04067314099769634,0.32020145479042356,-0.3608745957881199,-1.0697788947300721,-5.551115123125783e-17,0.0,1.0,0.0
cell_direct_runtime,3,7.2,2.0,1.7656982462781e-05,3.977923286492469e-06,4.438743834688182,19.70244682998235,2.179727831602201,9.038948140374083,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,7.2,2.0,1.7636803571920714e-05,3.961785777460441e-06,4.45173075037544,19.81790667383828,2.1870006331833203,9.061683098368398,,0.0,-0.0011434813504670287,-0.00406501828313594,0.0029215369326691418,0.005843073865338151,0.0033310100980446203,0.0025120637672934754,0.022734957994314797,-5.5077470362263625e-17,1.0,0.0,0.0
release_sumanchor,3,7.2,2.0,1.568698343769819e-05,2.740266641607103e-06,5.724619348903265,32.771266689837645,3.0027774088731682,10.91365167228146,,0.0,-0.11830002402830003,-0.3727046656841417,0.25440464165584165,0.5088092833116834,0.3203376422166433,0.18847164109504005,1.874703531907377,-5.551115123125783e-17,1.0,0.0,0.0
release_eftsumanchor,3,7.2,2.0,1.568698343769819e-05,2.740266641607103e-06,5.724619348903265,32.771266689837645,3.0027774088731682,10.91365167228146,,0.0,-0.11830002402830003,-0.3727046656841417,0.25440464165584165,0.5088092833116834,0.3203376422166433,0.18847164109504005,1.874703531907377,-5.551115123125783e-17,1.0,0.0,0.0
release_fullsumanchor,3,7.2,2.0,1.568698343769819e-05,2.740266641607103e-06,5.724619348903265,32.771266689837645,3.0027774088731682,10.91365167228146,,0.0,-0.11830002402830003,-0.3727046656841417,0.25440464165584165,0.5088092833116834,0.3203376422166433,0.18847164109504005,1.874703531907377,-5.551115123125783e-17,1.0,0.0,0.0
tailm2_detlin,3,7.2,2.0,1.5684599404723875e-05,2.740266641607103e-06,5.723749348539753,32.76130660490925,3.002368496191358,10.911820666406696,,0.0,-0.11845201081142681,-0.3727046656841417,0.25425265487271487,0.50850530974543,0.32020145479042356,0.18830385495500634,1.8728725260326122,-5.551115123125783e-17,1.0,0.0,0.0
cell_direct_runtime,1,7.2,4.0,7.639165001950688e-05,1.1035886408390427e-05,6.9221127504019435,47.91564492927716,2.179721490914391,21.98246203884359,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,1,7.2,4.0,7.548964765056379e-05,1.1074763961967275e-05,6.816366281918854,46.462849289280264,2.1869942553600152,21.24507148356991,,0.0,-0.011877867618695633,0.0035166395371815616,-0.01539450715587735,-0.030789014311754504,0.00333100279149417,-0.034120017103248676,-0.7373905552736808,0.0,1.0,0.0,0.0
release_sumanchor,1,7.2,4.0,7.355021865128685e-05,1.0744940970675008e-05,6.845102160358016,46.85542358573798,3.0027668651582333,15.604083063994013,,0.0,-0.03790497739303701,-0.026717327053518147,-0.011187650339518832,-0.02237530067903771,0.3203370398294202,-0.34271234050845784,-6.378378974849577,5.551115123125783e-17,0.0,1.0,0.0
release_eftsumanchor,1,7.2,4.0,7.355021865128685e-05,1.0744940970675008e-05,6.845102160358016,46.85542358573798,3.0027668651582333,15.604083063994013,,0.0,-0.03790497739303701,-0.026717327053518147,-0.011187650339518832,-0.02237530067903771,0.3203370398294202,-0.34271234050845784,-6.378378974849577,5.551115123125783e-17,0.0,1.0,0.0
release_fullsumanchor,1,7.2,4.0,7.355021865128685e-05,1.0744940970675008e-05,6.845102160358016,46.85542358573798,3.0027668651582333,15.604083063994013,,0.0,-0.03790497739303701,-0.026717327053518147,-0.011187650339518832,-0.02237530067903771,0.3203370398294202,-0.34271234050845784,-6.378378974849577,5.551115123125783e-17,0.0,1.0,0.0
tailm2_detlin,1,7.2,4.0,7.353904083961713e-05,1.0744940970675008e-05,6.844061874357355,46.84118294003191,3.0023579552439372,15.601465127840207,,0.0,-0.03805696417616346,-0.026717327053518147,-0.011339637122645267,-0.02267927424529068,0.32020085284674876,-0.34288012709203924,-6.380996911003383,2.220446049250313e-16,0.0,1.0,0.0
cell_direct_runtime,2,7.2,4.0,0.00012157841655233434,4.3821020360683625e-05,2.7744314384202458,7.697469806494634,2.179721490914391,3.5314006117660255,28.392928548978677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,2,7.2,4.0,0.00012123425887559628,4.3711964945909345e-05,2.773479961965005,7.6921910994214056,2.1869942553600152,3.5172433949329895,28.01699745867107,0.0,-0.0028347606367635047,-0.0024917571545870557,-0.0003430034821764418,-0.0006860069643528896,0.00333100279149417,-0.004017009755847136,-0.014157216833035946,-7.632783294297951e-17,0.0,1.0,0.0
release_sumanchor,2,7.2,4.0,0.0001232830133934733,4.874270363819415e-05,2.5292608778654277,6.397160588300594,3.0027668651582333,2.1304219992994664,3.3344768566289367,0.0,0.013923175883227931,0.10644189811252298,-0.09251872222929505,-0.18503744445859016,0.3203370398294202,-0.5053744842880102,-1.400978612466559,1.1102230246251565e-16,0.0,1.0,1.0
release_eftsumanchor,2,7.2,4.0,0.0001232830133934733,4.874270363819415e-05,2.5292608778654277,6.397160588300594,3.0027668651582333,2.1304219992994664,3.3344768566289367,0.0,0.013923175883227931,0.10644189811252298,-0.09251872222929505,-0.18503744445859016,0.3203370398294202,-0.5053744842880102,-1.400978612466559,1.1102230246251565e-16,0.0,1.0,1.0
release_fullsumanchor,2,7.2,4.0,0.0001232830133934733,4.874270363819415e-05,2.5292608778654277,6.397160588300594,3.0027668651582333,2.1304219992994664,3.3344768566289367,0.0,0.013923175883227931,0.10644189811252298,-0.09251872222929505,-0.18503744445859016,0.3203370398294202,-0.5053744842880102,-1.400978612466559,1.1102230246251565e-16,0.0,1.0,1.0
tailm2_detlin,2,7.2,4.0,0.00013251088406424956,4.874270363819415e-05,2.7185788676772487,7.390671059781312,3.0023579552439372,2.461622221585111,7.044010883520666,0.0,0.08610532761367487,0.10644189811252298,-0.020336570498848197,-0.04067314099769634,0.32020085284674876,-0.36087399384444513,-1.0697783901809146,-5.551115123125783e-17,0.0,1.0,0.0
cell_direct_runtime,3,7.2,4.0,1.765693738824208e-05,3.977923286492469e-06,4.438732503514685,19.70234623775774,2.179721490914391,9.038928285050135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,7.2,4.0,1.763675854889423e-05,3.961785777460441e-06,4.451719386049096,19.817805492125338,2.1869942553600152,9.06166325931341,,0.0,-0.0011434813504670287,-0.00406501828313594,0.00292153693266892,0.005843073865338151,0.00333100279149417,0.0025120710738438523,0.02273497426327431,-1.2836953722228372e-16,1.0,0.0,0.0
release_sumanchor,3,7.2,4.0,1.568694339214981e-05,2.740266641607103e-06,5.72460473516175,32.771099373836336,3.0027668651582333,10.913634273138761,,0.0,-0.11830002402830016,-0.3727046656841417,0.25440464165584165,0.5088092833116834,0.3203370398294202,0.188472243482263,1.8747059880886265,-2.220446049250313e-16,1.0,0.0,0.0
release_eftsumanchor,3,7.2,4.0,1.568694339214981e-05,2.740266641607103e-06,5.72460473516175,32.771099373836336,3.0027668651582333,10.913634273138761,,0.0,-0.11830002402830016,-0.3727046656841417,0.25440464165584165,0.5088092833116834,0.3203370398294202,0.188472243482263,1.8747059880886265,-2.220446049250313e-16,1.0,0.0,0.0
release_fullsumanchor,3,7.2,4.0,1.568694339214981e-05,2.740266641607103e-06,5.72460473516175,32.771099373836336,3.0027668651582333,10.913634273138761,,0.0,-0.11830002402830016,-0.3727046656841417,0.25440464165584165,0.5088092833116834,0.3203370398294202,0.188472243482263,1.8747059880886265,-2.220446049250313e-16,1.0,0.0,0.0
tailm2_detlin,3,7.2,4.0,1.5684559365261424e-05,2.740266641607103e-06,5.723734737019165,32.76113933975985,3.0023579552439372,10.911803265343174,,0.0,-0.11845201081142681,-0.3727046656841417,0.25425265487271487,0.5085053097454296,0.32020085284674876,0.1883044568986809,1.8728749802930391,2.7755575615628914e-17,1.0,0.0,0.0
cell_direct_runtime,1,8.0,0.2,6.344511424435738e-05,1.1035886408390427e-05,5.748982174745924,33.05079604554638,1.6695137800602917,19.7966596264649,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,1,8.0,0.2,6.309593125641988e-05,1.1074763961967275e-05,5.6972709732778615,32.45889654295447,1.6713409107239992,19.42087119072181,,0.0,-0.005518902943281866,0.0035166395371815616,-0.009035542480463534,-0.018071084960927207,0.001093810425766606,-0.019164895386693814,-0.3757884357430896,0.0,1.0,0.0,0.0
release_sumanchor,1,8.0,0.2,6.143018283000362e-05,1.0744940970675008e-05,5.717126133839013,32.685531230225024,1.6607027925695583,19.681746412704967,,0.0,-0.032273898126065126,-0.026717327053518147,-0.0055565710725470705,-0.01111314214509411,-0.005291552580993115,-0.005821589564100943,-0.1149132137599338,5.117434254131581e-17,1.0,0.0,0.0
release_eftsumanchor,1,8.0,0.2,6.143018283000362e-05,1.0744940970675008e-05,5.717126133839013,32.685531230225024,1.6607027925695583,19.681746412704967,,0.0,-0.032273898126065126,-0.026717327053518147,-0.0055565710725470705,-0.01111314214509411,-0.005291552580993115,-0.005821589564100943,-0.1149132137599338,5.117434254131581e-17,1.0,0.0,0.0
release_fullsumanchor,1,8.0,0.2,6.143018283000362e-05,1.0744940970675008e-05,5.717126133839013,32.685531230225024,1.6607027925695583,19.681746412704967,,0.0,-0.032273898126065126,-0.026717327053518147,-0.0055565710725470705,-0.01111314214509411,-0.005291552580993115,-0.005821589564100943,-0.1149132137599338,5.117434254131581e-17,1.0,0.0,0.0
tailm2_detlin,1,8.0,0.2,6.142116547057495e-05,1.0744940970675008e-05,5.716286914763424,32.67593609189555,1.660600369952986,19.6771822306776,,0.0,-0.032420699273461515,-0.026717327053518147,-0.005703372219943482,-0.011406744439886894,-0.005353228743386576,-0.006053515696500473,-0.11947739578729966,-1.5525775109992423e-16,1.0,0.0,0.0
cell_direct_runtime,2,8.0,0.2,8.632693210171619e-05,4.3821020360683625e-05,1.969989091791414,3.8808570217771603,1.6695137800602917,2.3245432700992796,5.342376614286685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,2,8.0,0.2,8.627455357995577e-05,4.3711964945909345e-05,1.9737056818817182,3.8955141186921782,1.6713409107239992,2.330771713716205,5.414599894088759,0.0,-0.0006069301566139583,-0.0024917571545870557,0.0018848269979729812,0.0037696539959460335,0.001093810425766606,0.0026758435701795804,0.006228443616925539,1.5265566588595902e-16,1.0,0.0,0.0
release_sumanchor,2,8.0,0.2,8.906826818333713e-05,4.874270363819415e-05,1.8273148909520973,3.3390797106952754,1.6607027925695583,2.01064255785878,2.330527084176959,0.0,0.031261509190520176,0.10644189811252298,-0.07518038892200284,-0.15036077784400573,-0.005291552580993115,-0.14506922526301239,-0.31390071224049976,2.220446049250313e-16,1.0,0.0,1.0
release_eftsumanchor,2,8.0,0.2,8.906826818333713e-05,4.874270363819415e-05,1.8273148909520973,3.3390797106952754,1.6607027925695583,2.01064255785878,2.330527084176959,0.0,0.031261509190520176,0.10644189811252298,-0.07518038892200284,-0.15036077784400573,-0.005291552580993115,-0.14506922526301239,-0.31390071224049976,2.220446049250313e-16,1.0,0.0,1.0
release_fullsumanchor,2,8.0,0.2,8.906826818333713e-05,4.874270363819415e-05,1.8273148909520973,3.3390797106952754,1.6607027925695583,2.01064255785878,2.330527084176959,0.0,0.031261509190520176,0.10644189811252298,-0.07518038892200284,-0.15036077784400573,-0.005291552580993115,-0.14506922526301239,-0.31390071224049976,2.220446049250313e-16,1.0,0.0,1.0
tailm2_detlin,2,8.0,0.2,9.549734089727366e-05,4.874270363819415e-05,1.9592130466567552,3.838515762190045,1.660600369952986,2.311522887531766,5.1929623405890535,0.0,0.10095677834888266,0.10644189811252298,-0.005485119763640513,-0.010970239527280998,-0.005353228743386576,-0.005617010783894336,-0.0130203825675137,8.586881206085195e-17,1.0,0.0,0.0
cell_direct_runtime,3,8.0,0.2,1.3558324329823551e-05,3.977923286492469e-06,3.4083926092447587,11.617140178754294,1.6695137800602917,6.958397299562726,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,8.0,0.2,1.3520136627189733e-05,3.961785777460441e-06,3.4126369739901303,11.646091116244513,1.6713409107239992,6.9681122753104905,,0.0,-0.0028205242543760545,-0.00406501828313594,0.0012444940287599678,0.0024889880575198783,0.001093810425766606,0.0013951776317533903,0.009714975747764143,1.1796119636642288e-16,1.0,0.0,0.0
release_sumanchor,3,8.0,0.2,9.284278634018827e-06,2.740266641607103e-06,3.388093148692206,11.479175184215068,1.6607027925695583,6.91223934564093,,0.0,-0.3786782001364551,-0.3727046656841417,-0.005973534452313341,-0.011947068904626672,-0.005291552580993115,-0.006655516323633507,-0.04615795392179667,4.9439619065339e-17,1.0,0.0,0.0
release_eftsumanchor,3,8.0,0.2,9.284278634018827e-06,2.740266641607103e-06,3.388093148692206,11.479175184215068,1.6607027925695583,6.91223934564093,,0.0,-0.3786782001364551,-0.3727046656841417,-0.005973534452313341,-0.011947068904626672,-0.005291552580993115,-0.006655516323633507,-0.04615795392179667,4.9439619065339e-17,1.0,0.0,0.0
release_fullsumanchor,3,8.0,0.2,9.284278634018827e-06,2.740266641607103e-06,3.388093148692206,11.479175184215068,1.6607027925695583,6.91223934564093,,0.0,-0.3786782001364551,-0.3727046656841417,-0.005973534452313341,-0.011947068904626672,-0.005291552580993115,-0.006655516323633507,-0.04615795392179667,4.9439619065339e-17,1.0,0.0,0.0
tailm2_detlin,3,8.0,0.2,9.282915791298491e-06,2.740266641607103e-06,3.387595809236387,11.475805366755932,1.660600369952986,6.910636402592653,,0.0,-0.3788250012838514,-0.3727046656841417,-0.00612033559970979,-0.012240671199419352,-0.005353228743386576,-0.006887442456032746,-0.047760896970073574,3.0357660829594124e-17,1.0,0.0,0.0
cell_direct_runtime,1,8.0,0.6,6.344511798339528e-05,1.1035886408390427e-05,5.748982513553136,33.05079994113973,1.6695137077527318,19.796662817239245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,1,8.0,0.6,6.309593497487925e-05,1.1074763961967275e-05,5.697271309037556,32.45890036878251,1.6713408382361918,19.420874322102488,,0.0,-0.005518902943281643,0.0035166395371815616,-0.00903554248046331,-0.018071084960926527,0.0010938103652683735,-0.01916489532619499,-0.3757884951367565,-9.020562075079397e-17,1.0,0.0,0.0
release_sumanchor,1,8.0,0.6,6.143018645029472e-05,1.0744940970675008e-05,5.71712647076884,32.685535082765774,1.6607027211257206,19.681749579244155,,0.0,-0.0322738981260649,-0.026717327053518147,-0.005556571072546848,-0.011113142145093662,-0.005291552290686216,-0.005821589854407539,-0.1149132379950899,-9.280770596475918e-17,1.0,0.0,0.0
release_eftsumanchor,1,8.0,0.6,6.143018645029472e-05,1.0744940970675008e-05,5.71712647076884,32.685535082765774,1.6607027211257206,19.681749579244155,,0.0,-0.0322738981260649,-0.026717327053518147,-0.005556571072546848,-0.011113142145093662,-0.005291552290686216,-0.005821589854407539,-0.1149132379950899,-9.280770596475918e-17,1.0,0.0,0.0
release_fullsumanchor,1,8.0,0.6,6.143018645029472e-05,1.0744940970675008e-05,5.71712647076884,32.685535082765774,1.6607027211257206,19.681749579244155,,0.0,-0.0322738981260649,-0.026717327053518147,-0.005556571072546848,-0.011113142145093662,-0.005291552290686216,-0.005821589854407539,-0.1149132379950899,-9.280770596475918e-17,1.0,0.0,0.0
tailm2_detlin,1,8.0,0.6,6.142116909033464e-05,1.0744940970675008e-05,5.716287251643793,32.67593994330535,1.6606002985250745,19.67718539634597,,0.0,-0.032420699273461286,-0.026717327053518147,-0.005703372219943258,-0.011406744439886556,-0.005353228446142446,-0.006053515993744183,-0.11947742089327562,-7.28583859910259e-17,1.0,0.0,0.0
cell_direct_runtime,2,8.0,0.6,8.632693012315395e-05,4.3821020360683625e-05,1.9699890466404288,3.8808568438832656,1.6695137077527318,2.3245432642222132,5.3423765463666575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,2,8.0,0.6,8.627455160259401e-05,4.3711964945909345e-05,1.973705636645551,3.8955139401264196,1.6713408382361918,2.3307717079643995,5.414599827168534,0.0,-0.0006069301566139583,-0.0024917571545870557,0.0018848269979729812,0.0037696539959460335,0.0010938103652683735,0.002675843630678067,0.006228443742186229,4.0679265511656126e-16,1.0,0.0,0.0
release_sumanchor,2,8.0,0.6,8.90682661419451e-05,4.874270363819415e-05,1.8273148490711209,3.339079557635813,1.6607027211257206,2.010642552191636,2.3305270409194674,0.0,0.03126150919052039,0.10644189811252298,-0.0751803889220026,-0.15036077784400534,-0.005291552290686216,-0.14506922555331894,-0.31390071203057746,1.942890293094024e-16,1.0,0.0,1.0
release_eftsumanchor,2,8.0,0.6,8.90682661419451e-05,4.874270363819415e-05,1.8273148490711209,3.339079557635813,1.6607027211257206,2.010642552191636,2.3305270409194674,0.0,0.03126150919052039,0.10644189811252298,-0.0751803889220026,-0.15036077784400534,-0.005291552290686216,-0.14506922555331894,-0.31390071203057746,1.942890293094024e-16,1.0,0.0,1.0
release_fullsumanchor,2,8.0,0.6,8.90682661419451e-05,4.874270363819415e-05,1.8273148490711209,3.339079557635813,1.6607027211257206,2.010642552191636,2.3305270409194674,0.0,0.03126150919052039,0.10644189811252298,-0.0751803889220026,-0.15036077784400534,-0.005291552290686216,-0.14506922555331894,-0.31390071203057746,1.942890293094024e-16,1.0,0.0,1.0
tailm2_detlin,2,8.0,0.6,9.549733870853111e-05,4.874270363819415e-05,1.9592130017527514,3.8385155862370266,1.6606002985250745,2.311522881000534,5.19296226617196,0.0,0.10095677834888306,0.10644189811252298,-0.005485119763640067,-0.010970239527280212,-0.005353228446142446,-0.005617011081137615,-0.01302038322167931,1.5178830414797062e-16,1.0,0.0,0.0
cell_direct_runtime,3,8.0,0.6,1.3558323660424716e-05,3.977923286492469e-06,3.408392440966291,11.617139031636153,1.6695137077527318,6.958396913837586,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,8.0,0.6,1.3520135959676297e-05,3.961785777460441e-06,3.4126368055021112,11.646089966267654,1.6713408382361918,6.9681118894683785,,0.0,-0.002820524254375832,-0.00406501828313594,0.0012444940287599678,0.0024889880575201,0.0010938103652683735,0.0013951776922517974,0.009714975630792821,7.090682208055199e-17,1.0,0.0,0.0
release_sumanchor,3,8.0,0.6,9.284278175637308e-06,2.740266641607103e-06,3.3880929814159595,11.479174050720085,1.6607027211257206,6.912238960467792,,0.0,-0.3786782001364551,-0.3727046656841417,-0.005973534452313341,-0.011947068904626785,-0.005291552290686216,-0.006655516613940666,-0.04615795336979378,-9.71445146547012e-17,1.0,0.0,0.0
release_eftsumanchor,3,8.0,0.6,9.284278175637308e-06,2.740266641607103e-06,3.3880929814159595,11.479174050720085,1.6607027211257206,6.912238960467792,,0.0,-0.3786782001364551,-0.3727046656841417,-0.005973534452313341,-0.011947068904626785,-0.005291552290686216,-0.006655516613940666,-0.04615795336979378,-9.71445146547012e-17,1.0,0.0,0.0
release_fullsumanchor,3,8.0,0.6,9.284278175637308e-06,2.740266641607103e-06,3.3880929814159595,11.479174050720085,1.6607027211257206,6.912238960467792,,0.0,-0.3786782001364551,-0.3727046656841417,-0.005973534452313341,-0.011947068904626785,-0.005291552290686216,-0.006655516613940666,-0.04615795336979378,-9.71445146547012e-17,1.0,0.0,0.0
tailm2_detlin,3,8.0,0.6,9.282915332984257e-06,2.740266641607103e-06,3.3875956419846944,11.475804233593694,1.6606002985250745,6.910636017460894,,0.0,-0.3788250012838514,-0.3727046656841417,-0.00612033559970979,-0.012240671199419689,-0.005353228446142446,-0.006887442753277384,-0.04776089637669134,-1.4051260155412137e-16,1.0,0.0,0.0
cell_direct_runtime,1,8.0,1.0,6.344512172226348e-05,1.1035886408390427e-05,5.7489828523449695,33.050803836556504,1.6695136354539692,19.79666600780378,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
