D,width_only_p95_abs_delta_mu_mumu,width_only_max_abs_delta_mu_mumu,width_only_acceptance_mismatch,best_bandpass_p95_abs_delta_mu_mumu,best_bandpass_max_abs_delta_mu_mumu,best_bandpass_acceptance_mismatch
4.0,116.22599485506939,117.25240685344598,0.6097560975609756,106.57226942269452,107.5150274972359,0.6097560975609756
4.8,106.01675209034988,106.09235690795059,0.0,93.35339736683228,93.42020518009139,0.0
6.4,5.795074563005095,5.795267116552445,0.0,0.8396709108690743,0.839887784811225,0.0
7.2,1.4641492538520282,1.4641503559314133,0.0,1.4086274638246463,1.4086288805670142,0.0
8.0,1.9888941674383793,1.9888941834723983,0.0,1.729344945573399,1.7293449547896227,0.0
