n_points,max_abs_delta_mu_mumu_uv_tree,max_abs_delta_mu_mumu_uv_rge,max_abs_delta_C_uv_mumu,max_abs_delta_C_ir_mumu,max_abs_delta_chi2_uv_tree,max_abs_delta_chi2_uv_rge,delta_f_chi2_le_4_uv_tree,delta_f_chi2_le_4_uv_rge
441,5.024460549034586,5.023442356895529,4.121937932419998e-05,4.134862641310007e-05,3399.432781490901,3398.33405472312,-0.029478458049886594,-0.029478458049886594
