D,level,rel_g1_hat_vs_fine,rel_g2_hat_vs_fine,rel_g3_hat_vs_fine,max_rel_ghat_vs_fine
6.0,coarse,0.00232491226331287,0.0006596347618203913,0.0,0.00232491226331287
6.0,fine,0.0,0.0,0.0,0.0
6.0,mid,0.023540633838747996,0.003919539381151907,0.0,0.023540633838747996
12.0,coarse,0.0029662284535662722,0.001189700459756494,0.0,0.0029662284535662722
12.0,fine,0.0,0.0,0.0,0.0
12.0,mid,0.02196070561675516,0.00470003238247199,0.0,0.02196070561675516
18.0,coarse,0.003644168659151227,2.590779327411177e-05,0.0,0.003644168659151227
18.0,fine,0.0,0.0,0.0,0.0
18.0,mid,0.020429013788128024,0.0036877426187616157,0.0,0.020429013788128024
