D,level,dr,dz,mode_n,lambda_n,window_E_lo,window_E_hi,Nps_lambda_n,g_raw_n,g_hat_to_g3,grid_index
4.0,fine,0.06,0.03,1,0.7359089334327602,0.7359089334327602,0.7359089334327602,24.912515803442744,1.0,0.0877372766570071,0
4.0,fine,0.06,0.03,2,0.835542090354406,0.7359089334327602,0.835542090354406,28.497067706591256,4.584551903148512,0.4022360986749494,0
4.0,fine,0.06,0.03,3,1.0249135614482348,0.7359089334327602,1.0249135614482348,35.31017980786948,11.397664004426737,1.0,0
4.0,fine,0.06,0.03,4,1.3016179943485509,0.7359089334327602,1.3016179943485509,45.2653135425406,21.35279773909786,1.8734363226363446,0
4.0,fine,0.06,0.03,5,1.6419653290034009,0.7359089334327602,1.6419653290034009,57.51015977508546,33.59764397164272,2.9477657841636438,0
4.0,fine,0.06,0.03,6,2.066705423812483,0.7359089334327602,2.066705423812483,72.79124653607921,48.87873073263647,4.288486720932681,0
4.0,fine,0.06,0.03,7,2.5669612895002776,0.7359089334327602,2.5669612895002776,90.78920194386185,66.87668614041911,5.867578313805784,0
4.0,fine,0.06,0.03,8,3.1425318068232166,0.7359089334327602,3.1425318068232166,111.49679023084788,87.58427442740513,7.684405716240477,0
4.0,fine,0.06,0.03,9,3.4200655322609013,0.7359089334327602,3.4200655322609013,121.48175983778219,97.56924403433945,8.56045975705588,0
4.0,fine,0.06,0.03,10,3.5201785410610507,0.7359089334327602,3.5201785410610507,125.08357561188956,101.17105980844681,8.87647326409631,0
4.0,fine,0.06,0.03,11,3.7092939559730915,0.7359089334327602,3.7092939559730915,131.8874754518875,107.97495964844475,9.473428906704775,0
4.0,fine,0.06,0.03,12,3.7968154935035936,0.7359089334327602,3.7968154935035936,135.03628156839113,111.12376576494839,9.74969658008773,0
4.0,fine,0.06,0.03,13,3.9863582324044633,0.7359089334327602,3.9863582324044633,141.85555545719717,117.94303965375443,10.34800109986981,0
4.0,fine,0.06,0.03,14,4.3264762417906315,0.7359089334327602,4.3264762417906315,154.09215113988807,130.17963533644533,11.421606680622002,0
4.0,fine,0.06,0.03,15,4.526814263573881,0.7359089334327602,4.526814263573881,161.2998123185949,137.38729651515214,12.053987243508171,0
4.0,fine,0.06,0.03,16,4.7513094581005575,0.7359089334327602,4.7513094581005575,169.37658817967838,145.46407237623563,12.76262156172869,0
