D,level,dr,dz,mode_n,lambda_n,window_E_lo,window_E_hi,Nps_lambda_n,g_raw_n,g_hat_to_g3,grid_index
4.0,fine,0.06,0.03,1,1.015471061915367,1.015471061915367,1.015471061915367,21.46866845824461,1.0,0.10609897495074432,0
4.0,fine,0.06,0.03,2,1.151723681855538,1.015471061915367,1.151723681855538,24.499236836676996,4.030568378432385,0.4276391734205597,0
4.0,fine,0.06,0.03,3,1.3942615124089126,1.015471061915367,1.3942615124089126,29.893830204286388,9.425161746041777,1.0,0
4.0,fine,0.06,0.03,4,1.754488081647434,1.015471061915367,1.754488081647434,37.906088979822684,17.437420521578073,1.8500924431245067,0
4.0,fine,0.06,0.03,5,2.200293178530344,1.015471061915367,2.200293178530344,47.82180898689911,27.353140528654496,2.9021401717739024,0
4.0,fine,0.06,0.03,6,2.75072959061029,1.015471061915367,2.75072959061029,60.064767584831,39.596099126586395,4.201105529378879,0
4.0,fine,0.06,0.03,7,3.402874738395207,1.015471061915367,3.402874738395207,74.56995995392393,54.10129149567932,5.7400915712029965,0
4.0,fine,0.06,0.03,8,4.152681705733276,1.015471061915367,4.152681705733276,91.2473734681802,70.77870500993559,7.509548049895277,0
4.0,fine,0.06,0.03,9,4.802827035202389,1.015471061915367,4.802827035202389,105.70808532634317,85.23941686809856,9.04381475510444,0
4.0,fine,0.06,0.03,10,4.939852107348862,1.015471061915367,4.939852107348862,108.75583479994494,88.28716634170033,9.367177850160259,0
4.0,fine,0.06,0.03,11,5.003540374075653,1.015471061915367,5.003540374075653,110.17240680644385,89.70373834819924,9.517474687993714,0
4.0,fine,0.06,0.03,12,5.182911502051251,1.015471061915367,5.182911502051251,114.16202894130842,93.69336048306381,9.940769506943644,0
4.0,fine,0.06,0.03,13,5.542237001149648,1.015471061915367,5.542237001149648,122.1542458660927,101.68557740784809,10.788735530247246,0
4.0,fine,0.06,0.03,14,5.95395837813245,1.015471061915367,5.95395837813245,131.31186636804424,110.84319790979963,11.760349678492226,0
4.0,fine,0.06,0.03,15,5.988590201004051,1.015471061915367,5.988590201004051,132.0821569307375,111.6134884724929,11.842076717608213,0
4.0,fine,0.06,0.03,16,6.5392163513581565,1.015471061915367,6.5392163513581565,144.329335739731,123.86066728148639,13.141489835280899,0
4.0,fine,0.06,0.03,17,7.005182753616826,1.015471061915367,7.005182753616826,154.69348906549536,134.22482060725073,14.241115879376844,0
4.0,fine,0.06,0.03,18,7.190459446950697,1.015471061915367,7.190459446950697,158.81446441499466,138.34579595675004,14.678347139756006,0
4.0,fine,0.06,0.03,19,7.941349001621399,1.015471061915367,7.941349001621399,175.5159571354975,155.04728867725288,16.450358397548676,0
4.0,fine,0.06,0.03,20,8.155035622445403,1.015471061915367,8.155035622445403,180.26883393337238,159.80016547512776,16.954633753870375,0
4.0,fine,0.06,0.03,21,8.791900302235035,1.015471061915367,8.791900302235035,194.43415391590497,173.96548545766035,18.45755968386638,0
4.0,fine,0.06,0.03,22,9.405005043007122,1.015471061915367,9.405005043007122,208.0709987770662,187.60233031882157,19.90441494519791,0
4.0,fine,0.06,0.03,23,9.741289675509513,1.015471061915367,9.741289675509513,215.55073438774292,195.0820659294983,20.69800722639329,0
4.0,fine,0.06,0.03,24,10.756137510052135,1.015471061915367,10.756137510052135,238.12326002164224,217.65459156339762,23.092929058199406,0
4.0,fine,0.06,0.03,25,10.79427322493547,1.015471061915367,10.79427322493547,238.97148511753468,218.50281665929006,23.18292487140109,0
4.0,fine,0.06,0.03,26,11.597147500365393,1.015471061915367,11.597147500365393,256.8292363449471,236.36056788670248,25.077613971554946,0
4.0,fine,0.06,0.03,27,11.734952749462979,1.015471061915367,11.734952749462979,259.8943387296243,239.42567027137966,25.402818192688276,0
4.0,fine,0.06,0.03,28,11.942930332312073,1.015471061915367,11.942930332312073,264.5202335291668,244.05156507092215,25.893620889149716,0
4.0,fine,0.06,0.03,29,11.979452851416903,1.015471061915367,11.979452851416903,265.3325774793117,244.86390902106706,25.97980974956753,0
4.0,fine,0.06,0.03,30,12.204571271579738,1.015471061915367,12.204571271579738,270.3397235132574,249.8710550550128,26.511062811197853,0
4.0,fine,0.06,0.03,31,12.336169949374025,1.015471061915367,12.336169949374025,273.26677762599303,252.7981091677484,26.821620252184463,0
4.0,fine,0.06,0.03,32,12.784256295794806,1.015471061915367,12.784256295794806,283.23323781491564,262.764569356671,27.879051462116553,0
4.0,fine,0.06,0.03,33,13.1925688895069,1.015471061915367,13.1925688895069,292.31503921853584,271.8463707602912,28.84262128174689,0
4.0,fine,0.06,0.03,34,13.335271387551597,1.015471061915367,13.335271387551597,295.4890675659355,275.0203991076909,29.179382435870597,0
4.0,fine,0.06,0.03,35,13.754250575528644,1.015471061915367,13.754250575528644,304.80811830317685,284.33944984493223,30.16812416660588,0
4.0,fine,0.06,0.03,36,13.984448749021054,1.015471061915367,13.984448749021054,309.92824961269093,289.4595811544463,30.71136485015854,0
4.0,fine,0.06,0.03,37,14.545374494484815,1.015471061915367,14.545374494484815,322.4045148588017,301.93584640055707,32.035083803984485,0
4.0,fine,0.06,0.03,38,14.737591438892883,1.015471061915367,14.737591438892883,326.6798571882025,306.2111887299579,32.48869324269744,0
4.0,fine,0.06,0.03,39,15.403985998154516,1.015471061915367,15.403985998154516,341.5019889001981,321.0333204419535,34.061306223925094,0
4.0,fine,0.06,0.03,40,15.587405846400793,1.015471061915367,15.587405846400793,345.58166378877,325.1129953305254,34.49415554773486,0
4.8,fine,0.06,0.03,1,1.0056690569434554,1.0056690569434554,1.0056690569434554,22.47596949179749,1.0,0.1116237338447131,1
4.8,fine,0.06,0.03,2,1.1317052770031277,1.0056690569434554,1.1317052770031277,25.435376064675516,3.959406572878027,0.4419637454739445,1
4.8,fine,0.06,0.03,3,1.3446155443057208,1.0056690569434554,1.3446155443057208,30.434637738741852,8.958668246944363,1.0,1
4.8,fine,0.06,0.03,4,1.669040497477344,1.0056690569434554,1.669040497477344,38.052331591883274,16.576362100085785,1.850315431173565,1
4.8,fine,0.06,0.03,5,2.0712684598436764,1.0056690569434554,2.0712684598436764,47.496887093934035,26.020917602136546,2.9045519808161,1
4.8,fine,0.06,0.03,6,2.5629669312762915,1.0056690569434554,2.5629669312762915,59.04226418904857,37.56629469725108,4.193290080818011,1
4.8,fine,0.06,0.03,7,3.149097050583164,1.0056690569434554,3.149097050583164,72.804953412966,51.328983921168515,5.729532839736072,1
4.8,fine,0.06,0.03,8,3.8223426324012357,1.0056690569434554,3.8223426324012357,88.61316631438574,67.13719682258825,7.494104589204708,1
4.8,fine,0.06,0.03,9,4.585723351781773,1.0056690569434554,4.585723351781773,106.53780668739526,85.06183719559778,9.494919875463722,1
4.8,fine,0.06,0.03,10,4.793291548346929,1.0056690569434554,4.793291548346929,111.41163331393585,89.93566382213837,10.038954601629966,1
4.8,fine,0.06,0.03,11,4.919742744313478,1.0056690569434554,4.919742744313478,114.38078377175277,92.90481427995529,10.370382262078229,1
4.8,fine,0.06,0.03,12,5.133410793175729,1.0056690569434554,5.133410793175729,119.39783861453994,97.92186912274245,10.930404656533833,1
4.8,fine,0.06,0.03,13,5.437887154290911,1.0056690569434554,5.437887154290911,126.54712747724652,105.07115798544903,11.728434973723564,1
4.8,fine,0.06,0.03,14,5.458088465090382,1.0056690569434554,5.458088465090382,127.02146645640983,105.54549696461234,11.781382461685862,1
4.8,fine,0.06,0.03,15,5.859393228589456,1.0056690569434554,5.859393228589456,136.44434469144522,114.96837519964774,12.833199313844592,1
4.8,fine,0.06,0.03,16,6.351698244410865,1.0056690569434554,6.351698244410865,148.00396381516148,126.527994323364,14.123527162256552,1
4.8,fine,0.06,0.03,17,6.3819866427453995,1.0056690569434554,6.3819866427453995,148.71515370224895,127.23918421045147,14.202912832925856,1
4.8,fine,0.06,0.03,18,6.937006151602568,1.0056690569434554,6.937006151602568,161.7473470019986,140.27137751020112,15.657614909229963,1
4.8,fine,0.06,0.03,19,7.4150824864411184,1.0056690569434554,7.4150824864411184,172.972868102114,151.49689861031652,16.910649488777455,1
4.8,fine,0.06,0.03,20,7.610514862808646,1.0056690569434554,7.610514862808646,177.5617383403789,156.0857688485814,17.422876318901462,1
4.8,fine,0.06,0.03,21,8.37469881300563,1.0056690569434554,8.37469881300563,195.50523905811,174.0292695663125,19.425796867259894,1
4.8,fine,0.06,0.03,22,8.536461738854381,1.0056690569434554,8.536461738854381,199.30353026184585,177.82756077004836,19.849776313650423,1
4.8,fine,0.06,0.03,23,9.226577148767745,1.0056690569434554,9.226577148767745,215.50785691631927,194.03188742452178,21.658563759262154,1
4.8,fine,0.06,0.03,24,9.748623502278319,1.0056690569434554,9.748623502278319,227.76582061274505,206.28985112094756,23.026843436390138,1
4.8,fine,0.06,0.03,25,10.170062118748236,1.0056690569434554,10.170062118748236,237.66145387638306,216.18548438458558,24.13143097003536,1
4.8,fine,0.06,0.03,26,11.050655745052076,1.0056690569434554,11.050655745052076,258.3383241005475,236.86235460875,26.439460428679162,1
4.8,fine,0.06,0.03,27,11.20427223662205,1.0056690569434554,11.20427223662205,261.94533210697136,240.46936261517388,26.84208813036397,1
4.8,fine,0.06,0.03,28,11.587861622654104,1.0056690569434554,11.587861622654104,270.95224257899326,249.47627308719578,27.8474731076561,1
