D,level,dr,dz,Nr,Nz,lambda1,lambda2,lambda3,window_E_lo,window_E_hi_n2,window_E_hi_n3,Nps_lambda1,Nps_lambda2,Nps_lambda3,g1_raw,g2_raw,g3_raw,g1_hat,g2_hat,g3_hat,n_eigs_exported,solver_sigma,grid_index
4.0,fine,0.06,0.03,50,533,0.7359089334327527,0.8355420903543915,1.024913561448241,0.7359089334327527,0.8355420903543915,1.024913561448241,24.912515803442478,28.497067706590737,35.310179807869716,1.0,4.5845519031482596,11.397664004427238,0.08773727665700325,0.40223609867490956,1.0,40,2.5,0
4.8,fine,0.06,0.03,50,560,0.7288862929173978,0.8215569493414443,0.9889954921757393,0.7288862929173978,0.8215569493414443,0.9889954921757393,25.961184662181,29.464135475009957,35.79331239414631,1.0,4.502950812828956,10.832127731965311,0.09231796603072058,0.41570326017674925,1.0,40,2.5,1
5.6,fine,0.06,0.03,50,587,0.7224393313381143,0.8093995500788551,0.9582383065824018,0.7224393313381143,0.8093995500788551,0.9582383065824018,27.00889660584431,30.454477872899307,36.35184150246109,1.0,4.4455812670549975,10.342944896616782,0.0966842625572823,0.4298177464436811,1.0,40,2.5,2
6.4,fine,0.06,0.03,50,613,0.7166248225288177,0.7991451524254205,0.9327388291448733,0.7166248225288177,0.7991451524254205,0.9327388291448733,28.013831381158937,31.42831633145562,36.95608868991478,1.0,4.414484950296682,9.942257308755842,0.10058078049532379,0.4440123417857009,1.0,40,2.5,3
7.2,fine,0.06,0.03,50,640,0.71113764093293,0.7895354065575437,0.9098906462267655,0.71113764093293,0.7895354065575437,0.9098906462267655,29.060572833168138,32.44735630815145,37.64670266186183,1.0,4.386783474983311,9.586129828693693,0.1043173854172879,0.45761778250202356,1.0,40,2.5,4
8.0,fine,0.06,0.03,50,667,0.7060786762005951,0.7808718904158005,0.8901055886351561,0.7060786762005951,0.7808718904158005,0.8901055886351561,30.107843841552015,33.47522132855611,38.39319550663704,1.0,4.367377487004095,9.285351665085027,0.1076965133975723,0.47035132804139224,1.0,40,2.5,5
8.8,fine,0.06,0.03,50,693,0.7014845758182553,0.773312125050611,0.8735285896544218,0.7014845758182553,0.773312125050611,0.8735285896544218,31.11343406187551,34.47334724609203,39.16122291909679,1.0,4.3599131842165235,9.047788857221278,0.11052424142301616,0.48187609735573816,1.0,40,2.5,6
9.600000000000001,fine,0.06,0.03,50,720,0.6971714776158304,0.7660466728709487,0.8583549285020315,0.6971714776158304,0.7660466728709487,0.8583549285020315,32.16336412350973,35.510698612908485,39.996879836579105,1.0,4.347334489398754,8.833515713069374,0.1132052098487218,0.4921409131549719,1.0,40,2.5,7
10.4,fine,0.06,0.03,50,747,0.6931953315764028,0.7593397162358391,0.8449575346912837,0.6931953315764028,0.7593397162358391,0.8449575346912837,33.21547143493553,36.55063667042596,40.86770112149561,1.0,4.335165235490429,8.652229686560077,0.11557714441554273,0.5010460184875176,1.0,40,2.5,8
11.2,fine,0.06,0.03,50,773,0.6895727290628133,0.7533412727177153,0.833542251945695,0.6895727290628133,0.7533412727177153,0.833542251945695,34.227000675791764,37.55428386234542,41.738970456013334,1.0,4.327283186553657,8.51196978022157,0.11748162009733658,0.5083762393762888,1.0,40,2.5,9
12.0,fine,0.06,0.03,50,800,0.6861864751125417,0.7475102882143487,0.8228303945121758,0.6861864751125417,0.7475102882143487,0.8228303945121758,35.284450061481316,38.59593596897889,42.66322170906155,1.0,4.311485907497577,8.378771647580237,0.11934923662572865,0.5145725517824228,1.0,40,2.5,10
12.8,fine,0.06,0.03,50,827,0.6830638620519325,0.7420539290605126,0.8131709891437531,0.6830638620519325,0.7420539290605126,0.8131709891437531,36.3449630623709,39.63793607795736,43.60786816445406,1.0,4.292973015586462,8.26290510208316,0.12102281069982156,0.5195476606047625,1.0,40,2.5,11
13.600000000000001,fine,0.06,0.03,50,853,0.6802096145824572,0.7370921915472781,0.8047855402175768,0.6802096145824572,0.7370921915472781,0.8047855402175768,37.36541094208695,40.64056751727893,44.53818130034305,1.0,4.2751565751919784,8.172770358256095,0.1223575306982417,0.5230976018888424,1.0,40,2.5,12
