D,level,dr,dz,Nr,Nz,lambda1,lambda2,lambda3,window_E_lo,window_E_hi_n2,window_E_hi_n3,Nps_lambda1,Nps_lambda2,Nps_lambda3,g1_raw,g2_raw,g3_raw,g1_hat,g2_hat,g3_hat,n_eigs_exported,solver_sigma
6.0,coarse,0.12,0.06,25,300,0.7063129059724655,0.7906368119772649,0.9312735863033281,0.7063129059724655,0.7906368119772649,0.9312735863033281,26.9792036928965,30.39432188609088,36.09011124629644,1.0,4.4151181931943775,10.110907553399937,0.0989030900261506,0.4366688321375989,1.0,40,2.5
6.0,fine,0.06,0.03,50,600,0.7194764944777152,0.8041259764256425,0.9450175938938494,0.7194764944777152,0.8041259764256425,0.9450175938938494,27.511483880242483,30.93978789913354,36.64589840659591,1.0,4.428304018891058,10.134414526353428,0.09867368237204134,0.43695706420689046,1.0,40,2.5
6.0,mid,0.08,0.04,38,450,0.6986535462850263,0.7832297356858491,0.92417333515065,0.6986535462850263,0.7832297356858491,0.92417333515065,27.39362652188553,30.910913425735426,36.772363085398005,1.0,4.517286903849897,10.378736563512476,0.09635084134571867,0.4352443937859341,1.0,40,2.5
12.0,coarse,0.12,0.06,25,400,0.673306142728165,0.7342991181159493,0.8094911760505037,0.673306142728165,0.7342991181159493,0.8094911760505037,34.58976060305491,37.88338127399526,41.9437524024612,1.0,4.293620670940349,8.353991799406288,0.11970325372728631,0.5139603645822939,1.0,40,2.5
12.0,fine,0.06,0.03,50,800,0.6861864751125293,0.7475102882143423,0.822830394512168,0.6861864751125293,0.7475102882143423,0.822830394512168,35.28445006148065,38.595935968978544,42.66322170906113,1.0,4.311485907497897,8.378771647580486,0.11934923662572511,0.5145725517824457,1.0,40,2.5
12.0,mid,0.08,0.04,38,600,0.6656099428390492,0.7267028280921377,0.8020745335590371,0.6656099428390492,0.7267028280921377,0.8020745335590371,35.10027093355733,38.48784698368699,42.66717790314438,1.0,4.38757605012966,8.566906969587045,0.11672824317458458,0.5121540441265182,1.0,40,2.5
18.0,coarse,0.12,0.06,25,500,0.6550807460110941,0.7008201335853919,0.7546478702381316,0.6550807460110941,0.7008201335853919,0.7546478702381316,42.34722026119762,45.434628922462714,49.068001146522654,1.0,4.087408661265094,7.720780885325034,0.12952057762715558,0.5294035308052937,1.0,40,2.5
18.0,fine,0.06,0.03,50,1000,0.6678484661360118,0.7138069489350332,0.7678324174406816,0.6678484661360118,0.7138069489350332,0.7678324174406816,43.20819176364483,46.31038935257877,49.95710847671004,1.0,4.10219758893394,7.7489167130652135,0.12905029658067305,0.5293898154844469,1.0,40,2.5
18.0,mid,0.08,0.04,38,750,0.6473829445199051,0.6931514381926209,0.7470845957868766,0.6473829445199051,0.6931514381926209,0.7470845957868766,42.9591787640587,46.13148459750199,49.869699616675035,1.0,4.172305833443289,7.910520852616337,0.1264139262927622,0.5274375620997618,1.0,40,2.5
