D,level,dr,dz,mode_n,lambda_n,window_E_lo,window_E_hi,Nps_lambda_n,g_raw_n,g_hat_to_g3,grid_index
4.8,fine,0.06,0.03,1,0.7288862929173727,0.7288862929173727,0.7288862929173727,25.961184662180056,1.0,0.0923179660307144,0
4.8,fine,0.06,0.03,2,0.8215569493414361,0.7288862929173727,0.8215569493414361,29.46413547500965,4.502950812829592,0.4157032601767801,0
4.8,fine,0.06,0.03,3,0.9889954921757336,0.7288862929173727,0.9889954921757336,35.79331239414609,10.832127731966036,1.0,0
4.8,fine,0.06,0.03,4,1.24192893799969,0.7288862929173727,1.24192893799969,45.35419664629165,20.39301198411159,1.8826413876131658,0
4.8,fine,0.06,0.03,5,1.550907966871033,0.7288862929173727,1.550907966871033,57.03360393762842,32.07241927544837,2.9608605131936723,0
4.8,fine,0.06,0.03,6,1.9338529548553645,0.7288862929173727,1.9338529548553645,71.50892448343613,46.54773982125607,4.297192663625251,0
4.8,fine,0.06,0.03,7,2.3885866704099357,0.7288862929173727,2.3885866704099357,88.69785893139893,63.73667426921887,5.884040130096456,0
4.8,fine,0.06,0.03,8,2.9096817467488423,0.7288862929173727,2.9096817467488423,108.39525281700959,83.43406815482953,7.702463469721863,0
4.8,fine,0.06,0.03,9,3.413068218320807,0.7288862929173727,3.413068218320807,127.42326144242988,102.46207678024982,9.459090523635554,0
4.8,fine,0.06,0.03,10,3.502198658445014,0.7288862929173727,3.502198658445014,130.79239207912485,105.83120741694479,9.770121811307,0
4.8,fine,0.06,0.03,11,3.506203027464629,0.7288862929173727,3.506203027464629,130.94375722806632,105.98257256588626,9.784095533985212,0
4.8,fine,0.06,0.03,12,3.6735991859871135,0.7288862929173727,3.6735991859871135,137.27133202021628,112.31014735803622,10.368244368703717,0
4.8,fine,0.06,0.03,13,3.9266206585133236,0.7288862929173727,3.9266206585133236,146.83554368170698,121.87435901952692,11.251192935979779,0
4.8,fine,0.06,0.03,14,4.164100576553379,0.7288862929173727,4.164100576553379,155.81228458362108,130.85109992144103,12.07990739762921,0
4.8,fine,0.06,0.03,15,4.235510645910287,0.7288862929173727,4.235510645910287,158.5115852053122,133.55040054313216,12.329101340729178,0
4.8,fine,0.06,0.03,16,4.618469223519142,0.7288862929173727,4.618469223519142,172.9874194389269,148.02623477674686,13.665480913774273,0
4.8,fine,0.06,0.03,17,4.895271245132883,0.7288862929173727,4.895271245132883,183.45053585592635,158.4893511937463,14.631414539734237,0
4.8,fine,0.06,0.03,18,5.073200855377989,0.7288862929173727,5.073200855377989,190.17627512319135,165.2150904610113,15.252321108941048,0
4.8,fine,0.06,0.03,19,5.594430285278914,0.7288862929173727,5.594430285278914,209.8787475734463,184.91756291126626,17.071213291324774,0
4.8,fine,0.06,0.03,20,5.696055417114721,0.7288862929173727,5.696055417114721,213.72017755683981,188.75899289465977,17.42584629404106,0
4.8,fine,0.06,0.03,21,6.186833690748381,0.7288862929173727,6.186833690748381,232.27159630019216,207.3104116380121,19.138475539411424,0
4.8,fine,0.06,0.03,22,6.566311574865632,0.7288862929173727,6.566311574865632,246.61586031982424,221.6546756576442,20.462708817911416,0
4.8,fine,0.06,0.03,23,6.848326864710721,0.7288862929173727,6.848326864710721,257.2760382759686,232.31485361378853,21.446834764348118,0
4.8,fine,0.06,0.03,24,7.506673481017128,0.7288862929173727,7.506673481017128,282.16154037235077,257.2003557101707,23.744213701539202,0
4.8,fine,0.06,0.03,25,7.580286898574852,0.7288862929173727,7.580286898574852,284.9441275560328,259.98294289385274,24.00109649063986,0
4.8,fine,0.06,0.03,26,8.23244931440042,0.7288862929173727,8.23244931440042,309.5958668742391,284.63468221205903,26.276894923616055,0
4.8,fine,0.06,0.03,27,8.326020233313793,0.7288862929173727,8.326020233313793,313.13284760916474,288.17166294698467,26.60342179095421,0
4.8,fine,0.06,0.03,28,8.38053922334241,0.7288862929173727,8.38053922334241,315.1936654322464,290.23248077006633,26.793672300740955,0
4.8,fine,0.06,0.03,29,8.49422194845441,0.7288862929173727,8.49422194845441,319.49087244147995,294.5296877792999,27.190381711446324,0
4.8,fine,0.06,0.03,30,8.515480017380803,0.7288862929173727,8.515480017380803,320.29442744689766,295.3332427847176,27.264564275140287,0
4.8,fine,0.06,0.03,31,8.74578632131821,0.7288862929173727,8.74578632131821,329.0000057357317,304.0388210735516,28.068245555886595,0
4.8,fine,0.06,0.03,32,9.05562169716283,0.7288862929173727,9.05562169716283,340.71178294265826,315.7505982804782,29.149453006234936,0
4.8,fine,0.06,0.03,33,9.250650308727508,0.7288862929173727,9.250650308727508,348.0838644598031,323.12267979762305,29.830028577310372,0
4.8,fine,0.06,0.03,34,9.438809631753486,0.7288862929173727,9.438809631753486,355.1962868701851,330.235102208005,30.486632947788106,0
4.8,fine,0.06,0.03,35,9.594436332157278,0.7288862929173727,9.594436332157278,361.07897614544845,336.1177914832684,31.02971085647112,0
4.8,fine,0.06,0.03,36,9.892361704656434,0.7288862929173727,9.892361704656434,372.34055522591655,347.3793705637365,32.069356931473976,0
4.8,fine,0.06,0.03,37,10.191854639590696,0.7288862929173727,10.191854639590696,383.66138816643166,358.7002035042516,33.11447320231584,0
4.8,fine,0.06,0.03,38,10.414888579789379,0.7288862929173727,10.414888579789379,392.0920711059419,367.1308864437618,33.89277670354127,0
4.8,fine,0.06,0.03,39,10.743107376351059,0.7288862929173727,10.743107376351059,404.49874161597336,379.5375569537933,35.038135290240625,0
4.8,fine,0.06,0.03,40,11.006825054396158,0.7288862929173727,11.006825054396158,414.46726984607807,389.506085183898,35.95840954076365,0
9.6,fine,0.06,0.03,1,0.6971714776158056,0.6971714776158056,0.6971714776158056,32.16336412350852,1.0,0.11320520984869986,1
9.6,fine,0.06,0.03,2,0.7660466728709525,0.6971714776158056,0.7660466728709525,35.51069861290867,4.347334489400147,0.4921409131550341,1
9.6,fine,0.06,0.03,3,0.858354928502042,0.6971714776158056,0.858354928502042,39.99687983657961,8.833515713071087,1.0,1
9.6,fine,0.06,0.03,4,1.0061799979153296,0.6971714776158056,1.0061799979153296,47.18117821006539,16.017814086556868,1.813300004986131,1
9.6,fine,0.06,0.03,5,1.2019778770402723,0.6971714776158056,1.2019778770402723,56.6969551355376,25.533591012029078,2.8905355287076286,1
9.6,fine,0.06,0.03,6,1.4323791014941716,0.6971714776158056,1.4323791014941716,67.89445464399711,36.731090520488586,4.158150810343501,1
9.6,fine,0.06,0.03,7,1.7039495949558159,0.6971714776158056,1.7039495949558159,81.09278062623301,49.929416502724486,5.652270072814064,1
9.6,fine,0.06,0.03,8,2.0216564806928505,0.6971714776158056,2.0216564806928505,96.5333352730529,65.36997114954437,7.400221301787626,1
9.6,fine,0.06,0.03,9,2.381081936394956,0.6971714776158056,2.381081936394956,114.00141242017521,82.8380482966667,9.377698640880888,1
9.6,fine,0.06,0.03,10,2.7808845411706824,0.6971714776158056,2.7808845411706824,133.43181901227553,102.268454888767,11.577321896585163,1
9.6,fine,0.06,0.03,11,3.22353120373986,0.6971714776158056,3.22353120373986,154.94444681313757,123.78108268962905,14.012663441178725,1
9.6,fine,0.06,0.03,12,3.381975045422716,0.6971714776158056,3.381975045422716,162.64481751892438,131.48145339541585,14.884385522840104,1
9.6,fine,0.06,0.03,13,3.45067674746876,0.6971714776158056,3.45067674746876,165.98372023836208,134.82035611485355,15.262366705858442,1
9.6,fine,0.06,0.03,14,3.543274139720902,0.6971714776158056,3.543274139720902,170.4839535018162,139.32058937830766,15.771816556815864,1
9.6,fine,0.06,0.03,15,3.690743918844631,0.6971714776158056,3.690743918844631,177.65098476722943,146.4876206437209,16.583161835209165,1
9.6,fine,0.06,0.03,16,3.7091993693656002,0.6971714776158056,3.7091993693656002,178.5479196625485,147.38455553903998,16.68469953825438,1
9.6,fine,0.06,0.03,17,3.886931243639741,0.6971714776158056,3.886931243639741,187.18568875227174,156.02232462876322,17.662540000681112,1
9.6,fine,0.06,0.03,18,4.117332828098885,0.6971714776158056,4.117332828098885,198.38320575698614,167.2198416334776,18.930157262984192,1
9.6,fine,0.06,0.03,19,4.235983357269938,0.6971714776158056,4.235983357269938,204.14962147469933,172.9862573511908,19.582945564382754,1
9.6,fine,0.06,0.03,20,4.388803390610587,0.6971714776158056,4.388803390610587,211.57667509505487,180.41331097154634,20.423726728032648,1
9.6,fine,0.06,0.03,21,4.706527044921465,0.6971714776158056,4.706527044921465,227.01804469456354,195.854680571055,22.171770213896362,1
9.6,fine,0.06,0.03,22,4.805233898664518,0.6971714776158056,4.805233898664518,231.81519778647595,200.65183366296742,22.714832936342646,1
9.6,fine,0.06,0.03,23,5.0659381736711495,0.6971714776158056,5.0659381736711495,244.48542555179824,213.32206142828971,24.14916872934678,1
9.6,fine,0.06,0.03,24,5.416576081349782,0.6971714776158056,5.416576081349782,261.5264278649797,230.3630637414712,26.07829897224267,1
9.6,fine,0.06,0.03,25,5.465826828506166,0.6971714776158056,5.465826828506166,263.92001417678,232.75665005327147,26.349265412960996,1
9.6,fine,0.06,0.03,26,5.908627220603673,0.6971714776158056,5.908627220603673,285.44011323271883,254.2767491092103,28.785452742553357,1
9.6,fine,0.06,0.03,27,6.069793510806699,0.6971714776158056,6.069793510806699,293.2727949365859,262.1094308130774,29.672153118517702,1
9.6,fine,0.06,0.03,28,6.393724682154669,0.6971714776158056,6.393724682154669,309.01584986409733,277.8524857405888,31.454348955246243,1
9.6,fine,0.06,0.03,29,6.7653972459491065,0.6971714776158056,6.7653972459491065,327.07913646450686,295.91577234099833,33.49920710540281,1
9.6,fine,0.06,0.03,30,6.9207721911352085,0.6971714776158056,6.9207721911352085,334.6303588005515,303.466994677043,34.35404481456894,1
9.6,fine,0.06,0.03,31,7.488666607559225,0.6971714776158056,7.488666607559225,362.23002743875867,331.06666331525014,37.478471094511754,1
9.6,fine,0.06,0.03,32,7.505101200070068,0.6971714776158056,7.505101200070068,363.0287486347856,331.86538451127706,37.56889049511859,1
9.6,fine,0.06,0.03,33,8.10149196213623,0.6971714776158056,8.10149196213623,392.01333967120115,360.8499755476926,40.85009720577476,1
9.6,fine,0.06,0.03,34,8.20206628511249,0.6971714776158056,8.20206628511249,396.9012517678473,365.7378876443388,41.40343432039759,1
9.6,fine,0.06,0.03,35,8.270191448613016,0.6971714776158056,8.270191448613016,400.2121347139729,369.04877059046436,41.77824351909821,1
9.6,fine,0.06,0.03,36,8.282912520429365,0.6971714776158056,8.282912520429365,400.83037880424746,369.66701468073893,41.848231971075464,1
9.6,fine,0.06,0.03,37,8.363807258368997,0.6971714776158056,8.363807258368997,404.76186306811354,373.598498944605,42.293296472183286,1
9.6,fine,0.06,0.03,38,8.511670811599402,0.6971714776158056,8.511670811599402,411.9480317551113,380.78466763160276,43.106808206403024,1
9.6,fine,0.06,0.03,39,8.706534350467546,0.6971714776158056,8.706534350467546,421.41839974410306,390.2550356205945,44.178903201941246,1
9.6,fine,0.06,0.03,40,8.754262413083417,0.6971714776158056,8.754262413083417,423.73798358723434,392.5746194637258,44.44149217766457,1
