D,level,dr,dz,mode_n,lambda_n,window_E_lo,window_E_hi,Nps_lambda_n,g_raw_n,g_hat_to_g3,grid_index
4.2025316455696204,fine,0.06,0.03,19,5.7635920129950495,0.7340412983580411,5.7635920129950495,208.5120138044662,184.32712354851895,16.39396983682069,1
4.2025316455696204,fine,0.06,0.03,20,6.074743820780441,0.7340412983580411,6.074743820780441,219.85349719824367,195.66860694229644,17.402676168710308,1
4.2025316455696204,fine,0.06,0.03,21,6.400556221927172,0.7340412983580411,6.400556221927172,231.72935922004206,207.54446896409482,18.458909890712484,1
4.2025316455696204,fine,0.06,0.03,22,7.010938053207272,0.7340412983580411,7.010938053207272,253.97777697020172,229.79288671425448,20.437673962388,1
4.2025316455696204,fine,0.06,0.03,23,7.112011666263976,0.7340412983580411,7.112011666263976,257.66191016611856,233.47701991017132,20.765339079306035,1
4.2025316455696204,fine,0.06,0.03,24,7.898942988857379,0.7340412983580411,7.898942988857379,286.34555687464814,262.1606666187009,23.3164494633721,1
4.2025316455696204,fine,0.06,0.03,25,8.021541443227498,0.7340412983580411,8.021541443227498,290.8142705364389,266.62938028049166,23.71389480711991,1
4.2025316455696204,fine,0.06,0.03,26,8.237434626944038,0.7340412983580411,8.237434626944038,298.68357708290677,274.4986868269595,24.413787322534397,1
4.2025316455696204,fine,0.06,0.03,27,8.336264803924497,0.7340412983580411,8.336264803924497,302.2859370338445,278.10104677789724,24.734179564544828,1
4.2025316455696204,fine,0.06,0.03,28,8.520082192538997,0.7340412983580411,8.520082192538997,308.986080848843,284.80119059289575,25.33008728279517,1
4.2025316455696204,fine,0.06,0.03,29,8.75871490907922,0.7340412983580411,8.75871490907922,317.68424336673417,293.4993531107869,26.103697868198445,1
4.2025316455696204,fine,0.06,0.03,30,8.789241707270243,0.7340412983580411,8.789241707270243,318.796945160797,294.61205490484974,26.202661055482388,1
4.2025316455696204,fine,0.06,0.03,31,9.106298639138684,0.7340412983580411,9.106298639138684,330.3536703274017,306.1687800714544,27.23051089193835,1
4.2025316455696204,fine,0.06,0.03,32,9.121904954036635,0.7340412983580411,9.121904954036635,330.92252050543203,306.73763024948477,27.281104165900253,1
4.2025316455696204,fine,0.06,0.03,33,9.534932675180245,0.7340412983580411,9.534932675180245,345.9773809411165,321.79249068516924,28.620076548959176,1
4.2025316455696204,fine,0.06,0.03,34,9.695818452876331,0.7340412983580411,9.695818452876331,351.8416675381389,327.6567772821916,29.141643509563053,1
4.2025316455696204,fine,0.06,0.03,35,10.022013445591554,0.7340412983580411,10.022013445591554,363.7314750226088,339.5465847666615,30.19911753461991,1
4.2025316455696204,fine,0.06,0.03,36,10.266989470814224,0.7340412983580411,10.266989470814224,372.66085114197506,348.4759608860278,30.99329215170487,1
4.2025316455696204,fine,0.06,0.03,37,10.584075358140003,0.7340412983580411,10.584075358140003,384.21863173499975,360.0337414790525,32.02123585730262,1
4.2025316455696204,fine,0.06,0.03,38,10.706552770249976,0.7340412983580411,10.706552770249976,388.68293340640827,364.498043150461,32.41828880064915,1
4.2025316455696204,fine,0.06,0.03,39,11.22001476900012,0.7340412983580411,11.22001476900012,407.3986232608509,383.21373300490364,34.08285367337262,1
4.2025316455696204,fine,0.06,0.03,40,11.501001413760761,0.7340412983580411,11.501001413760761,417.6405864623763,393.455696206429,34.99376918359832,1
4.405063291139241,fine,0.06,0.03,1,0.7322168205682564,0.7322168205682564,0.7322168205682564,25.45722716180225,1.0,0.09013285655413524,2
4.405063291139241,fine,0.06,0.03,2,0.8279979234379056,0.7322168205682564,0.8279979234379056,28.993704932506876,4.536477770704625,0.4088857001679432,2
4.405063291139241,fine,0.06,0.03,3,1.0056201178567614,0.7322168205682564,1.0056201178567614,35.55196040593708,11.09473324413483,1.0,2
4.405063291139241,fine,0.06,0.03,4,1.2696907223272593,0.7322168205682564,1.2696907223272593,45.302107299499035,20.844880137696784,1.8788085913391668,2
4.405063291139241,fine,0.06,0.03,5,1.5929988492035752,0.7322168205682564,1.5929988492035752,57.23945161408981,32.78222445228756,2.954755534083499,2
4.405063291139241,fine,0.06,0.03,6,1.995410742697982,0.7322168205682564,1.995410742697982,72.09750475163703,47.64027758983478,4.293954306203761,2
4.405063291139241,fine,0.06,0.03,7,2.4712486902969446,0.7322168205682564,2.4712486902969446,89.66663137185972,65.20940421005747,5.877509875645732,2
4.405063291139241,fine,0.06,0.03,8,3.0174629137287727,0.7322168205682564,3.0174629137287727,109.83422603652141,85.37699887471916,7.695272792597628,2
4.405063291139241,fine,0.06,0.03,9,3.4164003137800605,0.7322168205682564,3.4164003137800605,124.56399218991508,100.10676502811283,9.022908692377415,2
4.405063291139241,fine,0.06,0.03,10,3.5126416359334547,0.7322168205682564,3.5126416359334547,128.11746240712378,103.66023524532153,9.343193113734479,2
4.405063291139241,fine,0.06,0.03,11,3.6384597564918506,0.7322168205682564,3.6384597564918506,132.76298196344115,108.3057548016389,9.761907061523463,2
4.405063291139241,fine,0.06,0.03,12,3.6903186428818815,0.7322168205682564,3.6903186428818815,134.67774169617707,110.22051453437481,9.934489825849782,2
4.405063291139241,fine,0.06,0.03,13,3.954419956078987,0.7322168205682564,3.954419956078987,144.4290224326972,119.97179527089494,10.813400613693654,2
4.405063291139241,fine,0.06,0.03,14,4.277554805993345,0.7322168205682564,4.277554805993345,156.35996892866004,131.9027417668578,11.888770902769334,2
4.405063291139241,fine,0.06,0.03,15,4.332046483013294,0.7322168205682564,4.332046483013294,158.37193787342915,133.9147107116269,12.070115411059584,2
4.405063291139241,fine,0.06,0.03,16,4.680023889082598,0.7322168205682564,4.680023889082598,171.22013364902304,146.7629064872208,13.228159997880635,2
4.405063291139241,fine,0.06,0.03,17,5.098440170083111,0.7322168205682564,5.098440170083111,186.66910878426447,162.21188162246222,14.620620257653751,2
4.405063291139241,fine,0.06,0.03,18,5.155833777817417,0.7322168205682564,5.155833777817417,188.78822426583437,164.33099710403212,14.81162218937574,2
