D,level,dr,dz,Nr,Nz,lambda1,lambda2,lambda3,window_E_lo,window_E_hi_n2,window_E_hi_n3,Nps_lambda1,Nps_lambda2,Nps_lambda3,g1_raw,g2_raw,g3_raw,g1_hat,g2_hat,g3_hat,n_eigs_exported,solver_sigma,grid_index
4.0,fine,0.06,0.03,50,533,0.7359089334327868,0.8355420903544075,1.02491356144823,0.7359089334327868,0.8355420903544075,1.02491356144823,24.9125158034437,28.497067706591313,35.31017980786931,1.0,4.584551903147613,11.39766400442561,0.08773727665701576,0.4022360986749103,1.0,40,2.5,0
4.4,fine,0.06,0.03,50,547,0.7322300618943096,0.827979180643563,1.0056350809902432,0.7322300618943096,0.827979180643563,1.0056350809902432,25.45765408370927,28.992950920728575,35.552450901278874,1.0,4.535296837019306,11.094796817569605,0.09013234009084424,0.4087769169271543,1.0,40,2.5,1
4.8,fine,0.06,0.03,50,560,0.7288862929173103,0.8215569493414492,0.9889954921757056,0.7288862929173103,0.8215569493414492,0.9889954921757056,25.9611846621777,29.46413547501015,35.79331239414503,1.0,4.502950812832449,10.832127731967333,0.09231796603070336,0.41570326017699405,1.0,40,2.5,2
5.2,fine,0.06,0.03,50,573,0.7256719392905391,0.8155526321347399,0.9735674368052345,0.7256719392905391,0.8155526321347399,0.9735674368052345,26.464291962528936,29.94065246001052,36.052270067653566,1.0,4.476360497481583,10.58797810512463,0.09444673856248299,0.4227776496170693,1.0,40,2.5,3
5.6,fine,0.06,0.03,50,587,0.7224393313380941,0.8093995500788578,0.9582383065824134,0.7224393313380941,0.8093995500788578,0.9582383065824134,27.008896605843507,30.454477872899417,36.35184150246155,1.0,4.4455812670559105,10.342944896618047,0.09668426255727049,0.42981774644371684,1.0,40,2.5,4
6.0,fine,0.06,0.03,50,600,0.7194764944777141,0.804125976425645,0.9450175938938314,0.7194764944777141,0.804125976425645,0.9450175938938314,27.511483880242437,30.93978789913363,36.645898406595194,1.0,4.428304018891193,10.134414526352757,0.09867368237204789,0.43695706420693275,1.0,40,2.5,5
6.4,fine,0.06,0.03,50,613,0.7166248225287692,0.7991451524254127,0.9327388291448655,0.7166248225287692,0.7991451524254127,0.9327388291448655,28.013831381156933,31.428316331455303,36.95608868991445,1.0,4.41448495029837,9.942257308757519,0.10058078049530683,0.4440123417857958,1.0,40,2.5,6
6.800000000000001,fine,0.06,0.03,50,627,0.7137708086040413,0.7939930917219662,0.920469414780362,0.7137708086040413,0.7939930917219662,0.920469414780362,28.558320904094728,31.953528481353104,37.30632266399206,1.0,4.395207577258375,9.748001759897335,0.1025851271502573,0.4508829281648248,1.0,40,2.5,7
7.2,fine,0.06,0.03,50,640,0.7111376409329686,0.7895354065575388,0.9098906462267788,0.7111376409329686,0.7895354065575388,0.9098906462267788,29.060572833169807,32.447356308151235,37.646702661862406,1.0,4.386783474981428,9.586129828692599,0.1043173854172998,0.4576177825018794,1.0,40,2.5,8
7.6,fine,0.06,0.03,50,653,0.708602827585288,0.7852894267299555,0.9000328346147268,0.708602827585288,0.7852894267299555,0.9000328346147268,29.562839443539634,32.94299301733872,38.00059557837972,1.0,4.380153573799088,9.43775613484009,0.1059573892048805,0.46410963699617824,1.0,40,2.5,9
