z,psi_1,psi_2,psi_3
-80.0,0.0,0.0,0.0
-79.98,-1.8667408029313834e-43,3.65171465521645e-43,9.88036138706317e-05
-79.96,-3.710366655752811e-43,7.272038920124163e-43,0.00019760715625014873
-79.94,-5.509005330422829e-43,1.0829476934698888e-42,0.000296410555647488
-79.92,-7.243169066383724e-43,1.4293318112288449e-42,0.0003952137405716899
-79.9,-8.895987380973287e-43,1.7634396644003218e-42,0.0004940166395319496
-79.88,-1.045330285643145e-42,2.0824826895647575e-42,0.0005928191810376696
-79.86,-1.190410973356086e-42,2.383904861095068e-42,0.0006916212935985104
-79.84,-1.3241132050645491e-42,2.6654233720188637e-42,0.0007904229057244432
-79.82,-1.4460855644074564e-42,2.925038379405667e-42,0.0008892239459258011
-79.8,-1.5563749003616048e-42,3.1609495650102624e-42,0.0009880243427133307
-79.78,-1.6554116059111424e-42,3.371616490998845e-42,0.0010868240245982441
-79.76,-1.7439746776131728e-42,3.555741791532283e-42,0.0011856229200922714
-79.74,-1.8231537913769906e-42,3.7121921945570115e-42,0.0012844209577077105
-79.72,-1.8943988567201647e-42,3.8399795540428815e-42,0.0013832180659574804
-79.7,-1.9594850753254094e-42,3.938186480924399e-42,0.001482014173355173
-79.68,-2.0204045187628807e-42,4.005973399793078e-42,0.0015808092084151025
-79.66,-2.0791860123584154e-42,4.0426650949693514e-42,0.001679603099652361
-79.64,-2.1377912756466588e-42,4.047732887625169e-42,0.0017783957755828671
-79.62,-2.197945752903744e-42,4.0206594761476015e-42,0.0018771871647234187
-79.6,-2.2610398085624418e-42,3.9608483004014464e-42,0.001975977195591745
-79.58,-2.3280744011883217e-42,3.867654845848819e-42,0.0020747657967065576
-79.56,-2.3996008942654106e-42,3.7405500946144084e-42,0.0021735528965876024
-79.54,-2.475716170468074e-42,3.579222253289403e-42,0.0022723384237557116
-79.52,-2.5561487541272295e-42,3.3837119633281024e-42,0.0023711223067328555
-79.5,-2.6403881956545693e-42,3.15454217394955e-42,0.0024699044740421946
-79.48,-2.727710147638861e-42,2.892747191347343e-42,0.0025686848542081277
-79.46,-2.8172740693173083e-42,2.5999404938323784e-42,0.0026674633757563515
-79.44,-2.9082156417338425e-42,2.278292258641975e-42,0.0027662399672139034
-79.42,-2.999668240133619e-42,1.9303949259143e-42,0.002865014557109219
-79.4,-3.090778675450115e-42,1.5591400350085256e-42,0.002963787073972182
-79.38,-3.180680776183418e-42,1.167702505380658e-42,0.003062557446334176
-79.36,-3.268420302977715e-42,7.594354568484023e-43,0.003161325602728135
-79.34,-3.3529309294451775e-42,3.377947781522578e-43,0.003260091471688598
-79.32,-3.433046616925062e-42,-9.38014942945774e-44,0.0033588549817517572
-79.3,-3.507584627989392e-42,-5.320895129444829e-43,0.003457616061455514
-79.28,-3.57540553450329e-42,-9.740157740294454e-43,0.003556374639339525
-79.26,-3.635403481138842e-42,-1.4167851199524671e-42,0.0036551306439452608
-79.24,-3.686585606253898e-42,-1.857862473776137e-42,0.0037538840038160493
-79.22,-3.7280737987986766e-42,-2.2950541968489247e-42,0.003852634647497136
-79.2,-3.7590385313019235e-42,-2.726524276596169e-42,0.003951382503535729
-79.18,-3.7786628598570477e-42,-3.1507861055502526e-42,0.004050127500481056
-79.16,-3.786139994358577e-42,-3.5665752866616424e-42,0.0041488695668844095
-79.14,-3.7806213418228804e-42,-3.972635805676914e-42,0.004247608631299205
