D,n,E,omega2,omega_real,omega_imag,S_z,S_z_physical,z1,z2,has_bound,has_stable_bound,has_turning_points,is_diagnostic_tunnel,is_physical_tunnel
9.0,1,-0.4758263322484381,0.5241736677515618,0.7239983893293975,0.0,6.385546857447112,6.385546857447112,-4.358518896899141,4.358518896899141,True,True,True,True,True
9.0,2,-0.4727234393791026,0.5272765606208973,0.7261381140119952,0.0,6.367182764098849,6.367182764098849,-4.358324597225304,4.358324597225304,True,True,True,True,True
9.0,3,0.005693683569155689,1.0056936835691557,1.0028428010257417,0.0,,,-4.319764286183512,4.319764286183507,False,False,True,False,False
9.5,1,-0.476138679708431,0.523861320291569,0.7237826471334947,0.0,6.747814751121206,6.747814751121206,-4.60750002077577,4.607500020775772,True,True,True,True,True
9.5,2,-0.4739638066146697,0.5260361933853304,0.7252835262056697,0.0,6.734127256843754,6.734127256843754,-4.607396304533046,4.607396304533049,True,True,True,True,True
9.5,3,0.00570142150951841,1.0057014215095184,1.0028466590209684,0.0,,,-4.56834448208124,4.56834448208124,False,False,True,False,False
10.0,1,-0.47650805348539144,0.5234919465146086,0.7235274331458404,0.0,7.092334101043687,7.092334101043687,-4.858467504441636,4.858467504441636,True,True,True,True,True
10.0,2,-0.47498316095827714,0.5250168390417229,0.7245804572590424,0.0,7.082236639588493,7.082236639588493,-4.858372060901835,4.858372060901835,True,True,True,True,True
10.0,3,0.005709519605692182,1.0057095196056922,1.0028506965673865,0.0,,,-4.819520909893356,4.819520909893352,False,False,True,False,False
10.5,1,-0.4769058437328666,0.5230941562671334,0.7232524844527901,0.0,7.455015428675001,7.455015428675001,-5.107472132987726,5.107472132987729,True,True,True,True,True
10.5,2,-0.47583638303035813,0.5241636169696419,0.7239914481329471,0.0,7.447531932033298,7.447531932033298,-5.107421152078143,5.107421152078145,True,True,True,True,True
10.5,3,0.005717975895856037,1.005717975895856,1.0028549126847095,0.0,,,-5.068178654996519,5.068178654996519,False,False,True,False,False
11.0,1,-0.47731310003093336,0.5226868999690666,0.7229708845929181,0.0,7.799786108783319,7.799786108783319,-5.358441188932119,5.358441188932119,True,True,True,True,True
11.0,2,-0.47656286568791995,0.52343713431208,0.7234895536993469,0.0,7.79428968381037,7.79428968381037,-5.3583942490441165,5.3583942490441165,True,True,True,True,True
11.0,3,0.005726788566841976,1.005726788566842,1.0028593064666858,0.0,,,-5.319321947148569,5.319321947148565,False,False,True,False,False
11.5,1,-0.47771756521628383,0.5222824347837162,0.7226911060637983,0.0,8.162561555160705,8.162561555160705,-5.607457735919068,5.60745773591907,True,True,True,True,True
11.5,2,-0.47719115462179573,0.5228088453782043,0.7230552159954344,0.0,8.15850689934021,8.15850689934021,-5.607432650189154,5.607432650189157,True,True,True,True,True
11.5,3,0.005735955959031925,1.005735955959032,1.0028638770835412,0.0,,,-5.568041654491233,5.568041654491233,False,False,True,False,False
12.0,1,-0.4781115780400631,0.5218884219599369,0.7224184535018031,0.0,8.507335077563498,8.507335077563498,-5.858427411179166,5.858427411179166,True,True,True,True,True
12.0,2,-0.47774214229939793,0.5222578577006021,0.7226741019993743,0.0,8.504367869336075,8.504367869336075,-5.858404303904886,5.858404303904886,True,True,True,True,True
12.0,3,0.005745476556325549,1.0057454765563256,1.002868623776976,0.0,,,-5.819156004154557,5.819156004154554,False,False,True,False,False
12.5,1,-0.4784906002225232,0.5215093997774768,0.7221560771588624,0.0,8.87003179182232,8.87003179182232,-6.1074500934942835,6.107450093494285,True,True,True,True,True
12.5,2,-0.4782312824507726,0.5217687175492274,0.7223355989768381,0.0,8.867851366781577,8.867851366781577,-6.107437739249478,6.107437739249479,True,True,True,True,True
12.5,3,0.005755348987750279,1.0057553489877502,1.0028735458609677,0.0,,,-6.0679263814073385,6.0679263814073385,False,False,True,False,False
13.0,1,-0.47885218960482334,0.5211478103951767,0.7219056797083513,0.0,9.214680542091067,9.214680542091067,-6.358419932850748,6.358419932850748,True,True,True,True,True
13.0,2,-0.47867013640839906,0.5213298635916009,0.7220317607914495,0.0,9.21308976924394,9.21308976924394,-6.358408548885997,6.358408548885997,True,True,True,True,True
13.0,3,0.005765572014911208,1.0057655720149112,1.0028786427155139,0.0,,,-6.319015257994612,6.319015257994608,False,False,True,False,False
13.5,1,-0.47919528859376787,0.5208047114062322,0.7216680063618119,0.0,9.57721473089094,9.57721473089094,-6.607445857490133,6.607445857490136,True,True,True,True,True
13.5,2,-0.4790674590002649,0.5209325409997352,0.7217565663017796,0.0,9.576049579596301,9.576049579596301,-6.6074397689301225,6.607439768930124,True,True,True,True,True
13.5,3,0.005776144542710778,1.0057761445427107,1.0028839137919756,0.0,,,-6.567827877387028,6.567827877387028,False,False,True,False,False
14.0,1,-0.4795197351056214,0.5204802648943786,0.721443182027787,0.0,9.921681378443264,9.921681378443264,-6.858415652607935,6.858415652607935,True,True,True,True,True
14.0,2,-0.47942996604832155,0.5205700339516784,0.7215053942637425,0.0,9.920833524156567,9.920833524156567,-6.858410040530927,6.858410040530927,True,True,True,True,True
14.0,3,0.005787065602074213,1.0057870656020742,1.0028893586044645,0.0,,,-6.8188941595273915,6.818894159527387,False,False,True,False,False
14.5,1,-0.4798259285698062,0.5201740714301938,0.7212309418141971,0.0,10.2840197101448,10.2840197101448,-7.10744336243996,7.1074433624399616,True,True,True,True,True
14.5,2,-0.47976287934765305,0.520237120652347,0.7212746499443516,0.0,10.283400437268,10.283400437268,-7.1074403599882165,7.107440359988218,True,True,True,True,True
14.5,3,0.005798334362375172,1.005798334362375,1.0028949767360364,0.0,,,-7.067742574531954,7.067742574531954,False,False,True,False,False
15.0,1,-0.48011460444339893,0.5198853955566011,0.721030786829939,0.0,10.628285367108806,10.628285367108806,-7.358413025000506,7.358413025000506,True,True,True,True,True
15.0,2,-0.4800703163785478,0.5199296836214522,0.7210614978082328,0.0,10.627835741920755,10.627835741920755,-7.358410256794296,7.358410256794296,True,True,True,True,True
15.0,3,0.005809950116181037,1.005809950116181,1.0029007678310855,0.0,,,-7.318788663275608,7.318788663275605,False,False,True,False,False
15.5,1,-0.48038668322999356,0.5196133167700064,0.7208420886504938,0.0,10.990421367056816,10.990421367056816,-7.607441776763624,7.6074417767636255,True,True,True,True,True
15.5,2,-0.4803555700701302,0.5196444299298698,0.7208636694478852,0.0,10.990093753031655,10.990093753031655,-7.607440295389594,7.607440295389597,True,True,True,True,True
15.5,3,0.005821912283858321,1.0058219122838583,1.0029067315976388,0.0,,,-7.567667839916797,7.567667839916797,False,False,True,False,False
16.0,1,-0.4806431713987175,0.5193568286012825,0.7206641579829557,0.0,11.334486880761675,11.334486880761675,-7.858411275533379,7.858411275533379,True,True,True,True,True
16.0,2,-0.4806213114648926,0.5193786885351074,0.7206793243427394,0.0,11.334249476838686,11.334249476838686,-7.858409909422438,7.858409909422438,True,True,True,True,True
16.0,3,0.00583422041211879,1.005834220412119,1.00291286780663,0.0,,,-7.818695750385345,7.818695750385341,False,False,True,False,False
16.5,1,-0.48088509718062356,0.5191149028193764,0.7204962892474718,0.0,11.696427342301526,11.696427342301526,-8.107440682178856,8.107440682178858,True,True,True,True,True
16.5,2,-0.4808697369416822,0.5191302630583178,0.7205069486537363,0.0,11.696254725115956,11.696254725115956,-8.107439950952164,8.107439950952168,True,True,True,True,True
16.5,3,0.005846874168817297,1.0058468741688174,1.0029191762893046,0.0,,,-8.067601688101432,8.067601688101432,False,False,True,False,False
17.0,1,-0.48111347069050814,0.5188865293094919,0.7203377883392568,0.0,12.040302833865445,12.040302833865445,-8.358410012231538,8.358410012231538,True,True,True,True,True
17.0,2,-0.4811026765295795,0.5188973234704205,0.720345280730304,0.0,12.040177960453368,12.040177960453368,-8.35840933776539,8.35840933776539,True,True,True,True,True
17.0,3,0.0058598733463325154,1.0058598733463324,1.0029256569389042,0.0,,,-8.318613122306953,8.31861312230695,False,False,True,False,False
17.5,1,-0.48132925978290364,0.5186707402170964,0.7201879894979479,0.0,12.402060356443808,12.402060356443808,-8.607439865716318,8.60743986571632,True,True,True,True,True
17.5,2,-0.48132167367064604,0.518678326329354,0.72019325623707,0.0,12.401969728971263,12.401969728971263,-8.60743950462722,8.607439504627221,True,True,True,True,True
17.5,3,0.0058732178533018615,1.0058732178533019,1.0029323097065435,0.0,,,-8.567542593540882,8.567542593540882,False,False,True,False,False
18.0,1,-0.48153337700574683,0.5184666229942532,0.720046264481841,0.0,12.745759620617829,12.745759620617829,-8.858409033578384,8.858409033578384,True,True,True,True,True
18.0,2,-0.48152804504454294,0.5184719549554571,0.7200499669852483,0.0,12.745694158158877,12.745694158158877,-8.858408700459169,8.858408700459169,True,True,True,True,True
18.0,3,0.005886907717417612,1.0058869077174175,1.0029391346026026,0.0,,,-8.818538997939438,8.818538997939434,False,False,True,False,False
18.5,1,-0.48172667320405854,0.5182733267959414,0.7199120271227183,0.0,13.107348697678209,13.107348697678209,-9.107439216866299,9.1074392168663,True,True,True,True,True
18.5,2,-0.481722925287945,0.518277074712055,0.7199146301555865,0.0,13.107301266166022,13.107301266166022,-9.107439038491957,9.107439038491961,True,True,True,True,True
18.5,3,0.0059009430862213995,1.0059009430862214,1.0029461316971222,0.0,,,-9.067489364617934,9.067489364617934,False,False,True,False,False
19.0,1,-0.4819099360235781,0.5180900639764219,0.7197847344702595,0.0,13.450886346989776,13.450886346989776,-9.3584082334644,9.3584082334644,True,True,True,True,True
19.0,2,-0.4819073013532337,0.5180926986467663,0.7197865646473032,0.0,13.450852131907162,13.450852131907162,-9.358408068880795,9.358408068880795,True,True,True,True,True
19.0,3,0.0059153242200593505,1.0059153242200594,1.0029533011162879,0.0,,,-9.318471975641954,9.31847197564195,False,False,True,False,False
19.5,1,-0.4820838908259859,0.5179161091740141,0.7196638862510847,0.0,13.812321429884525,13.812321429884525,-9.607438676632865,9.607438676632867,True,True,True,True,True
19.5,2,-0.48208203859883647,0.5179179614011635,0.7196651731195303,0.0,13.812296675424323,13.812296675424323,-9.607438588489513,9.607438588489517,True,True,True,True,True
19.5,3,0.005930051495023648,1.0059300514950236,1.002960643043895,0.0,,,-9.56744105690547,9.56744105690547,False,False,True,False,False
20.0,1,-0.48224920366359203,0.517750796336408,0.7195490228861463,0.0,14.155711535384235,14.155711535384235,-9.858407554033816,9.858407554033816,True,True,True,True,True
20.0,2,-0.48224790141723367,0.5177520985827664,0.7195499277901196,0.0,14.155693699960144,14.155693699960144,-9.858407472693427,9.858407472693427,True,True,True,True,True
20.0,3,0.005945125402979006,1.005945125402979,1.00296815772136,0.0,,,-9.818410937139982,9.818410937139978,False,False,True,False,False
