z,U1D,U2D_axis,rel_error
-80.0,0.0020266610823139,0.00202666106633842,1.2553097877352865e-12
-79.98,0.0020271811341129,0.0020271812099963427,5.962714616614335e-12
-79.96,0.0020277014561307,0.0020277013536542654,8.052319601976287e-12
-79.94,0.0020282220485803,0.0020282219629734755,6.726751523808236e-12
-79.92,0.0020287429116752,0.002028742805123329,8.372556295662331e-12
-79.9,0.0020292640456294,0.00202926411293447,5.2886494376788234e-12
-79.88,0.002029785450656,0.002029785420745611,2.350277032994696e-12
-79.86,0.002030307126969,0.0020303071942180395,5.284246697539953e-12
-79.84,0.0020308290747829,0.002030828967690468,8.415032150134498e-12
-79.82,0.0020313512943123,0.0020313512068241835,6.874578334004794e-12
-79.8,0.0020318737857711,0.0020318736787885427,8.406398488428099e-12
-79.78,0.0020323965493751,0.0020323966164141893,5.267749354416615e-12
-79.76,0.002032919585339,0.002032919554039836,2.459403226443701e-12
-79.74,0.0020334428938782,0.00203344295732677,4.98561610400645e-12
-79.72,0.0020339664752081,0.0020339663606137037,9.004516110309655e-12
-79.7,0.0020344903295447,0.002034490229561925,7.856374629431177e-12
-79.68,0.0020350144571045,0.0020350145641714334,8.413028531586184e-12
-79.66,0.0020355388581025,0.002035538898780942,3.1964013701645857e-12
-79.64,0.0020360635327567,0.002036063466221094,5.228187020847659e-12
-79.62,0.0020365884812825,0.0020365884993225336,1.4175367798693578e-12
-79.6,0.0020371137038982,0.0020371137652546167,4.82122042209051e-12
-79.58,0.0020376392008199,0.0020376392640173435,4.965883276104051e-12
-79.56,0.0020381649722657,0.002038164995610714,1.834387717323545e-12
-79.54,0.0020386910184525,0.002038690960034728,4.5903096887281236e-12
-79.52,0.002039217339599,0.0020392173901200294,3.9698051497711505e-12
-79.5,0.0020397439359231,0.002039743820205331,9.09278767983286e-12
-79.48,0.0020402708076434,0.0020402707159519196,7.204867231973444e-12
-79.46,0.0020407979549777,0.002040797844529152,8.67874659963769e-12
-79.44,0.0020413253781455,0.0020413254387676716,4.7635254360762135e-12
-79.42,0.0020418530773654,0.0020418530330061913,3.4856260044347056e-12
-79.4,0.0020423810528572,0.0020423810929059982,3.1469256638996245e-12
-79.38,0.0020429093048407,0.002042909385636449,6.348710285062503e-12
-79.36,0.0020434378335347,0.002043437911197543,6.10253506305397e-12
-79.34,0.0020439666391595,0.002043966669589281,2.3910894642374114e-12
-79.32,0.0020444957219356,0.0020444956608116627,4.802952822889416e-12
-79.3,0.002045025082084,0.0020450251176953316,2.7982416147837214e-12
-79.28,0.0020455547198243,0.002045554807409644,6.882218194640977e-12
-79.26,0.002046084635378,0.0020460847299546003,7.431572124781493e-12
-79.24,0.0020466148289662,0.0020466148853302,4.428929896415972e-12
-79.22,0.0020471453008104,0.0020471452735364437,2.143113316433904e-12
-79.2,0.0020476760511322,0.0020476761274039745,5.9932286679775835e-12
-79.18,0.0020482070801538,0.0020482069812715054,7.769901872900204e-12
-79.16,0.002048738388097,0.0020487383008003235,6.859535485181734e-12
-79.14,0.0020492699751841,0.002049270085990429,8.70686006407945e-12
-79.12,0.0020498018416381,0.0020498018711805344,2.3213641794124117e-12
-79.1,0.0020503339876811,0.0020503338892012835,7.738276248752625e-12
-79.08,0.0020508664135372,0.00205086637288332,3.1944713589375926e-12
-79.06,0.0020513991194293,0.002051399089396,2.359935063256138e-12
-79.04,0.0020519321055805,0.0020519320387393236,5.2521978994497086e-12
-79.02,0.0020524653722156,0.0020524654537439346,6.4062748566237016e-12
-79.0,0.0020529989195577,0.0020529988687485456,3.992445194245998e-12
-78.98,0.0020535327478315,0.002053532749414444,1.2438342359541097e-13
-78.96,0.0020540668572618,0.002054066862910986,4.438976750536798e-13
-78.94,0.0020546012480727,0.0020546012092381716,3.051511662476031e-12
-78.92,0.0020551359204902,0.0020551360212266445,7.915595910961503e-12
-78.9,0.0020556708747387,0.0020556708332151175,3.262810236234536e-12
-78.88,0.0020562061110438,0.0020562061108648777,1.4059236914451953e-14
-78.86,0.0020567416296317,0.0020567416213452816,6.511242304573029e-13
-78.84,0.0020572774307279,0.002057277364656329,5.191724407442882e-12
-78.82,0.002057813514559,0.002057813573628664,4.641533602951909e-12
-78.8,0.0020583498813515,0.002058349782600999,7.759545902107296e-12
-78.78,0.0020588865313322,0.002058886457234621,5.822386279657588e-12
-78.76,0.0020594234647273,0.002059423364698887,7.859960737232953e-12
-78.74,0.0020599606817651,0.00205996073782444,4.404990512332501e-12
-78.72,0.0020604981826722,0.002060498110949993,5.635736003457291e-12
-78.7,0.002061035967677,0.0020610359497368336,1.4096894897123987e-12
-78.68,0.002061574037007,0.0020615740213543177,1.2299452159702112e-12
-78.66,0.0020621123908904,0.0020621123258024454,5.114434505021272e-12
-78.64,0.0020626510295559,0.0020626510959118605,5.214070976801428e-12
-78.62,0.0020631899532323,0.0020631898660212755,6.852805186125813e-12
-78.6,0.0020637291621482,0.002063729101791978,4.7426278404688465e-12
-78.58,0.0020642686565327,0.002064268570393324,6.7685979675281855e-12
-78.56,0.0020648084366154,0.0020648085046559572,5.346441987471333e-12
-78.54,0.0020653485026264,0.0020653484389185905,5.005986453097395e-12
-78.52,0.0020658888547948,0.002065888838842511,1.2534874953706515e-12
-78.5,0.002066429493352,0.0020664294715970755,1.7094428334382841e-12
-78.48,0.0020669704185269,0.0020669703371822834,6.391838825194509e-12
-78.46,0.0020675116305517,0.0020675116684287786,2.976277857896639e-12
-78.44,0.0020680531296561,0.0020680532325059175,8.081659037247595e-12
-78.42,0.0020685949160717,0.0020685950294137,8.90610622275339e-12
-78.4,0.0020691369900303,0.0020691370591521263,5.431405180520893e-12
-78.38,0.0020696793517634,0.002069679321721196,2.360634707660782e-12
-78.36,0.002070222001503,0.0020702220499515533,3.80695559645504e-12
-78.34,0.0020707649394809,0.002070765011012554,5.620762911202168e-12
-78.32,0.00207130816593,0.0020713082049041986,3.0624865481623745e-12
-78.3,0.0020718516810827,0.0020718516316264868,3.886134787534672e-12
-78.28,0.002072395485172,0.0020723955240100622,3.051789325649234e-12
-78.26,0.0020729395784314,0.0020729396492242813,5.562712122390691e-12
-78.24,0.0020734839610943,0.002073484007269144,3.6282936911108992e-12
-78.22,0.0020740286333938,0.0020740285981446505,2.7697823322416113e-12
-78.2,0.0020745735955648,0.002074573654681444,4.645225180503448e-12
-78.18,0.002075118847841,0.0020751189440488815,7.559753754311966e-12
-78.16,0.0020756643904563,0.0020756644662469625,5.9554241862896426e-12
-78.14,0.0020762102236467,0.0020762102212756872,1.8630772953644903e-13
-78.12,0.0020767563476463,0.002076756441965699,7.411361939769346e-12
-78.1,0.0020773027626906,0.002077302662655711,7.860469581919044e-12
-78.08,0.0020778494690151,0.002077849581837654,8.865289565905193e-12
-78.06,0.0020783964668554,0.002078396501019597,2.6845297192939158e-12
-78.04,0.0020789437564479,0.0020789436530321836,8.126125833451625e-12
-78.02,0.0020794913380287,0.0020794912707060575,5.290030188347926e-12
-78.0,0.0020800392118339,0.002080039121210575,7.1209344732674445e-12
-77.98,0.0020805873781009,0.00208058743737638,4.65770605153753e-12
-77.96,0.0020811358370665,0.002081135753542185,6.563113588372335e-12
-77.94,0.0020816845889682,0.002081684535369277,4.211657645525286e-12
-77.92,0.0020822336340434,0.002082233550027013,6.6017792757197244e-12
-77.9,0.0020827829725294,0.002082783030346036,4.543074064531219e-12
-77.88,0.002083332604665,0.002083332510665059,7.386259798551257e-12
-77.86,0.0020838825306888,0.0020838824566453695,5.8181314697880945e-12
-77.84,0.0020844327508385,0.0020844326354563236,9.066417720659953e-12
-77.82,0.0020849832653534,0.002084983279928565,1.1452768270580334e-12
-77.8,0.0020855340744728,0.00208553415723145,6.502949724199544e-12
