z,U1D,U2D_axis,rel_error
-76.82,-1.1291687245474203e-09,-1.12916875849578e-09,7.391813621460991e-19
-76.8,-1.1306999557004455e-09,-1.130699978091343e-09,4.875326590635922e-19
-76.78,-1.1322337056472115e-09,-1.1322337511998626e-09,9.918497096086751e-19
-76.76,-1.133769979267889e-09,-1.1337699667990364e-09,2.714930408106718e-19
-76.74,-1.1353087814535454e-09,-1.1353087359111669e-09,9.916260382143844e-19
-76.72,-1.1368501171061694e-09,-1.1368501695585564e-09,1.1420824840332133e-18
-76.7,-1.1383939911387012e-09,-1.1383940456966002e-09,1.1879272671620419e-18
-76.68,-1.1399404084750639e-09,-1.1399403643252981e-09,9.613037076444873e-19
-76.66,-1.1414893740501855e-09,-1.1414893474892551e-09,5.783297010378811e-19
-76.64,-1.143040892810025e-09,-1.1430408841661688e-09,1.8820872360774177e-19
-76.62,-1.1445949697116112e-09,-1.144594974356039e-09,1.0112637382449792e-19
-76.6,-1.146151609723059e-09,-1.146151618058866e-09,1.8150135093669204e-19
-76.58,-1.147710817823604e-09,-1.1477108152746496e-09,5.550016503876057e-20
-76.56,-1.1492725990036271e-09,-1.1492725660033898e-09,7.185372331464513e-19
-76.54,-1.150836958264688e-09,-1.150836981267389e-09,5.008538879248054e-19
-76.52,-1.152403900619548e-09,-1.152403950044345e-09,1.0761606503695538e-18
-76.5,-1.1539734310921996e-09,-1.1539734723342576e-09,8.979921540480908e-19
-76.48,-1.1555455547178975e-09,-1.1555455481371268e-09,1.4328771797109427e-19
-76.46,-1.1571202765431887e-09,-1.1571202884752552e-09,2.5980522324300906e-19
-76.44,-1.1586976016259304e-09,-1.1586975823263401e-09,4.20223468399536e-19
-76.42,-1.1602775350353334e-09,-1.1602775407126842e-09,1.23616927631961e-19
-76.4,-1.1618600818519835e-09,-1.1618600526119849e-09,6.366629260045052e-19
-76.38,-1.1634452471678695e-09,-1.1634452290465447e-09,3.945682716718194e-19
-76.36,-1.1650330360864112e-09,-1.1650330700163636e-09,7.387805682226242e-19
-76.34,-1.1666234537224955e-09,-1.1666234644991391e-09,2.3464739424983424e-19
-76.32,-1.1682165052025004e-09,-1.1682165235171738e-09,3.9877818381169755e-19
-76.3,-1.169812195664323e-09,-1.1698122470704675e-09,1.1193019116146526e-18
-76.28,-1.1714105302574112e-09,-1.1714105241367179e-09,1.332701347400119e-19
-76.26,-1.1730115141427943e-09,-1.1730114657382273e-09,1.0539464675034128e-18
-76.24,-1.174615152493111e-09,-1.1746151828972984e-09,6.620116242559386e-19
-76.22,-1.176221450492636e-09,-1.176221453569326e-09,6.699092214198168e-20
-76.2,-1.1778304133373152e-09,-1.1778303887766128e-09,5.347773391995231e-19
-76.18,-1.1794420462347926e-09,-1.1794420995414612e-09,1.1606833528953744e-18
-76.16,-1.1810563544044412e-09,-1.1810563638192662e-09,2.0499556455553332e-19
-76.14,-1.18267334307739e-09,-1.1826732926323302e-09,1.0983755446615688e-18
-76.12,-1.1842930174965551e-09,-1.1842929970029559e-09,4.462214598312035e-19
-76.1,-1.1859153829166782e-09,-1.1859153659088406e-09,3.7032353527462735e-19
-76.08,-1.1875404446043395e-09,-1.1875403993499845e-09,9.853547020637519e-19
-76.06,-1.1891682078380047e-09,-1.1891682083486899e-09,1.1119505364304708e-20
-76.04,-1.1907986779080455e-09,-1.1907986818826544e-09,8.654193628062113e-20
-76.02,-1.1924318601167764e-09,-1.192431819951878e-09,8.745384061528629e-19
-76.0,-1.1940677597784779e-09,-1.1940677335786631e-09,5.70466878190623e-19
-75.98,-1.1957063822194331e-09,-1.1957064227630099e-09,8.82783633915558e-19
-75.96,-1.1973477327779583e-09,-1.1973477764826157e-09,9.51612052020365e-19
-75.94,-1.1989918168044272e-09,-1.1989917947374806e-09,4.804790516293016e-19
-75.92,-1.2006386396613111e-09,-1.2006385885499071e-09,1.1128843234145394e-18
-75.9,-1.2022882067232043e-09,-1.2022881579198952e-09,1.0626285602824797e-18
-75.88,-1.2039405233768558e-09,-1.2039405028474448e-09,4.470012141081297e-19
-75.86,-1.205595595021198e-09,-1.205595623332556e-09,6.164429869336617e-19
-75.84,-1.2072534270673866e-09,-1.2072534083529263e-09,4.0748302420795536e-19
-75.82,-1.2089140249388223e-09,-1.2089140799531606e-09,1.1978656389755428e-18
-75.8,-1.210577394071185e-09,-1.210577416088654e-09,4.794017412291682e-19
-75.78,-1.2122435399124696e-09,-1.212243527781709e-09,2.6413153005913114e-19
-75.76,-1.2139124679230118e-09,-1.2139124150323255e-09,1.1516258794057038e-18
-75.74,-1.2155841835755261e-09,-1.215584188862806e-09,1.1512364187665656e-19
-75.72,-1.2172586923551256e-09,-1.2172587382508482e-09,9.993196452655913e-19
-75.7,-1.2189359997593724e-09,-1.2189359521741494e-09,1.036106320024697e-18
-75.68,-1.2206161112982932e-09,-1.2206161636996171e-09,1.1409706514674026e-18
-75.66,-1.222299032494419e-09,-1.222299039760344e-09,1.5820606189819047e-19
-75.64,-1.2239847688828127e-09,-1.2239848024009348e-09,7.298134998513144e-19
-75.62,-1.225673326011108e-09,-1.2256733405990872e-09,3.176342678969423e-19
-75.6,-1.2273647094395395e-09,-1.2273646543548011e-09,1.1993985095833736e-18
-75.58,-1.2290589247409671e-09,-1.2290589657126816e-09,8.921057758411906e-19
-75.56,-1.2307559775009202e-09,-1.2307559416058211e-09,7.815690793042298e-19
-75.54,-1.232455873317624e-09,-1.2324559151011272e-09,9.097814173432498e-19
-75.52,-1.2341586178020344e-09,-1.2341586641539948e-09,1.0092536314537666e-18
-75.5,-1.2358642165778664e-09,-1.235864188764424e-09,6.056015230106747e-19
-75.48,-1.237572675281633e-09,-1.2375727109770196e-09,7.772206012159288e-19
-75.46,-1.239283999562678e-09,-1.2392840087471768e-09,1.9998051194203015e-19
-75.44,-1.2409981950831991e-09,-1.240998193097198e-09,4.324258990251453e-20
-75.42,-1.2427152675182971e-09,-1.2427152640270833e-09,7.601663812095408e-20
-75.4,-1.2444352225559938e-09,-1.2444352215368326e-09,2.21909084335876e-20
-75.38,-1.2461580658972791e-09,-1.246158065626446e-09,5.897040589621629e-21
-75.36,-1.2478838032561303e-09,-1.2478837962959233e-09,1.5154945261514748e-19
-75.34,-1.2496124403595575e-09,-1.2496124135452646e-09,5.838463404115214e-19
-75.32,-1.251343982947634e-09,-1.2513440283967725e-09,9.89595858407052e-19
-75.3,-1.2530784367735238e-09,-1.253078418805842e-09,3.912228950606662e-19
-75.28,-1.254815807603524e-09,-1.2548158068170778e-09,1.7123840682754836e-20
-75.26,-1.256556101217094e-09,-1.2565560814081778e-09,4.313133775469374e-19
-75.24,-1.2582993234068943e-09,-1.2582993536014442e-09,6.574470393016287e-19
-75.22,-1.260045479978811e-09,-1.2600455123745746e-09,7.053756023239022e-19
-75.2,-1.261794576752e-09,-1.261794557727569e-09,4.1423223142202185e-19
-75.18,-1.263546619558917e-09,-1.26354660068273e-09,4.1100441118252733e-19
-75.16,-1.2653016142453534e-09,-1.2653016412400575e-09,5.877745594241076e-19
-75.14,-1.2670595666704664e-09,-1.267059568377249e-09,3.7162969516876836e-20
-75.12,-1.268820482706822e-09,-1.268820493116607e-09,2.26659522545762e-19
-75.1,-1.2705843682404214e-09,-1.2705844154581314e-09,1.0281042017923603e-18
-75.08,-1.2723512291707392e-09,-1.2723512243795199e-09,1.0432256713146099e-19
-75.06,-1.274121071410761e-09,-1.2741210309030748e-09,8.82002164111682e-19
-75.04,-1.2758939008870148e-09,-1.2758939460510987e-09,9.833891674543629e-19
-75.02,-1.2776697235396074e-09,-1.2776697477789867e-09,5.277809475157559e-19
-75.0,-1.2794485453222586e-09,-1.279448547109041e-09,3.890486425084295e-20
-74.98,-1.2812303722023383e-09,-1.281230344041262e-09,6.13170797133637e-19
-74.96,-1.2830152101609023e-09,-1.2830152495979519e-09,8.586904447376441e-19
-74.94,-1.284803065192724e-09,-1.2848030417345058e-09,5.107721822194911e-19
-74.92,-1.2865939433063346e-09,-1.2865939424955286e-09,1.7654244693490115e-20
-74.9,-1.2883878505240587e-09,-1.288387840858718e-09,2.1045021982421527e-19
-74.88,-1.2901847928820451e-09,-1.2901848478463762e-09,1.1967767971724747e-18
-74.86,-1.2919847764303074e-09,-1.2919847414138985e-09,7.624367437952177e-19
-74.84,-1.2937878072327606e-09,-1.2937878546281922e-09,1.0319738587484966e-18
-74.82,-1.2955938913672556e-09,-1.29559385442235e-09,8.044272511754166e-19
-74.8,-1.297403034925611e-09,-1.2974030738632791e-09,8.478170612069243e-19
-74.78,-1.299215244013659e-09,-1.2992152909063748e-09,1.0210278737570513e-18
-74.76,-1.301030524751275e-09,-1.301030505551637e-09,4.180471401047172e-19
-74.74,-1.3028488832724167e-09,-1.302848828821368e-09,1.1856007424565666e-18
-74.72,-1.3046703257251592e-09,-1.3046703717378705e-09,1.0018669236187343e-18
-74.7,-1.3064948582717331e-09,-1.3064949122565395e-09,1.1754489203673465e-18
-74.68,-1.308322487088562e-09,-1.308322450377375e-09,7.993383363464742e-19
-74.66,-1.3101532183663e-09,-1.3101532081449818e-09,2.2255590553633224e-19
-74.64,-1.3119870583098623e-09,-1.3119870745370577e-09,3.5332606724113605e-19
-74.62,-1.313824013138473e-09,-1.3138240495536024e-09,7.92892065976625e-19
-74.6,-1.3156640890856951e-09,-1.3156641331946162e-09,9.604143667667708e-19
-74.58,-1.3175072923994707e-09,-1.3175073254600989e-09,7.198521642912432e-19
-74.56,-1.3193536293421563e-09,-1.3193536263500505e-09,6.514921165625635e-20
-74.54,-1.321203106190565e-09,-1.3212031468867735e-09,8.86106992346176e-19
-74.52,-1.3230557292359994e-09,-1.3230557760479655e-09,1.0192696567522385e-18
-74.5,-1.3249115047842915e-09,-1.3249115138336265e-09,1.9703749619235311e-19
-74.48,-1.3267704391558414e-09,-1.3267704712660588e-09,6.991582084642331e-19
-74.46,-1.3286325386856552e-09,-1.3286325373229602e-09,2.967091211743135e-20
-74.44,-1.3304978097233807e-09,-1.3304978230266329e-09,2.896610070284181e-19
-74.42,-1.33236625863335e-09,-1.3323662173547746e-09,8.987872760244377e-19
-74.4,-1.334237891794617e-09,-1.3342379423519901e-09,1.1008210215742787e-18
-74.38,-1.3361127156009927e-09,-1.3361126649513722e-09,1.1028295884436626e-18
-74.36,-1.3379907364610867e-09,-1.337990718219828e-09,3.9717967291023865e-19
-74.34,-1.3398719607983431e-09,-1.3398719911350554e-09,6.605424397719295e-19
-74.32,-1.3417563950510874e-09,-1.3417563726747517e-09,4.872155972638865e-19
-74.3,-1.3436440456725531e-09,-1.3436440848835218e-09,8.537678279581298e-19
-74.28,-1.3455349191309326e-09,-1.345534905716761e-09,2.920761357740918e-19
-74.26,-1.3474290219094103e-09,-1.347429057219074e-09,7.688219846315346e-19
-74.24,-1.3493263605062023e-09,-1.3493263173458558e-09,9.397603903722704e-19
-74.22,-1.3512269414345952e-09,-1.3512269081417116e-09,7.249092225501885e-19
-74.2,-1.3531307712229915e-09,-1.3531307185843389e-09,1.146138174352742e-18
-74.18,-1.3550378564149412e-09,-1.35503785969604e-09,7.144165644295192e-20
-74.16,-1.356948203569189e-09,-1.3569482204545125e-09,3.6765594940293256e-19
-74.14,-1.3588618192597046e-09,-1.3588618008597564e-09,4.006349333000788e-19
-74.12,-1.3607787100757379e-09,-1.3607787119340742e-09,4.046285539634364e-20
-74.1,-1.362698882621844e-09,-1.3626988426551634e-09,8.702224690442609e-19
-74.08,-1.3646223435179304e-09,-1.3646223040453265e-09,8.594645931587899e-19
-74.06,-1.3665490993992983e-09,-1.3665490961045634e-09,7.173856417802059e-20
-74.04,-1.3684791569166814e-09,-1.3684791078105718e-09,1.0692216455387354e-18
-74.02,-1.370412522736289e-09,-1.3704125612079565e-09,8.376705072713292e-19
-74.0,-1.372349203539839e-09,-1.3723492342521126e-09,6.687197984067706e-19
-73.98,-1.3742892060246095e-09,-1.3742892379653426e-09,6.954679073742022e-19
-73.96,-1.376232536903474e-09,-1.3762325723476465e-09,7.717507403448609e-19
-73.94,-1.3781792029049411e-09,-1.3781792373990243e-09,7.5106378170651175e-19
-73.92,-1.3801292107732003e-09,-1.3801292331194759e-09,4.86561076454286e-19
-73.9,-1.382082567268161e-09,-1.3820825595090014e-09,1.6894560731066368e-19
-73.88,-1.3840392791654951e-09,-1.3840393275899032e-09,1.0543784831168325e-18
-73.86,-1.3859993532566744e-09,-1.3859993153175765e-09,8.260744951602985e-19
-73.84,-1.3879627963490162e-09,-1.387962744736626e-09,1.123792643358914e-18
-73.82,-1.3899296152657312e-09,-1.389929615847052e-09,1.2657504542202962e-20
-73.8,-1.3918998168459487e-09,-1.3918998176265518e-09,1.699661702405958e-20
-73.78,-1.393873407944777e-09,-1.393873461097428e-09,1.1573298174001457e-18
-73.76,-1.395850395433335e-09,-1.395850435237378e-09,8.666812476964256e-19
-73.74,-1.3978307861987981e-09,-1.3978307400464018e-09,1.0049083817980717e-18
-73.72,-1.3998145871444372e-09,-1.3998145975691045e-09,2.2698356802604234e-19
-73.7,-1.4018018051896691e-09,-1.401801785760881e-09,4.2303658138675126e-19
-73.68,-1.4037924472700874e-09,-1.403792415644034e-09,6.886161647803513e-19
-73.66,-1.4057865203375221e-09,-1.4057864872185633e-09,7.211222395844009e-19
-73.64,-1.4077840313600607e-09,-1.4077840004844688e-09,6.722758426278821e-19
-73.62,-1.409784987322111e-09,-1.4097849554417508e-09,6.941533679639106e-19
-73.6,-1.4117893952244402e-09,-1.411789352090409e-09,9.391874088737764e-19
-73.58,-1.4137972620842027e-09,-1.413797301452746e-09,8.57198809814341e-19
-73.56,-1.4158085949350082e-09,-1.415808581484157e-09,2.9287478336094145e-19
-73.54,-1.417823400826948e-09,-1.4178234142292467e-09,2.918176180200543e-19
-73.52,-1.4198416868266411e-09,-1.4198416886657128e-09,4.004339329771569e-20
-73.5,-1.4218634600172846e-09,-1.4218634047935552e-09,1.2024248567169287e-18
-73.48,-1.423888727498693e-09,-1.4238886736350764e-09,1.1728101697570314e-18
-73.46,-1.4259174963873455e-09,-1.4259174951902764e-09,2.6064622318284712e-20
-73.44,-1.4279497738164215e-09,-1.4279497584368528e-09,3.3487009961983403e-19
-73.42,-1.429985566935859e-09,-1.429985574397108e-09,1.624589882872817e-19
-73.4,-1.4320248829123882e-09,-1.4320248320487394e-09,1.1074897746268316e-18
-73.38,-1.434067728929582e-09,-1.4340677534363522e-09,5.3360303623765e-19
-73.36,-1.4361141121878963e-09,-1.4361141165153413e-09,9.422448471191095e-20
-73.34,-1.438164039904717e-09,-1.4381640323080092e-09,1.6540842938330304e-19
-73.32,-1.4402175193144124e-09,-1.4402175008143558e-09,4.028146611299291e-19
