z,psi_1,psi_2,psi_3
-80.0,0.0,0.0,0.0
-79.98,4.742278611931727e-24,-4.743672873489298e-24,0.00014730937392695606
-79.96,9.48547449542043e-24,-9.488263278102298e-24,0.0002946185204243495
-79.94,1.4230505101419826e-23,-1.4234688924408276e-23,0.0004419272121242876
-79.92,1.8978288237740096e-23,-1.898386787993006e-23,0.0005892352217209456
-79.9,2.372974224657742e-23,-2.3736718746721838e-23,0.0007365423219709654
-79.88,2.848578618214762e-23,-2.8494160839051135e-23,0.0008838482856938544
-79.86,3.3247339988458343e-23,-3.325711436121928e-23,0.0010311528857723821
-79.84,3.801532467725403e-23,-3.802650058555481e-23,0.0011784558951529783
-79.82,4.279066250616829e-23,-4.280324203061427e-23,0.001325757086846131
-79.8,4.7574277157117963e-23,-4.7588262639624795e-23,0.001473056233926783
-79.78,5.236709391497354e-23,-5.2382487959203034e-23,0.0016203531095347289
-79.76,5.717003984654022e-23,-5.7186845318385e-23,0.0017676474868750119
-79.74,6.198404397988471e-23,-6.200226400800148e-23,0.0019149391392183203
-79.72,6.681003748404193e-23,-6.682967546043365e-23,0.002062227839901383
-79.7,7.164895384913676e-23,-7.167001342978376e-23,0.002209513362327368
-79.68,7.650172906695541e-23,-7.65242141724956e-23,0.0023567954799662743
-79.66,8.136930181200166e-23,-8.139321662845995e-23,0.0025040739663553303
-79.64,8.625261362307262e-23,-8.627796260263956e-23,0.0026513485950993873
-79.62,9.115260908538943e-23,-9.117939694724944e-23,0.0027986191398713164
-79.6,9.607023601331802e-23,-9.609846774452731e-23,0.002945885374412401
-79.58,1.0100644563371522e-22,-1.010361264901293e-22,0.0030931470725327342
-79.56,1.0596219276993584e-22,-1.059933282771872e-22,0.003240404008111611
-79.54,1.1093843602653612e-22,-1.1097103198106188e-22,0.0033876559550979203
-79.52,1.1593613797470946e-22,-1.159702004448296e-22,0.0035349026875105423
-79.5,1.2095626533849027e-22,-1.2099180066553617e-22,0.0036821439794387407
-79.48,1.2599978918176194e-22,-1.2603680398125574e-22,0.003829379605042556
-79.46,1.3106768509610494e-22,-1.311061862589899e-22,0.003976609338553199
-79.44,1.3616093338952169e-22,-1.362009280834438e-22,0.004123832954273442
-79.42,1.4128051927607439e-22,-1.4132201494671535e-22,0.0042710502265780135
-79.4,1.464274330664732e-22,-1.46470437438935e-22,0.004418260929913988
-79.38,1.5160267035965024e-22,-1.5164719143989181e-22,0.00456546483880118
-79.36,1.5680723223535817e-22,-1.5685327831168412e-22,0.004712661727832535
-79.34,1.6204212544782933e-22,-1.6208970509243151e-22,0.0048598513716745185
-79.32,1.6730836262053355e-22,-1.6735748469108477e-22,0.0050070335450675164
-79.3,1.7260696244207196e-22,-1.7265763608337337e-22,0.00515420802282621
-79.28,1.7793894986324516e-22,-1.779911845089266e-22,0.005301374579839984
-79.26,1.8330535629533324e-22,-1.833591616696075e-22,0.005448532991073304
-79.24,1.8870721980962664e-22,-1.8876260592909772e-22,0.005595683031566115
-79.22,1.941455853382458e-22,-1.9420256251377147e-22,0.005742824476434225
-79.2,1.9962150487628952e-22,-1.9968008371489847e-22,0.005889957100869698
-79.18,2.051360376853496e-22,-2.051962290922138e-22,0.006037080680141244
-79.16,2.1069025049843241e-22,-2.107520656788949e-22,0.006184194989594607
-79.14,2.1628521772632678e-22,-2.1634866818798507e-22,0.006331299804652957
-79.12,2.219220216654575e-22,-2.2198711922030345e-22,0.006478394900817272
-79.1,2.2760175270726554e-22,-2.2766850947388135e-22,0.006625480053666731
-79.08,2.3332550954915463e-22,-2.333939379549664e-22,0.006772555038859101
-79.06,2.3909439940704596e-22,-2.3916451219063437e-22,0.006919619632131125
-79.04,2.4490953822958133e-22,-2.4498134844304983e-22,0.007066673609298912
-79.02,2.5077205091401615e-22,-2.5084557192541813e-22,0.007213716746258319
-79.0,2.5668307152384537e-22,-2.567583170196694e-22,0.007360748818985338
-78.98,2.626437435082024e-22,-2.6272072749591697e-22,0.007507769603536496
-78.96,2.6865521992307507e-22,-2.687339567337329e-22,0.007654778876049224
-78.94,2.7471866365438084e-22,-2.747991679452837e-22,0.007801776412742249
-78.92,2.808352476429448e-22,-2.8091753440036804e-22,0.007948761989915988
-78.9,2.870061551114227e-22,-2.870902396534021e-22,0.00809573538395292
-78.88,2.93232579793215e-22,-2.933184777723944e-22,0.008242696371317982
-78.86,2.9951572616341467e-22,-2.9960345356995608e-22,0.008389644728558953
-78.84,3.058568096718337e-22,-3.059463828363903e-22,0.00853658023230683
-78.82,3.1225705697815397e-22,-3.123484925749061e-22,0.00868350265927623
-78.8,3.187177061892471e-22,-3.188110212390025e-22,0.00883041178626575
-78.78,3.252400070987105e-22,-3.253352189720682e-22,0.008977307390158375
-78.76,3.3182522142866402e-22,-3.3192234784924435e-22,0.009124189247921844
-78.74,3.384746230738564e-22,-3.3857368212159567e-22,0.009271057136609046
-78.72,3.4518949834812667e-22,-3.452905084626383e-22,0.009417910833358396
-78.7,3.5197114623326914e-22,-3.5207412621727203e-22,0.009564750115394222
-78.68,3.5882087863035e-22,-3.589258476531639e-22,0.009711574760027144
-78.66,3.6574002061352456e-22,-3.658469982146337e-22,0.009858384544654458
-78.64,3.7272991068640326e-22,-3.728389167790892e-22,0.010005179246760518
-78.62,3.797919010410171e-22,-3.7990295591605996e-22,0.010151958643917117
-78.6,3.8692735781943174e-22,-3.8704048214888304e-22,0.010298722513783873
-78.58,3.941376613780618e-22,-3.942528762190869e-22,0.0104454706341086
-78.56,4.014242065547356e-22,-4.015415333535283e-22,0.010592202782727708
-78.54,4.087884029385623e-22,-4.089078635343318e-22,0.010738918737566557
-78.52,4.162316751426543e-22,-4.163532917716853e-22,0.010885618276639863
-78.5,4.237554630797572e-22,-4.238792583795427e-22,0.011032301178052064
-78.48,4.313612222408393e-22,-4.314872192542894e-22,0.011178967219997699
-78.46,4.390504239766977e-22,-4.391786461564231e-22,0.011325616180761793
-78.44,4.468245557826325e-22,-4.469550269953037e-22,0.011472247838720235
-78.42,4.546851215862457e-22,-4.548178661170299e-22,0.011618861972340161
-78.4,4.626336420384197e-22,-4.627686845954954e-22,0.011765458360180319
-78.38,4.706716548075332e-22,-4.708090205266824e-22,0.01191203678089147
-78.36,4.78800714876969e-22,-4.789404293262501e-22,0.012058597013216744
-78.34,4.870223948459735e-22,-4.87164484030474e-22,0.012205138835992028
-78.32,4.953382852339249e-22,-4.954827756005952e-22,0.012351662028146337
-78.3,5.037499947880699e-22,-5.038969132306392e-22,0.012498166368702206
-78.28,5.122591507947868e-22,-5.124085246587627e-22,0.012644651636776057
-78.26,5.20867399394438e-22,-5.210192564821884e-22,0.012791117611578567
-78.24,5.295764058998689e-22,-5.2973077447579095e-22,0.012937564072415062
-78.22,5.383878551186195e-22,-5.385447639143923e-22,0.013083990798685885
-78.2,5.473034516789066e-22,-5.474629298988328e-22,0.013230397569886768
-78.18,5.563249203594432e-22,-5.564869976858759e-22,0.013376784165609208
-78.16,5.654540064231559e-22,-5.656187130220175e-22,0.013523150365540847
-78.14,5.746924759548685e-22,-5.748598424812562e-22,0.013669495949465852
-78.12,5.8404211620301335e-22,-5.8421217380689775e-22,0.013815820697265275
-78.1,5.935047359254383e-22,-5.936775162574528e-22,0.013962124388917434
-78.08,6.03082165739378e-22,-6.032577009567018e-22,0.014108406804498295
-78.06,6.127762584756529e-22,-6.12954581247988e-22,0.014254667724181828
-78.04,6.225888895371689e-22,-6.227700330528124e-22,0.0144009069282404
-78.02,6.325219572617848e-22,-6.327059552337966e-22,0.014547124197045135
-78.0,6.425773832896172e-22,-6.427642699620866e-22,0.014693319311066294
-77.98,6.527571129348567e-22,-6.529469230892668e-22,0.014839492050873645
-77.96,6.6306311556216235e-22,-6.632558845238547e-22,0.014985642197136823
-77.94,6.734973849677146e-22,-6.736931486124544e-22,0.01513176953062573
-77.92,6.840619397649929e-22,-6.8426073452563645e-22,0.01527787383221088
-77.9,6.947588237753569e-22,-6.949606866486231e-22,0.015423954882863779
-77.88,7.0559010642350675e-22,-7.057950749768538e-22,0.015570012463657301
-77.86,7.165578831378973e-22,-7.167659955165031e-22,0.015716046355766053
-77.84,7.276642757561846e-22,-7.278755706900371e-22,0.015862056340466755
-77.82,7.389114329357833e-22,-7.391259497468781e-22,0.016008042199138588
-77.8,7.503015305696149e-22,-7.505193091792631e-22,0.016154003713263598
-77.78,7.618367722071244e-22,-7.620578531433717e-22,0.01629994066442703
-77.76,7.735193894806527e-22,-7.737438138858112e-22,0.016445852834317713
-77.74,7.853516425372398e-22,-7.855794521755345e-22,0.016591740004728437
-77.72,7.9733582047594915e-22,-7.975670577412786e-22,0.016737601957556306
-77.7,8.094742417907927e-22,-8.097089497146082e-22,0.01688343847480312
-77.68,8.217692548193463e-22,-8.220074770786482e-22,0.017029249338575733
-77.66,8.34223238197139e-22,-8.34465019122594e-22,0.017175034331086414
-77.64,8.468386013179065e-22,-8.47083985902085e-22,0.017320793234653235
-77.62,8.596177847997964e-22,-8.598668187055349e-22,0.017466525831700424
-77.6,8.725632609576177e-22,-8.728159905265032e-22,0.01761223190475874
-77.58,8.856775342812206e-22,-8.859340065422028e-22,0.01775791123646582
-77.56,8.989631419201082e-22,-8.992234045982383e-22,0.017903563609566582
-77.54,9.124226541743623e-22,-9.12686755699663e-22,0.01804918880691354
-77.52,9.26058674991991e-22,-9.263266645084542e-22,0.01819478661146721
-77.5,9.39873842472783e-22,-9.401457698475025e-22,0.018340356806296473
-77.48,9.538708293787737e-22,-9.541467452112117e-22,0.01848589917457891
-77.46,9.680523436514167e-22,-9.68332299282807e-22,0.0186314134996012
-77.44,9.82421128935568e-22,-9.827051764584554e-22,0.018776899564759458
-77.42,9.969799651103742e-22,-9.972681573782936e-22,0.018922357153559617
-77.4,1.011731668827175e-21,-1.0120240594644738e-21,0.01906778604961778
-77.38,1.0266790940545245e-21,-1.0269757374663259e-21,0.0192131860366606
