z,U1D,U2D_axis,rel_error
-80.0,0.0020123233671252,0.0020123233553022146,9.300380559860509e-13
-79.98,0.002012832524013,0.0020128325559198856,2.5099090510789174e-12
-79.96,0.0020133419400451,0.0020133419893682003,3.8799304194166826e-12
-79.94,0.0020138516154204,0.0020138516556471586,3.1643798397493515e-12
-79.92,0.0020143615503378,0.0020143615547567606,3.476111369139098e-13
-79.9,0.0020148717449971,0.0020148716866970062,4.5860926526264804e-12
-79.88,0.0020153821995973,0.002015382284298539,6.6629005905737245e-12
-79.86,0.0020158929143392,0.002015892881900072,2.551777116224366e-12
-79.84,0.0020164038894215,0.0020164039451628923,4.3848160949517434e-12
-79.82,0.0020169151250454,0.0020169152412563562,9.141566962590366e-12
-79.8,0.0020174266214111,0.00201742653734982,6.612559140024206e-12
-79.78,0.0020179383787186,0.0020179382991045713,6.262722518981934e-12
-79.76,0.0020184503971696,0.002018450293689966,8.140075872594572e-12
-79.74,0.0020189626769645,0.0020189627539366484,6.0549028298690484e-12
-79.72,0.0020194752183046,0.0020194752141833305,3.241936946705144e-13
-79.7,0.0020199880213913,0.0020199879072606564,8.977922186737589e-12
-79.68,0.0020205010864265,0.0020205010659992695,1.6068785848524191e-12
-79.66,0.0020210144136119,0.0020210144575685263,3.4577844809029995e-12
-79.64,0.0020215280031498,0.0020215280819684267,6.2001533747146775e-12
-79.62,0.0020220418552425,0.002022041939198971,6.604314460768624e-12
-79.6,0.0020225559700917,0.0020225560292601585,4.654401284128439e-12
-79.58,0.002023070347901,0.00202307035215199,3.343979666879164e-13
-79.56,0.0020235849888724,0.002023584907874465,6.371585519870699e-12
-79.54,0.0020240998932101,0.0020240999292582273,2.835673838269758e-12
-79.52,0.0020246150611165,0.0020246149506419897,8.690317723188296e-12
-79.5,0.0020251304927954,0.0020251304376870394,4.335019561363708e-12
-79.48,0.0020256461884507,0.0020256461575627327,2.4297573028896347e-12
-79.46,0.0020261621482865,0.0020261621102690697,2.990586228557469e-12
-79.44,0.0020266783725064,0.0020266782958060503,6.033522182358539e-12
