anchor,n_D,D_min,D_max,sigma_min_floor,sigma_min_tol,det_abs_min,cond_max,tail_max,strong_tail_tol,proj_min,min_gap12,min_gap23,all_invertible_pass,all_strong_tail_pass,all_row_pass,status,baseline_changed
tapered_polynomial_degree_flag,21,4.0,20.0,0.9759703999227656,1e-06,0.9589442239343868,1.0240837252034178,0.21780400121763835,0.5,0.952561417053587,0.041644263548185734,0.04968688976209035,True,True,True,PROMOTABLE_ANCHOR_INTERTWINER,False
