point,D,eta,chi_interp,chi_direct,delta_chi_rel,winner_surrogate,winner_direct,winner_match,R3_surrogate,R3_direct,delta_R3_abs,P1_surrogate,P2_surrogate,P3_surrogate,P1_direct,P2_direct,P3_direct,mu_mumu_surrogate,mu_mumu_direct,delta_mu_abs,delta_mu_rel,solve_s_direct,build_s_direct
gen3_zone,4.0,0.2,0.0004018269779724134,0.00052658181469949,0.310469041567541,3,3,1,0.7219908374573182,0.7219908374917052,3.4387048764017436e-11,0.10681658702174472,0.3069223185789676,0.3082519318566058,0.10681658690123173,0.3069223190816448,0.30825193150882874,101.1146063694973,101.1146066491826,2.79685309578781e-07,2.7660228291523292e-09,0.10073590278625488,0.004827022552490234
gen2_zone,5.0,2.0,0.0004018269779724134,0.0003311295553755475,-0.17593996041181548,2,2,1,0.8228574082108222,0.8228574082157476,4.9253934264470445e-12,0.2643298249553688,0.3187403716328835,0.23978721162256986,0.264329824956951,0.3187403716347914,0.23978721162400518,350.4184388693218,350.4184388693218,0.0,0.0,0.11870288848876953,0.003364086151123047
gen1_zone,11.0,1.4,0.00025148276173943523,0.0003064312992693082,0.2184982268757089,1,1,1,0.9310715096347157,0.9310715096347157,0.0,0.5939009706615254,0.22108175371115782,0.11608878526203263,0.5939009706615254,0.22108175371115782,0.11608878526203263,0.6013762754698924,0.6013762754698924,0.0,0.0,0.14995121955871582,0.008513689041137695
