D,level,rel_DeltaE_vs_fine,rel_M_LR_vs_fine,rel_chi_LR_vs_fine,abs_M_sym,abs_M_sym_tol,pass_abs_M_sym,abs_overlap12
12.0,coarse,0.003138658469696586,0.003138658469696586,0.02640740291972256,4.431009939048278e-17,1e-12,True,3.157196726277789e-16
12.0,fine,0.0,0.0,0.0,3.310137073959715e-18,1e-12,True,3.4640259410911867e-17
12.0,mid,0.0009566714449945995,0.0009566714449945995,0.03599503206523352,5.562278287199266e-17,1e-12,True,1.0321604682062002e-16
