n_points,max_abs_delta_mu,max_rel_delta_mu,max_rel_delta_mu_mu_gt_1e-6,mean_abs_delta_mu,mean_rel_delta_mu,mean_rel_delta_mu_mu_gt_1e-6
24,2.523695599781921e-08,2.523695599781921e+22,6.661338233416492e-16,4.206159574096467e-09,4.206159332969868e+21,1.5148427932606076e-16
