D,eta,generic_offdiag_k11,generic_offdiag_k_bg,generic_offdiag_k22,generic_offdiag_e_part,generic_offdiag_e_tree,generic_offdiag_det_ratio_ref,generic_offdiag_q_inferred,generic_offdiag_q_geomean,generic_offdiag_q_residual,generic_offdiag_rho_inferred,generic_offdiag_rho_residual,generic_offdiag_schur_from_q,generic_offdiag_schur_from_det,generic_offdiag_positive_cone,generic_offdiag_positive_q
8.8,0.39,1.4893167943415895,1.1526414316992488,1.8912538587370007,0.4893167943415895,0.7386124270377519,2.443670734642903,0.0,0.3614154650589739,-0.3614154650589739,0.0,-1.0,1.6407998244075555,1.6407998244075552,1,1
9.6,0.39,1.4963861801266944,1.1066533286499558,1.9918148549829118,0.49638618012669444,0.885161526332956,2.693277239768961,-4.440892098500626e-16,0.4393819488515305,-0.4393819488515309,-1.0107133691104883e-15,-1.000000000000001,1.7998543928953747,1.799854392895375,1,1
10.4,0.39,1.500190095454452,1.191089660939199,2.108300906037449,0.500190095454452,0.9172112450982499,2.655427413399805,4.440892098500626e-16,0.4587799802375904,-0.45877998023759,9.679786149780995e-16,-0.999999999999999,1.7700606219476454,1.7700606219476456,1,1
11.2,0.39,1.501890423104039,1.263616892757297,2.1820845183728226,0.5018904231040391,0.9184676256155255,2.5935486137705457,0.0,0.4609701052275383,-0.4609701052275383,0.0,-1.0,1.7268560834220628,1.7268560834220628,1,1
12.0,0.39,1.5025679899633055,1.324701506182844,2.2018187971975363,0.5025679899633055,0.8771172910146923,2.497455033399713,0.0,0.4408110739073136,-0.4408110739073136,0.0,-1.0,1.6621244762845666,1.6621244762845666,1,1
12.8,0.39,1.5279656298691038,1.114287005200122,1.905947160197134,0.5279656298691038,0.7916601549970121,2.613529314743125,-4.440892098500626e-16,0.41796935237526983,-0.4179693523752703,-1.062492279221806e-15,-1.000000000000001,1.7104634185829286,1.7104634185829286,1,1
13.6,0.39,1.5316503535312396,1.1152775579450587,1.7973070669781106,0.5316503535312396,0.6820295090330519,2.468305745892925,4.440892098500626e-16,0.3626012295961598,-0.36260122959615937,1.2247316710554414e-15,-0.9999999999999988,1.6115334287634344,1.6115334287634344,1,1
14.4,0.39,1.528823053425428,1.195999582362392,1.8918910426641384,0.5288230534254279,0.6958914603017465,2.4183676008321613,0.0,0.3680034468894495,-0.3680034468894495,0.0,-1.0,1.5818492502540766,1.5818492502540766,1,1
15.2,0.39,1.5262903497000526,1.2635129579283289,2.08230518448267,0.5262903497000526,0.818792226554341,2.5153697777799646,4.440892098500626e-16,0.43092244724496886,-0.4309224472449684,1.0305548311286017e-15,-0.999999999999999,1.6480283573006187,1.6480283573006187,1,1
16.0,0.39,1.522347926953087,1.3217878591111365,2.108845750133697,0.5223479269530871,0.7870578910225605,2.428829205723496,-4.440892098500626e-16,0.4111180577677032,-0.41111805776770366,-1.0801987445197294e-15,-1.000000000000001,1.5954494782179598,1.59544947821796,1,1
