D,eta,coeff_1,coeff_2,coeff_3,basis_1_mumu,basis_2_mumu,basis_3_mumu,basis_1_offdiag_frob,basis_2_offdiag_frob,basis_3_offdiag_frob,tree_term_1_mumu,tree_term_2_mumu,tree_term_3_mumu,C_tree_mumu,C_match_mumu,C_ir_mumu,delta_C_match_diag_mumu,delta_C_rge_diag_mumu,tree_rebuild_residual,match_rebuild_residual,ir_rebuild_residual,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,mu_mumu_tree_recon,mu_mumu_ir_recon,mu_mumu_ir_native,abs_delta_mu_mumu_ir_recon_vs_native,chi2_uv_rge
4.0,0.2,0.049995184152834875,0.35553548601005625,0.12845290190625552,1.0000000000000001e-60,0.0041510630369783405,1.0000000000000001e-60,1.1412036525285907e-31,1.2885748774484689e-31,1.0342645694866756e-31,4.999518415283488e-62,0.0014758502143104744,1.2845290190625553e-61,0.0014758502143104744,0.0014758502143104744,0.0014804778760338683,0.0,4.627661723393848e-06,0.0,0.0,0.0,1.280917082806759,1.0,0.24757629233153006,1.0,1.0,1507.5977061424378,1.863324831590414,1.8633248315904145,4.440892098500626e-16,1.3416868723017876
4.271186440677966,0.2,0.06037820507963387,0.3657975873217201,0.11558794746411016,1.0000000000000001e-60,0.004154466612067159,1.0000000000000001e-60,1.0978576668346755e-31,1.2891030388711617e-31,9.604738847629163e-32,6.037820507963388e-62,0.0015196938633028072,1.1558794746411018e-61,0.0015196938633028072,0.0015196938633028072,0.0015248927807939002,0.0,5.1989174910929605e-06,0.0,0.0,0.0,1.3101133498507629,1.0,0.2701136600734853,1.0,1.0,1598.5017721732631,3.2771396866546656,3.277139686654667,1.3322676295501878e-15,22.022833770087384
4.5423728813559325,0.2,0.06960279033876096,0.37271456196721986,0.10458599096132236,1.0000000000000001e-60,0.004157870187155979,1.0000000000000001e-60,1.0527284249561984e-31,1.2896309839882073e-31,8.805208497972537e-32,6.960279033876097e-62,0.0015496987655224032,1.0458599096132236e-61,0.0015496987655224032,0.0015496987655224032,0.001555396657237493,0.0,5.697891715089826e-06,0.0,0.0,0.0,1.336837055854085,1.0,0.29030641773389404,1.0,1.0,1662.2466897992686,5.881390196726849,5.8813901967268505,1.7763568394002505e-15,125.517863095747
4.813559322033898,0.2,0.07737247447916178,0.37713367487953087,0.09522156954674141,1.0000000000000001e-60,0.004161273762244797,1.0000000000000001e-60,1.0055758632713095e-31,1.290158713065148e-31,7.925426490377587e-32,7.737247447916178e-62,0.0015693564661351514,9.522156954674141e-62,0.0015693564661351514,0.0015693564661351514,0.0015754895078207145,0.0,6.1330416855631675e-06,0.0,0.0,0.0,1.3614674722540774,1.0,0.3085631417365316,1.0,1.0,1704.6848633292516,11.042560125236625,11.04256012523663,5.329070518200751e-15,581.1185360550215
5.084745762711864,0.2,0.08485659537668251,0.37940610573468353,0.08568814333005915,1.0000000000000001e-60,0.004060609522896171,1.0000000000000001e-60,9.483178906133198e-32,1.2744582414337744e-31,7.089894542974103e-32,8.485659537668253e-62,0.0015406200459912077,8.568814333005917e-62,0.0015406200459912077,0.0015406200459912077,0.0015469798973891374,0.0,6.35985139792964e-06,0.0,0.0,0.0,1.3853358801229803,1.0,0.325942622962018,1.0,1.0,1642.8276036769719,20.362645867556893,20.362645867556903,1.0658141036401503e-14,2247.3871143648307
5.3559322033898304,0.2,0.09370969078445393,0.37949405725317253,0.07495093712579007,1.0000000000000001e-60,0.003730996091785171,1.0000000000000001e-60,8.688055829917193e-32,1.221637604494094e-31,6.519401266874011e-32,9.370969078445394e-62,0.0014158908444672847,7.495093712579008e-62,0.0014158908444672847,0.0014158908444672847,0.0014220500199416655,0.0,6.159175474380841e-06,0.0,0.0,0.0,1.4098242315987948,1.0,0.34346503817899665,1.0,1.0,1387.58772599328,31.067620290490115,31.067620290490122,7.105427357601002e-15,5501.0480856293825
5.627118644067797,0.2,0.10130513149357322,0.379101050869819,0.06626679631562483,1.0000000000000001e-60,0.0034013826606741687,1.0000000000000001e-60,7.812422546290399e-32,1.1664274792157752e-31,5.893944445491739e-32,1.0130513149357322e-61,0.0012894677410719582,6.626679631562484e-62,0.0012894677410719582,0.0012894677410719582,0.0012953407487897393,0.0,5.873007717781048e-06,0.0,0.0,0.0,1.432780089952489,1.0,0.3596166757664264,1.0,1.0,1150.8583315998412,48.22384834337096,48.22384834337098,2.1316282072803006e-14,13702.954835518784
5.898305084745763,0.2,0.10766542989992967,0.37846595140697625,0.05919552570330358,1.0000000000000001e-60,0.0030717692295631678,1.0000000000000001e-60,6.825362846018885e-32,1.1084708800078002e-31,5.193704783155026e-32,1.0766542989992967e-61,0.0011625600639692988,5.919552570330359e-62,0.0011625600639692988,0.0011625600639692988,0.0011680752638961733,0.0,5.515199926874525e-06,0.0,0.0,0.0,1.45436916618464,1.0,0.3745722438482496,1.0,1.0,935.4739596723836,77.61407091464983,77.61407091464986,2.842170943040401e-14,36303.65378364547
6.169491525423728,0.2,0.11661165862718866,0.36440332454976915,0.05487087282137739,1.0000000000000001e-60,0.0025201864825516933,1.0000000000000001e-60,6.143723126129723e-32,1.0040291793671524e-31,4.762343390551152e-32,1.1661165862718867e-61,0.0009183643327272258,5.487087282137739e-62,0.0009183643327272258,0.0009183643327272258,0.0009228360056444116,0.0,4.471672917185764e-06,0.0,0.0,0.0,1.4688126115811924,1.0,0.38445432716339806,1.0,1.0,583.7554110878359,75.88654558073986,75.88654558073985,1.4210854715202004e-14,34676.53420344771
6.4406779661016955,0.2,0.12732596041594096,0.343847046246452,0.05198451484605417,1.0000000000000001e-60,0.0018354221459999283,1.0000000000000001e-60,5.680665813167139e-32,8.568365412375755e-32,4.5240329278914045e-32,1.2732596041594098e-61,0.0006311044835173996,5.198451484605417e-62,0.0006311044835173996,0.0006311044835173996,0.0006342329894686429,0.0,3.128505951243278e-06,0.0,0.0,0.0,1.4790561881231366,1.0,0.39140417362443886,1.0,1.0,275.67884060536113,47.19141164055393,47.19141164055394,7.105427357601002e-15,13105.333625216615
