n_scan_points,best_u,best_v,best_kappa,canonical_max_abs_det_ratio_residual,canonical_max_abs_schur_residual,canonical_max_abs_weight_residual,canonical_max_abs_xi_residual,canonical_corr_xi,runner_up_u,runner_up_v,runner_up_kappa,runner_up_max_abs_det_ratio_residual,runner_up_max_abs_schur_residual,runner_up_max_abs_weight_residual,runner_up_max_abs_xi_residual,selection_gap_det_ratio_residual,selection_gap_schur_residual,selection_gap_weight_residual,selection_gap_xi_residual,canonical_excess_part_p50,canonical_excess_tree_p50,canonical_xi_target_p50
125,0.5,0.5,1.0,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.9999999999999998,0.625,0.625,1.1,0.0013157124424707511,0.0009776665593108635,0.00021817004251201144,0.015475076019580647,0.001315712442470307,0.0009776665593104195,0.00021817004251190042,0.015475076019580536,0.5001900881265466,0.7857641869473082,0.1283127513278026
