D,eta,C_uv_ee,C_uv_mumu,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,delta_C_match_mumu,abs_delta_C_match_mumu,delta_C_rge_mumu,abs_delta_C_rge_mumu,delta_C_mumu,abs_delta_C_mumu,rel_delta_C_mumu,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,kappa_diag,kappa_offdiag,finite_match_mode,kappa_diag_eff,kappa_offdiag_eff,shell_spread,coeff_cv,offdiag_mix,mu_mumu_uv_tree,mu_mumu_uv_rge,delta_mu_mumu,abs_delta_mu_mumu,chi2_uv_tree,chi2_uv_rge
4.0,0.2,0.00016277754232253458,0.0014758502143104744,0.0003435162004482209,0.0001630524813238051,0.0014783429954285442,0.0003440964156285456,0.0001635637471144728,0.0014829784734924128,0.00034517536103663714,2.4927811180697375e-06,2.4927811180697375e-06,4.635478063868669e-06,4.635478063868669e-06,7.128259181938407e-06,7.128259181938407e-06,0.0048299340358660785,1.280917082806759,1.0,0.24757629233153006,1.0016890475021778,1.0,0.0,0.0,input_tied,0.2667236905782724,0.0,0.07718149434815945,0.7278992382235014,2.8777801998322563e-29,2.4083057749134755,2.4082772585530345,-2.851636044098882e-05,2.851636044098882e-05,6.3542533482741534,6.353893938220144
4.8,0.2,0.00019561316472304778,0.0015683202593658858,0.00015202569746888047,0.00019592128774530425,0.001570790622640597,0.00015226516303568462,0.00019668478428297022,0.0015769119237793651,0.00015285853359854054,2.47036327471117e-06,2.47036327471117e-06,6.12130113876821e-06,6.12130113876821e-06,8.59166441347938e-06,8.59166441347938e-06,0.005478258896529986,1.3602809677586774,1.0,0.30769127235057525,1.0015751650595333,1.0,0.0,0.0,input_tied,0.2487400960641779,0.0,0.07111786048012514,0.7487878177500273,2.993923942695591e-29,13.739693054108729,13.739048231312406,-0.0006448227963229414,0.0006448227963229414,951.67515418512,951.5756953415862
5.6,0.2,0.00015714102819852153,0.0013021892258809095,5.9531521082067194e-05,0.00015752519761264648,0.001305372743754768,5.967706034598987e-05,0.00015823955177318605,0.0013112924217789097,5.994768724881564e-05,3.1835178738585154e-06,3.1835178738585154e-06,5.919678024141669e-06,5.919678024141669e-06,9.103195898000184e-06,9.103195898000184e-06,0.006990685928799651,1.4305484675437201,1.0,0.35805791447458585,1.0024447429072414,1.0,0.0,0.0,input_tied,0.38605832570946574,0.0,0.1092096338293002,0.7675103934186478,3.368050735349661e-29,57.97841649278864,57.972397839832,-0.006018652956640835,0.006018652956640835,20006.98258019661,20002.726233426427
6.4,0.2,0.00010403201165275425,0.0006722767776805341,2.7226734432871954e-05,0.00010432955738960384,0.0006741995809216126,2.730460660539014e-05,0.000104845395286081,0.000677533034089919,2.7439609103127795e-05,1.9228032410784817e-06,1.9228032410784817e-06,3.3334531683063776e-06,3.3334531683063776e-06,5.256256409384859e-06,5.256256409384859e-06,0.007818589878293598,1.4775528482269376,1.0,0.3903872383399466,1.0028601363380607,1.0,0.0,0.0,input_tied,0.4516546270374195,0.0,0.1316552460415761,0.715292935971534,4.490444037185556e-29,59.89373701777076,59.89286736025916,-0.0008696575116005079,0.0008696575116005079,21384.482939400787,21383.84707515545
7.2,0.2,7.600592234179314e-05,0.00012096550465777007,1.756797557663314e-05,7.622670566669753e-05,0.00012131688735919932,1.7619007337582055e-05,7.661307881671522e-05,0.00012193181079724307,1.7708313458129523e-05,3.513827014292462e-07,3.513827014292462e-07,6.149234380437555e-07,6.149234380437555e-07,9.663061394730017e-07,9.663061394730017e-07,0.007988278494822386,1.4921401916441892,1.0,0.40021145959540433,1.0029048173892496,1.0,0.0,0.0,input_tied,0.4587103758287921,0.0,0.14069871838435052,0.6301156865399458,8.300515088233312e-29,3.5327999605622566,3.5332174611058207,0.0004175005435640422,0.0004175005435640422,28.43022294858977,28.44135460229227
8.0,0.2,6.313930504949174e-05,8.591083119440962e-05,1.3492972406410483e-05,6.333457868056167e-05,8.617653129900246e-05,1.3534702699666973e-05,6.364133366461281e-05,8.659391909939406e-05,1.3600256739770623e-05,2.657001045928411e-07,2.657001045928411e-07,4.1738780039160474e-07,4.1738780039160474e-07,6.830879049844459e-07,6.830879049844459e-07,0.007951126714612624,1.4658274448318904,1.0,0.38241989178356733,1.003092742799701,1.0,0.0,0.0,input_tied,0.4883863671578626,0.0,0.1520636193182569,0.6058619719411955,9.73259793452573e-29,2.326336307979538,2.3265990671220713,0.0002627591425334863,0.0002627591425334863,5.363118471757258,5.3661614449468304
8.8,0.2,2.214685757277516e-05,5.848230801141066e-05,7.047750343537498e-06,2.2198343484907787e-05,5.861826477013792e-05,7.064134602736696e-06,2.232123861033883e-05,5.8942788940438016e-05,7.1032432735550986e-06,1.3595675872726175e-07,1.3595675872726175e-07,3.24524170300093e-07,3.24524170300093e-07,4.6048092902735476e-07,4.6048092902735476e-07,0.007873850138361655,1.5482467554553723,1.0,0.43712316521321565,1.0023247502253285,1.0,0.0,0.0,input_tied,0.3671098408853628,0.0,0.11517223325097901,0.5937428255184164,1.2483365521746187e-28,1.5836854177066555,1.5837481420949,6.27243882445061e-05,6.27243882445061e-05,0.2108770792379284,0.21102112327079747
9.600000000000001,0.2,1.0975147167186832e-05,4.3579838328899834e-05,3.956029559913731e-06,1.1000418787341634e-05,4.3680186242588716e-05,3.9651388023536145e-06,1.1061297934314e-05,4.3921923628178336e-05,3.987082900353965e-06,1.0034791368888191e-07,1.0034791368888191e-07,2.417373855896206e-07,2.417373855896206e-07,3.4208529927850254e-07,3.4208529927850254e-07,0.007849622954008293,1.5480056645464257,1.0,0.4369674344285572,1.002302622440486,1.0,0.0,0.0,input_tied,0.36361556116269717,0.0,0.11485685465158924,0.5829075341898452,1.5205403541526647e-28,1.0000000014340404,1.0000000014367108,2.6703084188284265e-12,2.6703084188284265e-12,0.9999999928297973,0.9999999928164458
10.4,0.2,7.422066641493796e-06,2.996797540013284e-05,2.1099883030150735e-06,7.440647429720394e-06,3.0042998790703977e-05,2.115270557636683e-06,7.480288868157543e-06,3.0203058476138335e-05,2.1265400564780784e-06,7.502339057113532e-08,7.502339057113532e-08,1.6005968543435822e-07,1.6005968543435822e-07,2.3508307600549354e-07,2.3508307600549354e-07,0.007844476407453654,1.5229622419775668,1.0,0.42065728173279693,1.0025034520874174,1.0,0.0,0.0,input_tied,0.39532930783825004,0.0,0.12533762689732517,0.577057574905652,1.8818072702544209e-28,0.4952545984950411,0.49524963600005545,-4.962494985660815e-06,4.962494985660815e-06,5.116026509652305,5.1160826322377
11.2,0.2,4.558508069825639e-06,1.6473387012688423e-05,7.956067069737132e-07,4.5708127169444226e-06,1.6517853143040156e-05,7.977542648204243e-07,4.5942626793103554e-06,1.660259584823444e-05,8.018470397044076e-07,4.4466130351732884e-08,4.4466130351732884e-08,8.47427051942827e-08,8.47427051942827e-08,1.2920883554601558e-07,1.2920883554601558e-07,0.00784348934718125,1.499419168235305,1.0,0.40507781194222237,1.0026992706671363,1.0,0.0,0.0,input_tied,0.42625173849759757,0.0,0.1353663151635882,0.574437990656976,2.5787377245512494e-28,0.15211173576309514,0.15210988939936018,-1.8463637349586115e-06,1.8463637349586115e-06,9.732657000126215,9.73268580084298
12.0,0.2,2.510492526187209e-06,8.248761138314983e-06,4.859955493187072e-07,2.517728642824099e-06,8.27253695006669e-06,4.873963583006884e-07,2.530186052507478e-06,8.313468438931303e-06,4.898079351522463e-07,2.3775811751707135e-08,2.3775811751707135e-08,4.0931488864612886e-08,4.0931488864612886e-08,6.470730061632002e-08,6.470730061632002e-08,0.007844487133438575,1.4779687035454037,1.0,0.3906686474340275,1.0028823494041148,1.0,0.0,0.0,input_tied,0.4551623738292432,0.0,0.14464355018632655,0.5733932596472961,3.6558276713953666e-28,0.03820536915314077,0.038204980176913934,-3.8897622683248256e-07,3.8897622683248256e-07,11.590528853770833,11.59053547509349
12.8,0.2,6.987777679838202e-07,2.0494321184607085e-06,2.0546569946694125e-07,7.001438942852889e-07,2.053438804489347e-06,2.0586738954489167e-07,7.04189532630129e-07,2.0653041807841796e-06,2.070569521646516e-07,4.006686028638386e-09,4.006686028638386e-09,1.1865376294832708e-08,1.1865376294832708e-08,1.5872062323471094e-08,1.5872062323471094e-08,0.007744614803535096,1.5781226258875372,1.0,0.4562359290923607,1.001955022560907,1.0,0.0,0.0,input_tied,0.30872478834172673,0.0,0.10063809092004923,0.5338366691941206,6.464039578999375e-28,0.002360365373917612,0.002359873634657375,-4.917392602368266e-07,4.917392602368266e-07,12.208728426735803,12.208737017665817
