family_name,split_D,n_low,n_high,beta_low_1,beta_low_2,beta_high_1,beta_high_2,beta_jump_l1,improvement_vs_global_rank_score,improvement_vs_global_p95_quartic,full_corr_xi,full_corr_quartic,full_p95_abs_xi_resid,full_p95_abs_quartic_resid,full_rank_score,low_corr_quartic,low_p95_abs_quartic_resid,low_rank_score,high_corr_quartic,high_p95_abs_quartic_resid,high_rank_score
runnerup_blend_abs_action,16.8,357,84,0.26940940458527995,0.0,0.0006069498444500853,0.857049978683078,1.125852433423908,0.0007509402717115927,-0.00010777358197859165,0.9559871183573432,0.8477715444154661,0.03972163495827423,0.0010577838556247643,0.011270349414949019,-0.09578506522868098,0.00112531308706943,0.012123793157534365,0.9871755188505796,0.00034522991703944727,0.0037976716104870453
runnerup_blend_abs_action,16.0,336,105,0.27016771516491545,0.0,0.0018470747395818547,0.8264109735782557,1.0947316140035892,0.0006603819492843055,-0.00011913956168245585,0.9531537031397186,0.8403893064976122,0.040081669574117226,0.0010691498353286285,0.011360907737376306,-0.10085620594382433,0.0011366789747137888,0.012232649935942858,0.9820882611777475,0.000253451594020403,0.002831310251594115
runnerup_blend_abs_action,15.2,315,126,0.2714917013467459,0.0,0.0018202343593224713,0.8273418921928154,1.097013359180239,0.00048525406560188944,-0.0001390607841567509,0.9508180788403006,0.8324559907854971,0.040710278575703265,0.0010890710578029235,0.011536035621058722,-0.09988955086970186,0.0011566000333377107,0.012429757216046285,0.9846895843360338,0.00023819498415970084,0.002647515436916187
runnerup_blend_abs_action,13.6,273,168,0.2728490094136007,0.0,0.005605115839138336,0.8553475966446903,1.1225914902191527,0.0003223899470189296,-0.00015958447583668271,0.9356684655096512,0.7877600910942657,0.04135470831406403,0.0011095947494828553,0.011698899739641682,-0.08487831829111489,0.0011771235594312905,0.012643323644361413,0.9341542674360288,0.0004914142096860187,0.005577082273105221
best_blend_curv_action,16.8,357,84,0.22701979321617685,0.0,0.0006149056279760664,0.8569112127932875,1.0833161003814884,0.00020412306725320177,-5.7587303584126157e-05,0.8312536899475538,0.6325142081493528,0.0420989282945428,0.0011306732458701654,0.01173341327517146,-0.134872691867774,0.001389352156878182,0.021579788325078748,0.987180609813083,0.0003451595857311648,0.0037969400233841327
runnerup_blend_abs_action,14.4,294,147,0.2729963806570385,0.0,0.0021182605878140347,0.8451967706838047,1.1160748907530291,0.0002800515230888482,-0.00016181901839358776,0.9448662204152701,0.8119443919350641,0.04142467799461756,0.0011118292920397604,0.011741238163571763,-0.08582486064028143,0.0011793580799170865,0.012663972604885866,0.9686902397567507,0.0003111663965578846,0.0033370044411808906
runnerup_blend_abs_action,12.0,231,210,0.26773933240822984,0.0,0.045044531837245876,0.7731487561773516,0.9958435567483355,0.0001834844163354863,-0.00015038376437784729,0.8461460941304355,0.6159730533167358,0.0422933514578443,0.00110039403802402,0.011837805270325125,-0.034923304777266156,0.0011003940048173906,0.01192510543843961,0.6925721689503348,0.0011644780435607484,0.014162906730654182
best_blend_curv_action,8.0,126,315,0.22057256223716146,0.0,0.07032715671033496,0.6813135484536823,0.8315589539805088,-0.0002515762026931521,3.974936184331004e-05,0.6970729127955577,0.44670748793471415,0.04446271751690062,0.0010333365804427292,0.012189112545117814,-0.19139944931252947,0.001418743365322308,0.022316250970437497,0.6522338234639422,0.001033336579109282,0.01221018815226744
runnerup_blend_abs_action,11.2,210,231,0.2713775900111776,0.0,0.04677048592076836,0.7543718388999252,0.9789789429903345,-0.00019417070555404793,-0.0002048690210097279,0.8392552915102667,0.6064947898249826,0.04352568270763972,0.0011548792946559005,0.01221546039221466,-0.012073573585271741,0.001154879264770173,0.012478836597473215,0.7058922682055623,0.0011768905193927804,0.014348086046386663
runnerup_blend_abs_action,8.0,126,315,0.2596456714358331,0.0,0.0677230110411445,0.7166776178534991,0.9086002782481878,-0.00020708247073528835,-8.137735028044299e-05,0.8004805092319027,0.5161979736229264,0.044444455772518654,0.0010313876239266156,0.0122283721573959,0.4160647839753027,0.0009818238695118605,0.010945666466795014,0.6200136288062271,0.001110967421288012,0.013328929461721468
best_blend_curv_action,16.0,336,105,0.230328215866581,0.0,0.0017389524730086945,0.8264863230100167,1.055075586403589,-0.0003580924810245821,-0.00011892049293842424,0.830184892600249,0.632752018182434,0.04394322405224059,0.0011920064352244635,0.012295628823449244,-0.13963112882561773,0.0013838910284031728,0.02146901160897621,0.9820712874157869,0.00025322460007418395,0.0028288853664648443
runnerup_blend_abs_action,12.8,252,189,0.2725352160127809,0.0,0.02632331327729274,0.8123178830789004,1.0585297858143885,-0.00032141390164948207,-0.0001548305476838255,0.8904957236723237,0.7058789673584985,0.044071612022412734,0.001104840821329998,0.012342703588310093,-0.07421976218938259,0.0011723696744924013,0.012605205437529366,0.8094951430849593,0.0010602402530593682,0.013290605155877018
runnerup_blend_abs_action,9.6,168,273,0.2735774132409124,0.0,0.04842777884443844,0.7631389347780169,0.9882885691744908,-0.0004472631252271705,-0.00019771714080448442,0.8259270943616354,0.5651674756970402,0.044563105836325126,0.001147727414450657,0.012468552811887782,0.1333491921235403,0.001188179791706325,0.012889995840725742,0.7025045340632606,0.0011477259255600614,0.013898388474979765
runnerup_blend_abs_action,8.8,147,294,0.2635599161972718,0.0,0.06518662222618175,0.7183419942525155,0.9167152882236056,-0.0005647143100453774,-0.00010438741561598244,0.7982218192417144,0.5143144336363226,0.04566592687561759,0.001054397689262155,0.012586003996705989,0.30470558947409976,0.0010387121645774166,0.01148131976480129,0.6259590012884043,0.0011336448358201892,0.013665358230293299
best_blend_curv_action,8.8,147,294,0.22604155856775324,0.0,0.06773389493737189,0.6858951522576787,0.8442028158880601,-0.0006765013355996292,-3.96222784939562e-05,0.6919867827039666,0.4334633827690498,0.045699196060223546,0.0011127082207799954,0.012614037678024291,-0.16229765202025936,0.0014061386295109353,0.022058814842463654,0.6540685980577075,0.0010568278769949504,0.01254595047371508
runnerup_blend_abs_action,7.2,105,336,0.2569440382767427,0.0,0.07182638512128635,0.6717208784445086,0.8568385315999649,-0.0006021405630553724,-0.00011359597330057379,0.7944262152676164,0.49714113347368166,0.046159048125075625,0.0010636062469467464,0.012623430249715984,0.28308951826199386,0.0008755249069706259,0.009649918665729576,0.5386251168252341,0.0011406142340678943,0.013774746491566275
