D,eta,C_uv_ee,C_uv_mumu,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,delta_C_match_mumu,abs_delta_C_match_mumu,delta_C_rge_mumu,abs_delta_C_rge_mumu,delta_C_mumu,abs_delta_C_mumu,rel_delta_C_mumu,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,kappa_diag,kappa_offdiag,mu_mumu_uv_tree,mu_mumu_uv_rge,delta_mu_mumu,abs_delta_mu_mumu,chi2_uv_tree,chi2_uv_rge
4.0,0.2,0.0001627775423225516,0.001475850214310484,0.0003435162004482507,0.0001627775423225516,0.001475850214310484,0.0003435162004482507,0.00016328794601713393,0.0014804778760338778,0.0003445933265392089,0.0,0.0,4.627661723393848e-06,4.627661723393848e-06,4.627661723393848e-06,4.627661723393848e-06,0.003135590372601523,1.280917082806759,1.0,0.24757629233153006,1.0,1.0,0.0,0.0,2.4083057749130696,2.4082830918004836,-2.2683112586019405e-05,2.2683112586019405e-05,6.3542533482690375,6.3539674575671405
4.8,0.2,0.00019561316472306423,0.0015683202593658855,0.00015202569746889267,0.00019561316472306423,0.0015683202593658855,0.00015202569746889267,0.00019637546051902744,0.0015744319336089309,0.00015261813484509368,0.0,0.0,6.1116742430453435e-06,6.1116742430453435e-06,6.1116742430453435e-06,6.1116742430453435e-06,0.0038969554888721894,1.3602809677586774,1.0,0.30769127235057525,1.0,1.0,0.0,0.0,13.739693054106448,13.739247292263078,-0.0004457618433697519,0.0004457618433697519,951.6751541847682,951.6063983726356
5.6,0.2,0.00015714102819852047,0.0013021892258809047,5.95315210820674e-05,0.00015714102819852047,0.0013021892258809047,5.95315210820674e-05,0.00015785364020590934,0.0013080944671084397,5.980148798522149e-05,0.0,0.0,5.905241227534969e-06,5.905241227534969e-06,5.905241227534969e-06,5.905241227534969e-06,0.004534856463383954,1.4305484675437201,1.0,0.35805791447458585,1.0,1.0,0.0,0.0,57.97841649278751,57.971396100372516,-0.007020392414993637,0.007020392414993637,20006.982580195807,20002.017854657763
6.4,0.2,0.00010403201165275393,0.0006722767776805383,2.7226734432871625e-05,0.00010403201165275393,0.0006722767776805383,2.7226734432871625e-05,0.00010454637839023412,0.0006756007239094497,2.736135190628184e-05,0.0,0.0,3.3239462289113685e-06,3.3239462289113685e-06,3.3239462289113685e-06,3.3239462289113685e-06,0.004944312133433362,1.4775528482269376,1.0,0.3903872383399466,1.0,1.0,0.0,0.0,59.89373701777251,59.87715710517823,-0.016579912594281154,0.016579912594281154,21384.482939402056,21372.361894398106
7.2,0.2,7.600592234179004e-05,0.00012096550465777213,1.7567975576632363e-05,7.600592234179004e-05,0.00012096550465777213,1.7567975576632363e-05,7.639117639912269e-05,0.0001215786470291933,1.765702303058711e-05,0.0,0.0,6.131423714211733e-07,6.131423714211733e-07,6.131423714211733e-07,6.131423714211733e-07,0.00506873734917931,1.4921401916441892,1.0,0.40021145959540433,1.0,1.0,0.0,0.0,3.5327999605625657,3.5313944825874684,-0.00140547797509738,0.00140547797509738,28.43022294859801,28.392765252526882
8.0,0.2,6.3139305049492e-05,8.591083119440914e-05,1.3492972406410995e-05,6.3139305049492e-05,8.591083119440914e-05,1.3492972406410995e-05,6.344511424435764e-05,8.632693210171572e-05,1.3558324329824065e-05,0.0,0.0,4.161009073065761e-07,4.161009073065761e-07,4.161009073065761e-07,4.161009073065761e-07,0.004843404510485692,1.4658274448318904,1.0,0.38241989178356733,1.0,1.0,0.0,0.0,2.326336307979451,2.3245432700991953,-0.0017930378802555325,0.0017930378802555325,5.36311847175625,5.34237661428571
8.8,0.2,2.2146857572774686e-05,5.848230801141098e-05,7.0477503435368525e-06,2.2146857572774686e-05,5.848230801141098e-05,7.0477503435368525e-06,2.2269467660376946e-05,5.880607949388424e-05,7.08676830733512e-06,0.0,0.0,3.237714824732592e-07,3.237714824732592e-07,3.237714824732592e-07,3.237714824732592e-07,0.005536229562111082,1.5482467554553723,1.0,0.43712316521321565,1.0,1.0,0.0,0.0,1.5836854177067452,1.5836905358879223,5.118181177099501e-06,5.118181177099501e-06,0.21087707923813434,0.21088883109245066
9.600000000000001,0.2,1.0975147167187051e-05,4.357983832889942e-05,3.9560295599136784e-06,1.0975147167187051e-05,4.357983832889942e-05,3.9560295599136784e-06,1.1035886454513403e-05,4.382102036332433e-05,3.97792324502339e-06,0.0,0.0,2.4118203442490747e-07,2.4118203442490747e-07,2.4118203442490747e-07,2.4118203442490747e-07,0.0055342572086819935,1.5480056645464257,1.0,0.4369674344285572,1.0,1.0,0.0,0.0,1.0000000014340396,1.0000000014340396,0.0,0.0,0.9999999928298018,0.9999999928298018
10.4,0.2,7.422066641494055e-06,2.996797540013257e-05,2.1099883030149804e-06,7.422066641494055e-06,2.996797540013257e-05,2.1099883030149804e-06,7.461609087312678e-06,3.0127635384445922e-05,2.1212296596586205e-06,0.0,0.0,1.596599843133514e-07,1.596599843133514e-07,1.596599843133514e-07,1.596599843133514e-07,0.005327686711616999,1.5229622419775668,1.0,0.42065728173279693,1.0,1.0,0.0,0.0,0.49525459849504183,0.4950549751909515,-0.00019962330409034612,0.00019962330409034612,5.116026509652297,5.118284362041557
11.2,0.2,4.55850806982556e-06,1.6473387012688653e-05,7.956067069736858e-07,4.55850806982556e-06,1.6473387012688653e-05,7.956067069736858e-07,4.581894904793865e-06,1.6557901590163015e-05,7.996884640904134e-07,0.0,0.0,8.451457747436178e-08,8.451457747436178e-08,8.451457747436178e-08,8.451457747436178e-08,0.005130370421654289,1.499419168235305,1.0,0.40507781194222237,1.0,1.0,0.0,0.0,0.15211173576310222,0.1519898999467131,-0.00012183581638910979,0.00012183581638910979,9.73265700012611,9.734557561468842
12.0,0.2,2.5104925261873333e-06,8.24876113831468e-06,4.859955493187318e-07,2.5104925261873333e-06,8.24876113831468e-06,4.859955493187318e-07,2.522914132461271e-06,8.289574987405683e-06,4.884001951408373e-07,0.0,0.0,4.081384909100378e-08,4.081384909100378e-08,4.081384909100378e-08,4.081384909100378e-08,0.004947876221245817,1.4779687035454037,1.0,0.3906686474340275,1.0,1.0,0.0,0.0,0.038205369153138644,0.03816086843121324,-4.4500721925404274e-05,4.4500721925404274e-05,11.59052885377087,11.591286376700172
12.8,0.2,6.987777679838697e-07,2.049432118460616e-06,2.054656994669212e-07,6.987777679838697e-07,2.049432118460616e-06,2.054656994669212e-07,7.02815512447189e-07,2.061274342939421e-06,2.0665294100269334e-07,0.0,0.0,1.1842224478804749e-08,1.1842224478804749e-08,1.1842224478804749e-08,1.1842224478804749e-08,0.005778295544474907,1.5781226258875372,1.0,0.4562359290923607,1.0,1.0,0.0,0.0,0.0023603653739174427,0.002361511003104018,1.1456291865753754e-06,1.1456291865753754e-06,12.208728426735806,12.208708412034536
13.600000000000001,0.2,2.2327272996020043e-07,5.624265717181786e-07,8.965344399730698e-08,2.2327272996020043e-07,5.624265717181786e-07,8.965344399730698e-08,2.2457251075064666e-07,5.657007344611439e-07,9.017536095656043e-08,0.0,0.0,3.274162742965221e-09,3.274162742965221e-09,3.274162742965221e-09,3.274162742965221e-09,0.005821493698213537,1.5835144599575646,1.0,0.4596467185984162,1.0,1.0,0.0,0.0,0.00017779019525588106,0.0001778917797778121,1.0158452193103837e-07,1.0158452193103837e-07,12.246888869141477,12.246887091638166
14.4,0.2,1.1131066673669272e-07,2.79382330684051e-07,4.079939170662938e-08,1.1131066673669272e-07,2.79382330684051e-07,4.079939170662938e-08,1.1193839768663417e-07,2.809578933949636e-07,4.102947784000615e-08,0.0,0.0,1.5755627109126215e-09,1.5755627109126215e-09,1.5755627109126215e-09,1.5755627109126215e-09,0.0056394500935508345,1.5609164733916419,1.0,0.4452731317042589,1.0,1.0,0.0,0.0,4.3871847558620307e-05,4.3881027185288934e-05,9.179626668627745e-09,9.179626668627745e-09,12.249232254697342,12.24923209405891
15.200000000000001,0.2,4.9719954079894454e-08,1.4657335329970073e-07,1.1801348079610631e-08,4.9719954079894454e-08,1.4657335329970073e-07,1.1801348079610631e-08,4.9991825233316756e-08,1.4737482360191644e-07,1.1865878431130791e-08,0.0,0.0,8.014703022157102e-10,8.014703022157102e-10,8.014703022157102e-10,8.014703022157102e-10,0.0054680491656415335,1.5399344597018174,1.0,0.4317398568847099,1.0,1.0,0.0,0.0,1.2075383967001188e-05,1.2073793845661057e-05,-1.5901213401304924e-09,1.5901213401304924e-09,12.24978868169192,12.249788709518802
16.0,0.2,2.016537117648104e-08,5.612530329078433e-08,5.197701772295984e-09,2.016537117648104e-08,5.612530329078433e-08,5.197701772295984e-09,2.0272329666285993e-08,5.642299568768049e-08,5.225270733321096e-09,0.0,0.0,2.976923968961619e-10,2.976923968961619e-10,2.976923968961619e-10,2.976923968961619e-10,0.005304067496149147,1.520124718640573,1.0,0.4187923832293445,1.0,1.0,0.0,0.0,1.7705507419396407e-06,1.769740204226204e-06,-8.105377134366421e-10,8.105377134366421e-10,12.249969015381605,12.249969029566
16.8,0.2,8.36432525016303e-09,2.705844584190928e-08,2.4158161653806832e-09,8.36432525016303e-09,2.705844584190928e-08,2.4158161653806832e-09,8.407373066993846e-09,2.7197704776191676e-08,2.4282493992248838e-09,0.0,0.0,1.3925893428239487e-10,1.3925893428239487e-10,1.3925893428239487e-10,1.3925893428239487e-10,0.005146597668470103,1.5013415333766713,1.0,0.40635906399495303,1.0,1.0,0.0,0.0,4.115254256548736e-07,4.1120818130623116e-07,-3.172443486424144e-10,3.172443486424144e-10,12.249992798306106,12.24999280385788
17.6,0.2,3.4844108883177897e-09,7.139226485334546e-09,8.22219892437438e-10,3.4844108883177897e-09,7.139226485334546e-09,8.22219892437438e-10,3.5040299356344556e-09,7.179424047192066e-09,8.268494184868821e-10,0.0,0.0,4.0197561857520727e-11,4.0197561857520727e-11,4.0197561857520727e-11,4.0197561857520727e-11,0.005630520608933596,1.559816346703205,1.0,0.44456808785883606,1.0,1.0,0.0,0.0,5.620707380459479e-08,5.559007194408202e-08,-6.170018605127704e-10,6.170018605127704e-10,12.249999016376224,12.249999027173757
18.4,0.2,0.0,0.0,0.0,1e-30,1e-30,1e-30,1.0058704800739689e-30,1.0058704800739689e-30,1.0058704800739689e-30,1e-30,1e-30,5.870480073968777e-33,5.870480073968777e-33,1.0058704800739689e-30,1.0058704800739689e-30,1.0058704800739688,1.5896510516836373,1.0,0.463514527796402,1.0,1.0,0.0,0.0,5.620707380459479e-08,5.559007194408202e-08,-6.170018605127704e-10,6.170018605127704e-10,12.249999016376224,12.249999027173757
19.200000000000003,0.2,0.0,0.0,0.0,1e-30,1e-30,1e-30,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,1e-30,1e-30,5.716173653527695e-33,5.716173653527695e-33,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535276,1.5704009692603986,1.0,0.4513309811859851,1.0,1.0,0.0,0.0,5.620707380459479e-08,5.559007194408202e-08,-6.170018605127704e-10,6.170018605127704e-10,12.249999016376224,12.249999027173757
20.0,0.2,0.0,0.0,0.0,1e-30,1e-30,1e-30,1.0055641423643005e-30,1.0055641423643005e-30,1.0055641423643005e-30,1e-30,1e-30,5.564142364300414e-33,5.564142364300414e-33,1.0055641423643005e-30,1.0055641423643005e-30,1.0055641423643005,1.5516627094173834,1.0,0.43932707173589636,1.0,1.0,0.0,0.0,5.620707380459479e-08,5.559007194408202e-08,-6.170018605127704e-10,6.170018605127704e-10,12.249999016376224,12.249999027173757
4.0,0.39,0.0001643537204814778,0.001479879334397086,0.0003418631110110911,0.0001643537204814778,0.001479879334397086,0.0003418631110110911,0.0001648690664251208,0.0014845196297906334,0.0003429350536907251,0.0,0.0,4.640295393547496e-06,4.640295393547496e-06,4.640295393547496e-06,4.640295393547496e-06,0.003135590372601552,1.280917082806759,1.0,0.24757629233153006,1.0,1.0,0.0,0.0,2.4448817340064375,2.4448584837888965,-2.3250217541015417e-05,2.3250217541015417e-05,6.823611487876873,6.823307819660199
4.8,0.39,0.0001957482366241846,0.0015684082500680974,0.0001519655378413106,0.0001957482366241846,0.0015684082500680974,0.0001519655378413106,0.00019651105878933428,0.0015745202672069927,0.0001525577407781207,0.0,0.0,6.112017138895295e-06,6.112017138895295e-06,6.112017138895295e-06,6.112017138895295e-06,0.003896955488872188,1.3602809677586774,1.0,0.30769127235057525,1.0,1.0,0.0,0.0,13.75197083534177,13.751524326592966,-0.00044650874880325375,0.00044650874880325375,953.5698969820852,953.5009574401113
5.6,0.39,0.00015714878218132266,0.0013021843961999126,5.952962446598866e-05,0.00015714878218132266,0.0013021843961999126,5.952962446598866e-05,0.00015786142935191055,0.0013080896155255376,5.979958276826108e-05,0.0,0.0,5.9052193256249955e-06,5.9052193256249955e-06,5.9052193256249955e-06,5.9052193256249955e-06,0.004534856463384023,1.4305484675437201,1.0,0.35805791447458585,1.0,1.0,0.0,0.0,57.98141445255274,57.97439328206404,-0.007021170488698658,0.007021170488698658,20009.10288407215,20004.137345210333
6.4,0.39,0.00010403240172801326,0.0006722762677837896,2.722666115284072e-05,0.00010403240172801326,0.0006722762677837896,2.722666115284072e-05,0.00010454677039414729,0.0006756002114916123,2.736127826393159e-05,0.0,0.0,3.3239437078226705e-06,3.3239437078226705e-06,3.3239437078226705e-06,3.3239437078226705e-06,0.0049443121334333375,1.4775528482269376,1.0,0.3903872383399466,1.0,1.0,0.0,0.0,59.893889503106685,59.87730948095769,-0.016580022148993123,0.016580022148993123,21384.59443251034,21372.473275823155
7.2,0.39,7.600594590530389e-05,0.00012096549319106976,1.756797131568862e-05,7.600594590530389e-05,0.00012096549319106976,1.756797131568862e-05,7.63912000820738e-05,0.00012157863550436924,1.7657018748045763e-05,0.0,0.0,6.131423132994801e-07,6.131423132994801e-07,6.131423132994801e-07,6.131423132994801e-07,0.005068737349179387,1.4921401916441892,1.0,0.40021145959540433,1.0,1.0,0.0,0.0,3.5328002675717647,3.531394789086081,-0.00140547848568362,0.00140547848568362,28.43023113346369,28.392773418395624
