n_points,mean_abs_delta_mu_between_constant_and_input_tied,p95_abs_delta_mu_between_constant_and_input_tied,max_abs_delta_mu_between_constant_and_input_tied,acceptance_mismatch_fraction_between_constant_and_input_tied,f_chi2_le_4_constant,f_chi2_le_4_input_tied
441,0.0005059359084266733,0.0010292338449908733,0.007867036520302406,0.0,0.09523809523809523,0.09523809523809523
