D,eta,hk_loop_local_prefactor_diag,shell_access,coeff_l1,coeff_l2,coeff_align,coeff_participation,coeff_participation_access,gap_cv,c_tree_diag_cv,shell_gap_screen,tree_diag_screen,diag_dispersion_screen,eymh_loop_prefactor_diag,eymh_prefactor_source_recon,eymh_source_residual,abs_mu_diff_vs_const
12.0,0.2,0.2033633873147403,0.3554793714957137,0.522145874622551,0.347502343175677,0.665527317297833,2.257710368412387,0.8157985764254758,0.324701506182844,0.8771178989054502,0.8688423567258983,0.7756542341883732,0.6739212528366479,0.0397447039527705,0.039744703952770535,-3.469446951953614e-17,1.0299384482978513e-06
12.8,0.2,0.2100711557195202,0.3023840820031647,0.4340755361717523,0.2840881611451176,0.654467108767704,2.3346637997017483,0.8089914145203915,0.1142870052001219,0.7916713924836573,0.9473303846842511,0.7646132585185753,0.7243413723270806,0.0372231013185129,0.037223101318512905,-6.938893903907228e-18,3.864752559992746e-08
13.6,0.2,0.2082773251008593,0.2988704261474397,0.428708680224616,0.2798971695134157,0.6528843068135859,2.3459974761201057,0.808012565999803,0.1152775579450587,0.6819962957925976,0.9469095974288698,0.7877426386557543,0.745921064847076,0.0375176753407169,0.03751767534071698,-8.326672684688674e-17,3.4219493000103244e-09
14.4,0.2,0.1981620938639441,0.31143214686360643,0.4446044252009733,0.2908063368569028,0.6540788178737772,2.337436547411437,0.80875139435662,0.1959995823623919,0.6958086696085115,0.9143963546007987,0.795109525246571,0.7270452513938361,0.0362877889325018,0.03628778893250189,-9.020562075079397e-17,6.079558187443729e-10
15.2,0.2,0.205104029139777,0.3226380950411735,0.4600093586360452,0.301311214387321,0.6550110529940661,2.3307878357999074,0.8093275313456637,0.2635129579283289,0.8180925978636038,0.8896314957761173,0.7790953834150505,0.693107791299799,0.0371205952526775,0.03712059525267748,2.0816681711721685e-17,4.051330791161748e-11
16.0,0.2,0.2036891577435576,0.33285771202960807,0.4760391641578648,0.3126968198380725,0.6568720462133565,2.317599769863041,0.8104764316211523,0.3217878591111364,0.786802702341457,0.8697994340835512,0.7917439439612242,0.6886584343965517,0.0378417138317903,0.03784171383179037,-6.938893903907228e-17,7.660203385997678e-12
16.8,0.2,0.1940657427146949,0.3422610674663284,0.4926256975220699,0.3260734472595267,0.6619091308059877,2.2824604234676125,0.813577980777496,0.3729068193667717,0.8324265017386813,0.8534527240071733,0.7890116420959563,0.6733841352201668,0.036388859618348,0.036388859618348014,-1.3877787807814457e-17,4.454248815303273e-12
17.6,0.2,0.2011363173486186,0.31092929648788725,0.4410367983505292,0.2876304861315658,0.6521689056498219,2.3511472152061024,0.807569752807658,0.2679119024066777,0.6787167217905434,0.888086893264368,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.03619850463606079,1.3877787807814457e-17,4.034350757563207e-12
18.4,0.2,0.1999781067668977,0.2934342948281214,0.0,0.0,0.0,inf,0.0,0.20297833384972,0.0,0.9117401859103199,1.0,0.9117401859103199,5.35013104793351e-17,0.0,5.35013104793351e-17,4.034350757563207e-12
19.200000000000003,0.2,0.1907155475682234,0.3044694702587371,0.0,0.0,0.0,inf,0.0,0.2685122027208125,0.0,0.8878767329178662,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,5.1556393066254794e-17,4.034350757563207e-12
20.0,0.2,0.1978582751435992,0.3148270397844881,0.0,0.0,0.0,inf,0.0,0.3261537967964966,0.0,0.8683664853567993,1.0,0.8683664853567993,5.409153402121938e-17,0.0,5.409153402121938e-17,4.034350757563207e-12
4.0,0.39,0.2594822797956052,0.26767767385469626,0.5348201512826798,0.3820817830141957,0.7144117178416599,1.9593086754199944,0.8452287961502849,0.0529284688818641,0.8803624715424814,0.9745420116059422,0.7379905933437506,0.7192028373834816,0.0422226542800312,0.04222265428003126,-6.245004513516506e-17,1.1459487181397776e-07
4.8,0.39,0.2385972532567175,0.25767406620130606,0.5496382522016724,0.3964315670180943,0.7212590561703414,1.9222835149446742,0.8492697193296964,0.3330127461264275,1.029643348812886,0.8661295363125563,0.7511330917844572,0.6505785564962886,0.0339689040070081,0.03396890400700817,-7.632783294297951e-17,3.4573371987534074e-06
5.6,0.39,0.2408620932557482,0.31377884425076946,0.5468221053448145,0.3979748578049887,0.7277958478910325,1.8879081131718398,0.8531095169384951,0.0489632309804584,1.114373175876911,0.9763822314504504,0.6963348049340009,0.6798889306780739,0.0438363991394497,0.04383639913944974,-4.163336342344337e-17,7.621052748163493e-05
6.4,0.39,0.2348317398037009,0.3410845234930134,0.5249812867988601,0.3726557072448083,0.7098456966287764,1.9845959117636978,0.8425234101369388,0.2368422574530327,1.0740904721175029,0.8991721408122968,0.7315828324355546,0.6578189016226013,0.0443922476741875,0.04439224767418749,6.938893903907228e-18,0.0006463856065508367
7.2,0.39,0.2205935934157932,0.35120411348378744,0.508580892319907,0.3470601234960784,0.6824088925420562,2.1473886085268776,0.8260804395106182,0.5397550802947837,0.5919365641942181,0.8058870502159887,0.8498917849744878,0.6849167835958914,0.043834154754462,0.043834154754462014,-1.3877787807814457e-17,6.176205511687627e-05
8.0,0.39,0.2258410747793691,0.3633075560105363,0.5340456087317134,0.3605063298004697,0.6750478309457949,2.1944763648645336,0.8216129447287176,0.5891268740470006,0.5580450533015735,0.7932694219547243,0.8602919831838897,0.6824433242125674,0.0460056557244304,0.04600565572443043,-3.469446951953614e-17,7.070844132517351e-05
8.8,0.39,0.2223372469819722,0.32136821487248435,0.4659139786252545,0.3128373898658881,0.6714488172021784,2.2180645139079083,0.8194198052293942,0.1526414316992487,0.738612427037752,0.9314357157759846,0.7806784650591754,0.72715180489329,0.042574218745983,0.04257421874598299,1.3877787807814457e-17,6.944641429695864e-06
9.6,0.39,0.2103436369428326,0.3209732984685203,0.465410391829237,0.311022915080539,0.6682766877166246,2.23917160007416,0.8174819188927819,0.1066533286499557,0.8851615263329561,0.9505921042738744,0.7453861413090545,0.7085581805635577,0.0391067708208731,0.039106770820873146,-4.85722573273506e-17,6.505906924303417e-14
10.4,0.39,0.2165968878056446,0.3337331239271595,0.4844721632973193,0.3229405158487987,0.666582190503711,2.250570322499638,0.8164448484151952,0.1910896609391989,0.9172112450982502,0.9162790831336259,0.7516331565125127,0.6887057395021184,0.0406454635781826,0.04064546357818266,-6.245004513516506e-17,6.191759863993784e-06
11.2,0.39,0.2141961374641878,0.3452926237866013,0.5036497917996202,0.335343899962222,0.6658275361615564,2.2556748430116293,0.8159825587361268,0.263616892757297,0.9184676256155258,0.8895949081049276,0.760977695352469,0.6769618829669792,0.0408548883521054,0.04085488835210541,-1.3877787807814457e-17,3.444047315309673e-06
12.0,0.39,0.2033633873147403,0.3554793714957137,0.5221458734019447,0.3475023272755173,0.6655272884020519,2.2577105644623683,0.8157985587153558,0.324701506182844,0.8771172910146925,0.8688423567258983,0.7756543412618999,0.6739213458666632,0.0397447085764276,0.03974470857642763,-3.469446951953614e-17,1.0299350128029072e-06
12.8,0.39,0.2100711557195202,0.3023840820031647,0.4340743669944907,0.2840864732223568,0.6544649830151394,2.334678966061287,0.808990100690447,0.1142870052001219,0.791660154997012,0.9473303846842511,0.7646155125995896,0.724343507686515,0.0372231506004926,0.03722315060049262,-2.0816681711721685e-17,3.8647148199993236e-08
13.6,0.39,0.2082773251008593,0.2988704261474397,0.4287111875175987,0.2799014713307117,0.6528905227583351,2.345952805472371,0.8080164124312916,0.1152775579450587,0.6820295090330518,0.9469095974288698,0.7877353600980089,0.7459141727108914,0.0375175072821988,0.03751750728219886,-6.245004513516506e-17,3.4220579999788385e-09
14.4,0.39,0.1981620938639441,0.31143214686360643,0.44461773816574,0.2908235437512176,0.6540979335439996,2.3372999286850487,0.8087632122840402,0.1959995823623919,0.6958914603017464,0.9143963546007987,0.7950921277359606,0.727029343173555,0.036287525178065,0.036287525178065015,-1.3877787807814457e-17,6.079778327918589e-10
15.2,0.39,0.205104029139777,0.3226380950411735,0.4600914356264559,0.3014442407480813,0.6551833340206342,2.329562231587509,0.8094339590236094,0.2635129579283289,0.8187922265543413,0.8896314957761173,0.7789644892311359,0.6929913437111747,0.0371192392881612,0.03711923928816126,-5.551115123125783e-17,4.0274339142866975e-11
16.0,0.39,0.2036891577435576,0.33285771202960807,0.4760466013004638,0.3127055207762198,0.6568800615779444,2.3175432106983616,0.8104813764534905,0.3217878591111364,0.7870578910225603,0.8697994340835512,0.7916960385595462,0.6886167663052826,0.0378396550379627,0.03783965503796277,-6.938893903907228e-17,7.680608253631213e-12
16.8,0.39,0.1940657427146949,0.3422610674663284,0.4911538066157465,0.3230784583082524,0.6577948780126474,2.3111015297912725,0.8110455462011041,0.3729068193667717,0.7709150726278873,0.8534527240071733,0.8002509168088998,0.6829763248397934,0.036792328334468,0.036792328334468015,-1.3877787807814457e-17,2.8192562417687953e-12
17.6,0.39,0.2011363173486186,0.31092929648788725,0.4410367983505292,0.2876304861315658,0.6521689056498219,2.3511472152061024,0.807569752807658,0.2679119024066777,0.6787167217905434,0.888086893264368,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.03619850463606079,1.3877787807814457e-17,4.034350757563207e-12
18.4,0.39,0.1999781067668977,0.2934342948281214,0.0,0.0,0.0,inf,0.0,0.20297833384972,0.0,0.9117401859103199,1.0,0.9117401859103199,5.35013104793351e-17,0.0,5.35013104793351e-17,4.034350757563207e-12
19.200000000000003,0.39,0.1907155475682234,0.3044694702587371,0.0,0.0,0.0,inf,0.0,0.2685122027208125,0.0,0.8878767329178662,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,5.1556393066254794e-17,4.034350757563207e-12
20.0,0.39,0.1978582751435992,0.3148270397844881,0.0,0.0,0.0,inf,0.0,0.3261537967964966,0.0,0.8683664853567993,1.0,0.8683664853567993,5.409153402121938e-17,0.0,5.409153402121938e-17,4.034350757563207e-12
4.0,0.5800000000000001,0.2594822797956052,0.26767767385469626,0.5356450572479634,0.3828319392326664,0.7147119796075034,1.9576627483296585,0.8454063990812368,0.0529284688818641,0.8812104686253469,0.9745420116059422,0.7378287946052653,0.7190451577154028,0.0422222673408004,0.042222267340800444,-4.163336342344337e-17,1.1717587611315139e-07
4.8,0.5800000000000001,0.2385972532567175,0.25767406620130606,0.5496746608125175,0.3964528123674694,0.7212499331539882,1.9223321447858654,0.8492643482179081,0.3330127461264275,1.0295963875021603,0.8661295363125563,0.751140556840512,0.6505850222018279,0.0339690267686481,0.03396902676864809,1.3877787807814457e-17,3.4630775829214144e-06
5.6,0.5800000000000001,0.2408620932557482,0.31377884425076946,0.5468235269197911,0.3979744128181384,0.7277931420761893,1.8879221510597946,0.8531079310826908,0.0489632309804584,1.1143657655370731,0.9763822314504504,0.6963359975572992,0.6798900951342712,0.04383639273056,0.0438363927305601,-9.71445146547012e-17,7.621676395785926e-05
6.4,0.5800000000000001,0.2348317398037009,0.3410845234930134,0.5249813542953385,0.3726556016746358,0.7098454042712365,1.9845975465187993,0.8425232366357834,0.2368422574530327,1.0740896380316576,0.8991721408122968,0.7315829644608279,0.657819020336049,0.0443922465437317,0.044392246543731716,-1.3877787807814457e-17,0.0006463882609608618
7.2,0.5800000000000001,0.2205935934157932,0.35120411348378744,0.5085809002029982,0.3470601178765843,0.68240887091524,2.147388744636419,0.8260804264205998,0.5397550802947837,0.591936517109107,0.8058870502159887,0.8498917943607537,0.6849167911601615,0.0438341545439763,0.043834154543976316,-1.3877787807814457e-17,6.176206225250169e-05
8.0,0.5800000000000001,0.2258410747793691,0.3633075560105363,0.5340456094429403,0.3605063293895042,0.6750478292772525,2.194476375712881,0.8216129437133111,0.5891268740470006,0.5580450513598044,0.7932694219547243,0.860291983572887,0.6824433245211472,0.0460056556883757,0.04600565568837577,-6.938893903907228e-17,7.07084413460457e-05
8.8,0.5800000000000001,0.2223372469819722,0.32136821487248435,0.4659139786380728,0.3128373898256255,0.6714488170972888,2.2180645146008917,0.8194198051653919,0.1526414316992487,0.7386124264867792,0.9314357157759846,0.7806784651728917,0.7271518049992095,0.0425742187488591,0.04257421874885916,-6.245004513516506e-17,6.9446413701879095e-06
9.6,0.5800000000000001,0.2103436369428326,0.3209732984685203,0.4654103913734991,0.3110229143943203,0.6682766868965749,2.2391716055695854,0.8174819183912112,0.1066533286499557,0.8851615233941379,0.9505921042738744,0.7453861418589436,0.7085581810862778,0.0391067708257289,0.039106770825728956,-5.551115123125783e-17,9.181544413650045e-14
10.4,0.5800000000000001,0.2165968878056446,0.3337331239271595,0.4844721640985175,0.3229405166056728,0.6665821909636129,2.2505703193941202,0.8164448486968442,0.1910896609391989,0.9172112454606636,0.9162790831336259,0.7516331564479105,0.6887057394429247,0.0406454635887107,0.040645463588710684,1.3877787807814457e-17,6.191759887475001e-06
11.2,0.5800000000000001,0.2141961374641878,0.3452926237866013,0.5036498001505556,0.3353439105478855,0.665827546139483,2.255674775405662,0.815982564850183,0.263616892757297,0.9184677042342904,0.8895949081049276,0.7609776816437596,0.6769618707717812,0.0408548879222415,0.040854887922241526,-2.7755575615628914e-17,3.444049016476658e-06
12.0,0.5800000000000001,0.2033633873147403,0.3554793714957137,0.5221459156266853,0.3475023919986574,0.6655273585384293,2.257710088606252,0.8157986017016879,0.324701506182844,0.8771177803699077,0.8688423567258983,0.7756542550671517,0.673921270977015,0.03974470625403,0.03974470625403004,-3.469446951953614e-17,1.0299378016970229e-06
12.8,0.5800000000000001,0.2100711557195202,0.3023840820031647,0.4340747133918953,0.284087116454483,0.6544659425899357,2.334672119876314,0.8089906937597835,0.1142870052001219,0.7916640565541827,0.9473303846842511,0.7646147300000983,0.7243427663062378,0.0372231397900464,0.037223139790046385,1.3877787807814457e-17,3.864722260011472e-08
13.6,0.5800000000000001,0.2082773251008593,0.2988704261474397,0.4287141058671819,0.2799049152984935,0.6528941116418727,2.345927014679919,0.8080186332269033,0.1152775579450587,0.6820654711364537,0.9469095974288698,0.7877274793646933,0.7459067103688801,0.0375172350602562,0.037517235060256296,-9.71445146547012e-17,3.422269000005968e-09
14.4,0.5800000000000001,0.1981620938639441,0.31143214686360643,0.4446009015160165,0.2908026761632466,0.6540757681139578,2.337458344998289,0.8087495088801958,0.1959995823623919,0.6957040105816507,0.9143963546007987,0.7951315197700586,0.7270653631059345,0.036288708133019,0.03628870813301904,-4.163336342344337e-17,6.078661426005294e-10
15.2,0.5800000000000001,0.205104029139777,0.3226380950411735,0.4601552854202659,0.3015134153076025,0.6552427514381939,2.329139761302307,0.8094706612584511,0.2635129579283289,0.819033125761283,0.8896314957761173,0.7789194344407161,0.6929512615505816,0.0371187753394981,0.03711877533949809,1.3877787807814457e-17,4.019809404979635e-11
16.0,0.5800000000000001,0.2036891577435576,0.33285771202960807,0.4760490655578193,0.3127084632839413,0.6568828423547464,2.3175235890661887,0.8104830919610515,0.3217878591111364,0.7871454402130791,0.8697994340835512,0.791679605354499,0.6886024727128324,0.0378389496934031,0.037838949693403075,2.7755575615628914e-17,7.687624295507715e-12
16.8,0.5800000000000001,0.1940657427146949,0.3422610674663284,0.4911538066157465,0.3230784583082524,0.6577948780126474,2.3111015297912725,0.8110455462011041,0.3729068193667717,0.7709150726278875,0.8534527240071733,0.8002509168088998,0.6829763248397933,0.036792328334468,0.036792328334468015,-1.3877787807814457e-17,2.8192562417158557e-12
17.6,0.5800000000000001,0.2011363173486186,0.31092929648788725,0.4410367983505291,0.2876304861315658,0.652168905649822,2.351147215206102,0.8075697528076581,0.2679119024066777,0.6787167217905432,0.888086893264368,0.807054729291816,0.7167347272310843,0.0361985046360608,0.0361985046360608,0.0,4.034350757563207e-12
18.4,0.5800000000000001,0.1999781067668977,0.2934342948281214,0.4179237790947546,0.2712877898789954,0.649132218479215,2.373196339844969,0.8056874198342772,0.20297833384972,0.5139240325215797,0.9117401859103199,0.837059063454707,0.7631803861321128,0.0360817095016701,0.03608170950167017,-6.938893903907228e-17,4.034350757563207e-12
19.200000000000003,0.5800000000000001,0.1907155475682234,0.3044694702587371,0.0,0.0,0.0,inf,0.0,0.2685122027208125,0.0,0.8878767329178662,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,5.1556393066254794e-17,4.034350757563207e-12
20.0,0.5800000000000001,0.1978582751435992,0.3148270397844881,0.0,0.0,0.0,inf,0.0,0.3261537967964966,0.0,0.8683664853567993,1.0,0.8683664853567993,5.409153402121938e-17,0.0,5.409153402121938e-17,4.034350757563207e-12
4.0,0.77,0.2594822797956052,0.26767767385469626,0.5364584592089878,0.3835708045628055,0.7150056038418774,1.9560552107234672,0.8455800398790628,0.0529284688818641,0.8820335834498795,0.9745420116059422,0.7376718451657012,0.7188922038928496,0.042221956231503,0.04222195623150298,2.0816681711721685e-17,1.1980423986202027e-07
4.8,0.77,0.2385972532567175,0.25767406620130606,0.5497110230148701,0.3964740029090691,0.7212407725328518,1.9223809769345188,0.8492589549323879,0.3330127461264275,1.029549338188574,0.8661295363125563,0.7511480361088653,0.6505915002170586,0.0339691492818225,0.03396914928182256,-6.245004513516506e-17,3.4688254775261385e-06
5.6,0.77,0.2408620932557482,0.31377884425076946,0.5468249482554217,0.3979739676089307,0.7277904361873359,1.8879361894882953,0.8531063451805618,0.0489632309804584,1.1143583549822196,0.9763822314504504,0.6963371902213304,0.6798912596302394,0.0438363863215752,0.0438363863215752,0.0,7.62230001498665e-05
6.4,0.77,0.2348317398037009,0.3410845234930134,0.5249814217903723,0.372655496103476,0.7098451119138444,1.984599181275094,0.8425230631346802,0.2368422574530327,1.0740888039440537,0.8991721408122968,0.7315830964864509,0.6578191390498112,0.0443922454132966,0.0443922454132966,0.0,0.0006463909153495706
7.2,0.77,0.2205935934157932,0.35120411348378744,0.5085809080850586,0.3470601122559025,0.6824088492874721,2.1473888807519628,0.8260804133300051,0.5397550802947837,0.5919364700212614,0.8058870502159887,0.8498918037475652,0.6849167987248713,0.0438341543334881,0.04383415433348816,-6.245004513516506e-17,6.176206938501849e-05
8.0,0.77,0.2258410747793691,0.3633075560105363,0.5340456101511604,0.3605063289677364,0.6750478275922835,2.194476386668029,0.821612942687908,0.5891268740470006,0.5580450493789465,0.7932694219547243,0.8602919839697151,0.6824433248359387,0.0460056556521801,0.046005655652180115,-1.3877787807814457e-17,7.070844134116072e-05
8.8,0.77,0.2223372469819722,0.32136821487248435,0.4659139786019265,0.3128373896945197,0.6714488168679861,2.21806451611585,0.8194198050254741,0.1526414316992487,0.7386124253724621,0.9314357157759846,0.7806784654028777,0.7271518052134266,0.0425742187541317,0.042574218754131775,-7.632783294297951e-17,6.944641252504269e-06
9.6,0.77,0.2103436369428326,0.3209732984685203,0.4654103914947826,0.311022914588276,0.6682766871391669,2.239171603943896,0.8174819185395888,0.1066533286499557,0.8851615244213833,0.9505921042738744,0.7453861416667332,0.7085581809035643,0.0391067708227427,0.03910677082274273,-2.7755575615628914e-17,3.097522238704187e-14
10.4,0.77,0.2165968878056446,0.3337331239271595,0.4844721655900466,0.3229405186741047,0.6665821931808821,2.250570304421862,0.8164448500547248,0.1910896609391989,0.9172112499271792,0.9162790831336259,0.7516331556517288,0.6887057387134,0.0406454636132562,0.04064546361325622,-2.0816681711721685e-17,6.191760101303956e-06
11.2,0.77,0.2141961374641878,0.3452926237866013,0.5036498085520432,0.3353439250232999,0.6658275637737052,2.255674655924069,0.8159825756556969,0.263616892757297,0.9184677639482618,0.8895949081049276,0.7609776712314688,0.6769618615090602,0.0408548879042471,0.04085488790424712,-2.0816681711721685e-17,3.444050333811788e-06
12.0,0.77,0.2033633873147403,0.3554793714957137,0.5221458496995938,0.3475022951774468,0.6655272571396964,2.2577107765689375,0.8157985395547704,0.324701506182844,0.87711735448078,0.8688423567258983,0.7756543300830179,0.6739213361539771,0.0397447070701388,0.039744707070138836,-3.469446951953614e-17,1.0299353794054888e-06
12.8,0.77,0.2100711557195202,0.3023840820031647,0.4340747990224953,0.284087158384006,0.6544659100775937,2.3346723518384653,0.8089906736653976,0.1142870052001219,0.7916646581924389,0.9473303846842511,0.7646146093198319,0.7243426519821546,0.0372231329904842,0.03722313299048427,-6.938893903907228e-17,3.864727730028272e-08
13.6,0.77,0.2082773251008593,0.2988704261474397,0.4287147039070741,0.2799056182615367,0.6528948405795935,2.345921776367009,0.8080190842916976,0.1152775579450587,0.6820652232564375,0.9469095974288698,0.7877275336842966,0.7459067618046338,0.0375172585908045,0.03751725859080454,-4.163336342344337e-17,3.4222558999976935e-09
14.4,0.77,0.1981620938639441,0.31143214686360643,0.4446080098107882,0.290811961808576,0.6540861959107233,2.337383815535886,0.8087559557188579,0.1959995823623919,0.6957717563015633,0.9143963546007987,0.795117282520981,0.7270523446172784,0.0362883476299767,0.036288347629976694,6.938893903907228e-18,6.078981003608064e-10
15.2,0.77,0.205104029139777,0.3226380950411735,0.4601608236878485,0.3015308934471568,0.6552728479374011,2.3289258127360357,0.8094892512797196,0.2635129579283289,0.819155070875139,0.8896314957761173,0.7788966303240135,0.6929309742901297,0.0371185410596789,0.03711854105967889,6.938893903907228e-18,4.015477891939679e-11
16.0,0.77,0.2036891577435576,0.33285771202960807,0.4755164616324404,0.3120941395491134,0.6563266778981726,2.3214529443750274,0.8101399125448471,0.3217878591111364,0.7829543145781938,0.8697994340835512,0.7924674402241747,0.6892877310366277,0.0378605669508605,0.03786056695086054,-4.163336342344337e-17,7.34437823553335e-12
16.8,0.77,0.1940657427146949,0.3422610674663284,0.4915357510566308,0.3234922262552303,0.6581255291397109,2.308779856105846,0.8112493631058891,0.3729068193667717,0.7866680363204087,0.8534527240071733,0.7973268697535951,0.6804807889153185,0.0366671045563549,0.036667104556354954,-5.551115123125783e-17,3.136653548698939e-12
17.6,0.77,0.2011363173486186,0.31092929648788725,0.4410367983505291,0.2876304861315658,0.652168905649822,2.351147215206102,0.8075697528076581,0.2679119024066777,0.6787167217905432,0.888086893264368,0.807054729291816,0.7167347272310843,0.0361985046360608,0.0361985046360608,0.0,4.034350757563207e-12
18.4,0.77,0.1999781067668977,0.2934342948281214,0.4179237790947546,0.2712877898789954,0.649132218479215,2.373196339844969,0.8056874198342772,0.20297833384972,0.5139240325215797,0.9117401859103199,0.837059063454707,0.7631803861321128,0.0360817095016701,0.03608170950167017,-6.938893903907228e-17,4.034350757563207e-12
19.200000000000003,0.77,0.1907155475682234,0.3044694702587371,0.0,0.0,0.0,inf,0.0,0.2685122027208125,0.0,0.8878767329178662,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,5.1556393066254794e-17,4.034350757563207e-12
20.0,0.77,0.1978582751435992,0.3148270397844881,0.0,0.0,0.0,inf,0.0,0.3261537967964966,0.0,0.8683664853567993,1.0,0.8683664853567993,5.409153402121938e-17,0.0,5.409153402121938e-17,4.034350757563207e-12
4.0,0.96,0.2594822797956052,0.26767767385469626,0.5372605251665131,0.3842984471074674,0.7152925426418809,1.9544861867915473,0.8457496926643727,0.0529284688818641,0.8828319704467904,0.9745420116059422,0.7375197064154032,0.718743938289091,0.0422217177471157,0.04222171774711575,-4.85722573273506e-17,1.224804093702403e-07
4.8,0.96,0.2385972532567175,0.25767406620130606,0.5497473388494498,0.3964951386913414,0.7212315743467801,1.9224300112012127,0.8492535394961742,0.3330127461264275,1.029502200979848,0.8661295363125563,0.751155529573657,0.6505979905282443,0.0339692715466971,0.03396927154669711,-1.3877787807814457e-17,3.4745808932257205e-06
5.6,0.96,0.2408620932557482,0.31377884425076946,0.5468263693517318,0.3979735221773836,0.7277877302244682,1.8879502284573801,0.8531047592321053,0.0489632309804584,1.1143509442123047,0.9763822314504504,0.6963383829261025,0.6798924241659863,0.0438363799124953,0.04383637991249539,-9.020562075079397e-17,7.622923619265976e-05
6.4,0.96,0.2348317398037009,0.3410845234930134,0.5249814892840781,0.3726553905319276,0.709844819557583,1.984600816027086,0.8425228896342123,0.2368422574530327,1.0740879698570285,0.8991721408122968,0.731583228512054,0.6578192577635552,0.0443922442828904,0.04439224428289047,-6.938893903907228e-17,0.0006463935697382794
7.2,0.96,0.2205935934157932,0.35120411348378744,0.5085809159669752,0.3470601066349199,0.6824088276593068,2.147389016870023,0.8260804002391696,0.5397550802947837,0.591936422932302,0.8058870502159887,0.849891813134599,0.6849168062897604,0.0438341541229987,0.04383415412299868,2.0816681711721685e-17,6.176207651575893e-05
