pair,mean_abs_mapdiff,p95_abs_mapdiff,max_abs_mapdiff,acceptance_mismatch_fraction,f_chi2_le_4_constant,f_chi2_le_4_input_tied,f_chi2_le_4_action_normalized
constant_vs_input_tied,0.0005059359084266733,0.0010292338449908733,0.007867036520302406,0.0,0.09523809523809523,0.09523809523809523,
constant_vs_action_normalized,0.001003179987275714,0.0018579905260320828,0.01585901838095083,0.0,0.09523809523809523,,0.09523809523809523
input_tied_vs_action_normalized,0.0005000520802082396,0.0008287566810412095,0.007991981860648423,0.0,,0.09523809523809523,0.09523809523809523
