pair,mean_abs_mapdiff,p95_abs_mapdiff,max_abs_mapdiff,acceptance_mismatch_fraction
constant_vs_action_absolute,0.0007166668521391624,0.001172739427011571,0.011424766572623923,0.0
constant_vs_action_loop_contrast,0.0004882552616508674,0.0008764424382903258,0.007673718269650465,0.0
action_absolute_vs_action_loop_contrast,0.00022841164350434224,0.000397355542129052,0.0037510483029734587,0.0
