eta,D,E_part,E_tree,xi_target,E_part_norm,E_tree_norm,xi_target_norm
0.2,4.0,0.4003545423064887,0.8794894425499242,0.1301176862475499,0.7506481966937073,0.7520849260637058,0.8763355739358558
0.2,4.4,0.3929775388176009,0.9563652396439566,0.09743897132256497,0.7368166204762016,0.8178243487063735,0.6562461977323027
0.2,4.8,0.3864469292404358,1.0296902220129907,0.12147420690956412,0.7245719978120809,0.8805273344110679,0.8181222084442056
0.2,5.2,0.3794402378481627,1.0792614266403504,0.13987206888818912,0.711434741449013,0.9229175598797954,0.9420308130404896
0.2,5.6,0.37400657779528546,1.1143805860015723,0.14021627303672374,0.7012468537416806,0.9529492908975383,0.9443490093499699
0.2,6.0,0.3692313159422924,1.169401768431969,0.14229798818124012,0.6922934354089235,1.0,0.95836924817031
0.2,6.4,0.4087562872961146,1.0740913062068544,0.13485974049142746,0.7664011208124374,0.9184963929437914,0.9082730525929638
0.2,6.800000000000001,0.4442575830619371,0.8655744655347277,0.11600646688863703,0.8329645810229217,0.7401856991334653,0.7812972753582055
0.2,7.2,0.4653970357546102,0.5919366112864997,0.08818995348264548,0.8726001798884372,0.5061875458596384,0.5939545632063973
0.2,7.6,0.4744777341999049,0.5746130330130739,0.08642619831267638,0.8896261136355846,0.4913734941444143,0.5820757676042636
0.2,8.0,0.4813765064519058,0.5580450552791685,0.08445432232153721,0.902561026077269,0.4772055852347834,0.5687952895366034
0.2,8.4,0.48513610540538377,0.6107347276110138,0.10040767798797721,0.9096101185103438,0.5222625312341862,0.6762402764352679
0.2,8.8,0.4893167940729233,0.7386124276866097,0.12831275159165725,0.9174487367289523,0.6316156240100462,0.8641794367249684
0.2,9.2,0.4934887080203627,0.8648841765842512,0.14847929277041308,0.925270902710547,0.7395954067556779,1.0
0.2,9.6,0.49638618047361227,0.8851615251699276,0.14741767419255536,0.930703543637939,0.7569353399874071,0.9928500563408579
0.2,10.0,0.4984474925504716,0.9185571881485985,0.14759160750216427,0.9345684184671419,0.7854932435926416,0.9940214877665036
0.2,10.4,0.5001900984560792,0.9172112440472453,0.14505261764845964,0.9378357324160635,0.7843422755184629,0.9769215285309046
0.2,10.8,0.5012073486440942,0.9202811446847847,0.14294101304410992,0.9397430344159875,0.786967464500053,0.9626999858164279
0.2,11.2,0.501890377156617,0.9184677656463041,0.14065752046386995,0.941023684607345,0.7854167750044212,0.947320786888192
0.2,11.6,0.5024662738549779,0.9024793088577634,0.1373745007312458,0.9421034670811891,0.7717444365317512,0.9252098266905263
0.2,12.0,0.5025679247250099,0.8771178989054069,0.13324070812302868,0.9422940582553077,0.7500569287504323,0.8973689572259268
0.2,12.4,0.5156235058143759,0.8477766412085634,0.13875798029048939,0.9667727324450927,0.7249661015523627,0.9345274866377811
0.2,12.8,0.5279606669354571,0.7916713924835144,0.1435228100902877,0.9899043989287708,0.6769883660643451,0.966618357431232
0.2,13.2,0.5331115241935136,0.6921331526303398,0.13665956446129332,0.999562043100638,0.5918694253031697,0.9203947696100891
0.2,13.6,0.5316649359831032,0.6819962957925656,0.13171705384368437,0.9968497500784406,0.5832010128623654,0.887107228126097
0.2,14.0,0.5302185594385098,0.6603981685119029,0.12574513416996735,0.9941378539208895,0.5647316314541063,0.8468866723685265
0.2,14.4,0.528867733785854,0.6958086696083794,0.12723010234989146,0.9916051117309997,0.5950124998881927,0.8568878526827421
0.2,14.8,0.5271680317152501,0.7628063945895276,0.13205171092292742,0.9884182406969784,0.6523048067665929,0.8893611254406573
0.2,15.2,0.5266917946330509,0.8180925978636246,0.1355842383803313,0.9875253158786612,0.6995821452883478,0.913152506659492
0.2,15.6,0.5257632624292723,0.8062727626882409,0.13234033588473412,0.9857843564272636,0.6894745539587804,0.8913049989358859
0.2,16.0,0.5223665031335478,0.786802702341598,0.12803528870122408,0.9794155733350357,0.672824963653517,0.8623107391762658
0.2,16.4,0.5313712920649916,0.7627059940872405,0.1254029953379495,0.9962991798855044,0.652218950472377,0.8445823858539963
0.2,16.8,0.5107813949965265,0.8324265017386789,0.12761599202241794,0.957693975070018,0.7118396125352756,0.8594867987399756
0.2,17.200000000000003,0.52415810032449,0.7455907425465162,0.12236830319971785,0.982774743916277,0.6375830468823954,0.8241438985632192
0.2,17.6,0.533345106362586,0.6787167217903407,0.12127571595300088,1.0,0.580396524199224,0.8167853825955659
0.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,18.4,0.0,0.0,0.0,0.0,0.0,0.0
0.2,18.8,0.0,0.0,0.0,0.0,0.0,0.0
0.2,19.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
0.2,19.6,0.0,0.0,0.0,0.0,0.0,0.0
0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1.15,4.0,0.39748194188748043,0.8836057886019351,0.12977904273177385,0.7331186698534725,0.7556117069568021,0.8740548286515237
1.15,4.4,0.39277207370514766,0.9564018174047435,0.09740483166401477,0.7244317537117716,0.8178629193106708,0.6560162693284899
1.15,4.8,0.3865349787857695,1.0294549759836373,0.12147850656274234,0.7129280091408075,0.8803340150916554,0.8181511668104249
1.15,5.2,0.3795006727777095,1.0791513326660005,0.1398812042083344,0.6999538824685797,0.9228316417331796,0.942092339427856
1.15,5.6,0.374032120427525,1.11434353322751,0.14022098158381047,0.6898676435668732,0.9529261013676307,0.9443807216616132
1.15,6.0,0.36924033469817585,1.1693913427580738,0.14229992741417047,0.681029638088079,1.0,0.9583823093084469
