eta,D,E_part,E_tree,xi_target,E_part_norm,E_tree_norm,xi_target_norm
1.15,6.4,0.40875918835505765,1.0740871357703672,0.13486013965598118,0.753918507679213,0.9185010154402833,0.9082757414273158
1.15,6.800000000000001,0.44425842313225816,0.8655728747527021,0.11600648597839806,0.8193935621108546,0.7401909378867136,0.7812974043419206
1.15,7.2,0.4653972679744065,0.5919363758443366,0.08818995817451748,0.8583822058196088,0.5061918574223596,0.5939545951215489
1.15,7.6,0.47447779995533756,0.5746129802802433,0.0864262006345686,0.875130406997781,0.49137782987599943,0.5820757835514169
1.15,8.0,0.48137652491193705,0.5580450454295065,0.08445432340457895,0.8878544669635011,0.4772098313241541,0.5687952971331081
1.15,8.4,0.48513611132894363,0.6107347181077409,0.10040767773133813,0.8947886763017842,0.5222671793236382,0.6762402750661946
1.15,8.8,0.489316795755375,0.7386124237174858,0.12831275146765642,0.9024995619617172,0.6316212517662632,0.8641794363490838
1.15,9.2,0.4934887072350078,0.8648841774232254,0.14847929269150614,0.9101942667328855,0.7396020013140755,1.0
1.15,9.6,0.49638618075900864,0.8851615257375978,0.14741767430172423,0.9155383885960429,0.7569420889074616,0.9928500576037386
1.15,10.0,0.4984474929084326,0.918557185869975,0.14759160736922278,0.9193402881589827,0.7855002446858443,0.9940214873994065
1.15,10.4,0.5001900867492011,0.9172112583210874,0.14505261666074581,0.9225543412869628,0.7843492805050141,0.9769215223978747
1.15,10.8,0.5012073312907399,0.9202811794269912,0.14294101283333055,0.9244305547362263,0.7869745103948328,0.9626999849084518
1.15,11.2,0.5018903586986205,0.9184677975390219,0.14065751984793237,0.9256903356016439,0.7854238046373467,0.9473207832433241
1.15,11.6,0.5024661748019932,0.9024796924432263,0.13737451711104318,0.9267523751342581,0.7717516450178932,0.925209937499263
1.15,12.0,0.5025679687055906,0.8771174745944095,0.13324067710388324,0.9269401245722582,0.7500632530130416,0.8973687487905535
1.15,12.4,0.5156246016499642,0.8477738376349533,0.1387579031489646,0.9510218761393616,0.7249701675022086,0.9345269675904264
1.15,12.8,0.5279643046823461,0.7916609183426695,0.14352234713863365,0.9737813168086125,0.6769854448173814,0.9666152399905926
1.15,13.2,0.5331065349849953,0.6921506550016601,0.1366608278606393,0.9832656848824344,0.591889669175406,0.9204032790254332
1.15,13.6,0.531649690626987,0.6820383978019355,0.1317196335105545,0.9805786702400713,0.5832422157267818,0.8871246025142845
1.15,14.0,0.5302152926163886,0.6604754506537809,0.12575400241608872,0.9779330558089431,0.5648027537949898,0.8469463999762343
1.15,14.4,0.5288520798467535,0.6958003123613761,0.12722667306782962,0.9754187359692634,0.5950106580405262,0.856864757109041
1.15,14.8,0.5273526335977015,0.7618966363639224,0.13198467606376812,0.9726531460800678,0.6515326465192972,0.8889096497650436
1.15,15.2,0.5261512438684426,0.8191392184055715,0.13559822399259674,0.9704372938677447,0.7004833954675828,0.9132466994864243
1.15,15.6,0.5247160167146641,0.809411470469227,0.13248388757724228,0.9677901501587267,0.6921647534692582,0.8922718122890216
1.15,16.0,0.523060364114128,0.7864859789683383,0.12811461052351,0.9647364521052236,0.6725601175679716,0.8628449678144169
1.15,16.4,0.5229600453001919,0.7813789002264238,0.12602279482015488,0.96455142333364,0.6681928210478271,0.8487567022695287
1.15,16.8,0.5236154407926292,0.7774354200376434,0.12424926174584704,0.9657602396873137,0.6648205708484375,0.836812053004579
1.15,17.200000000000003,0.5228348016410675,0.7692805628273125,0.12463790534024326,0.9643204229909607,0.6578469796201176,0.8394295465779333
1.15,17.6,0.5333451063625858,0.6787167217903409,0.12127571595300085,0.9837057077176197,0.5804016987072524,0.8167853830296331
1.15,18.0,0.5421795382279988,0.5112688165784269,0.10707160549955175,1.0,0.4372093394949986,0.7211214679074024
1.15,18.4,0.5405182049703023,0.5139240325216037,0.1050259983869514,0.996935824499895,0.4394799360404752,0.7073444147202587
1.15,18.8,0.0,0.0,0.0,0.0,0.0,0.0
1.15,19.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
1.15,19.6,0.0,0.0,0.0,0.0,0.0,0.0
1.15,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1,4.0,0.3949498233383917,0.8871122031006866,0.1294646066993198,0.7284484114417212,0.7586169658771426,0.8719371190595954
2.1,4.4,0.39259367114345767,0.9563983058568124,0.09737282767958508,0.7241027066911608,0.817867208255263,0.6558007242767911
2.1,4.8,0.3866248413496567,1.0292175379602213,0.12148306025067343,0.7130937523265073,0.8801388180050858,0.8181818357161236
2.1,5.2,0.37956121180859226,1.0790411281870225,0.13989035653569792,0.7000655411104396,0.9227456277354126,0.9421539799309252
2.1,5.6,0.3740576674985092,1.1143064750811726,0.14022569045281164,0.689914762775886,0.9529029070152341,0.9444124357132857
2.1,6.0,0.3692493534995811,1.1693809168569975,0.14230186658640012,0.6810462724329213,1.0,0.9583953696033628
2.1,6.4,0.40876208937352154,1.0740829653405333,0.13486053880486842,0.7539238583393898,0.9185056382033313,0.9082784297444557
2.1,6.800000000000001,0.4442592631967599,0.8655712839744574,0.11600650506671412,0.8193951115321118,0.7401961768804093,0.7812975329617595
2.1,7.2,0.4653975001957116,0.5919361404002297,0.08818996286634301,0.8583826341303227,0.5061961691586395,0.5939546267671612
2.1,7.6,0.4744778656885882,0.5746129275723644,0.08642620295646346,0.8751305282366807,0.49138216580169597,0.582075799234746
2.1,8.0,0.48137654338687397,0.5580450355574558,0.08445432448687819,0.8878545010388131,0.47721407756280204,0.5687953044667898
2.1,8.4,0.4851361173527553,0.6107347084495436,0.10040767747102865,0.8947886874121476,0.5222718274649506,0.6762402733658768
2.1,8.8,0.4893167977386246,0.7386124190984011,0.1283127513278027,0.9024995656196375,0.631626879189722,0.8641794354747178
2.1,9.2,0.4934887079694348,0.864884175735315,0.14847929267990154,0.9101942680874681,0.7396085939728746,1.0
2.1,9.6,0.49638618136545687,0.8851615242886743,0.1474176742880125,0.9155383897145805,0.7569488363704159,0.9928500575889884
2.1,10.0,0.4984474934501133,0.918557185339598,0.14759160742885405,0.9193402891580627,0.7855072475515071,0.9940214878787091
2.1,10.4,0.5001900872717491,0.9172112581100837,0.14505261674290518,0.9225543422507542,0.7843562733820879,0.9769215230275663
2.1,10.8,0.5012073378522095,0.9202811676239868,0.14294101303146237,0.9244305668382499,0.7869815167648465,0.9626999863180999
2.1,11.2,0.5018903664279328,0.9184677700607253,0.1406575188533644,0.9256903498576454,0.7854307837768861,0.9473207766190018
2.1,11.6,0.5024661872412528,0.9024796517448408,0.1373745157243009,0.9267523980773217,0.771758490954752,0.9252099282319399
2.1,12.0,0.5025679772754248,0.87711741188926,0.13324067288513688,0.9269401403785245,0.7500698867625885,0.8973687204476603
2.1,12.4,0.5156246460745117,0.8477732062260392,0.13875784984262246,0.9510219580763298,0.7249760911992996,0.9345266086481365
2.1,12.8,0.5279637896172997,0.7916628051133678,0.1435224554822609,0.9737803668187842,0.6769930941246748,0.9666159697546053
2.1,13.2,0.5331060597733479,0.69215232191951,0.13666094817544885,0.9832648083985137,0.5918963717826368,0.9204040894110992
2.1,13.6,0.5316473021173136,0.6820491768022106,0.13172053888880392,0.9805742648549453,0.5832566334632753,0.8871307002571267
2.1,14.0,0.5302108335609907,0.6604771826897995,0.12575352137454127,0.9779248314937792,0.5648092705882326,0.846943160253642
2.1,14.4,0.528817756498432,0.6958789685061622,0.1272303637311215,0.9753554297286153,0.5950832260684655,0.8568896135935302
2.1,14.8,0.5273523476829125,0.7619884666822827,0.1319944556782867,0.9726526187366903,0.6516169844213949,0.8889755150089944
2.1,15.2,0.5260230636538017,0.8193146918614314,0.13559419504444703,0.9702008773200825,0.7006396975106655,0.9132195648100723
2.1,15.6,0.5246152742764738,0.809709690266355,0.13249721695116246,0.9676043400513967,0.692425948289503,0.8923615849706802
2.1,16.0,0.5232077292402955,0.7853148004653638,0.12801860885571006,0.9650082534473566,0.6715645767301325,0.8621984018451546
2.1,16.4,0.5221559283906692,0.7831052169217352,0.1260714127306519,0.9630683040847084,0.66967504397671,0.8490841413316969
2.1,16.8,0.5197756429815983,0.7826368076195709,0.12417663767231113,0.9586780878532912,0.6692744821961882,0.8363229338653762
2.1,17.200000000000003,0.52415810032449,0.7455907425465162,0.12236830319971785,0.9667611249911641,0.6375944158131783,0.8241438990656094
2.1,17.6,0.533345106362586,0.6787167217903409,0.12127571595300089,0.9837057077176201,0.5804068734203062,0.8167853830934704
2.1,18.0,0.5421795382279988,0.5112688165784269,0.10707160549955175,1.0,0.4372132375416124,0.7211214679637626
2.1,18.4,0.5405182049703023,0.5139240325216037,0.1050259983869514,0.996935824499895,0.4394838543311469,0.7073444147755422
2.1,18.8,0.5389378447668909,0.5164450896374899,0.10314824682398759,0.9940209963074175,0.44163974475106427,0.6946978596292165
2.1,19.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2.1,19.6,0.0,0.0,0.0,0.0,0.0,0.0
2.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0500000000000003,4.0,0.3927609499338536,0.8900304978494633,0.12917931574373082,0.724411236944705,0.7611193414799597,0.8700156999988984
3.0500000000000003,4.4,0.39244211428889075,0.9563553420873889,0.09734296945174276,0.7238231740937814,0.8178377594354185,0.655599630791816
3.0500000000000003,4.8,0.38671650799601753,1.0289779214020882,0.12148786636308251,0.7132628229754301,0.8799417546110186,0.8182142047023452
3.0500000000000003,5.2,0.37962185467704956,1.0789308134832978,0.13989952580154974,0.7001773912710995,0.9226595181233206,0.9422157345314485
3.0500000000000003,5.6,0.3740832190011678,1.1142694115689338,0.14023039964192252,0.6899618901587122,0.9528797078457558,0.944444151938569
3.0500000000000003,6.0,0.3692583723466132,1.1693704907286182,0.14230380569795048,0.6810629068619178,1.0,0.9584084295075549
3.0500000000000003,6.4,0.4087649903522024,1.0740787949167327,0.1348609379382108,0.7539292089261904,0.918510261232511,0.9082811179739094
3.0500000000000003,6.800000000000001,0.44426010325285437,0.8655696932043933,0.11600652415348453,0.8193966609378625,0.7402014161184015,0.7812976615858181
3.0500000000000003,7.2,0.46539773241372884,0.5919359049606334,0.08818996755819643,0.8583830624349724,0.5062004810740577,0.593954658424083
3.0500000000000003,7.6,0.4744779314173082,0.5746128748693686,0.08642620527833374,0.8751306494672241,0.49138650190440114,0.5820758149288088
3.0500000000000003,8.0,0.48137656187060585,0.5580450256730705,0.08445432556883739,0.8878545351303466,0.47721832395938135,0.5687953118088319
3.0500000000000003,8.4,0.4851361233333027,0.6107346988586284,0.10040767721235133,0.8947886984427139,0.5222764758482047,0.676240271689214
3.0500000000000003,8.8,0.48931679966956976,0.7386124145853352,0.1283127511899644,0.9024995691810873,0.6316325069269674,0.8641794346301069
3.0500000000000003,9.2,0.4934887085751076,0.8648841742923845,0.1484792926655167,0.9101942692045756,0.739615187102496,1.0
3.0500000000000003,9.6,0.4963861816698669,0.8851615236152446,0.1474176742861141,0.9155383902760367,0.756955584763998,0.9928500576723911
3.0500000000000003,10.0,0.49844749379926867,0.9185571842062827,0.14759160739654692,0.9193402898020474,0.7855142501791222,0.9940214877574242
3.0500000000000003,10.4,0.5001900863413238,0.9172112591117954,0.14505261665254632,0.9225543405346708,0.7843632675733881,0.9769215225136494
3.0500000000000003,10.8,0.5012073318125538,0.920281175896938,0.14294101261890926,0.9244305556986637,0.7869885405809444,0.9626999836328445
3.0500000000000003,11.2,0.5018903556459446,0.9184677857333037,0.14065751823132502,0.9256903299712657,0.785437800094493,0.9473207725213777
3.0500000000000003,11.6,0.5024661768714371,0.9024796895745171,0.1373745172303174,0.926752378951156,0.7717654043178349,0.9252099384645148
3.0500000000000003,12.0,0.5025680211430605,0.8771173664232184,0.1332406764700323,0.9269402212883203,0.7500765355184386,0.8973687446786748
3.0500000000000003,12.4,0.5156247040947852,0.8477732190529628,0.1387578613875407,0.9510220650893567,0.7249825660682846,0.9345266864930739
3.0500000000000003,12.8,0.5279635954092192,0.7916635165193124,0.14352249633244102,0.9737800086199464,0.676999738573904,0.9666162449720043
3.0500000000000003,13.2,0.5331048333797612,0.692155945660099,0.13666117740212405,0.9832625464289996,0.5919047480228669,0.92040563332952
3.0500000000000003,13.6,0.5316470463244689,0.6820485800640339,0.13172042599997186,0.9805737930687072,0.5832613234827391,0.8871299400428988
3.0500000000000003,14.0,0.5302120068404215,0.6604817112212085,0.12575425252394448,0.9779269954991464,0.564818179061173,0.8469480845873536
3.0500000000000003,14.4,0.5288245085435728,0.6958799953962649,0.12723154500528933,0.9753678832512305,0.5950894099975722,0.8568975694941331
3.0500000000000003,14.8,0.5273644631086813,0.7619002190290434,0.13198699786976453,0.9726749645186953,0.6515473283016695,0.8889252871583594
3.0500000000000003,15.2,0.5260147383096494,0.8194779889499364,0.1356091816695675,0.9701855219929902,0.7007855897230066,0.9133204990076155
3.0500000000000003,15.6,0.5245772443497716,0.8098221019813332,0.13250222736716075,0.9675341973698295,0.6925282520826608,0.8923953299377043
3.0500000000000003,16.0,0.5232080093859286,0.7856583210614372,0.12805377652662855,0.96500877015006,0.6718643298172374,0.8624352542889515
3.0500000000000003,16.4,0.5225834164946466,0.7813060196422486,0.1259557484358909,0.9638567663445985,0.6681424115255618,0.8483051486488072
3.0500000000000003,16.8,0.5199930927748793,0.7788930551818241,0.12383172253112568,0.9590791538802232,0.6660789385034908,0.8339999491382595
3.0500000000000003,17.200000000000003,0.5239852327952239,0.7544701173893551,0.12327641831784106,0.9664422868258009,0.6451933953962319,0.8302600053163586
3.0500000000000003,17.6,0.5328521548414689,0.6973465427445595,0.1233489447873434,0.9827965042409853,0.5963435440465518,0.8307484671631274
3.0500000000000003,18.0,0.5421795382279988,0.5112688165784269,0.10707160549955175,1.0,0.43721713574272136,0.7211214680336256
3.0500000000000003,18.4,0.5405182049703028,0.5139240325216037,0.10502599838695144,0.9969358244998958,0.4394877727771161,0.7073444148440707
3.0500000000000003,18.8,0.5389378447668909,0.5164450896374899,0.10314824682398759,0.9940209963074175,0.4416436824189913,0.6946978596965195
3.0500000000000003,19.200000000000003,0.5372946556442135,0.5190615771644833,0.10148697541998948,0.9909902859858,0.4438812004235402,0.683509286703109
3.0500000000000003,19.6,0.0,0.0,0.0,0.0,0.0,0.0
3.0500000000000003,20.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4.0,0.3909138952826723,0.8923844641017982,0.12892685506258442,0.7210045155158256,0.7631391658480816,0.8683153910640318
4.0,4.4,0.39231717011682754,0.9562735657050219,0.09731526271659119,0.7235927261272801,0.8177751189216725,0.6554130274971589
4.0,4.8,0.3868099697375478,1.028736139763629,0.12149292327427764,0.7134352045113245,0.8797428363650167,0.8182482628092278
4.0,5.2,0.379682601119262,1.0788203888346288,0.13990871193717186,0.7002894324639689,0.9225733131333912,0.9422776027540457
4.0,5.6,0.37410877492843375,1.1142323426971403,0.1402351091493382,0.6900090257023173,0.9528565038642923,0.944475870312708
4.0,6.0,0.36926739123899366,1.1693600643731676,0.14230574474875554,0.6810795413745554,1.0,0.958421489007792
4.0,6.4,0.4087678912906898,1.0740746244993804,0.1348613370559402,0.7539345594388581,0.9185148845280049,0.9082838061031
4.0,6.800000000000001,0.44426094330146926,0.8655681024412343,0.11600654323877056,0.8193982103298179,0.7402066555994622,0.7812977902040851
4.0,7.2,0.46539796463133154,0.5919356695222207,0.08818997225009123,0.8583834907388577,0.5062047931656758,0.5939546900844805
4.0,7.6,0.47447799714615724,0.5746128221660105,0.08642620760017801,0.8751307706980054,0.491390838179539,0.5820758306258296
4.0,8.0,0.48137658034660635,0.5580450157968853,0.08445432665079929,0.8878545692076203,0.4772225705313648,0.5687953191539539
4.0,8.4,0.48513612931859496,0.6107346892594572,0.10040767695339509,0.8947887094820317,0.522281124408708,0.6762402700143125
4.0,8.8,0.4893168016511473,0.7386124099816085,0.1283127510514423,0.9024995728359237,0.6316381348096916,0.8641794337855422
4.0,9.2,0.4934887091437643,0.8648841729198855,0.14847929265033266,0.9101942702534103,0.739621780553541,1.0
4.0,9.6,0.4963861817913029,0.88516152323007,0.14741767427457422,0.9155383905000141,0.7569623336714159,0.9928500576962032
4.0,10.0,0.49844749346982065,0.9185571848549621,0.1475916073894287,0.919340289194411,0.7855212546080511,0.9940214878111356
4.0,10.4,0.5001900858528507,0.9172112596376947,0.14505261660510804,0.9225543396337275,0.7843702616348227,0.9769215222940588
4.0,10.8,0.5012073327134843,0.9202811777310842,0.14294101295298062,0.9244305573603466,0.7869955591688506,0.9626999859812463
4.0,11.2,0.5018903604288436,0.9184677741110561,0.140657518093121,0.9256903387928803,0.7854447933480594,0.9473207716874577
4.0,11.6,0.5024661829105561,0.9024796688891836,0.13737451647395024,0.9267523900897523,0.7717722679138658,0.9252099334650383
4.0,12.0,0.5025679513804651,0.8771175005941168,0.1332406764231668,0.9269400926176669,0.750083338158374,0.8973687444548065
4.0,12.4,0.5156247345554237,0.8477732257871085,0.13875786744862265,0.9510221212711863,0.7249890359831598,0.934526727409701
4.0,12.8,0.527963605803988,0.7916632387572156,0.143522468741783,0.9737800277921358,0.6770055373676409,0.9666160592492656
4.0,13.2,0.5331057948394922,0.692153175202632,0.13666100613897322,0.9832643197525265,0.5919076564100544,0.9204044799755924
4.0,13.6,0.5316469120303624,0.6820482667808001,0.13172036673338172,0.9805735453756516,0.5832662561008617,0.8871295409763431
4.0,14.0,0.530210446281635,0.660481133598326,0.12575394057928205,0.9779241171928357,0.5648227211798748,0.8469459837435473
4.0,14.4,0.5288302754399079,0.6958606528089331,0.12723021681216135,0.9753785197580119,0.5950781748151689,0.8568886242729301
4.0,14.8,0.5273615056776,0.7619475788969494,0.131991581237866,0.9726695098106645,0.651593638359276,0.8889561559853665
4.0,15.2,0.5260701042057239,0.8193010614035388,0.135600772248767,0.9702876392662746,0.7006405352509818,0.9132638621070585
4.0,15.6,0.5246495518668586,0.8097857544106697,0.132510549197403,0.9676675618957636,0.6925033435657418,0.8924513771052512
4.0,16.0,0.5232078827333491,0.7858388735958095,0.12807221186494447,0.965008536551094,0.6720247232122266,0.8625594153829472
4.0,16.4,0.5221694948986153,0.7835988489786923,0.1261238170061629,0.9630933262535466,0.6701091245139609,0.8494370814601286
4.0,16.8,0.5199335254630904,0.780041372649404,0.12393879974464357,0.9589692874843361,0.6670668824897343,0.8347211084613548
4.0,17.200000000000003,0.5265777996566725,0.749554979224957,0.12315793075499624,0.9712240365574891,0.6409958763443439,0.829461998078291
4.0,17.6,0.5331441400548589,0.6930149040284495,0.12289744210509043,0.9833350439548674,0.5926445798368685,0.8277076211193486
4.0,18.0,0.5421795382279988,0.5112688165784269,0.10707160549955175,1.0,0.4372210340982452,0.7211214681073702
4.0,18.4,0.5405182049703023,0.5139240325216037,0.1050259983869514,0.996935824499895,0.43949169137830213,0.7073444149164061
4.0,18.8,0.5389378447668909,0.5164450896374899,0.10314824682398759,0.9940209963074175,0.44164762024289667,0.6946978597675619
4.0,19.200000000000003,0.5372946556442135,0.5190615771644833,0.10148697541998948,0.9909902859858,0.4438851581978087,0.6835092867730072
4.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0
4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
