n_points,max_abs_logdet_schur_weight_residual,max_abs_logdet_schur_prefactor_residual,projected_logdet_part_action_p50,projected_logdet_part_action_p90,projected_schur_action_p50,projected_schur_action_p90,projected_logdet_schur_response_action_p50,projected_logdet_schur_response_action_p90,projected_logdet_part_share_p50,projected_logdet_part_share_p90,projected_schur_share_p50,projected_schur_share_p90,"corr(projected_logdet_part_action, response_action)","corr(projected_schur_action, response_action)","corr(response_action, eymh_parented_prefactor_diag)","corr(response_weight, eymh_parented_prefactor_diag)","corr(response_action, abs_mu_diff_vs_const)"
441,2.220446049250313e-16,9.71445146547012e-17,0.4055918254968747,0.42704731793219425,0.49518381656173616,0.6133974204518626,0.899037227928176,0.9766056269473871,0.44486833754752036,0.5484854485880256,0.5418029481762547,0.645885759997,0.8760503928354484,0.9456150107507297,-0.7611635467912897,0.7567468642519215,0.11852982506463959
