n_points,mean_abs_delta_C_match_mumu,p95_abs_delta_C_match_mumu,max_abs_delta_C_match_mumu,mean_abs_delta_C_rge_mumu,p95_abs_delta_C_rge_mumu,max_abs_delta_C_rge_mumu,mean_abs_delta_C_mumu,p95_abs_delta_C_mumu,max_abs_delta_C_mumu,mean_abs_delta_mu_mumu,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_log_ratio,p05_log_ratio,p95_log_ratio,f_chi2_le_4_uv_tree,f_chi2_le_4_uv_rge,delta_f_chi2_le_4_uv_rge_minus_uv_tree,best_chi2_uv_tree,best_chi2_uv_rge,ref_D,ref_eta,mu_obs,sigma_obs,uv_blend,uv_m2_power,uv_match_kappa_diag,uv_match_kappa_offdiag,uv_match_mode,uv_match_input_diag_scale,uv_match_input_offdiag_scale,uv_rge_mu_low,uv_rge_gamma_diag,uv_rge_gamma_offdiag,uv_rge_log_clip,chain_mode
441.0,2.6537115519656443e-07,1.3119677720169719e-06,1.5917589369291493e-06,1.0478812354247802e-06,5.9124376657210004e-06,6.12311526052684e-06,1.3132523906213447e-06,7.3588854395234115e-06,7.504218562767468e-06,0.0008240677377742585,0.006533347900230524,0.008715067168267865,0.4092202934146472,0.30769127235057525,0.4596467185984162,0.09523809523809523,0.09523809523809523,0.0,0.21087696354530466,0.21095493218999356,9.600000000000001,1.0,1.4,0.4,0.0,1.0,0.0,0.0,input_tied,1.0,1.0,1.0,2.0,1.0,6.0,full_direct
