n_points,guard_norm,guard_logdet_budget,response_max_abs_logdet_factor,response_p95_abs_logdet_factor,response_max_equiv_norm,response_p95_equiv_norm,response_max_relative_drift,response_p95_relative_drift,response_max_positive_psd_sign_violation,prefactor_max_abs_logdet_factor,prefactor_p95_abs_logdet_factor,prefactor_max_equiv_norm,prefactor_p95_equiv_norm,prefactor_max_relative_drift,prefactor_p95_relative_drift,prefactor_max_positive_psd_sign_violation,response_guard_pass,prefactor_guard_pass,response_guard_margin,prefactor_guard_margin,"corr(projected_action, response_abs_logdet_factor)","corr(projected_action, prefactor_abs_logdet_factor)"
441,1e-12,2.000000000002e-12,8.88178419700125e-16,6.66133814775094e-16,4.440892098500623e-16,3.3306690738754686e-16,4.440892098500626e-16,3.3306690738754696e-16,6.66133814775094e-16,4.662936703425663e-15,3.9968028886505675e-15,2.331468351712826e-15,1.9984014443252798e-15,2.3314683517128287e-15,1.9984014443252818e-15,4.662936703425663e-15,True,True,2251.7998136875003,428.91425022618995,,
