n_points,max_abs_coeff_participation_norm_residual,coeff_norm_q2_p50,coeff_norm_q2_p90,coeff_norm_neff_p50,coeff_norm_neff_p90,coeff_norm_coherence_p50,coeff_norm_coherence_p90,coeff_participation_access_parented_p50,coeff_participation_access_parented_p90,"corr(coeff_norm_q2, coeff_participation_access_parented)","corr(coeff_norm_neff, coeff_participation_access_parented)","corr(coeff_norm_coherence, coeff_participation_access_parented)","corr(coeff_norm_coherence, eymh_parented_prefactor_diag)","corr(coeff_norm_q2, eymh_parented_prefactor_diag)","corr(coeff_norm_neff, eymh_parented_prefactor_diag)","corr(coeff_norm_coherence, abs_mu_diff_vs_const)","corr(coeff_norm_q2, abs_mu_diff_vs_const)"
441,2.220446049250313e-16,0.4443318210375376,0.5296631634862072,2.250570300513136,2.3492464939428044,0.8164448504092193,0.8531000011091132,0.8164448504092193,0.8531000011091132,0.9976797510172137,-0.9912276443834824,1.0,0.7128685566117684,0.7096850179232457,-0.7123177032931328,0.020917303179106523,-0.008035319658341974
