n_points,mean_abs_delta_C_match_mumu,p95_abs_delta_C_match_mumu,max_abs_delta_C_match_mumu,mean_abs_delta_C_rge_mumu,p95_abs_delta_C_rge_mumu,max_abs_delta_C_rge_mumu,mean_abs_delta_C_mumu,p95_abs_delta_C_mumu,max_abs_delta_C_mumu,mean_abs_delta_mu_mumu,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_log_ratio,p05_log_ratio,p95_log_ratio,f_chi2_le_4_uv_tree,f_chi2_le_4_uv_rge,delta_f_chi2_le_4_uv_rge_minus_uv_tree,best_chi2_uv_tree,best_chi2_uv_rge,ref_D,ref_eta,mu_obs,sigma_obs,uv_blend,uv_m2_power,uv_match_kappa_diag,uv_match_kappa_offdiag,uv_match_mode,uv_match_input_diag_scale,uv_match_input_offdiag_scale,uv_rge_mu_low,uv_rge_gamma_diag,uv_rge_gamma_offdiag,uv_rge_log_clip,chain_mode
861.0,1.0250831390841974e-08,5.442759678001528e-08,6.916749846269318e-08,1.028905470822002e-06,5.905504027699194e-06,6.2871005647091235e-06,1.0391563022128437e-06,5.968284862431245e-06,6.335415105795982e-06,0.0006835797819811068,0.0027691702003096452,0.010663420462776685,0.4118129221069296,0.30769127235057525,0.463514527796402,0.16260162601626016,0.16260162601626016,0.0,0.08103490228876278,0.08070261975482013,10.0,1.0,1.4,0.4,0.0,1.0,0.0,0.0,action_loop_eymh_parented,0.0,0.0,1.0,2.0,1.0,6.0,full_direct
