D,eta,coeff_l1,coeff_l2,tree_diag_susceptibility_parented,coeff_participation_access_parented,tree_diag_compressibility_parented,stationarity_s_part,stationarity_s_schur,stationarity_response_action,stationarity_response_weight,stationarity_score_alpha,stationarity_score_beta,stationarity_cross_xi,stationarity_lambda_quartic_density,eymh_parented_prefactor_diag
14.4,0.96,0.4446123313224836,0.2908175904788945,0.5817833876253663,0.8087598519311779,0.7951086806701061,0.42450650312868254,0.4585529368513986,0.8830594399800811,0.6430519788479492,-0.21225325156434127,-0.2292764684256993,0.12722553532756578,0.0016733266990158271,0.0396853396081698
15.2,0.96,0.4601641690336159,0.3015414531580154,0.6483738203980471,0.8095004829369551,0.7788828579946606,0.4226758185557972,0.4997892385304232,0.9224650570862204,0.6305060496979936,-0.2113379092778986,-0.2498946192652116,0.13558834035267453,0.0018271037725916097,0.0417233426671605
16.0,0.96,0.4756946960596452,0.312298204546419,0.5948900244413273,0.8102528907525086,0.7918348815196331,0.42081773847547643,0.46680478366610884,0.8876225221415852,0.6415865017499528,-0.21040886923773822,-0.23340239183305442,0.12812101266373432,0.0016892392762974625,0.0434992485240455
16.8,0.96,0.4914648746662304,0.3233960810855746,0.5708544933662566,0.8111872845614223,0.7978697883847091,0.41851264223677553,0.4516197345932803,0.8701323768300558,0.6472218270733888,-0.20925632111838777,-0.22580986729664015,0.12427508358902123,0.0016173888570840168,0.0429892169332644
17.6,0.96,0.4410367983505292,0.2876304861315658,0.5353027450111023,0.8075697528076581,0.8070547292918159,0.42745169286002216,0.42872758961253354,0.8561792824725557,0.6517529882364431,-0.21372584643001108,-0.21436379480626677,0.12127571595302504,0.0015619019428042068,0.0407600933091185
18.4,0.96,0.4179237790947546,0.2712877898789954,0.4272097161359024,0.8056874198342772,0.8370590634547069,0.43211885655718146,0.3557212906510838,0.7878401472082652,0.6744079570837195,-0.21605942827859073,-0.1778606453255419,0.10502599838694987,0.0012542352936230933,0.0395745521139277
19.200000000000003,0.96,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0580670617382019
20.0,0.96,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0622911350603241
4.0,1.15,0.5380514218296297,0.3850149370108706,0.8391888097966318,0.8459153342365043,0.7373723392413372,0.3346720042373057,0.609324610170722,0.9439966144080277,0.6237545688060888,-0.16733600211865285,-0.304662305085361,0.12977904273177127,0.001638236587235888,0.0433245034859134
4.8,1.15,0.5497836083569774,0.3965162197627721,0.772276918562963,0.8492481019323281,0.751163037219033,0.3268078138735686,0.5722651145573533,0.8990729284309219,0.6379237835999866,-0.1634039069367843,-0.28613255727867665,0.12147850656273806,0.00150133111455199,0.0392197611780555
5.6,1.15,0.5468277902087512,0.3979730765235719,1.0623284976213514,0.8531031732373762,0.696339575671587,0.3177495708395254,0.7238356831008885,1.041585253940414,0.5940495016561987,-0.1588747854197627,-0.36191784155044426,0.1402209815838118,0.001734647707052604,0.044896734179811
6.4,1.15,0.5249815567765913,0.3726552849600859,0.8684107688737858,0.8425227161343786,0.7315833605376693,0.3427093086966672,0.6250882133167385,0.9677975220134056,0.6163755999989134,-0.1713546543483336,-0.31254410665836924,0.1348601396559806,0.0017274206041314308,0.0493701274067632
7.2,1.15,0.5085809238493166,0.3470601010143223,0.3844354101634054,0.8260803871484473,0.8498918225214399,0.3821263783871553,0.3252924104376427,0.707418788824798,0.7020789657828106,-0.19106318919357765,-0.16264620521882134,0.08818995817451757,0.0009584075042658217,0.0543924286917839
8.0,1.15,0.5340456115679116,0.3605063281259025,0.3511645637257117,0.8216129406388017,0.8602919847609095,0.3929717399154901,0.30096686038729076,0.6939386003027809,0.706827027407402,-0.19648586995774506,-0.15048343019364538,0.08445432340458024,0.0008908612684527393,0.0579949942686409
8.8,1.15,0.4659139785999588,0.3128373895519315,0.6407998215269817,0.8194198048404627,0.7806784657444515,0.3983174884633464,0.4951838190040762,0.8935013074674226,0.6397033960434704,-0.1991587442316732,-0.2475919095020381,0.12831275146765622,0.0016843679028714972,0.0457081664811168
9.6,1.15,0.4654103916376015,0.3110229148210471,0.7998543923574037,0.8174819187200636,0.7453861414204513,0.40305298845790527,0.5877057684953172,0.9907587569532225,0.6093396930757352,-0.20152649422895264,-0.2938528842476586,0.14741767430172545,0.0020172422627856143,0.0411393810685261
10.4,1.15,0.4844721658897742,0.3229405194508326,0.7700606330491135,0.8164448507840161,0.751633154155466,0.4055918245787558,0.5710138019589669,0.9766056265377228,0.6136670183887788,-0.2027959122893779,-0.28550690097948345,0.14505261666074493,0.001980873350565639,0.0443592616232658
11.2,1.15,0.5036498114394391,0.3353439274195839,0.7268562194800677,0.8159825762321099,0.7609776653739716,0.40672455380545885,0.5463025411996012,0.9530270950050601,0.6209445158469497,-0.20336227690272943,-0.2731512705998006,0.1406575198479916,0.001907091414669641,0.0459252714313139
12.0,1.15,0.5221458624448468,0.3475023248995926,0.6621246148665484,0.8157985644861507,0.7756543089262625,0.4071756234793203,0.5080966724832213,0.9152722959625417,0.632777671759542,-0.20358781173966015,-0.25404833624161066,0.13324067710388499,0.0017771167617290876,0.0457444401657166
12.8,1.15,0.4340745255628638,0.2840868233849967,0.710464103636058,0.8089904515045199,0.7646153594825785,0.4239363296614568,0.5367647393258435,0.9607010689873002,0.618566524895102,-0.2119681648307284,-0.2683823696629217,0.14352234713864306,0.0019703886261255616,0.0392926901636739
13.6,1.15,0.42871233344882,0.2799023406411726,0.6115413987695126,0.8080165872876789,0.787733412191683,0.42634538370074077,0.47719111153042226,0.9035364952311631,0.6365016634116021,-0.21317269185037038,-0.23859555576521113,0.13171963351055738,0.0017572765837513618,0.039620912840985
14.4,1.15,0.4446077459097098,0.2908114864547793,0.581773039575091,0.8087555347547773,0.795111281489231,0.42451717919751275,0.4585463948152355,0.8830635740127483,0.6430506496503793,-0.21225858959875638,-0.22927319740761776,0.12722667306784186,0.0016733497095829872,0.0396852575780094
15.2,1.15,0.4601576251820758,0.3015150870733361,0.6483029819881082,0.8094708473788151,0.7788995946720186,0.4227490392672166,0.49974626288300844,0.922495302150225,0.6304965149221746,-0.2113745196336083,-0.24987313144150422,0.13559822399259594,0.0018273148857231975,0.0417227117093466
16.0,1.15,0.4757545680736621,0.3123675064253823,0.5950167975495599,0.8102917961175913,0.7918034130849412,0.42072170813356613,0.46688426756038776,0.8876059756939538,0.641591809760636,-0.21036085406678307,-0.23344213378019388,0.12811461052349413,0.0016890984080497541,0.043499608404553
16.8,1.15,0.4897804336620548,0.3214593528976459,0.5662696179164031,0.8101441817527278,0.7990367204374352,0.4210860899845931,0.44869675255522345,0.8697828425398166,0.6473349500691691,-0.21054304499229656,-0.22434837627761173,0.12424926174584476,0.0016172820024073712,0.0429967306925387
17.6,1.15,0.4410367983505292,0.2876304861315658,0.5353027450111023,0.8075697528076581,0.8070547292918159,0.42745169286002216,0.42872758961253354,0.8561792824725557,0.6517529882364431,-0.21372584643001108,-0.21436379480626677,0.12127571595302504,0.0015619019428042068,0.0407600933091185
18.4,1.15,0.4179237790947546,0.2712877898789954,0.4272097161359024,0.8056874198342772,0.8370590634547069,0.43211885655718146,0.3557212906510838,0.7878401472082652,0.6744079570837195,-0.21605942827859073,-0.1778606453255419,0.10502599838694987,0.0012542352936230933,0.0395745521139277
19.200000000000003,1.15,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0580670617382019
20.0,1.15,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0622911350603241
4.0,1.34,0.5388313145702636,0.3857203463759128,0.8399005510576322,0.8460769440035245,0.7372297040638986,0.3342899463057417,0.6097115218219868,0.9440014681277286,0.6237530550430062,-0.16714497315287086,-0.3048557609109934,0.12971404194699668,0.00163658800903749,0.0433243983435429
4.8,1.34,0.5498198315781759,0.3965372461718981,0.7722414255220614,0.8492426422639465,0.7511705590291359,0.3268206715671422,0.5722450875537058,0.899065759120848,0.6379260703407892,-0.1634103357835711,-0.2861225437768529,0.12147939702884748,0.0015013638885597825,0.0392199017676219
5.6,1.34,0.5468292108264858,0.3979726306474925,1.0623214323596757,0.8531015871963644,0.6963407684577905,0.3177532891294948,0.7238322572287318,1.0415855463582266,0.5940494148008773,-0.1588766445647474,-0.3619161286143659,0.1402219233319222,0.0017346705002639737,0.0448967276155091
6.4,1.34,0.5249816242679175,0.372655179387932,0.8684100945061296,0.8425225426351532,0.7315834925633186,0.34270972055320176,0.6250878523855187,0.9677975729387205,0.6163755843043529,-0.17135486027660088,-0.31254392619275934,0.1348602194869856,0.0017274225612697199,0.0493701261496686
7.2,1.34,0.5085809317316451,0.3470600953934085,0.3844353795808883,0.8260803740573597,0.8498918319085992,0.38212641008162,0.3252923883473977,0.7074187984290177,0.7020789624113503,-0.19106320504081,-0.16264619417369885,0.08818995911289632,0.0009584075154567941,0.0543924284305855
8.0,1.34,0.5340456122814372,0.3605063277093812,0.351164562489297,0.821612939615296,0.8602919851545247,0.3929717424069448,0.3009668594722174,0.6939386018791622,0.7068270268502875,-0.1964858712034724,-0.1504834297361087,0.0844543236216163,0.0008908612716271854,0.0579949942229298
8.8,1.34,0.4659139785801463,0.3128373894465296,0.6407998206701707,0.8194198047198448,0.7806784659482832,0.39831748875774486,0.49518381848188514,0.8935013072396301,0.6397033961163302,-0.19915874437887243,-0.24759190924094257,0.12831275144029317,0.0016843679025367912,0.0457081664863228
9.6,1.34,0.4654103915533039,0.3110229146979194,0.7998543916775658,0.8174819186322847,0.7453861415612243,0.4030529886726599,0.5877057681175989,0.9907587567902587,0.6093396931253854,-0.20152649433632994,-0.29385288405879945,0.14741767429588806,0.0020172422629545963,0.0411393810718783
10.4,1.34,0.4844721658407972,0.3229405192489161,0.770060631606724,0.8164448505700462,0.751633154461712,0.40559182510290587,0.5710138011440855,0.9766056262469913,0.613667018477985,-0.20279591255145293,-0.28550690057204275,0.14505261665925054,0.0019808733511007255,0.0443592616297141
11.2,1.34,0.5036498148648577,0.3353439334773654,0.7268562361648999,0.8159825808273944,0.7609776616977001,0.4067245425422661,0.5463025508615706,0.9530270934038367,0.6209445163440851,-0.20336227127113304,-0.2731512754307853,0.14065751856115533,0.0019070913828284288,0.0459252714680822
12.0,1.34,0.5221458960718355,0.347502362433256,0.6621247551098706,0.8157985822739423,0.7756542762029849,0.40717557987102715,0.5080967568591549,0.915272336730182,0.6327776588611159,-0.20358778993551357,-0.25404837842957745,0.1332406825216043,0.0017771168337994542,0.0457444392332702
12.8,1.34,0.4340746086355084,0.2840868937669081,0.710464813227312,0.8089904743055596,0.7646152008811201,0.42393627329233835,0.5367651541788095,0.9607014274711478,0.618566414022058,-0.21196813664616918,-0.2683825770894048,0.1435224156204983,0.0019703898001194272,0.0392926831207772
13.6,1.34,0.4287133888843304,0.2799036785063636,0.6115542255038386,0.808017523729037,0.7877302773088651,0.42634306582551323,0.4771990707943234,0.9035421366198366,0.6364998680374968,-0.21317153291275662,-0.2385995353971617,0.13172077356944442,0.0017572970893961072,0.0396208010826581
14.4,1.34,0.4446108793449305,0.2908155866940934,0.5817941738457092,0.8087583862655682,0.7951059697510154,0.4245101276086423,0.45855975585307207,0.8830698834617143,0.643048621005951,-0.21225506380432116,-0.22927987792653604,0.12722789848906646,0.0016733713863760521,0.0396851323821532
15.2,1.34,0.4601604749284071,0.3015248919256597,0.6483465150973622,0.8094815021593518,0.7788893091693274,0.4227227141427251,0.4997726734002897,0.9224953875430149,0.630496488002247,-0.21136135707136255,-0.24988633670014485,0.13559696310673472,0.0018272807465749628,0.0417227099279373
16.0,1.34,0.4757973517398619,0.3124170346996387,0.5951073688845805,0.8103195981749823,0.7917809331843314,0.42065308697616405,0.4669410498862908,0.8875941368624549,0.64159560762054,-0.21032654348808202,-0.2334705249431454,0.12811002637725433,0.0016889975285509602,0.0434998658975822
16.8,1.34,0.4913732508925202,0.3232848578384835,0.5680949532090493,0.8111233920853816,0.7985715271105025,0.4186701767386273,0.4498614769882478,0.868531653726875,0.6477400458926742,-0.20933508836931364,-0.2249307384941239,0.12392952595334768,0.0016109834581480647,0.0430236376222913
17.6,1.34,0.4410367983505291,0.2876304861315658,0.5353027450111022,0.8075697528076582,0.8070547292918159,0.42745169286002205,0.42872758961253343,0.8561792824725555,0.6517529882364432,-0.21372584643001102,-0.21436379480626672,0.12127571595302501,0.0015619019428042065,0.0407600933091185
18.4,1.34,0.4179237790947546,0.2712877898789954,0.4272097161359024,0.8056874198342772,0.8370590634547069,0.43211885655718146,0.3557212906510838,0.7878401472082652,0.6744079570837195,-0.21605942827859073,-0.1778606453255419,0.10502599838694987,0.0012542352936230933,0.0395745521139277
19.200000000000003,1.34,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0580670617382019
20.0,1.34,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0622911350603241
4.0,1.53,0.539600367380543,0.3864147491823633,0.8405892726430076,0.8462345039127047,0.7370917608723383,0.3339175328003451,0.6100857772208087,0.9440033100211538,0.6237524805999451,-0.16695876640017254,-0.30504288861040435,0.12965005749631928,0.0016349708260453147,0.043324358444099
4.8,1.53,0.5498560085537688,0.3965582179672932,0.7722058667863121,0.849237160514149,0.7511780949881144,0.32683358134631924,0.5722250230794349,0.8990586044257541,0.637928352428134,-0.16341679067315962,-0.28611251153971745,0.12148029764356644,0.0015013968920357817,0.0392200420710923
5.6,1.53,0.5468306312049689,0.3979721845492114,1.0623143668932329,0.8531000011091132,0.6963419612846935,0.3177570075347809,0.7238288312455484,1.0415858387803294,0.5940493279442941,-0.15887850376739046,-0.3619144156227742,0.14022286509288495,0.001734693293928905,0.0448967210511118
6.4,1.53,0.524981691757917,0.3726550738153081,0.86840942013861,0.8425223691364702,0.7315836245890126,0.3427101324085343,0.6250874914542417,0.967797623862776,0.6163755686101808,-0.17135506620426716,-0.31254374572712085,0.13486029931739602,0.0017274245183959585,0.0493701248926051
7.2,1.53,0.508580939613542,0.3470600897724526,0.3844353489989451,0.8260803609665724,0.8498918412955827,0.3821264417753575,0.3252923662575667,0.7074188080329242,0.7020789590399998,-0.19106322088767874,-0.16264618312878334,0.08818996005123123,0.0009584075266471137,0.0543924281693956
8.0,1.53,0.5340456129865254,0.3605063272826946,0.3511645612348117,0.8216129385866969,0.8602919855538925,0.3929717449107978,0.3009668585437699,0.6939386034545677,0.7068270262935179,-0.1964858724553989,-0.15048342927188496,0.08445432383761109,0.0008908612747805329,0.057994994177247
8.8,1.53,0.4659139785675425,0.3128373893503944,0.6407998198250578,0.819419804605024,0.7806784661493319,0.39831748903799397,0.49518381796682365,0.8935013070048177,0.6397033961914353,-0.19915874451899698,-0.24759190898341182,0.12831275141064735,0.0016843679021539774,0.0457081664916892
9.6,1.53,0.4654103915254441,0.311022914629097,0.7998543911665768,0.817481918566307,0.745386141667034,0.40305298883407686,0.5877057678336931,0.99075875666777,0.609339693162704,-0.20152649441703843,-0.29385288391684655,0.14741767429150052,0.002017242263081609,0.0411393810743978
10.4,1.53,0.4844721655481628,0.3229405189266227,0.7700606305225751,0.8164448504092193,0.7516331546918968,0.4055918254968747,0.571013800531593,0.9766056260284677,0.6136670185450354,-0.20279591274843736,-0.2855069002657965,0.14505261665812724,0.0019808733515029138,0.0443592616345609
11.2,1.53,0.5036498122243913,0.3353439281233069,0.7268562027107212,0.8159825764524183,0.7609776690688647,0.4067245532654755,0.5463025314886903,0.9530270847541659,0.6209445190295679,-0.20336227663273776,-0.2731512657443452,0.14065751781745228,0.0019070913791572896,0.0459252716667014
12.0,1.53,0.5221458532405683,0.3475023093377522,0.6621246045589277,0.8157985534099785,0.7756543113313621,0.40717565063350414,0.5080966662817484,0.9152723169152526,0.6327776651303383,-0.20358782531675207,-0.2540483331408742,0.1332406830550594,0.001777116883242969,0.0457444396864816
12.8,1.53,0.4340747036053441,0.2840870812344012,0.7104659673573024,0.8089906527315891,0.7646149429205701,0.4239358321845243,0.5367658289249908,0.9607016611095152,0.6185663417616387,-0.21196791609226215,-0.2683829144624954,0.14352243201586723,0.0019703897899380576,0.0392926785306383
13.6,1.53,0.4287134432423762,0.2799039667385464,0.6115555354122179,0.8080178885332471,0.7877299571664073,0.4263421628645823,0.4771998836170172,0.9035420464815995,0.6364998967239855,-0.21317108143229116,-0.2385999418085086,0.1317207249225276,0.001757295949791294,0.0396208028683327
14.4,1.53,0.4446132180506422,0.2908186579449618,0.5818100594346618,0.808760529744758,0.7951019772494361,0.42450482694929664,0.4585697985687731,0.8830746255180697,0.6430470963213585,-0.21225241347464832,-0.22928489928438656,0.12722881938834613,0.0016733876754951918,0.0396850382876976
15.2,1.53,0.4601760972938615,0.3015410953061833,0.6483792334430576,0.8094895109786931,0.7788815791228622,0.422702926711631,0.49979252239483285,0.9224954491064639,0.630496468594478,-0.2113514633558155,-0.24989626119741642,0.13559601422866036,0.0018272550603453447,0.0417227086436403
16.0,1.53,0.4754926416048454,0.3120978923206837,0.5935588338532816,0.8101650753260794,0.7921655448993375,0.42103451076103104,0.46596977534415995,0.887004286105191,0.6417848583540965,-0.21051725538051552,-0.23298488767207998,0.12799410460881153,0.0016869370431099177,0.043512697004019
16.8,1.53,0.4913478489597752,0.3232566327408648,0.5673313324651383,0.8111089485875242,0.7987660397553616,0.4187057906207962,0.4493743848422784,0.8680801754630746,0.647886282673392,-0.2093528953103981,-0.2246871924211392,0.1238317225311233,0.0016091680713806358,0.0430333508371845
17.6,1.53,0.4410367983505292,0.2876304861315658,0.5353027450111023,0.8075697528076581,0.8070547292918159,0.42745169286002216,0.42872758961253354,0.8561792824725557,0.6517529882364431,-0.21372584643001108,-0.21436379480626677,0.12127571595302504,0.0015619019428042068,0.0407600933091185
18.4,1.53,0.4179237790947546,0.2712877898789954,0.4272097161359024,0.8056874198342772,0.8370590634547069,0.43211885655718146,0.3557212906510838,0.7878401472082652,0.6744079570837195,-0.21605942827859073,-0.1778606453255419,0.10502599838694987,0.0012542352936230933,0.0395745521139277
19.200000000000003,1.53,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0580670617382019
20.0,1.53,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0622911350603241
4.0,1.72,0.5403587428329503,0.387098221205988,0.841255137303464,0.846387998381512,0.736958469258853,0.3335547951691958,0.6104474789081027,0.9440022740772984,0.6237528036863036,-0.1667773975845979,-0.30522373945405135,0.1295871308899104,0.0016333858131269967,0.0433243808849063
4.8,1.72,0.5498921393244803,0.3965791351975836,0.7721702424365133,0.8492316567060934,0.7511856450801128,0.32684654315756884,0.572204921177886,0.8990514643354548,0.6379306298652196,-0.16342327157878442,-0.286102460588943,0.12148120839403465,0.0015014301246869149,0.0392201820886632
5.6,1.72,0.5468320513442106,0.3979717382287375,1.0623073012220134,0.8530984149756218,0.6963431541522981,0.3177607260553854,0.7238254051513328,1.041586131206718,0.5940492410864505,-0.1588803630276927,-0.3619127025756664,0.14022380686669847,0.0017347160880473696,0.0448967144866193
6.4,1.72,0.5249817592466957,0.3726549682423529,0.8684087457713539,0.842522195638401,0.7315837566147265,0.34271054426249414,0.6250871305229755,0.9677976747854696,0.616375552916429,-0.17135527213124707,-0.31254356526148774,0.13486037914716606,0.001727426475509152,0.0493701236355753
7.2,1.72,0.5085809474957474,0.3470600841517522,0.3844353184173831,0.826080347875839,0.8498918506824495,0.38212647346896556,0.32529234416801056,0.7074188176369761,0.7020789556685986,-0.19106323673448278,-0.16264617208400528,0.08818996098960366,0.0009584075378381096,0.0543924279082017
8.0,1.72,0.5340456136973406,0.3605063268654692,0.351164559998414,0.8216129375644738,0.8602919859475023,0.39297174739913043,0.3009668576287092,0.6939386050278396,0.7068270257375024,-0.19648587369956522,-0.1504834288143546,0.08445432405410244,0.0008908612779462578,0.057994994131626
8.8,1.72,0.4659139785683167,0.3128373892812882,0.6407998191175376,0.8194198045138377,0.7806784663176479,0.3983174892605569,0.49518381753561913,0.893501306796176,0.6397033962581697,-0.19915874463027844,-0.24759190876780957,0.12831275138266593,0.0016843679017707793,0.0457081664964575
9.6,1.72,0.465410391573605,0.311022914712782,0.7998543916489457,0.8174819186339876,0.7453861415671507,0.4030529886684935,0.5877057681016976,0.9907587567701911,0.6093396931314994,-0.20152649433424674,-0.2938528840508488,0.14741767429171995,0.002017242262881006,0.041139381072291
10.4,1.72,0.4844721655696946,0.3229405188418555,0.7700606296779472,0.816444850283924,0.751633154871227,0.40559182580380404,0.5710138000544184,0.9766056258582224,0.6136670185972724,-0.20279591290190202,-0.2855069000272092,0.14505261665725214,0.001980873351816247,0.0443592616383369
11.2,1.72,0.5036498070834016,0.3353439222000231,0.7268561810288823,0.8159825734105001,0.7609776738461574,0.40672456072131685,0.546302518933019,0.9530270796543359,0.6209445206129237,-0.20336228036065843,-0.2731512594665095,0.14065751747728278,0.001907091379658821,0.045925271783807
12.0,1.72,0.5221458667156461,0.3475023158135629,0.6621245164818262,0.8157985504846018,0.7756543318825849,0.407175657805316,0.5080966132910739,0.9152722710963899,0.6327776796269149,-0.203587828902658,-0.25404830664553696,0.13324067429302622,0.0017771167309386727,0.0457444407344607
12.8,1.72,0.4340747490254074,0.2840871078249638,0.7104663143012537,0.8089906482673884,0.7646148653748913,0.42393584322099426,0.536766031760898,0.9607018749818923,0.6185662756145153,-0.21196792161049713,-0.268383015880449,0.14352247599125983,0.0019703905759842237,0.0392926743288292
13.6,1.72,0.4287133180164623,0.2799034995605971,0.6115520609310106,0.8080173322254577,0.7877308063327245,0.42634353983405,0.4771977276348767,0.9035412674689267,0.6365001446447767,-0.213171769917025,-0.23859886381743836,0.13172060171047176,0.0017572940311842884,0.0396208183008895
14.4,1.72,0.4446100689419889,0.2908144686068913,0.5818001949750965,0.808757568634629,0.7951044564623929,0.42451214955083516,0.45856356236470747,0.8830757119155426,0.6430467470190832,-0.21225607477541758,-0.22928178118235373,0.12722921734167078,0.0016733963257657303,0.0396850167308408
15.2,1.72,0.4601762766948497,0.3015458614971727,0.648404721759686,0.8094957506004383,0.7788755574047779,0.4226875105818041,0.49980798492860834,0.9224954955104124,0.6304964539657154,-0.21134375529090205,-0.24990399246430417,0.1355952743005711,0.0018272350334688962,0.0417227076755912
16.0,1.72,0.4755551164969375,0.3121663634708123,0.5937919493769107,0.8102007171872567,0.7921076098473694,0.4209465260322792,0.4661160507558726,0.8870625767881518,0.6417661535878225,-0.2104732630161396,-0.2330580253779363,0.12800412818205092,0.0016871029256425908,0.0435114288300868
16.8,1.72,0.4902415422637705,0.3219880761127933,0.5646508451813322,0.8104287507486652,0.7994499514417417,0.42038369889029537,0.44766269698058175,0.8680463958708771,0.6478972254330118,-0.21019184944514768,-0.22383134849029088,0.12385582982354965,0.0016098490502260367,0.0430340776678436
17.6,1.72,0.4418286908089701,0.2885859220878304,0.5621850905700732,0.8081846799933511,0.8000806290018658,0.42592936445937196,0.4460855402809411,0.8720149047403131,0.646612907118752,-0.21296468222968598,-0.22304277014047055,0.1248167617725872,0.0016284505292131952,0.0404386368835171
18.4,1.72,0.4179237790947546,0.2712877898789954,0.4272097161359024,0.8056874198342772,0.8370590634547069,0.43211885655718146,0.3557212906510838,0.7878401472082652,0.6744079570837195,-0.21605942827859073,-0.1778606453255419,0.10502599838694987,0.0012542352936230933,0.0395745521139277
19.200000000000003,1.72,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0580670617382019
20.0,1.72,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0622911350603241
4.0,1.91,0.5411066020431751,0.3877708399386814,0.8418983113194751,0.8465374142291872,0.7368297884513724,0.33320175930134205,0.6107967307280556,0.9439984900293976,0.6237539838426637,-0.16660087965067102,-0.3053983653640278,0.12952530152046154,0.0016318336987152906,0.0433244628557501
4.8,1.91,0.5499282239310364,0.3965999979114303,0.7721345525534289,0.8492261308629572,0.7511932092892827,0.32685955694731805,0.5721847818923843,0.8990443388397024,0.637932902655265,-0.16342977847365903,-0.28609239094619215,0.12148212926737156,0.0015014635862197264,0.0392203218205325
5.6,1.91,0.5468334712442358,0.3979712916861118,1.062300235346076,0.8530968287959129,0.6963443470605949,0.31776444469125587,0.7238219789461121,1.041586423637368,0.594049154227354,-0.15888222234562793,-0.36191098947305606,0.14022474865334533,0.001734738882618987,0.0448967079220321
6.4,1.91,0.5249818267341633,0.3726548626689076,0.8684080714040955,0.8425220221408388,0.7315838886405123,0.3427109561153355,0.6250867695915778,0.9677977257069132,0.6163755372230627,-0.17135547805766774,-0.3125433847957889,0.13486045897635754,0.001727428432610689,0.0493701223785763
7.2,1.91,0.5085809553777434,0.3470600785305608,0.384435287834617,0.8260803347846915,0.8498918600696863,0.38212650516357655,0.32529232207758424,0.7074188272411608,0.7020789522971506,-0.19106325258178827,-0.16264616103879212,0.08818996192796552,0.0009584075490287487,0.0543924276470042
8.0,1.91,0.5340456144057576,0.3605063264442782,0.351164558754983,0.8216129365395766,0.8602919863433511,0.3929717498939724,0.300966856708443,0.6939386066024154,0.706827025181026,-0.1964858749469862,-0.1504834283542215,0.08445432427048387,0.0008908612811085017,0.0579949940859673
8.8,1.91,0.4659139785589525,0.3128373891967104,0.640799818347709,0.8194198044113044,0.7806784665007869,0.3983174895108154,0.4951838170664403,0.8935013065772557,0.6397033963281917,-0.1991587447554077,-0.24759190853322016,0.12831275135434317,0.0016843679013959336,0.0457081665014607
9.6,1.91,0.4654103916120142,0.3110229147540673,0.7998543915184064,0.8174819186545117,0.7453861415941813,0.4030529886182807,0.5877057680291699,0.9907587566474505,0.6093396931688948,-0.20152649430914035,-0.2938528840145849,0.14741767426344046,0.0020172422623546587,0.0411393810748158
10.4,1.91,0.4844721659430788,0.322940519481442,0.7700606338662777,0.8164448507777937,0.7516331539819671,0.4055918245939984,0.5710138024206257,0.9766056270146242,0.6136670182424495,-0.2027959122969992,-0.28550690121031286,0.14505261675212566,0.001980873352116793,0.0443592616126883
11.2,1.91,0.5036498080985664,0.3353439232021518,0.7268561902124989,0.8159825738073713,0.7609776718226748,0.40672455974857236,0.5463025242511321,0.9530270839997045,0.6209445192638073,-0.20336227987428618,-0.27315126212556606,0.14065751823380007,0.0019070913918861395,0.0459252716840258
12.0,1.91,0.5221458575734037,0.3475023088468252,0.6621244644318858,0.8157985494489247,0.7756543440275122,0.40717566034436675,0.5080965819757659,0.9152722423201327,0.6327776887314016,-0.20358783017218338,-0.25404829098788295,0.1332406686645348,0.0017771166319358069,0.0457444413926376
12.8,1.91,0.4340746197151502,0.284086979059045,0.7104654675003205,0.8089905854235558,0.764615054643986,0.4239359985845583,0.5367655366905562,0.9607015352751145,0.6185663806801024,-0.21196799929227916,-0.2683827683452781,0.143522418215508,0.0019703896589563065,0.0392926810028237
13.6,1.91,0.4287122350676932,0.2799023011573001,0.6115430261917374,0.8080166230090828,0.7877330144439453,0.42634529528324083,0.4771921213843449,0.9035374166675858,0.6365013701637617,-0.21317264764162042,-0.23859606069217246,0.13171982911639882,0.0017572801837022964,0.0396208945869131
14.4,1.91,0.4446169057525908,0.2908232175052129,0.5818305211600624,0.8087635157321317,0.7950968347228763,0.42449744285536106,0.45858273412506,0.8830801769804211,0.643045311397963,-0.21224872142768053,-0.22929136706253,0.12722987154516846,0.001673406062894094,0.0396849281328525
