D,eta,C_uv_ee,C_uv_mumu,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,delta_C_match_mumu,abs_delta_C_match_mumu,delta_C_rge_mumu,abs_delta_C_rge_mumu,delta_C_mumu,abs_delta_C_mumu,rel_delta_C_mumu,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,kappa_diag,kappa_offdiag,finite_match_mode,kappa_diag_eff,kappa_offdiag_eff,shell_spread,coeff_cv,offdiag_mix,mu_mumu_uv_tree,mu_mumu_uv_rge,delta_mu_mumu,abs_delta_mu_mumu,chi2_uv_tree,chi2_uv_rge
4.0,0.2,0.00016277754232253458,0.0014758502143104744,0.0003435162004482209,0.00016298374657348745,0.0014777198001490266,0.0003439513618334644,0.0001634947968401338,0.0014823533241277768,0.0003450298524122726,1.8695858385521947e-06,1.8695858385521947e-06,4.633523978750127e-06,4.633523978750127e-06,6.503109817302321e-06,6.503109817302321e-06,0.004406348120049981,1.280917082806759,1.0,0.24757629233153006,1.0012667856266333,1.0,0.0,0.0,input_tied,0.2000427679337043,0.0,0.07718149434815945,0.7278992382235014,2.8777801998322563e-29,2.4083057749134755,2.408278715351913,-2.7059561562570167e-05,2.7059561562570167e-05,6.3542533482741534,6.353912298948149
4.8,0.2,0.00019561316472304778,0.0015683202593658858,0.00015202569746888047,0.00019584425698974015,0.0015701730318219192,0.00015220529664398358,0.0001966074533419804,0.0015762919262367566,0.00015279843391017577,1.852772456033486e-06,1.852772456033486e-06,6.118894414837385e-06,6.118894414837385e-06,7.97166687087087e-06,7.97166687087087e-06,0.005082933044615537,1.3602809677586774,1.0,0.30769127235057525,1.00118137379465,1.0,0.0,0.0,input_tied,0.18655507204813343,0.0,0.07111786048012514,0.7487878177500273,2.993923942695591e-29,13.739693054108729,13.73909795082707,-0.0005951032816593482,0.0005951032816593482,951.67515418512,951.5833640006548
5.6,0.2,0.00015714102819852153,0.0013021892258809095,5.9531521082067194e-05,0.00015742915525911524,0.0013045768642863035,5.96406755300092e-05,0.00015814307388136714,0.0013104929331112937,5.991113743291705e-05,2.387638405394049e-06,2.387638405394049e-06,5.916068824990102e-06,5.916068824990102e-06,8.303707230384151e-06,8.303707230384151e-06,0.006376728562445931,1.4305484675437201,1.0,0.35805791447458585,1.001833557180431,1.0,0.0,0.0,input_tied,0.2895437442820993,0.0,0.1092096338293002,0.7675103934186478,3.368050735349661e-29,57.97841649278864,57.97214787337124,-0.006268619417397758,0.006268619417397758,20006.98258019661,20002.549468791138
6.4,0.2,0.00010403201165275425,0.0006722767776805341,2.7226734432871954e-05,0.00010425517095539144,0.0006737188801113429,2.728513856226059e-05,0.00010477064106211935,0.0006770499565448005,2.7420044803916387e-05,1.44210243080878e-06,1.44210243080878e-06,3.3310764334576254e-06,3.3310764334576254e-06,4.773178864266405e-06,4.773178864266405e-06,0.007100020442078426,1.4775528482269376,1.0,0.3903872383399466,1.0021451022535455,1.0,0.0,0.0,input_tied,0.33874097027806466,0.0,0.1316552460415761,0.715292935971534,4.490444037185556e-29,59.89373701777076,59.888948249714986,-0.0047887680557749945,0.0047887680557749945,21384.482939400787,21380.981670986486
7.2,0.2,7.600592234179314e-05,0.00012096550465777007,1.756797557663314e-05,7.617150983547143e-05,0.00012122904168384201,1.7606249397344828e-05,7.655760321231787e-05,0.00012184351985523012,1.7695490851244117e-05,2.6353702607193464e-07,2.6353702607193464e-07,6.1447817138811e-07,6.1447817138811e-07,8.780151974600446e-07,8.780151974600446e-07,0.007258393208411638,1.4921401916441892,1.0,0.40021145959540433,1.0021786130419372,1.0,0.0,0.0,input_tied,0.34403278187159403,0.0,0.14069871838435052,0.6301156865399458,8.300515088233312e-29,3.5327999605622566,3.532762633567013,-3.7326995243613936e-05,3.7326995243613936e-05,28.43022294858977,28.429227819623126
8.0,0.2,6.313930504949174e-05,8.591083119440962e-05,1.3492972406410483e-05,6.32857602727942e-05,8.611010627285425e-05,1.3524270126352852e-05,6.359227880954897e-05,8.652717234997459e-05,1.3589773637283857e-05,1.9927507844463084e-07,1.9927507844463084e-07,4.170660771203442e-07,4.170660771203442e-07,6.16341155564975e-07,6.16341155564975e-07,0.007174196163580845,1.4658274448318904,1.0,0.38241989178356733,1.0023195570997758,1.0,0.0,0.0,input_tied,0.36628977536839696,0.0,0.1520636193182569,0.6058619719411955,9.73259793452573e-29,2.326336307979538,2.3260861186496444,-0.00025018932989340215,0.00025018932989340215,5.363118471757258,5.360221869722271
8.8,0.2,2.214685757277516e-05,5.848230801141066e-05,7.047750343537498e-06,2.218547200687463e-05,5.85842755804561e-05,7.060038537936896e-06,2.230829587284848e-05,5.8908611578799484e-05,7.099124532000266e-06,1.0196756904543784e-07,1.0196756904543784e-07,3.2433599834338456e-07,3.2433599834338456e-07,4.263035673888224e-07,4.263035673888224e-07,0.007289444994298874,1.5482467554553723,1.0,0.43712316521321565,1.0017435626689963,1.0,0.0,0.0,input_tied,0.2753323806640221,0.0,0.11517223325097901,0.5937428255184164,1.2483365521746187e-28,1.5836854177066555,1.5837337653360986,4.834762944305737e-05,4.834762944305737e-05,0.2108770792379284,0.21098810327862852
9.600000000000001,0.2,1.0975147167186832e-05,4.3579838328899834e-05,3.956029559913731e-06,1.0994100882302934e-05,4.3655099264166495e-05,3.962861491743643e-06,1.1054945064363797e-05,4.389669781196494e-05,3.984792986521334e-06,7.526093526666143e-08,7.526093526666143e-08,2.4159854779844234e-07,2.4159854779844234e-07,3.1685948306510377e-07,3.1685948306510377e-07,0.007270781517676705,1.5480056645464257,1.0,0.4369674344285572,1.0017269668303646,1.0,0.0,0.0,input_tied,0.27271167087202286,0.0,0.11485685465158924,0.5829075341898452,1.5205403541526647e-28,1.0000000014340404,1.0000000014360444,2.0039525594484076e-12,2.0039525594484076e-12,0.9999999928297973,0.9999999928197776
10.4,0.2,7.422066641493796e-06,2.996797540013284e-05,2.1099883030150735e-06,7.436002232663745e-06,3.0024242943061196e-05,2.1139499939812807e-06,7.475618922946262e-06,3.01842027032153e-05,2.1252124572732373e-06,5.626754292835403e-08,5.626754292835403e-08,1.5995976015410567e-07,1.5995976015410567e-07,2.162273030824597e-07,2.162273030824597e-07,0.007215278983494534,1.5229622419775668,1.0,0.42065728173279693,1.0018775890655631,1.0,0.0,0.0,input_tied,0.29649698087868753,0.0,0.12533762689732517,0.577057574905652,1.8818072702544209e-28,0.4952545984950411,0.4952010513197854,-5.3547175255685975e-05,5.3547175255685975e-05,5.116026509652305,5.1166321095801335
11.2,0.2,4.558508069825639e-06,1.6473387012688423e-05,7.956067069737132e-07,4.567736555164727e-06,1.650673661045222e-05,7.972173753587464e-07,4.591170735681253e-06,1.6591422283716524e-05,8.013073958009158e-07,3.334959776379797e-08,3.334959776379797e-08,8.468567326430247e-08,8.468567326430247e-08,1.1803527102810044e-07,1.1803527102810044e-07,0.007165209615799424,1.499419168235305,1.0,0.40507781194222237,1.0020244530003521,1.0,0.0,0.0,input_tied,0.31968880387319815,0.0,0.1353663151635882,0.574437990656976,2.5787377245512494e-28,0.15211173576309514,0.15207993935450523,-3.1796408589912506e-05,3.1796408589912506e-05,9.732657000126215,9.733152986009095
