n_points,mean_abs_delta_C_match_mumu,p95_abs_delta_C_match_mumu,max_abs_delta_C_match_mumu,mean_abs_delta_C_rge_mumu,p95_abs_delta_C_rge_mumu,max_abs_delta_C_rge_mumu,mean_abs_delta_C_mumu,p95_abs_delta_C_mumu,max_abs_delta_C_mumu,mean_abs_delta_mu_mumu,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_log_ratio,p05_log_ratio,p95_log_ratio,f_chi2_le_4_uv_tree,f_chi2_le_4_uv_rge,delta_f_chi2_le_4_uv_rge_minus_uv_tree,best_chi2_uv_tree,best_chi2_uv_rge,ref_D,ref_eta,mu_obs,sigma_obs,uv_blend,uv_m2_power,uv_match_kappa_diag,uv_match_kappa_offdiag,uv_rge_mu_low,uv_rge_gamma_diag,uv_rge_gamma_offdiag,uv_rge_log_clip,chain_mode
441.0,8.390022675736962e-32,1e-30,1e-30,1.046767565732736e-06,5.9052193256249955e-06,6.11829809961449e-06,1.046767565732736e-06,5.9052193256249955e-06,6.11829809961449e-06,0.00131725742364602,0.007035183650664578,0.01658210368854185,0.4092202934146472,0.30769127235057525,0.4596467185984162,0.09523809523809523,0.09523809523809523,0.0,0.2108769635455091,0.21088871539642282,9.600000000000001,1.0,1.4,0.4,0.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,cell_direct_runtime
