D,eta,parent_normal_e_part,parent_normal_e_tree,parent_normal_c_parent,parent_normal_xi_target,parent_normal_part_curvature,parent_normal_tree_curvature,eymh_parented_prefactor_diag
5.6,2.29,0.37406277744472427,1.1142990628078095,0.6456142829414034,0.1402266322650814,0.0,0.0,0.0448966947925753
6.4,2.29,0.4087626695725408,1.074082131255197,0.662604466716033,0.13486061863279775,0.0,0.0,0.0493701198646799
7.2,2.29,0.4653975466392424,0.591936093312261,0.5248672266342641,0.08818996380470157,0.0,0.0,0.0543924271246186
8.0,2.29,0.4813765470868201,0.5580450335765657,0.5182950813793584,0.08445432470319954,0.0,0.0,0.0579949939946481
8.8,2.29,0.4893167980775892,0.7386124182733729,0.6011783957610851,0.1283127513001345,0.0,0.0,0.0457081665112687
9.6,2.29,0.49638618144654556,0.8851615241092996,0.6628589208240465,0.14741767428750804,0.0,0.0,0.0411393810758908
10.4,2.29,0.5001900861868793,0.9172112585624161,0.6773329893574584,0.14505261657360735,0.0,0.0,0.0443592616290407
11.2,2.29,0.5018903558876548,0.9184677846791967,0.6789478060381283,0.14065751818294667,0.0,0.0,0.0459252716096288
12.0,2.29,0.5025680421661747,0.8771172992589953,0.663936084151687,0.13324067404106535,0.0,0.0,0.045744440868856
12.8,2.29,0.527963781950314,0.7916631112425581,0.6465055686087886,0.14352248656487213,0.0,0.0,0.0392926742806846
13.6,2.29,0.5316462817006142,0.6820504454706651,0.6021707260127535,0.1317205258602053,0.0,0.0,0.0396208241404996
14.4,2.29,0.5288274448895363,0.6958672558174408,0.6066248452513551,0.12723053459339406,0.0,0.0,0.039684875172823
15.2,2.29,0.5260634678675122,0.8194617171975531,0.65657358516286,0.13561578031866398,0.0,0.0,0.0417206814942006
16.0,2.29,0.5230596533325329,0.7865284897150575,0.6414057367739383,0.12811883764029194,0.0,0.0,0.043499180003252
16.8,2.29,0.5219884198191271,0.7741202161518417,0.6356742785256778,0.1236574869940016,0.0,0.0,0.0430529068705488
17.6,2.29,0.53334510636259,0.6787167217905434,0.6016562491767586,0.1212757159530251,0.0,0.0,0.0407600933091185
18.4,2.29,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,2.4800000000000004,0.39403307851654956,0.8883488013290994,0.5916407803593255,0.12934675976331927,0.0,0.0,0.0433250391980174
4.8,2.4800000000000004,0.3866612920204291,1.0291219520076038,0.6308102912998853,0.12148495249539264,0.0,0.0,0.0392207393039313
5.6,2.4800000000000004,0.3740678875681749,1.1142916503198257,0.6456165454586744,0.14022757409014572,0.0,0.0,0.0448966882277065
6.4,2.4800000000000004,0.40876324976972356,1.0740812971703384,0.6626046796908603,0.13486069846006368,0.0,0.0,0.0493701186077817
7.2,2.4800000000000004,0.46539759308313244,0.591936046224022,0.5248672319470951,0.08818996474307621,0.0,0.0,0.0543924268634235
8.0,2.4800000000000004,0.48137655078051167,0.5580450316041936,0.5182950824519063,0.08445432491973413,0.0,0.0,0.057994993948982
8.8,2.4800000000000004,0.48931679846450593,0.7386124173819069,0.6011783956359743,0.12831275127387518,0.0,0.0,0.0457081665161039
9.6,2.4800000000000004,0.49638618105778964,0.8851615247384972,0.6628589208000695,0.1474176742685738,0.0,0.0,0.041139381074737
10.4,2.4800000000000004,0.5001900866548286,0.917211257615645,0.6773329893247144,0.14505261657947563,0.0,0.0,0.0443592616320824
11.2,2.4800000000000004,0.501890355773569,0.9184677908795134,0.6789478082526542,0.14065751871152388,0.0,0.0,0.0459252715461255
12.0,2.4800000000000004,0.5025679474477529,0.8771174587906889,0.6639360819649927,0.13324067190869868,0.0,0.0,0.0457444406534726
12.8,2.4800000000000004,0.5279633995854898,0.7916637972139455,0.6465056145972999,0.14352249124403116,0.0,0.0,0.0392926721261558
13.6,2.4800000000000004,0.5316454176436847,0.6820515197401089,0.6021707109007711,0.13172051482744151,0.0,0.0,0.0396208234755196
14.4,2.4800000000000004,0.5288235066002558,0.6958757842244065,0.606626303725575,0.1272309005831741,0.0,0.0,0.0396848368392563
15.2,2.4800000000000004,0.5260484857402741,0.8194667197465317,0.6565662396416774,0.13561375158563754,0.0,0.0,0.041720836192971
16.0,2.4800000000000004,0.5234115925238405,0.785271826445368,0.6411087093807687,0.1280469562920054,0.0,0.0,0.0435071232701649
16.8,2.4800000000000004,0.5198936661464402,0.7807490749551249,0.6371079177963979,0.12400422590313284,0.0,0.0,0.0430162107013263
17.6,2.4800000000000004,0.53334510636259,0.6787167217905434,0.6016562491767586,0.1212757159530251,0.0,0.0,0.0407600933091185
18.4,2.4800000000000004,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,2.4800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,2.4800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,2.6700000000000004,0.39359531587880925,0.8889322694743256,0.5915061938801773,0.12928967220112642,0.0,0.0,0.0433253329771754
4.8,2.6700000000000004,0.38667962542159895,1.0290740285883437,0.6308105578584086,0.12148591373088007,0.0,0.0,0.0392208778950012
5.6,2.6700000000000004,0.37407299786875514,1.114284237617337,0.6456188080000593,0.14022851592798072,0.0,0.0,0.0448966816627449
6.4,2.6700000000000004,0.4087638299653824,1.0740804630856766,0.6626048926637146,0.13486077828672066,0.0,0.0,0.0493701173509156
7.2,2.6700000000000004,0.4653976395266344,0.5919359991362119,0.524867237259893,0.08818996568144548,0.0,0.0,0.0543924266022302
8.0,2.6700000000000004,0.4813765544753932,0.558045029628867,0.5182950835237228,0.08445432513607884,0.0,0.0,0.0579949939033326
8.8,2.6700000000000004,0.489316798919305,0.7386124163535157,0.6011783954968403,0.12831275124507105,0.0,0.0,0.045708166521552
9.6,2.6700000000000004,0.4963861811492307,0.8851615245526332,0.6628589207915305,0.14741767426952349,0.0,0.0,0.0411393810753994
10.4,2.6700000000000004,0.5001900854939971,0.9172112609487872,0.6773329897694567,0.14505261665287864,0.0,0.0,0.0443592616141796
11.2,2.6700000000000004,0.5018903640066732,0.9184677686298308,0.6789478055977666,0.1406575182746562,0.0,0.0,0.0459252716543874
12.0,2.6700000000000004,0.5025680052256996,0.8771173588526151,0.6639360823056636,0.133240672969599,0.0,0.0,0.0457444408121159
12.8,2.6700000000000004,0.5279639300461312,0.7916626962657769,0.6465054898385598,0.1435224689293165,0.0,0.0,0.0392926766540285
13.6,2.6700000000000004,0.53164876031056,0.6820463188937917,0.6021703080643094,0.1317204322793606,0.0,0.0,0.0396208375658124
14.4,2.6700000000000004,0.5288201286802376,0.6958830990376568,0.60662755458312,0.12723121446741212,0.0,0.0,0.0396848039616665
15.2,2.6700000000000004,0.5260356357260905,0.8194710105760394,0.6565599393867012,0.13561201152566726,0.0,0.0,0.0417209688766892
16.0,2.6700000000000004,0.5233340127951691,0.7854191516630089,0.6411213273367062,0.1280495648218457,0.0,0.0,0.0435067101485916
16.8,2.6700000000000004,0.5215433780138037,0.7782665071082375,0.6371026158416194,0.12401066431584781,0.0,0.0,0.0430176853966218
17.6,2.6700000000000004,0.5333451063625898,0.6787167217905432,0.6016562491767584,0.12127571595302501,0.0,0.0,0.0407600933091185
18.4,2.6700000000000004,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,2.6700000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,2.6700000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,2.8600000000000003,0.3931712790450512,0.8894927704940256,0.5913738329318117,0.12923384837005278,0.0,0.0,0.0433256735630975
4.8,2.8600000000000003,0.38669803077078013,1.0290260183506392,0.6308108550969053,0.12148688502445215,0.0,0.0,0.0392210162013796
5.6,2.8600000000000003,0.37407810834643285,1.1142768247003634,0.6456210705655305,0.1402294577785768,0.0,0.0,0.0448966750976909
6.4,2.8600000000000003,0.4087644101596757,1.0740796290009922,0.6626051056346561,0.13486085811279097,0.0,0.0,0.049370116094081
7.2,2.8600000000000003,0.46539768596984565,0.5919359520488578,0.5248672425727252,0.088189966619825,0.0,0.0,0.0543924263410365
8.0,2.8600000000000003,0.48137655817270364,0.5580450276519875,0.5182950845961255,0.08445432535253714,0.0,0.0,0.0579949938576565
8.8,2.8600000000000003,0.4893167992496663,0.7386124155499847,0.6011783953727736,0.12831275121816402,0.0,0.0,0.0457081665261925
9.6,2.8600000000000003,0.49638618122852196,0.8851615243914643,0.662858920784126,0.1474176742703469,0.0,0.0,0.0411393810759739
10.4,2.8600000000000003,0.5001900859458019,0.9172112599692761,0.6773329897136928,0.14505261665270103,0.0,0.0,0.0443592616178045
11.2,2.8600000000000003,0.5018903557282928,0.9184677804286439,0.678947804359295,0.14065751777625551,0.0,0.0,0.0459252716567949
12.0,2.8600000000000003,0.5025679720993288,0.8771174535857982,0.6639360962785061,0.133240675782638,0.0,0.0,0.045744440332292
12.8,2.8600000000000003,0.5279635886464582,0.7916633186634046,0.6465055349502398,0.14352247415852606,0.0,0.0,0.0392926746280852
13.6,2.8600000000000003,0.5316478463818894,0.6820475245908051,0.6021703227317005,0.13172042893135177,0.0,0.0,0.039620836097214
14.4,2.8600000000000003,0.5288277286523577,0.6958734462396738,0.6066277062617692,0.1272312947731772,0.0,0.0,0.0396848065631615
15.2,2.8600000000000003,0.5260244929259441,0.8194747314850079,0.6565544761061534,0.135610502617274,0.0,0.0,0.0417210839325972
16.0,2.8600000000000003,0.5232668011695372,0.785546744716231,0.6411322268275127,0.12805181524345674,0.0,0.0,0.0435063528166615
16.8,2.8600000000000003,0.5196995369161035,0.7837300268086973,0.6382038326426169,0.12427508358902128,0.0,0.0,0.0429892169332644
17.6,2.8600000000000003,0.5327251853945651,0.6988719916427448,0.6101694119791242,0.12350368847355911,0.0,0.0,0.0405589038714138
18.4,2.8600000000000003,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,2.8600000000000003,0.5372946556442435,0.5190615771644347,0.5280994332137868,0.10148697541998646,0.0,0.0,0.0394517823820258
20.0,2.8600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,3.0500000000000003,0.3927609499338345,0.8900304978494884,0.5912437938832412,0.1291793157437283,0.0,0.0,0.0433260586646842
4.8,3.0500000000000003,0.38671650799598845,1.0289779214021215,0.6308111829776,0.12148786636307818,0.0,0.0,0.0392211542232726
5.6,3.0500000000000003,0.3740832190011725,1.114269411568932,0.645623333155059,0.14023039964192371,0.0,0.0,0.0448966685325447
6.4,3.0500000000000003,0.4087649903521966,1.0740787949167425,0.6626053186034966,0.1348609379382101,0.0,0.0,0.0493701148372804
7.2,3.0500000000000003,0.4653977324137488,0.591935904960609,0.5248672478855466,0.0881899675581964,0.0,0.0,0.0543924260798415
8.0,3.0500000000000003,0.48137656187060496,0.5580450256730829,0.518295085667906,0.08445432556883867,0.0,0.0,0.0579949938119963
8.8,3.0500000000000003,0.4893167996695704,0.7386124145853321,0.6011783952381428,0.12831275118996419,0.0,0.0,0.0457081665314059
9.6,3.0500000000000003,0.4963861816698689,0.885161523615255,0.6628589207881719,0.1474176742861155,0.0,0.0,0.041139381077923
10.4,3.0500000000000003,0.5001900863413169,0.9172112591118025,0.6773329896648771,0.14505261665254565,0.0,0.0,0.0443592616209777
11.2,3.0500000000000003,0.5018903556454553,0.918467785735001,0.6789478062645415,0.14065751823138423,0.0,0.0,0.0459252716022213
12.0,3.0500000000000003,0.5025680211430483,0.8771173664232614,0.6639360956850746,0.13324067647003407,0.0,0.0,0.0457444404911777
12.8,3.0500000000000003,0.5279635954091866,0.7916635165194552,0.646505619879589,0.14352249633245037,0.0,0.0,0.0392926725016516
13.6,3.0500000000000003,0.5316470463244631,0.6820485800640659,0.6021703355703059,0.13172042599997474,0.0,0.0,0.0396208348116042
14.4,3.0500000000000003,0.5288245085435539,0.6958799953963968,0.606628713935295,0.1272315450053016,0.0,0.0,0.03968477966752
15.2,3.0500000000000003,0.5260147383096563,0.8194779889499155,0.656549693403335,0.1356091816695666,0.0,0.0,0.0417211846548101
16.0,3.0500000000000003,0.5232080093859186,0.7856583210612964,0.6411417364514369,0.1280537765266125,0.0,0.0,0.0435060406886989
16.8,3.0500000000000003,0.5199930927748633,0.7788930551818254,0.6364110375416658,0.12383172253112333,0.0,0.0,0.0430333508371845
17.6,3.0500000000000003,0.5328521548414507,0.6973465427447709,0.6095757606506241,0.1233489447873648,0.0,0.0,0.040572961409105
18.4,3.0500000000000003,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,3.0500000000000003,0.5372946556442435,0.5190615771644347,0.5280994332137868,0.10148697541998646,0.0,0.0,0.0394517823820258
20.0,3.0500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,3.24,0.3923643046915468,0.8905456474605105,0.5911161677385643,0.12912609994625823,0.0,0.0,0.043326486071318
4.8,3.24,0.3867350570251651,1.0289297378504072,0.6308115414626347,0.12148885773370399,0.0,0.0,0.0392212919608874
5.6,3.24,0.37408832983286855,1.1142619982231503,0.6456255957685794,0.14023134151799715,0.0,0.0,0.0448966619673072
6.4,3.24,0.40876557054295115,1.0740779608329223,0.662605531570239,0.1348610177629791,0.0,0.0,0.0493701135805135
7.2,3.24,0.46539777885767597,0.5919358578723677,0.5248672531983805,0.08818996849657036,0.0,0.0,0.0543924258186459
8.0,3.24,0.48137656556395925,0.5580450237004742,0.5182950867401624,0.08445432578530687,0.0,0.0,0.05799499376634
8.8,3.24,0.48931680009496703,0.7386124136147232,0.601178395104462,0.12831275116210084,0.0,0.0,0.0457081665366069
9.6,3.24,0.4963861815506072,0.8851615237079762,0.6628589207432601,0.1474176742710257,0.0,0.0,0.0411393810786049
10.4,3.24,0.5001900866904441,0.9172112583548959,0.6773329896217861,0.14505261665240832,0.0,0.0,0.0443592616237788
11.2,3.24,0.501890368465473,0.918467765912401,0.6789478076092703,0.14065751886568517,0.0,0.0,0.0459252716148124
12.0,3.24,0.502567949875347,0.8771174845952985,0.6639360933349537,0.13324067469540857,0.0,0.0,0.0457444403484645
12.8,3.24,0.527963740087195,0.7916628871580558,0.6465054514790994,0.14352245536623523,0.0,0.0,0.0392926771287947
13.6,3.24,0.5316463401045954,0.6820495117427807,0.6021703469020836,0.13172042341201545,0.0,0.0,0.0396208336767878
14.4,3.24,0.528824408682044,0.6958612317982025,0.6066204780836558,0.1272293604956491,0.0,0.0,0.0396849777612351
15.2,3.24,0.5260558506216957,0.8194316042526248,0.6565567679960471,0.13561147059074186,0.0,0.0,0.0417210871933746
16.0,3.24,0.5231561485366534,0.7857567184443419,0.6411501060657648,0.12805550100610483,0.0,0.0,0.0435057656976677
16.8,3.24,0.5213414106530236,0.776951396729753,0.6364408355691253,0.12384531116114554,0.0,0.0,0.0430336969740628
17.6,3.24,0.5408812121517095,0.6693643435866845,0.6017030808715369,0.12128406852883541,0.0,0.0,0.0407583243672751
18.4,3.24,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,3.24,0.5372946556442435,0.5190615771644347,0.5280994332137868,0.10148697541998646,0.0,0.0,0.0394517823820258
20.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,3.43,0.3919813139085462,0.8910384175458508,0.5909910402473242,0.12907422479259906,0.0,0.0,0.0433269536511276
4.8,3.43,0.3867536777861664,1.0288814678031084,0.6308119305140648,0.12148985912325073,0.0,0.0,0.0392214294144329
5.6,3.43,0.3740934408415264,1.1142545846630014,0.6456278584060853,0.14023228340679547,0.0,0.0,0.0448966554019783
6.4,3.43,0.40876615073231415,1.0740771267491562,0.6626057445350715,0.13486109758716044,0.0,0.0,0.0493701123237778
7.2,3.43,0.4653978253010307,0.5919358107848773,0.5248672585112204,0.08818996943494987,0.0,0.0,0.0543924255574514
8.0,3.43,0.4813765692618852,0.5580450217225088,0.5182950878123923,0.08445432600171648,0.0,0.0,0.0579949937206666
8.8,3.43,0.4893168004278452,0.7386124128073619,0.6011783949803827,0.12831275113523144,0.0,0.0,0.045708166541255
9.6,3.43,0.4963861813758761,0.8851615241089843,0.6628589207767436,0.1474176742734534,0.0,0.0,0.0411393810768655
10.4,3.43,0.5001900847823058,0.9172112618700299,0.6773329896277428,0.14505261659761282,0.0,0.0,0.0443592616150101
11.2,3.43,0.5018903613158106,0.9184677759010065,0.678947806465184,0.1406575184173697,0.0,0.0,0.045925271619012
12.0,3.43,0.5025679947167203,0.8771174053715283,0.6639360929703262,0.1332406753668771,0.0,0.0,0.0457444404888519
12.8,3.43,0.5279634659446644,0.7916633955499217,0.6465054912187973,0.14352246047771883,0.0,0.0,0.0392926754132292
13.6,3.43,0.5316451386805185,0.6820544847944048,0.6021718618103896,0.1317208250252011,0.0,0.0,0.0396207944024452
14.4,3.43,0.5288305087870597,0.6958543941494897,0.6066209964218069,0.12722953010948906,0.0,0.0,0.0396849703043702
15.2,3.43,0.5260454399248045,0.8194368900488691,0.6565523888589325,0.1356102425779563,0.0,0.0,0.0417211765670058
16.0,3.43,0.5234033703381813,0.7848913475230797,0.6409483416335958,0.12800671000905342,0.0,0.0,0.0435111693365305
16.8,3.43,0.5198440748379014,0.7815757281669993,0.6374147090589711,0.12408010349127291,0.0,0.0,0.0430086591186749
17.6,3.43,0.5333451063625898,0.6787167217905434,0.6016562491767584,0.121275715953025,0.0,0.0,0.0407600933091185
18.4,3.43,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,3.43,0.5372946556442435,0.5190615771644347,0.5280994332137868,0.10148697541998646,0.0,0.0,0.0394517823820258
20.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,3.62,0.3916119428304907,0.8915090084684469,0.5908684920159586,0.129023712329235,0.0,0.0,0.043327459349255
4.8,3.62,0.38677237020677313,1.0288331113678248,0.6308123500938632,0.12149087051861619,0.0,0.0,0.039221566584119
5.6,3.62,0.37409855202703235,1.1142471708885973,0.6456301210675053,0.14023322530829233,0.0,0.0,0.0448966488365589
6.4,3.62,0.40876673092000293,1.0740762926656664,0.6626059574978335,0.134861177410703,0.0,0.0,0.049370111067076
7.2,3.62,0.4653978717444778,0.5919357636973124,0.5248672638240751,0.08818997037333198,0.0,0.0,0.0543924252962562
8.0,3.62,0.4813765729532269,0.5580450197503237,0.5182950888837619,0.08445432621799373,0.0,0.0,0.057994993675044
8.8,3.62,0.48931680082833906,0.7386124118815582,0.6011783948496383,0.1283127511077272,0.0,0.0,0.0457081665462968
9.6,3.62,0.4963861815979347,0.8851615236309429,0.6628589207460165,0.14741767427329058,0.0,0.0,0.0411393810787498
10.4,3.62,0.5001900851766103,0.9172112610478094,0.6773329895911242,0.1450526166003731,0.0,0.0,0.0443592616178303
11.2,3.62,0.501890360952749,0.9184677806094712,0.6789478079599033,0.1406575187671849,0.0,0.0,0.0459252715750145
12.0,3.62,0.5025679690966229,0.8771174777743778,0.6639361034498887,0.13324067746350723,0.0,0.0,0.0457444401267315
12.8,3.62,0.5279638537121618,0.7916626046068638,0.6465054056758127,0.14352244563373323,0.0,0.0,0.0392926785803306
13.6,3.62,0.53164816211278,0.6820465661265573,0.6021700784301034,0.13172036514323718,0.0,0.0,0.0396208425778904
14.4,3.62,0.5288276500322133,0.6958609118495571,0.6066221977167291,0.12722983359964637,0.0,0.0,0.0396849390478079
15.2,3.62,0.5260361219770353,0.8194416210480318,0.6565484692866795,0.1356091434302554,0.0,0.0,0.0417212565605001
16.0,3.62,0.5233008753476982,0.7856815930065508,0.6412081295218441,0.12807107647846766,0.0,0.0,0.043504474321973
16.8,3.62,0.5210630686501916,0.7797083632377202,0.6373988016939354,0.12408202270537662,0.0,0.0,0.0430100650986142
17.6,3.62,0.53334510636259,0.6787167217905434,0.6016562491767586,0.1212757159530251,0.0,0.0,0.0407600933091185
18.4,3.62,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,3.62,0.5372946556442435,0.5190615771644347,0.5280994332137868,0.10148697541998646,0.0,0.0,0.0394517823820258
20.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,3.81,0.39125615156485405,0.8919576225852837,0.5907485986201361,0.1289745828750852,0.0,0.0,0.0433280011861258
4.8,3.81,0.38679113421468436,1.0287846686521478,0.6308128001639175,0.12149189190667382,0.0,0.0,0.0392217034701571
5.6,3.81,0.3741036633893633,1.1142397568999503,0.6456323837528172,0.14023416722248008,0.0,0.0,0.0448966422710492
6.4,3.81,0.4087673111062271,1.0740754585823138,0.662606170458652,0.13486125723364645,0.0,0.0,0.0493701098104058
7.2,3.81,0.46539791818800147,0.5919357166095982,0.5248672691369026,0.08818997131170665,0.0,0.0,0.0543924250350615
8.0,3.81,0.4813765766534135,0.5580450177696548,0.5182950899559533,0.08445432643436825,0.0,0.0,0.0579949936293629
8.8,3.81,0.4893168012426259,0.7386124109307508,0.6011783947171911,0.12831275108000412,0.0,0.0,0.0457081665514291
9.6,3.81,0.4963861816010364,0.8851615236404529,0.6628589207516483,0.14741767427478616,0.0,0.0,0.041139381078609
10.4,3.81,0.5001900855315886,0.9172112603075948,0.6773329895581582,0.14505261660285826,0.0,0.0,0.0443592616203693
11.2,3.81,0.5018903607290537,0.9184677695499166,0.6789478037208877,0.14065751774464294,0.0,0.0,0.0459252716948172
12.0,3.81,0.5025680085070918,0.8771174067923397,0.6639361026172104,0.13324067792996383,0.0,0.0,0.0457444402641744
12.8,3.81,0.5279636012455438,0.7916630763839869,0.6465054437364126,0.1435224507208443,0.0,0.0,0.0392926769634792
13.6,3.81,0.5316475059001988,0.6820474588601673,0.6021701008922449,0.1317203659781161,0.0,0.0,0.039620841225518
14.4,3.81,0.5288250763249607,0.6958667795845694,0.6066232791657558,0.12723010680869828,0.0,0.0,0.0396849109089977
15.2,3.81,0.5260801908105239,0.8192897873818172,0.6565151389533527,0.13560134395258625,0.0,0.0,0.0417221748243889
16.0,3.81,0.5232520448452604,0.7857641869473082,0.6412119131662734,0.1280716742548444,0.0,0.0,0.0435043191406836
16.8,3.81,0.5210356559082492,0.7792952368923434,0.6372131549963298,0.12403579348032469,0.0,0.0,0.0430145805112097
17.6,3.81,0.53334510636259,0.6787167217905434,0.6016562491767586,0.1212757159530251,0.0,0.0,0.0407600933091185
18.4,3.81,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,3.81,0.5372946556442435,0.5190615771644347,0.5280994332137868,0.10148697541998646,0.0,0.0,0.0394517823820258
20.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,4.0,0.3909138952826532,0.8923844641018235,0.5906314307178097,0.12892685506258186,0.0,0.0,0.0433285772557266
4.8,4.0,0.3868099697375189,1.0287361397636623,0.6308132806860317,0.12149292327427334,0.0,0.0,0.0392218400727598
5.6,4.0,0.3741087749284384,1.1142323426971386,0.645634646461968,0.14023510914933934,0.0,0.0,0.0448966357054499
6.4,4.0,0.4087678912906838,1.0740746244993902,0.6626063834173715,0.13486133705593947,0.0,0.0,0.0493701085537694
7.2,4.0,0.4653979646313524,0.5919356695221962,0.524867274449767,0.08818997225009131,0.0,0.0,0.0543924247738661
8.0,4.0,0.4813765803466059,0.5580450157968981,0.5182950910280537,0.08445432665080067,0.0,0.0,0.0579949935837118
8.8,4.0,0.4893168016511482,0.7386124099816058,0.6011783945818795,0.12831275105144221,0.0,0.0,0.0457081665566297
9.6,4.0,0.496386181791304,0.8851615232300805,0.662858920725032,0.14741767427457544,0.0,0.0,0.0411393810802315
10.4,4.0,0.5001900858528434,0.9172112596377009,0.6773329895283237,0.14505261660510715,0.0,0.0,0.0443592616226671
11.2,4.0,0.501890360428354,0.9184677741127534,0.6789478052039625,0.14065751809318014,0.0,0.0,0.0459252716513987
12.0,4.0,0.5025679513804531,0.8771175005941603,0.6639361003843295,0.13324067642316864,0.0,0.0,0.0457444401593595
12.8,4.0,0.5279636058039561,0.7916632387573586,0.6465055128278283,0.1435224687417925,0.0,0.0,0.0392926752311398
13.6,4.0,0.5316469120303569,0.6820482667808319,0.6021701212196486,0.13172036673338464,0.0,0.0,0.0396208400016313
14.4,4.0,0.5288302754398893,0.6958606528090652,0.6066235906167836,0.12723021681217367,0.0,0.0,0.0396849076899042
15.2,4.0,0.526070104205731,0.8193010614035179,0.6565133622009643,0.13560077224876607,0.0,0.0,0.0417221997870435
16.0,4.0,0.5232078827333393,0.7858388735956687,0.6412153251627273,0.12807221186492848,0.0,0.0,0.0435041789571879
16.8,4.0,0.5199335254630741,0.7800413726494058,0.6368435136583093,0.12393879974464121,0.0,0.0,0.0430227159835659
17.6,4.0,0.5331441400548458,0.6930149040286595,0.6078460619709164,0.12289744210511254,0.0,0.0,0.040613881040504
18.4,4.0,0.5405182049703174,0.5139240325215799,0.5270534086311096,0.10502599838694988,0.0,0.0,0.0395745521139277
19.200000000000003,4.0,0.5372946556442435,0.5190615771644347,0.5280994332137868,0.10148697541998646,0.0,0.0,0.0394517823820258
20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622911350603241
