n_points,diag_scale_canonical,offdiag_scale_canonical,I_diag_p50,I_diag_p90,I_diag_max,kappa_diag_eff_p50,kappa_diag_eff_p90,kappa_diag_eff_max,rel_match_shift_diag_p50,rel_match_shift_diag_p90,rel_match_shift_diag_max,abs_mu_drift_vs_const_mean,abs_mu_drift_vs_const_p95,abs_mu_drift_vs_const_max,corr_I_diag__kappa_diag_eff,corr_I_diag__rel_match_shift,corr_kappa_diag_eff__abs_mu_drift,offdiag_mix_max,kappa_offdiag_eff_max,scale_scan_best_small_deformation_diag
441,1.0,0.0,0.1818077804316926,0.2275811869146215,0.2441931835789313,0.1818077804316926,0.2275811869146216,0.2441931835789313,0.0012159860868217274,0.0015463713619204393,0.9999999999999998,0.0005059359084266733,0.0010292338449908733,0.007867036520302406,1.0,-0.5568085284746249,0.3690525910907967,1.6870931452033958e-26,1.723758604147684e-27,0.0454519451079231
