n_scan_points,canonical_objective,max_abs_canonical_action_residual,p95_abs_canonical_action_residual,"corr(parent_blockdet_action, response_action)",canonical_coeff_share_p50,canonical_tree_share_p50,lambda0_max_abs_det_ratio_residual,lambda0_max_abs_schur_norm_residual,lambda0_max_abs_action_factor_residual,scan_max_abs_det_ratio_residual,scan_max_abs_schur_norm_residual,scan_max_abs_action_factor_residual,scan_max_abs_weight_factor_residual,"corr(j_direct, j_blockdet)",selection_gap_blockdet_objective
175,4.947150659868165e-33,5.551115123125783e-16,4.440892098500626e-16,1.0,0.44486833754752025,0.5418029481762547,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.3322676295501878e-15,6.661338147750939e-16,4.440892098500626e-16,2.220446049250313e-16,0.9999999999999999,1.5003288724437651e-07
