q_ss,q_dd,q_sd,mean_objective,max_objective,max_abs_det_ratio_residual,max_abs_schur_residual,max_abs_weight_residual,mean_abs_xi_residual,max_abs_xi_residual,"corr(xi_gen, xi_target)"
-0.0125,0.025,-0.025,0.0002570370899596444,0.0008575375229386364,0.0006306899137489275,0.0004676446680127455,8.874684206694461e-05,0.003251728802825433,0.006742325619221168,0.9989801084900833
-0.0125,0.0,0.025,0.0002572308346378012,0.0008608207273951999,0.0006507715820442961,0.0004889209525562599,8.190229055737852e-05,0.0017078841760857584,0.006058641134953385,0.9986396684139549
0.0,-0.0125,0.0,0.0002573360932805209,0.0008607247151290921,0.000717730490718882,0.0005392267961337183,7.135618990017356e-05,0.0010419683150807355,0.006080085196541324,0.9995786555836927
-0.0125,0.025,-0.0125,0.00025707687828676484,0.0008586728648186583,0.0007247861948842527,0.0005384123941984953,7.127453919153481e-05,0.0024426978932233175,0.006070902356987734,0.9985329005835487
0.0,0.0125,0.0,0.0002573119513880534,0.0008620827959893927,0.0007511818990537655,0.0005643586471224538,7.470993982916507e-05,0.0010621980787386002,0.006363460941686466,0.9995716161230855
-0.0125,0.0,-0.0125,0.00025710562703728075,0.0008573688282616582,0.0007544458256889541,0.0005668108164607055,9.680313898663417e-05,0.003906304164837907,0.007354590893957791,0.999473623677702
-0.0125,0.0125,-0.025,0.0002570521024343592,0.0008568949405066491,0.0007847128547791016,0.000583096649400261,0.00011042474058164942,0.00414540291778459,0.00838974979611147,0.9993245662160761
-0.025,0.0125,0.0,0.00025696211940896406,0.0008563506858192201,0.0007955744571646051,0.0005392382364819426,0.00013801246948164092,0.004269372121967773,0.009787723093177506,0.9979228756754718
-0.025,0.0125,0.0125,0.0002570011339024744,0.0008574757035751243,0.0008068533025871183,0.0005468830077037801,0.00013996848537622952,0.003450724694878614,0.009926483475452968,0.9970885487327623
-0.0125,-0.025,0.025,0.00025725527374849335,0.0008594702789044799,0.0008093970440716802,0.000608095351275928,8.755714047981034e-05,0.002151141560993958,0.006856616863044479,0.999485311485182
-0.025,0.0,0.0125,0.00025701581640742694,0.0008568216733771573,0.0008120119358272504,0.0005471129084571036,0.00014002730827356036,0.003956565589556817,0.009930656408229321,0.9983505550489885
-0.025,0.025,-0.0125,0.00025690854729559207,0.0008558832773059386,0.0008261984198361105,0.0005891576789849307,0.0001359939371725627,0.0046537426417052365,0.009644528991850143,0.9972866391399797
-0.025,-0.0125,0.0125,0.00025703014620057947,0.0008561789406764741,0.0008407374242724863,0.0006316411989497617,0.00014008612802296483,0.004976076074560907,0.009934829118737415,0.998797308234801
-0.025,0.0,0.0,0.00025697726014115095,0.0008557116965288485,0.0008447320453872642,0.0006276951145969267,0.00013807139705646065,0.005212846774669936,0.009791903416925596,0.9986583922700254
