D,eta,coeff_1,coeff_2,coeff_3,basis_1_mumu,basis_2_mumu,basis_3_mumu,basis_1_offdiag_frob,basis_2_offdiag_frob,basis_3_offdiag_frob,tree_term_1_mumu,tree_term_2_mumu,tree_term_3_mumu,C_tree_mumu,C_match_mumu,C_ir_mumu,delta_C_match_diag_mumu,delta_C_rge_diag_mumu,tree_rebuild_residual,match_rebuild_residual,ir_rebuild_residual,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,mu_mumu_tree_recon,mu_mumu_ir_recon,mu_mumu_ir_native,abs_delta_mu_mumu_ir_recon_vs_native,chi2_uv_rge
12.0,0.2,0.20336892222463163,0.27894931279632773,0.03982763960159168,1.0000000000000001e-60,2.957082437531488e-05,1.0000000000000001e-60,7.026954938208634e-33,1.0875812498441646e-32,6.986406599875982e-33,2.0336892222463164e-61,8.248761138314983e-06,3.982763960159168e-62,8.248761138314983e-06,8.260649044190836e-06,8.301521713168645e-06,1.1887905875853567e-08,4.087266897780918e-08,0.0,0.0,0.0,1.4779687035454037,1.0,0.3906686474340275,1.0014411747020573,1.0,0.0358266520690653,0.03818294649274094,0.03818294649274094,0.0,11.59091054514495
12.8,0.2,0.17135082903853138,0.22310340441491927,0.03962130271830165,1.0000000000000001e-60,9.186019029316344e-06,1.0000000000000001e-60,4.0388379677876596e-33,6.0616892131868145e-33,4.55444315358891e-33,1.713508290385314e-61,2.0494321184607085e-06,3.9621302718301655e-62,2.0494321184607085e-06,2.0514354614750277e-06,2.063289261861847e-06,2.003343014319193e-09,1.1853800386819152e-08,0.0,0.0,0.0,1.5781226258875372,1.0,0.4562359290923607,1.0009775112804535,1.0,0.00221154533631444,0.002360691306463632,0.002360691306463632,0.0,12.208722732533413
13.600000000000001,0.2,0.17198273027864014,0.21727377099825815,0.03945217894771782,1.0000000000000001e-60,2.5885617446326796e-06,1.0000000000000001e-60,2.2787958365921463e-33,3.2178015753819755e-33,3.0149352342625718e-33,1.7198273027864016e-61,5.624265717181724e-07,3.945217894771782e-62,5.624265717181724e-07,5.629603593050153e-07,5.662376294890535e-07,5.337875868429464e-10,3.2772701840381938e-09,0.0,0.0,0.0,1.5835144599575646,1.0,0.4596467185984162,1.0009490796020044,1.0,0.00016655605732553236,0.00017781992157924674,0.00017781992157924685,1.0842021724855044e-19,12.246888348996888
14.4,0.2,0.18123199361617928,0.2239921505598649,0.03938028102492916,1.0000000000000001e-60,1.2472862552806118e-06,1.0000000000000001e-60,1.567404010988234e-33,2.233639411615592e-33,2.035717144397029e-33,1.812319936161793e-61,2.793823306840649e-07,3.938028102492916e-62,2.793823306840649e-07,2.7967352820204425e-07,2.8125073310682697e-07,2.911975179793472e-10,1.5772049047827143e-09,0.0,0.0,0.0,1.5609164733916419,1.0,0.4452731317042589,1.0010422903884664,1.0,4.109856351127497e-05,4.3871470884942245e-05,4.3871470884942245e-05,0.0,12.249232261288922
15.200000000000001,0.2,0.19025027384216794,0.23029521014633683,0.039463874647540406,1.0000000000000001e-60,6.36458540351539e-07,1.0000000000000001e-60,1.0224279419523345e-33,1.595567034444544e-33,1.0936942886213224e-33,1.9025027384216796e-61,1.4657335329968847e-07,3.946387464754041e-62,1.4657335329968847e-07,1.467389871751112e-07,1.4754136317150117e-07,1.6563387542273393e-10,8.02375996389969e-10,0.0,0.0,0.0,1.5399344597018174,1.0,0.4317398568847099,1.0011300408409438,1.0,1.1311984932234147e-05,1.2073280813751056e-05,1.2073280813751056e-05,0.0,12.249788718496783
16.0,0.2,0.198977048678383,0.23804419084060746,0.03901792463887431,1.0000000000000001e-60,2.3577682401147757e-07,1.0000000000000001e-60,6.366952551262236e-34,9.711371149564362e-34,7.299676125005615e-34,1.9897704867838303e-61,5.6125303290780483e-08,3.9017924638874315e-62,5.6125303290780483e-08,5.619361804726112e-08,5.649167279023662e-08,6.83147564806371e-11,2.980547429754967e-10,0.0,0.0,0.0,1.520124718640573,1.0,0.4187923832293445,1.0012171828475778,1.0,1.6586172285652163e-06,1.7699730968322478e-06,1.7699730968322478e-06,0.0,12.249969025490383
16.8,0.2,0.18579695569223972,0.2646156430676404,0.042213098762189746,1.0000000000000001e-60,1.0225565476109463e-07,1.0000000000000001e-60,4.243519037651276e-34,6.395487620536675e-34,4.784519404143322e-34,1.8579695569223975e-61,2.705844584190968e-08,4.221309876218975e-62,2.705844584190968e-08,2.7093929115874304e-08,2.723337066829176e-08,3.548327396462276e-11,1.3944155241745495e-10,0.0,0.0,0.0,1.5013415333766713,1.0,0.40635906399495303,1.0013113566895873,1.0,3.855089518824445e-07,4.113396648641798e-07,4.113396648641798e-07,0.0,12.249992801556921
17.6,0.2,0.18962990788759787,0.21279271638670574,0.038614174076225596,1.0000000000000001e-60,3.355014497939953e-08,1.0000000000000001e-60,2.7110732989817773e-34,3.6633397319604162e-34,2.9184389339704e-34,1.8962990788759788e-61,7.139226485334225e-09,3.86141740762256e-62,7.139226485334225e-09,7.146606815859708e-09,7.186845932820351e-09,7.380330525483494e-12,4.023911696064278e-11,0.0,0.0,0.0,1.559816346703205,1.0,0.44456808785883606,1.0010337717315236,1.0,2.6836822269855542e-08,2.8646691107750577e-08,5.546228976920903e-08,2.6815598661458452e-08,12.249999029409944
18.4,0.2,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0058704800739689e-30,1e-30,5.870480073968777e-33,0.0,0.0,0.0,1.5896510516836373,1.0,0.463514527796402,1.0005966299991618,1.0,0.0,5.611538167427707e-52,5.546228976920903e-08,5.546228976920903e-08,12.249999029409944
19.200000000000003,0.2,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0057161736535278e-30,1e-30,5.716173653527695e-33,0.0,0.0,0.0,1.5704009692603986,1.0,0.4513309811859851,1.0006470199295994,1.0,0.0,5.609816613871558e-52,5.546228976920903e-08,5.546228976920903e-08,12.249999029409944
20.0,0.2,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0055641423643005e-30,1e-30,5.564142364300414e-33,0.0,0.0,0.0,1.5516627094173834,1.0,0.43932707173589636,1.000696715514015,1.0,0.0,5.608120701621814e-52,5.546228976920903e-08,5.546228976920903e-08,12.249999029409944
4.0,0.39,0.05047928850893237,0.3565061096914386,0.1278347530823088,1.0000000000000001e-60,0.0041510630369783405,1.0000000000000001e-60,1.1412036525285907e-31,1.2885748774484689e-31,1.0342645694866756e-31,5.047928850893238e-62,0.0014798793343970764,1.2783475308230882e-61,0.0014798793343970764,0.0014811297805897218,0.0014857739968703126,1.2504461926454973e-06,4.644216280590705e-06,0.0,0.0,0.0,1.280917082806759,1.0,0.24757629233153006,1.0008449649667923,1.0,1153.1382594276513,2.4448554964824805,2.4448554964824805,0.0,6.8232688033103175
4.8,0.39,0.0770635397314149,0.3769212226032855,0.09565348986697202,1.0000000000000001e-60,0.004161103583490356,1.0000000000000001e-60,1.0079858792610566e-31,1.2901323317381603e-31,7.971721936714691e-32,7.706353973141491e-62,0.0015684082500680974,9.565348986697203e-62,0.0015684082500680974,0.001569643482460476,0.0015757603132450226,1.2352323923785994e-06,6.116830784546647e-06,0.0,0.0,0.0,1.3602809677586774,1.0,0.30769127235057525,1.0007875707057299,1.0,1295.2303331851901,13.751424565022852,13.751424565022852,0.0,953.4855549090619
5.6,0.39,0.10060937490647359,0.3791653936718843,0.06704733676645655,1.0000000000000001e-60,0.00343434400378527,1.0000000000000001e-60,7.904352146000565e-32,1.1720655278243226e-31,5.959444798111691e-32,1.006093749064736e-61,0.0013021843961999171,6.704733676645656e-62,0.0013021843961999171,0.0013037761423013278,0.0013096885799670488,1.5917461014106939e-06,5.9124376657210004e-06,0.0,0.0,0.0,1.4305484675437201,1.0,0.35805791447458585,1.0012223661303696,1.0,892.8402172206808,57.974894794731256,57.97489479473127,1.4210854715202004e-14,20004.492006468194
6.4,0.39,0.12575208283544165,0.346867294921506,0.052361909041912465,1.0000000000000001e-60,0.0019381367964826934,1.0000000000000001e-60,5.752501155700377e-32,8.804855016370669e-32,4.5605734319466625e-32,1.2575208283544167e-61,0.0006722762677837852,5.2361909041912474e-62,0.0006722762677837852,0.0006732376681872878,0.0006765663653587906,9.614004035025155e-07,3.328697171502853e-06,0.0,0.0,0.0,1.4775528482269376,1.0,0.3903872383399466,1.001430067443362,1.0,237.9711619936663,59.885175918983734,59.88517591898372,1.4210854715202004e-14,21378.223764215454
7.2,0.39,0.15546122604775142,0.3068207005575024,0.04629896571465319,1.0000000000000001e-60,0.0003942546672087957,1.0000000000000001e-60,4.4222443481515865e-32,3.9711694358654393e-32,3.895876290432982e-32,1.5546122604775144e-61,0.00012096549319106766,4.62989657146532e-62,0.00012096549319106766,0.00012114118451755385,0.0001217552173640418,1.7569132648618754e-07,6.140328464879447e-07,0.0,0.0,0.0,1.4921401916441892,1.0,0.40021145959540433,1.0014524086320111,1.0,7.704629715922849,3.532307502085169,3.532307502085169,0.0,28.41709552155433
8.0,0.39,0.1820472420383371,0.3080449905785686,0.04395337611480762,1.0000000000000001e-60,0.0002788905285962925,1.0000000000000001e-60,3.724670408224819e-32,3.3400031652457607e-32,3.50419033094253e-32,1.8204724203833712e-61,8.591083025389695e-05,4.395337611480762e-62,8.591083025389695e-05,8.604368030427128e-05,8.646042465355578e-05,1.328500503743334e-07,4.167443492844976e-07,0.0,0.0,0.0,1.4658274448318904,1.0,0.38241989178356733,1.0015463713944064,1.0,3.8861951260852043,2.325572501058473,2.3255725010584727,4.440892098500626e-16,5.354277841972729
8.8,0.39,0.15532924999089492,0.26822734509135887,0.042357383543000754,1.0000000000000001e-60,0.00021803260940042338,1.0000000000000001e-60,2.3881380588317396e-32,2.9531854625161854e-32,2.579827620959073e-32,1.5532924999089493e-61,5.848230796281682e-05,4.235738354300076e-62,5.848230796281682e-05,5.8550286342106446e-05,5.8874434168223684e-05,6.797837928962391e-08,3.241478261172383e-07,0.0,0.0,0.0,1.5482467554553723,1.0,0.43712316521321565,1.0011623751123646,1.0,1.8008509832107285,1.5837193704968877,1.5837193704968866,1.1102230246251565e-15,0.210955044348577
9.600000000000001,0.39,0.16152502931088772,0.26255859746217575,0.04132676505617363,1.0000000000000001e-60,0.00016598138027800193,1.0000000000000001e-60,1.6485998528050524e-32,2.5766752242221136e-32,1.956789256143102e-32,1.6152502931088775e-61,4.357983841062823e-05,4.132676505617363e-62,4.357983841062823e-05,4.3630012367583656e-05,4.3871472078043846e-05,5.017395695542938e-08,2.414597104601895e-07,0.0,0.0,0.0,1.5480056645464257,1.0,0.4369674344285572,1.0011513112206307,1.0,1.0000000038712864,1.00000000453294,1.00000000453294,0.0,0.9999999773352996
10.4,0.39,0.17639310502410083,0.267440799419151,0.040638258854067445,1.0000000000000001e-60,0.00011205461341960352,1.0000000000000001e-60,1.297333462625057e-32,2.117117034267152e-32,1.4411276959137232e-32,1.7639310502410084e-61,2.996797539154269e-05,4.063825885406745e-62,2.996797539154269e-05,3.0005487086927438e-05,3.0165346921756056e-05,3.751169538474675e-08,1.5985983482861817e-07,0.0,0.0,0.0,1.5229622419775668,1.0,0.42065728173279693,1.001251726047377,1.0,0.4728719763175505,0.49515241348517663,0.4951524134851768,1.6653345369377348e-16,5.117182217635626
11.2,0.39,0.19039187005448907,0.2731218883209475,0.040136033424183586,1.0000000000000001e-60,6.0315134839430895e-05,1.0000000000000001e-60,9.786270620734407e-33,1.553256383723317e-32,8.90454950613309e-33,1.9039187005448907e-61,1.6473383521677937e-05,4.013603342418359e-62,1.6473383521677937e-05,1.6495616581141975e-05,1.6580245204536817e-05,2.2233059464038676e-08,8.462862339484204e-08,0.0,0.0,0.0,1.499419168235305,1.0,0.40507781194222237,1.0013496352728497,1.0,0.1428875499105298,0.15204989347253298,0.15204989347253298,0.0,9.733621677386974
12.0,0.39,0.20336925217829332,0.2789490642288861,0.039827556994765326,1.0000000000000001e-60,2.957082437531488e-05,1.0000000000000001e-60,7.026954938208634e-33,1.0875812498441646e-32,6.986406599875982e-33,2.0336925217829334e-61,8.24875378797082e-06,3.982755699476533e-62,8.24875378797082e-06,8.260641682493328e-06,8.30151431504637e-06,1.1887894522508545e-08,4.0872632553041086e-08,0.0,0.0,0.0,1.4779687035454037,1.0,0.3906686474340275,1.0014411746098961,1.0,0.035826588219936645,0.03818287859835108,0.038182878598351094,1.3877787807814457e-17,11.590911700891704
12.8,0.39,0.17135246850320776,0.22309986637556523,0.03962203211571782,1.0000000000000001e-60,9.186019029316344e-06,1.0000000000000001e-60,4.0388379677876596e-33,6.0616892131868145e-33,4.55444315358891e-33,1.7135246850320778e-61,2.0493996179638756e-06,3.962203211571782e-62,2.0493996179638756e-06,2.051402918997195e-06,2.0632565313439595e-06,2.003301033319472e-09,1.18536123467644e-08,0.0,0.0,0.0,1.5781226258875372,1.0,0.4562359290923607,1.0009775062978248,1.0,0.002211475194198843,0.002360616394759659,0.002360616394759659,0.0,12.208724041277724
13.600000000000001,0.39,0.17198040067031226,0.21728172201621015,0.03944906483107635,1.0000000000000001e-60,2.5885617446326796e-06,1.0000000000000001e-60,2.2787958365921463e-33,3.2178015753819755e-33,3.0149352342625718e-33,1.7198040067031227e-61,5.624471534190738e-07,3.944906483107635e-62,5.624471534190738e-07,5.629809685951364e-07,5.662583587560271e-07,5.338151760625617e-10,3.277390160890701e-09,0.0,0.0,0.0,1.5835144599575646,1.0,0.4596467185984162,1.0009490939243226,1.0,0.00016656824760903117,0.00017783294232626335,0.00017783294232626338,2.710505431213761e-20,12.246888121162756
14.4,0.39,0.18123647579554872,0.2240129707280473,0.039368291642144004,1.0000000000000001e-60,1.2472862552806118e-06,1.0000000000000001e-60,1.567404010988234e-33,2.233639411615592e-33,2.035717144397029e-33,1.8123647579554874e-61,2.794082993936714e-07,3.9368291642144005e-62,2.794082993936714e-07,2.79699537366983e-07,2.812768889491534e-07,2.9123797331163513e-10,1.5773515821703678e-09,0.0,0.0,0.0,1.5609164733916419,1.0,0.4452731317042589,1.0010423383054248,1.0,4.110620412519904e-05,4.387963140048111e-05,4.387963140048113e-05,2.0328790734103208e-20,12.249232118484377
15.200000000000001,0.39,0.19021071733294506,0.23051941605401688,0.03936130223949392,1.0000000000000001e-60,6.36458540351539e-07,1.0000000000000001e-60,1.0224279419523345e-33,1.595567034444544e-33,1.0936942886213224e-33,1.902107173329451e-61,1.4671605106442872e-07,3.936130223949392e-62,1.4671605106442872e-07,1.468819143660624e-07,1.4768507189535957e-07,1.6586330163368244e-10,8.031575292971751e-10,0.0,0.0,0.0,1.5399344597018174,1.0,0.4317398568847099,1.0011305054929596,1.0,1.1334021416834272e-05,1.2096811618820405e-05,1.2096811618820405e-05,0.0,12.249788306711247
16.0,0.39,0.19887298401593712,0.2381399901414727,0.03903362714305395,1.0000000000000001e-60,2.3577682401147757e-07,1.0000000000000001e-60,6.366952551262236e-34,9.711371149564362e-34,7.299676125005615e-34,1.9887298401593715e-61,5.614789054568101e-08,3.903362714305395e-62,5.614789054568101e-08,5.6216234084550115e-08,5.6514408784513886e-08,6.834353886910415e-11,2.98174699963771e-10,0.0,0.0,0.0,1.520124718640573,1.0,0.4187923832293445,1.001217205814945,1.0,1.6599524961332218e-06,1.7713980925613831e-06,1.7713980925613831e-06,0.0,12.249969000552989
16.8,0.39,0.21160064185053518,0.241092604378527,0.03846056038668437,1.0000000000000001e-60,1.0225565476109463e-07,1.0000000000000001e-60,4.243519037651276e-34,6.395487620536675e-34,4.784519404143322e-34,2.116006418505352e-61,2.465308211878383e-08,3.8460560386684376e-62,2.465308211878383e-08,2.4685106207025503e-08,2.481215051707652e-08,3.2024088241673215e-11,1.2704431005101634e-10,0.0,0.0,0.0,1.5013415333766713,1.0,0.40635906399495303,1.0012989892333695,1.0,3.200156482651952e-07,3.4144960102432383e-07,3.4144960102432383e-07,0.0,12.249994024632707
17.6,0.39,0.18962990788759787,0.21279271638670574,0.038614174076225596,1.0000000000000001e-60,3.355014497939953e-08,1.0000000000000001e-60,2.7110732989817773e-34,3.6633397319604162e-34,2.9184389339704e-34,1.8962990788759788e-61,7.139226485334225e-09,3.86141740762256e-62,7.139226485334225e-09,7.146606815859708e-09,7.186845932820351e-09,7.380330525483494e-12,4.023911696064278e-11,0.0,0.0,0.0,1.559816346703205,1.0,0.44456808785883606,1.0010337717315236,1.0,2.6836822269855542e-08,2.8646691107750577e-08,5.546228976920903e-08,2.6815598661458452e-08,12.249999029409944
18.4,0.39,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0058704800739689e-30,1e-30,5.870480073968777e-33,0.0,0.0,0.0,1.5896510516836373,1.0,0.463514527796402,1.0005966299991618,1.0,0.0,5.611538167427707e-52,5.546228976920903e-08,5.546228976920903e-08,12.249999029409944
19.200000000000003,0.39,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0057161736535278e-30,1e-30,5.716173653527695e-33,0.0,0.0,0.0,1.5704009692603986,1.0,0.4513309811859851,1.0006470199295994,1.0,0.0,5.609816613871558e-52,5.546228976920903e-08,5.546228976920903e-08,12.249999029409944
20.0,0.39,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0055641423643005e-30,1e-30,5.564142364300414e-33,0.0,0.0,0.0,1.5516627094173834,1.0,0.43932707173589636,1.000696715514015,1.0,0.0,5.608120701621814e-52,5.546228976920903e-08,5.546228976920903e-08,12.249999029409944
4.0,0.5800000000000001,0.05096434622299735,0.35746036526507363,0.12722034575989247,1.0000000000000001e-60,0.0041510630369783405,1.0000000000000001e-60,1.1412036525285907e-31,1.2885748774484689e-31,1.0342645694866756e-31,5.096434622299735e-62,0.0014838405094366235,1.2722034575989249e-61,0.0014838405094366235,0.001485094942815126,0.0014897515922202165,1.2544333785025844e-06,4.656649405090484e-06,0.0,0.0,0.0,1.280917082806759,1.0,0.24757629233153006,1.000845396368764,1.0,1159.3197036143972,2.481691764542689,2.4816917645426897,8.881784197001252e-16,7.312856709246736
4.8,0.5800000000000001,0.0771167200444446,0.3769422922419072,0.09561564852616573,1.0000000000000001e-60,0.004161103583490356,1.0000000000000001e-60,1.0079858792610566e-31,1.2901323317381603e-31,7.971721936714691e-32,7.711672004444461e-62,0.001568495923016869,9.561564852616574e-62,0.001568495923016869,0.0015697312058346772,0.0015758483784733086,1.2352828178082732e-06,6.1171726386314e-06,0.0,0.0,0.0,1.3602809677586774,1.0,0.30769127235057525,1.0007875588324338,1.0,1295.375142212449,13.763703602901478,13.763703602901478,0.0,955.3822923774934
5.6,0.5800000000000001,0.1006143390964511,0.37916398705598553,0.06704520076735444,1.0000000000000001e-60,0.00343434400378527,1.0000000000000001e-60,7.904352146000565e-32,1.1720655278243226e-31,5.959444798111691e-32,1.006143390964511e-61,0.0013021795653970396,6.704520076735445e-62,0.0013021795653970396,0.001303771298661378,0.0013096837143618872,1.59173326433836e-06,5.912415700509233e-06,0.0,0.0,0.0,1.4305484675437201,1.0,0.35805791447458585,1.001222360806939,1.0,892.8335927716354,57.977891931960414,57.977891931960436,2.1316282072803006e-14,20006.61159665371
6.4,0.5800000000000001,0.12575255434758334,0.34686703183606293,0.05236176811169228,1.0000000000000001e-60,0.0019381367964826934,1.0000000000000001e-60,5.752501155700377e-32,8.804855016370669e-32,4.5605734319466625e-32,1.2575255434758335e-61,0.0006722757578882074,5.236176811169229e-62,0.0006722757578882074,0.0006732371570746795,0.000676565851719082,9.613991864720244e-07,3.328694644402579e-06,0.0,0.0,0.0,1.4775528482269376,1.0,0.3903872383399466,1.0014300667176994,1.0,237.970801009937,59.8853283256769,59.885328325676916,1.4210854715202004e-14,21378.335183513915
7.2,0.5800000000000001,0.15546127423957895,0.30682067147735004,0.04629895448606924,1.0000000000000001e-60,0.0003942546672087957,1.0000000000000001e-60,4.4222443481515865e-32,3.9711694358654393e-32,3.895876290432982e-32,1.5546127423957897e-61,0.00012096548172608188,4.6298954486069245e-62,0.00012096548172608188,0.00012114117302834321,0.00012175520581659538,1.7569130226132985e-07,6.140327882521663e-07,0.0,0.0,0.0,1.4921401916441892,1.0,0.40021145959540433,1.0014524085694063,1.0,7.7046282554490615,3.5323078087572473,3.5323078087572473,0.0,28.417103695544583
8.0,0.5800000000000001,0.18204724710939807,0.30804498724753165,0.043953375086010577,1.0000000000000001e-60,0.0002788905285962925,1.0000000000000001e-60,3.724670408224819e-32,3.3400031652457607e-32,3.50419033094253e-32,1.820472471093981e-61,8.591082932490229e-05,4.3953375086010584e-62,8.591082932490229e-05,8.604367937337866e-05,8.646042371815446e-05,1.3285004847636973e-07,4.1674434477580223e-07,0.0,0.0,0.0,1.4658274448318904,1.0,0.38241989178356733,1.0015463713890358,1.0,3.886195042038653,2.32557249852142,2.325572498521419,8.881784197001252e-16,5.354277812619888
