n_points,max_abs_response_weight_residual,max_abs_response_prefactor_residual,delta_f_norm_p50,delta_f_norm_p90,s_tree_parented_p50,s_tree_parented_p90,projected_response_action_p50,projected_response_action_p90,projected_response_weight_p50,projected_response_weight_p90,coeff_action_share_p50,coeff_action_share_p90,tree_action_share_p50,tree_action_share_p90,"corr(delta_f_norm, projected_response_action)","corr(s_tree_parented, projected_response_action)","corr(projected_response_weight, eymh_parented_prefactor_diag)","corr(projected_response_action, eymh_parented_prefactor_diag)","corr(projected_response_action, abs_mu_diff_vs_const)"
441,2.220446049250313e-16,9.71445146547012e-17,0.4055918254968747,0.42704731793219425,0.49518381656173616,0.6133974204518626,0.899037227928176,0.9766056269473871,0.6379351708015125,0.7068270262935179,0.44486833754752036,0.5484854485880256,0.5418029481762546,0.645885759997,0.8760503928354484,0.9456150107507295,0.7567468642519215,-0.7611635467912897,0.11852982506463954
